architecture,shift_mem_r,tau_mem_r_ms,seed,epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
ff,3,117.0136826471659,11,1,2.61723688711603,0.1235188077139149,2.30983829498291,0.2052910052910053
ff,3,117.0136826471659,11,2,2.08950461947364,0.3138583066829012,1.9881569147109983,0.3221260221260221
ff,3,117.0136826471659,11,3,1.7236735605331788,0.447292025733065,1.8070642948150637,0.3507034632034632
ff,3,117.0136826471659,11,4,1.5043114499668246,0.4907679343731431,1.728174924850464,0.4111291486291487
ff,3,117.0136826471659,11,5,1.345766858677035,0.5523586184078707,1.6567384004592896,0.4025913900913901
ff,3,117.0136826471659,11,6,1.2356598945575,0.5850522233675286,1.6150693893432615,0.4340728715728716
ff,3,117.0136826471659,11,7,1.1450808994125787,0.6374106364974561,1.5669124126434326,0.4320887445887445
ff,3,117.0136826471659,11,8,1.0800037209630629,0.6539940736045273,1.5446269512176514,0.4577561327561328
ff,3,117.0136826471659,11,9,1.0307668855801713,0.6893603678264539,1.5606772899627686,0.451569264069264
ff,3,117.0136826471659,11,10,0.9851967755980828,0.6892773404210071,1.528577446937561,0.4750180375180375
ff,3,117.0136826471659,11,11,0.9506230594369096,0.6988412021001557,1.5237666368484497,0.4604978354978354
ff,3,117.0136826471659,11,12,0.909677381564746,0.7176048173403711,1.5638551712036133,0.4688672438672438
ff,3,117.0136826471659,11,13,0.8855224429227398,0.7298701686284778,1.5553057193756104,0.4813672438672438
ff,3,117.0136826471659,11,14,0.8553709433944623,0.7378925543284439,1.5397175550460815,0.4847402597402597
ff,3,117.0136826471659,11,15,0.8294993555894612,0.7392406231883054,1.5349421501159668,0.4904581529581528
ff,3,117.0136826471659,11,16,0.8088782759008227,0.7408716786368784,1.5602411031723022,0.4737914862914862
ff,3,117.0136826471659,11,17,0.7828378935894335,0.760750004534815,1.5543043613433838,0.489069264069264
ff,3,117.0136826471659,11,18,0.7715601061379438,0.7575478598087139,1.584344744682312,0.4771645021645021
ff,3,117.0136826471659,11,19,0.7496448892734547,0.7587302618669947,1.5613229274749756,0.4807359307359307
ff,3,117.0136826471659,11,20,0.7349469946912152,0.7725759124634329,1.5446065664291382,0.4753066378066377
