architecture,shift_mem_r,tau_mem_r_ms,seed,best_epoch,native_train_accuracy,native_train_balanced_accuracy,native_train_macro_f1,native_train_loss,native_train_hidden_events_per_neuron_second,native_train_hidden_tail_event_fraction,native_train_hidden_tail_events_per_neuron_second,native_train_endpoint_membrane_l2_mean,native_val_accuracy,native_val_balanced_accuracy,native_val_macro_f1,native_val_loss,native_val_hidden_events_per_neuron_second,native_val_hidden_tail_event_fraction,native_val_hidden_tail_events_per_neuron_second,native_val_endpoint_membrane_l2_mean,native_test_accuracy,native_test_balanced_accuracy,native_test_macro_f1,native_test_loss,native_test_hidden_events_per_neuron_second,native_test_hidden_tail_event_fraction,native_test_hidden_tail_events_per_neuron_second,native_test_endpoint_membrane_l2_mean,hidden_whole_count_val_ba,hidden_whole_count_test_ba,hidden_whole_count_C,hidden_fixed250_ordered_val_ba,hidden_fixed250_ordered_test_ba,hidden_fixed250_ordered_C,hidden_relative10_ordered_val_ba,hidden_relative10_ordered_test_ba,hidden_relative10_ordered_C,hidden_uend_val_ba,hidden_uend_test_ba,hidden_uend_C
ff,3,117.0136826471659,11,15,0.7504302925989673,0.7484394083304866,0.7518307968058918,0.8098033823573035,10.60427588055002,0.004608689773786672,0.03941883605851979,20.39927560409047,0.5,0.49045815295815287,0.4993460870005492,1.5349421501159668,9.251514353436924,0.00401196501226272,0.026320684523809524,19.176573738219247,0.4657534246575342,0.45842698967698964,0.4525903839993024,1.6451262611232391,10.93385520212061,0.00590087138585749,0.04192529965753425,21.963710001070204,0.49713804713804716,0.49978077478077476,1.0,0.5348003848003848,0.5870303307803307,1.0,0.6326599326599327,0.673608336108336,0.01,0.48503487253487254,0.49443889443889444,0.1
ff,3,117.0136826471659,23,54,0.9122203098106713,0.9143959189061852,0.9148327352235293,0.3355414654014443,11.543194265329024,0.00707800136143116,0.06606336058519793,23.32946105011564,0.5476190476190477,0.529978354978355,0.5341605991262742,1.8895342350006104,10.374681766306733,0.007287129710908854,0.053788442460317464,21.834730360243057,0.5068493150684932,0.4922563547563547,0.4918520816994468,2.0910618860427648,11.941310470510272,0.009563888077775296,0.07448630136986302,25.465168156035958,0.48851611351611357,0.5558705183705183,1.0,0.5601010101010101,0.6027299089799089,1.0,0.6360329485329486,0.6775384337884338,0.01,0.5091450216450216,0.5226856476856475,0.1
ff,3,117.0136826471659,37,20,0.7573149741824441,0.7585514370892551,0.7604684967373277,0.7390910057726087,10.54492773041687,0.005291841211585964,0.04503953313253012,21.23056539775172,0.5,0.49327200577200575,0.48852962381773635,1.6268320083618164,9.803792467737688,0.005901831971372109,0.04110863095238095,19.392554873511905,0.4794520547945205,0.46508491508491506,0.4646537280167833,1.6479622435896364,11.039140159045726,0.007728821131401128,0.05554366438356165,23.44200008862639,0.5220298220298221,0.5034201909201909,0.001,0.5613155363155363,0.568524531024531,0.01,0.6295093795093796,0.6156565656565656,0.001,0.5066558441558441,0.47365481740481735,0.01
ff,3,117.0136826471659,53,28,0.7865748709122203,0.787273014997989,0.7878364758702907,0.617294589592955,12.10016413485856,0.009463685634255457,0.0928154582616179,21.98846151906734,0.5,0.4918831168831168,0.489766081871345,1.5726677179336548,10.615398121323851,0.009652043227394276,0.07307167658730158,20.2687251984127,0.4863013698630137,0.47614191364191355,0.4828829221889077,1.7587167726804132,13.048707753479125,0.011759834628305788,0.10030500856164383,24.025570386076627,0.4898268398268398,0.5642968142968142,0.1,0.5235209235209236,0.6365190365190364,0.01,0.618572631072631,0.6062992562992563,0.1,0.5077561327561327,0.5003441003441004,0.01
ff,3,117.0136826471659,71,33,0.8141135972461274,0.814647300596746,0.8162671299202783,0.5970445574868771,10.754442527676822,0.005812319671388725,0.050478700516351116,20.42668427616717,0.47619047619047616,0.4611291486291486,0.45981027487985116,1.658772587776184,9.493328066017032,0.0058560981103281525,0.039496527777777776,18.58754572792659,0.541095890410959,0.525829032079032,0.5266410747865744,1.6991566501251638,11.523649768058316,0.008082169315564682,0.0606538955479452,22.02432648123127,0.5502104377104378,0.5126276501276501,1.0,0.5550084175084175,0.5372176434676434,1.0,0.6250481000481001,0.6543463480963482,0.1,0.4708513708513708,0.47756687756687755,1.0
ff,4,242.10347130039656,11,15,0.7865748709122203,0.7869971257985395,0.7880881943931479,0.6452043651508588,10.81345570871087,0.0087093502878423,0.07627608648881239,32.28908771245697,0.5396825396825397,0.5251803751803752,0.5370804845633221,1.439071536064148,9.48590992889123,0.00802820198570622,0.05422247023809524,30.39326404389881,0.5068493150684932,0.4976114163614163,0.48807815471357213,1.644508763535382,11.169276010603049,0.011071179727896147,0.08077375856164383,34.5189535062607,0.49861712361712357,0.5624521312021311,0.1,0.5458694083694083,0.6132055444555444,0.01,0.6131794131794132,0.6488067488067487,0.01,0.5231962481962482,0.5453657453657453,0.01
ff,4,242.10347130039656,23,53,0.9328743545611016,0.9345785230718637,0.9351560190395872,0.2510648019060416,11.670181050798064,0.013405138907964359,0.12730609939759036,38.307739467916306,0.5158730158730159,0.505904280904281,0.5126313890787575,1.9200398921966553,10.502458080941095,0.014218146161388936,0.10698784722222222,36.01410977802579,0.5616438356164384,0.5511918636918637,0.5588626263901529,2.063848025178256,12.118331676607024,0.01788441592008405,0.1425513698630137,41.48283198108412,0.4821969696969697,0.5278221778221778,10.0,0.5601010101010101,0.6069826007326007,0.1,0.5948653198653199,0.64371114996115,1.0,0.5259439634439634,0.5640123765123765,0.1
ff,4,242.10347130039656,37,49,0.9242685025817556,0.9254695116481081,0.9257919946170218,0.2934987271739981,11.665265379268762,0.012953516566910678,0.12290904690189329,37.16747962833477,0.5396825396825397,0.52252886002886,0.5285270467836257,1.7602572441101074,10.77451496795716,0.014323460438819107,0.11058407738095238,34.090990823412696,0.4931506849315068,0.485284854034854,0.48695054250297115,1.9657629483366665,12.133076540755468,0.018669141145808907,0.14910637842465754,40.898357652638055,0.5112854737854738,0.4974227161727161,0.01,0.5382936507936508,0.5819173881673881,0.01,0.6109848484848485,0.6235930735930736,0.001,0.5379689754689754,0.5161380286380285,0.01
ff,4,242.10347130039656,53,32,0.8640275387263339,0.864998069048564,0.8643786008061872,0.41169366037886646,12.32100926189559,0.01843772057283223,0.18581244621342513,36.69558311370482,0.5079365079365079,0.499585137085137,0.49594954791033224,1.6466580629348755,10.861381792643314,0.019755893689760766,0.15460689484126985,34.03085472470238,0.4931506849315068,0.4786761849261849,0.48501062116861576,1.9459402463207507,13.280525182239893,0.023537186257133635,0.2067904537671233,40.41810754227312,0.48506493506493503,0.564459151959152,0.01,0.5236892736892736,0.6345709845709846,0.1,0.6099446849446849,0.5488969363969364,10.0,0.5032888407888408,0.4928966866466866,1.0
ff,4,242.10347130039656,71,25,0.8364888123924269,0.8392658678490132,0.837286704838844,0.5293776669416083,10.7785100574472,0.010544870858580191,0.09222380593803786,32.239646924752584,0.5396825396825397,0.5315295815295815,0.5302942254584989,1.5764304399490356,9.58550610130805,0.011663061089638568,0.0798921130952381,29.834761362227184,0.5342465753424658,0.5213918026418025,0.5239478259119754,1.6845823542712486,11.534335652750165,0.015003872994089704,0.1134952910958904,34.659625745799445,0.49322991822991824,0.4925629925629926,10.0,0.5531144781144781,0.5800706238206238,0.1,0.605477392977393,0.6712703962703963,0.1,0.510064935064935,0.5187853812853812,0.1
