mean_embedding_cosine_similarity,median_embedding_cosine_similarity,mean_embedding_cosine_distance,median_embedding_cosine_distance,prediction_agreement
0.914550121811243,0.9183822712022858,0.08544987818875699,0.08161772879771423,0.2755905511811024
