anchor,seed,anchor_progress_mae,fraction_timesteps_improved,mae_change_residual_minus_anchor,n_valid_timesteps,progress_proxy,residual_progress_mae
clock,11,0.28678546001967253,0.4118621603711067,0.0005056099417319881,12072,routing center-of-mass over normalized expert index,0.2872910699614045
clock,23,0.28678546001967253,0.0,0.0,12072,routing center-of-mass over normalized expert index,0.28678546001967253
clock,37,0.28678546001967253,0.18530483764082173,0.0019436221277903676,12072,routing center-of-mass over normalized expert index,0.2887290821474629
clock,53,0.2867854600252591,0.0,0.0,12072,routing center-of-mass over normalized expert index,0.2867854600252591
clock,71,0.28678546001967253,0.0,0.0,12072,routing center-of-mass over normalized expert index,0.28678546001967253
