anchor,seed,ablation,accuracy,balanced_accuracy,loss,macro_f1,n_samples,replicate
oracle_progress,23,circular_shift,0.5958904109589042,0.5848817848817848,1.748392428053886,0.5907933120972474,146,0
oracle_progress,23,circular_shift,0.5958904109589042,0.5848817848817848,1.748392428053886,0.5907933120972474,146,1
oracle_progress,23,circular_shift,0.5958904109589042,0.5848817848817848,1.748392428053886,0.5907933120972474,146,2
oracle_progress,23,circular_shift,0.5958904109589042,0.5848817848817848,1.748392428053886,0.5907933120972474,146,3
oracle_progress,23,circular_shift,0.5958904109589042,0.5848817848817848,1.748392428053886,0.5907933120972474,146,4
oracle_progress,23,random_shuffle,0.5958904109589042,0.5848817848817848,1.748392428053886,0.5907933120972474,146,0
oracle_progress,23,random_shuffle,0.5958904109589042,0.5848817848817848,1.748392428053886,0.5907933120972474,146,1
oracle_progress,23,random_shuffle,0.5958904109589042,0.5848817848817848,1.748392428053886,0.5907933120972474,146,2
oracle_progress,23,random_shuffle,0.5958904109589042,0.5848817848817848,1.748392428053886,0.5907933120972474,146,3
oracle_progress,23,random_shuffle,0.5958904109589042,0.5848817848817848,1.748392428053886,0.5907933120972474,146,4
clock,37,circular_shift,0.5753424657534246,0.5699515762015762,1.7553356250283443,0.5656768645172973,146,0
clock,37,circular_shift,0.5753424657534246,0.5699515762015762,1.7528032179985107,0.5656768645172973,146,1
clock,37,circular_shift,0.5684931506849316,0.5639991952491953,1.7552879483211044,0.5609666727482819,146,2
clock,37,circular_shift,0.5753424657534246,0.5699515762015762,1.7549163089200601,0.5656768645172973,146,3
clock,37,circular_shift,0.5684931506849316,0.5639991952491953,1.7523415501012969,0.5601662386145144,146,4
clock,37,random_shuffle,0.5753424657534246,0.5699515762015762,1.75165721812211,0.5648764303835297,146,0
clock,37,random_shuffle,0.5753424657534246,0.5699515762015762,1.7524484161534475,0.5648764303835297,146,1
clock,37,random_shuffle,0.5753424657534246,0.5699515762015762,1.753065825469209,0.5648764303835297,146,2
clock,37,random_shuffle,0.5753424657534246,0.5699515762015762,1.7520804640128507,0.5648764303835297,146,3
clock,37,random_shuffle,0.5753424657534246,0.5699515762015762,1.752179569466328,0.5648764303835297,146,4
oracle_progress,37,circular_shift,0.5821917808219178,0.5706931956931957,1.7707640486616418,0.5733171961242137,146,0
oracle_progress,37,circular_shift,0.5821917808219178,0.5706931956931957,1.7707640486616418,0.5733171961242137,146,1
oracle_progress,37,circular_shift,0.5821917808219178,0.5706931956931957,1.7707640486616418,0.5733171961242137,146,2
oracle_progress,37,circular_shift,0.5821917808219178,0.5706931956931957,1.7707640486616418,0.5733171961242137,146,3
oracle_progress,37,circular_shift,0.5821917808219178,0.5706931956931957,1.7707640486616418,0.5733171961242137,146,4
oracle_progress,37,random_shuffle,0.5821917808219178,0.5706931956931957,1.7707640486616418,0.5733171961242137,146,0
oracle_progress,37,random_shuffle,0.5821917808219178,0.5706931956931957,1.7707640486616418,0.5733171961242137,146,1
oracle_progress,37,random_shuffle,0.5821917808219178,0.5706931956931957,1.7707640486616418,0.5733171961242137,146,2
oracle_progress,37,random_shuffle,0.5821917808219178,0.5706931956931957,1.7707640486616418,0.5733171961242137,146,3
oracle_progress,37,random_shuffle,0.5821917808219178,0.5706931956931957,1.7707640486616418,0.5733171961242137,146,4
clock,53,circular_shift,0.5753424657534246,0.5624542124542123,2.512214647812519,0.5521745818271101,146,0
clock,53,circular_shift,0.5753424657534246,0.5624542124542123,2.512214647812519,0.5521745818271101,146,1
clock,53,circular_shift,0.5753424657534246,0.5624542124542123,2.512214647812519,0.5521745818271101,146,2
clock,53,circular_shift,0.5753424657534246,0.5624542124542123,2.512214647812519,0.5521745818271101,146,3
clock,53,circular_shift,0.5753424657534246,0.5624542124542123,2.512214647812519,0.5521745818271101,146,4
clock,53,random_shuffle,0.5753424657534246,0.5624542124542123,2.512214647812519,0.5521745818271101,146,0
clock,53,random_shuffle,0.5753424657534246,0.5624542124542123,2.512214647812519,0.5521745818271101,146,1
clock,53,random_shuffle,0.5753424657534246,0.5624542124542123,2.512214647812519,0.5521745818271101,146,2
clock,53,random_shuffle,0.5753424657534246,0.5624542124542123,2.512214647812519,0.5521745818271101,146,3
clock,53,random_shuffle,0.5753424657534246,0.5624542124542123,2.512214647812519,0.5521745818271101,146,4
oracle_progress,53,circular_shift,0.5684931506849316,0.5617347929847929,2.8116196890518155,0.5560001355076486,146,0
oracle_progress,53,circular_shift,0.5616438356164384,0.555782412032412,2.8142608697623,0.551681577597289,146,1
oracle_progress,53,circular_shift,0.5616438356164384,0.555782412032412,2.818472990119832,0.551681577597289,146,2
oracle_progress,53,circular_shift,0.5684931506849316,0.5617347929847929,2.810301628220747,0.5560001355076486,146,3
oracle_progress,53,circular_shift,0.5616438356164384,0.555782412032412,2.816162337050763,0.5504856308552128,146,4
oracle_progress,53,random_shuffle,0.5616438356164384,0.555782412032412,2.8119958388951565,0.5504856308552128,146,0
oracle_progress,53,random_shuffle,0.5616438356164384,0.555782412032412,2.812289984653866,0.5504856308552128,146,1
oracle_progress,53,random_shuffle,0.5616438356164384,0.555782412032412,2.812844334568126,0.5504856308552128,146,2
oracle_progress,53,random_shuffle,0.5616438356164384,0.555782412032412,2.811793066621539,0.5504856308552128,146,3
oracle_progress,53,random_shuffle,0.5616438356164384,0.555782412032412,2.8112399114024984,0.5504856308552128,146,4
clock,71,circular_shift,0.5,0.4918914418914418,1.6350266098591841,0.4706083954358347,146,0
clock,71,circular_shift,0.5,0.4918914418914418,1.6350266098591841,0.4706083954358347,146,1
clock,71,circular_shift,0.5,0.4918914418914418,1.6350266098591841,0.4706083954358347,146,2
clock,71,circular_shift,0.5,0.4918914418914418,1.6350266098591841,0.4706083954358347,146,3
clock,71,circular_shift,0.5,0.4918914418914418,1.6350266098591841,0.4706083954358347,146,4
clock,71,random_shuffle,0.5,0.4918914418914418,1.6350266098591841,0.4706083954358347,146,0
clock,71,random_shuffle,0.5,0.4918914418914418,1.6350266098591841,0.4706083954358347,146,1
clock,71,random_shuffle,0.5,0.4918914418914418,1.6350266098591841,0.4706083954358347,146,2
clock,71,random_shuffle,0.5,0.4918914418914418,1.6350266098591841,0.4706083954358347,146,3
clock,71,random_shuffle,0.5,0.4918914418914418,1.6350266098591841,0.4706083954358347,146,4
oracle_progress,71,circular_shift,0.5342465753424658,0.5212856587856588,1.6410985080067404,0.518725011298007,146,0
oracle_progress,71,circular_shift,0.5342465753424658,0.5212856587856588,1.6410985080067404,0.518725011298007,146,1
oracle_progress,71,circular_shift,0.5342465753424658,0.5212856587856588,1.6410985080067404,0.518725011298007,146,2
oracle_progress,71,circular_shift,0.5342465753424658,0.5212856587856588,1.6410985080067404,0.518725011298007,146,3
oracle_progress,71,circular_shift,0.5342465753424658,0.5212856587856588,1.6410985080067404,0.518725011298007,146,4
oracle_progress,71,random_shuffle,0.5342465753424658,0.5212856587856588,1.6410985080067404,0.518725011298007,146,0
oracle_progress,71,random_shuffle,0.5342465753424658,0.5212856587856588,1.6410985080067404,0.518725011298007,146,1
oracle_progress,71,random_shuffle,0.5342465753424658,0.5212856587856588,1.6410985080067404,0.518725011298007,146,2
oracle_progress,71,random_shuffle,0.5342465753424658,0.5212856587856588,1.6410985080067404,0.518725011298007,146,3
oracle_progress,71,random_shuffle,0.5342465753424658,0.5212856587856588,1.6410985080067404,0.518725011298007,146,4
