anchor,seed,ablation,accuracy,balanced_accuracy,loss,macro_f1,n_samples,replicate
clock,11,circular_shift,0.541095890410959,0.5440150127650127,2.2864863344932265,0.5295436707160992,146,0
clock,11,circular_shift,0.541095890410959,0.5440150127650127,2.2894304486869306,0.5295436707160992,146,1
clock,11,circular_shift,0.541095890410959,0.5440150127650127,2.2861616628787615,0.5295436707160992,146,2
clock,11,circular_shift,0.541095890410959,0.5440150127650127,2.2879963853539445,0.5303770040494326,146,3
clock,11,circular_shift,0.541095890410959,0.5440150127650127,2.2862084577825788,0.5295436707160992,146,4
clock,11,random_shuffle,0.541095890410959,0.5440150127650127,2.288445491873759,0.5303770040494326,146,0
clock,11,random_shuffle,0.541095890410959,0.5440150127650127,2.288495059702185,0.5303770040494326,146,1
clock,11,random_shuffle,0.541095890410959,0.5440150127650127,2.2886544185808693,0.5295436707160992,146,2
clock,11,random_shuffle,0.541095890410959,0.5440150127650127,2.28841361926542,0.5295436707160992,146,3
clock,11,random_shuffle,0.541095890410959,0.5440150127650127,2.288818627543488,0.5303770040494326,146,4
oracle_progress,11,circular_shift,0.6301369863013698,0.6210601898101897,1.6660662407170552,0.6044800678748721,146,0
oracle_progress,11,circular_shift,0.6301369863013698,0.6210601898101897,1.6660662407170552,0.6044800678748721,146,1
oracle_progress,11,circular_shift,0.6301369863013698,0.6210601898101897,1.6660662407170552,0.6044800678748721,146,2
oracle_progress,11,circular_shift,0.6301369863013698,0.6210601898101897,1.6660662407170552,0.6044800678748721,146,3
oracle_progress,11,circular_shift,0.6301369863013698,0.6210601898101897,1.6660662407170552,0.6044800678748721,146,4
oracle_progress,11,random_shuffle,0.6301369863013698,0.6210601898101897,1.6660662407170552,0.6044800678748721,146,0
oracle_progress,11,random_shuffle,0.6301369863013698,0.6210601898101897,1.6660662407170552,0.6044800678748721,146,1
oracle_progress,11,random_shuffle,0.6301369863013698,0.6210601898101897,1.6660662407170552,0.6044800678748721,146,2
oracle_progress,11,random_shuffle,0.6301369863013698,0.6210601898101897,1.6660662407170552,0.6044800678748721,146,3
oracle_progress,11,random_shuffle,0.6301369863013698,0.6210601898101897,1.6660662407170552,0.6044800678748721,146,4
clock,23,circular_shift,0.6095890410958904,0.5939636752136751,1.7962307786310796,0.5821490092564965,146,0
clock,23,circular_shift,0.6095890410958904,0.5939636752136751,1.7962307786310796,0.5821490092564965,146,1
clock,23,circular_shift,0.6095890410958904,0.5939636752136751,1.7962307786310796,0.5821490092564965,146,2
clock,23,circular_shift,0.6095890410958904,0.5939636752136751,1.7962307786310796,0.5821490092564965,146,3
clock,23,circular_shift,0.6095890410958904,0.5939636752136751,1.7962307786310796,0.5821490092564965,146,4
clock,23,random_shuffle,0.6095890410958904,0.5939636752136751,1.7962307786310796,0.5821490092564965,146,0
clock,23,random_shuffle,0.6095890410958904,0.5939636752136751,1.7962307786310796,0.5821490092564965,146,1
clock,23,random_shuffle,0.6095890410958904,0.5939636752136751,1.7962307786310796,0.5821490092564965,146,2
clock,23,random_shuffle,0.6095890410958904,0.5939636752136751,1.7962307786310796,0.5821490092564965,146,3
clock,23,random_shuffle,0.6095890410958904,0.5939636752136751,1.7962307786310796,0.5821490092564965,146,4
