cv_mode,method,rotation,seed,split,class_index,class_label,precision,recall,f1,support
cross_user,raw250_linear,2,37,train,0,A,1.0,1.0,1.0,37
cross_user,raw250_linear,2,37,train,1,B,1.0,1.0,1.0,42
cross_user,raw250_linear,2,37,train,2,C,1.0,1.0,1.0,46
cross_user,raw250_linear,2,37,train,3,D,1.0,1.0,1.0,46
cross_user,raw250_linear,2,37,train,4,E,1.0,1.0,1.0,45
cross_user,raw250_linear,2,37,train,5,G,1.0,1.0,1.0,43
cross_user,raw250_linear,2,37,train,6,H,1.0,1.0,1.0,48
cross_user,raw250_linear,2,37,train,7,I,1.0,1.0,1.0,44
cross_user,raw250_linear,2,37,train,8,J,1.0,1.0,1.0,46
cross_user,raw250_linear,2,37,train,9,K,1.0,1.0,1.0,49
cross_user,raw250_linear,2,37,train,10,L,1.0,1.0,1.0,28
cross_user,raw250_linear,2,37,train,11,X,1.0,1.0,1.0,39
cross_user,raw250_linear,2,37,val,0,A,0.6,0.42857142857142855,0.5,14
cross_user,raw250_linear,2,37,val,1,B,0.7142857142857143,0.7142857142857143,0.7142857142857143,14
cross_user,raw250_linear,2,37,val,2,C,0.65,0.8125,0.7222222222222222,16
cross_user,raw250_linear,2,37,val,3,D,0.7857142857142857,0.8461538461538461,0.8148148148148148,13
cross_user,raw250_linear,2,37,val,4,E,0.7692307692307693,0.6666666666666666,0.7142857142857143,15
cross_user,raw250_linear,2,37,val,5,G,0.8571428571428571,0.4,0.5454545454545454,15
cross_user,raw250_linear,2,37,val,6,H,0.8125,0.8125,0.8125,16
cross_user,raw250_linear,2,37,val,7,I,0.7857142857142857,0.6875,0.7333333333333333,16
cross_user,raw250_linear,2,37,val,8,J,0.65,0.9285714285714286,0.7647058823529411,14
cross_user,raw250_linear,2,37,val,9,K,0.7368421052631579,0.875,0.8,16
cross_user,raw250_linear,2,37,val,10,L,0.5,0.7777777777777778,0.6086956521739131,9
cross_user,raw250_linear,2,37,val,11,X,0.42857142857142855,0.3,0.35294117647058826,10
cross_user,raw250_linear,2,37,test,0,A,0.5384615384615384,0.4666666666666667,0.5,15
cross_user,raw250_linear,2,37,test,1,B,0.5333333333333333,0.5333333333333333,0.5333333333333333,15
cross_user,raw250_linear,2,37,test,2,C,0.8181818181818182,0.5625,0.6666666666666666,16
cross_user,raw250_linear,2,37,test,3,D,0.5789473684210527,0.7333333333333333,0.6470588235294118,15
cross_user,raw250_linear,2,37,test,4,E,0.5714285714285714,0.75,0.6486486486486487,16
cross_user,raw250_linear,2,37,test,5,G,0.6666666666666666,0.5714285714285714,0.6153846153846154,14
cross_user,raw250_linear,2,37,test,6,H,0.45,0.5625,0.5,16
cross_user,raw250_linear,2,37,test,7,I,0.29411764705882354,0.3125,0.30303030303030304,16
cross_user,raw250_linear,2,37,test,8,J,0.5625,0.6,0.5806451612903226,15
cross_user,raw250_linear,2,37,test,9,K,0.6666666666666666,0.7142857142857143,0.6896551724137931,14
cross_user,raw250_linear,2,37,test,10,L,0.75,0.6666666666666666,0.7058823529411765,9
cross_user,raw250_linear,2,37,test,11,X,0.4,0.18181818181818182,0.25,11
