cv_mode,method,rotation,seed,split,class_index,class_label,precision,recall,f1,support
within_user,raw250_linear,4,71,train,0,A,1.0,1.0,1.0,35
within_user,raw250_linear,4,71,train,1,B,1.0,1.0,1.0,39
within_user,raw250_linear,4,71,train,2,C,1.0,1.0,1.0,49
within_user,raw250_linear,4,71,train,3,D,1.0,1.0,1.0,48
within_user,raw250_linear,4,71,train,4,E,1.0,1.0,1.0,44
within_user,raw250_linear,4,71,train,5,G,1.0,1.0,1.0,40
within_user,raw250_linear,4,71,train,6,H,1.0,1.0,1.0,49
within_user,raw250_linear,4,71,train,7,I,1.0,1.0,1.0,47
within_user,raw250_linear,4,71,train,8,J,1.0,1.0,1.0,48
within_user,raw250_linear,4,71,train,9,K,1.0,1.0,1.0,47
within_user,raw250_linear,4,71,train,10,L,1.0,1.0,1.0,30
within_user,raw250_linear,4,71,train,11,X,1.0,1.0,1.0,38
within_user,raw250_linear,4,71,val,0,A,0.5294117647058824,0.5294117647058824,0.5294117647058824,17
within_user,raw250_linear,4,71,val,1,B,0.5384615384615384,0.4117647058823529,0.4666666666666667,17
within_user,raw250_linear,4,71,val,2,C,0.6666666666666666,0.75,0.7058823529411765,16
within_user,raw250_linear,4,71,val,3,D,0.5384615384615384,0.6363636363636364,0.5833333333333334,11
within_user,raw250_linear,4,71,val,4,E,0.5333333333333333,0.47058823529411764,0.5,17
within_user,raw250_linear,4,71,val,5,G,0.5,0.4,0.4444444444444444,15
within_user,raw250_linear,4,71,val,6,H,0.4666666666666667,0.4666666666666667,0.4666666666666667,15
within_user,raw250_linear,4,71,val,7,I,0.47619047619047616,0.7142857142857143,0.5714285714285714,14
within_user,raw250_linear,4,71,val,8,J,0.5384615384615384,0.5833333333333334,0.56,12
within_user,raw250_linear,4,71,val,9,K,0.6666666666666666,0.5263157894736842,0.5882352941176471,19
within_user,raw250_linear,4,71,val,10,L,0.5,0.6,0.5454545454545454,5
within_user,raw250_linear,4,71,val,11,X,0.36363636363636365,0.36363636363636365,0.36363636363636365,11
within_user,raw250_linear,4,71,test,0,A,0.8181818181818182,0.6428571428571429,0.72,14
within_user,raw250_linear,4,71,test,1,B,0.8333333333333334,0.6666666666666666,0.7407407407407407,15
within_user,raw250_linear,4,71,test,2,C,0.625,0.7692307692307693,0.6896551724137931,13
within_user,raw250_linear,4,71,test,3,D,0.6,0.6,0.6,15
within_user,raw250_linear,4,71,test,4,E,0.6923076923076923,0.6,0.6428571428571429,15
within_user,raw250_linear,4,71,test,5,G,0.6923076923076923,0.5294117647058824,0.6,17
within_user,raw250_linear,4,71,test,6,H,0.6111111111111112,0.6875,0.6470588235294118,16
within_user,raw250_linear,4,71,test,7,I,0.5,0.8,0.6153846153846154,15
within_user,raw250_linear,4,71,test,8,J,0.46153846153846156,0.4,0.42857142857142855,15
within_user,raw250_linear,4,71,test,9,K,0.5294117647058824,0.6923076923076923,0.6,13
within_user,raw250_linear,4,71,test,10,L,0.6,0.5454545454545454,0.5714285714285714,11
within_user,raw250_linear,4,71,test,11,X,0.375,0.2727272727272727,0.3157894736842105,11
