cv_mode,method,rotation,seed,split,class_index,class_label,precision,recall,f1,support
cross_user,a2_234x234,4,71,train,0,A,0.8604651162790697,0.8604651162790697,0.8604651162790697,43
cross_user,a2_234x234,4,71,train,1,B,0.9285714285714286,0.9285714285714286,0.9285714285714286,42
cross_user,a2_234x234,4,71,train,2,C,0.9375,0.9574468085106383,0.9473684210526315,47
cross_user,a2_234x234,4,71,train,3,D,0.851063829787234,0.9090909090909091,0.8791208791208791,44
cross_user,a2_234x234,4,71,train,4,E,0.9772727272727273,0.9148936170212766,0.945054945054945,47
cross_user,a2_234x234,4,71,train,5,G,0.8913043478260869,0.9761904761904762,0.9318181818181818,42
cross_user,a2_234x234,4,71,train,6,H,0.9148936170212766,0.8958333333333334,0.9052631578947369,48
cross_user,a2_234x234,4,71,train,7,I,0.8541666666666666,0.8541666666666666,0.8541666666666666,48
cross_user,a2_234x234,4,71,train,8,J,0.8837209302325582,0.8636363636363636,0.8735632183908046,44
cross_user,a2_234x234,4,71,train,9,K,0.9,0.9782608695652174,0.9375,46
cross_user,a2_234x234,4,71,train,10,L,0.8888888888888888,0.9230769230769231,0.9056603773584906,26
cross_user,a2_234x234,4,71,train,11,X,0.9583333333333334,0.71875,0.8214285714285714,32
cross_user,a2_234x234,4,71,val,0,A,0.0,0.0,0.0,11
cross_user,a2_234x234,4,71,val,1,B,0.6923076923076923,0.6,0.6428571428571429,15
cross_user,a2_234x234,4,71,val,2,C,0.6923076923076923,0.5294117647058824,0.6,17
cross_user,a2_234x234,4,71,val,3,D,0.47058823529411764,0.5333333333333333,0.5,15
cross_user,a2_234x234,4,71,val,4,E,0.47058823529411764,0.6153846153846154,0.5333333333333333,13
cross_user,a2_234x234,4,71,val,5,G,0.5555555555555556,0.625,0.5882352941176471,16
cross_user,a2_234x234,4,71,val,6,H,0.5,0.5294117647058824,0.5142857142857142,17
cross_user,a2_234x234,4,71,val,7,I,0.3333333333333333,0.23076923076923078,0.2727272727272727,13
cross_user,a2_234x234,4,71,val,8,J,0.5555555555555556,0.3333333333333333,0.4166666666666667,15
cross_user,a2_234x234,4,71,val,9,K,0.5555555555555556,0.8823529411764706,0.6818181818181818,17
cross_user,a2_234x234,4,71,val,10,L,0.3888888888888889,0.7,0.5,10
cross_user,a2_234x234,4,71,val,11,X,0.38461538461538464,0.3333333333333333,0.35714285714285715,15
cross_user,a2_234x234,4,71,test,0,A,0.38095238095238093,0.6666666666666666,0.48484848484848486,12
cross_user,a2_234x234,4,71,test,1,B,0.75,0.42857142857142855,0.5454545454545454,14
cross_user,a2_234x234,4,71,test,2,C,0.5263157894736842,0.7142857142857143,0.6060606060606061,14
cross_user,a2_234x234,4,71,test,3,D,0.2962962962962963,0.5333333333333333,0.38095238095238093,15
cross_user,a2_234x234,4,71,test,4,E,0.7857142857142857,0.6875,0.7333333333333333,16
cross_user,a2_234x234,4,71,test,5,G,0.38095238095238093,0.5714285714285714,0.45714285714285713,14
cross_user,a2_234x234,4,71,test,6,H,0.4,0.4,0.4,15
cross_user,a2_234x234,4,71,test,7,I,0.2727272727272727,0.2,0.23076923076923078,15
cross_user,a2_234x234,4,71,test,8,J,0.4375,0.4375,0.4375,16
cross_user,a2_234x234,4,71,test,9,K,0.75,0.375,0.5,16
cross_user,a2_234x234,4,71,test,10,L,0.5,0.2,0.2857142857142857,10
cross_user,a2_234x234,4,71,test,11,X,0.6666666666666666,0.3076923076923077,0.42105263157894735,13
