cv_mode,method,rotation,seed,split,class_index,class_label,precision,recall,f1,support
cross_user,a2_234x234,0,11,train,0,A,0.918918918918919,0.8292682926829268,0.8717948717948718,41
cross_user,a2_234x234,0,11,train,1,B,0.975,0.9069767441860465,0.9397590361445783,43
cross_user,a2_234x234,0,11,train,2,C,1.0,0.9565217391304348,0.9777777777777777,46
cross_user,a2_234x234,0,11,train,3,D,0.8888888888888888,0.9302325581395349,0.9090909090909091,43
cross_user,a2_234x234,0,11,train,4,E,0.9166666666666666,0.9361702127659575,0.9263157894736842,47
cross_user,a2_234x234,0,11,train,5,G,0.8863636363636364,0.9069767441860465,0.896551724137931,43
cross_user,a2_234x234,0,11,train,6,H,0.8431372549019608,0.9148936170212766,0.8775510204081632,47
cross_user,a2_234x234,0,11,train,7,I,0.9285714285714286,0.8297872340425532,0.8764044943820225,47
cross_user,a2_234x234,0,11,train,8,J,0.86,0.9555555555555556,0.9052631578947369,45
cross_user,a2_234x234,0,11,train,9,K,0.8775510204081632,0.9347826086956522,0.9052631578947369,46
cross_user,a2_234x234,0,11,train,10,L,0.9333333333333333,1.0,0.9655172413793104,28
cross_user,a2_234x234,0,11,train,11,X,1.0,0.8823529411764706,0.9375,34
cross_user,a2_234x234,0,11,val,0,A,0.5,0.2857142857142857,0.36363636363636365,14
cross_user,a2_234x234,0,11,val,1,B,0.45454545454545453,0.38461538461538464,0.4166666666666667,13
cross_user,a2_234x234,0,11,val,2,C,1.0,0.8666666666666667,0.9285714285714286,15
cross_user,a2_234x234,0,11,val,3,D,0.5,0.5,0.5,16
cross_user,a2_234x234,0,11,val,4,E,0.4444444444444444,0.75,0.5581395348837209,16
cross_user,a2_234x234,0,11,val,5,G,0.5,0.5384615384615384,0.5185185185185185,13
cross_user,a2_234x234,0,11,val,6,H,0.5416666666666666,0.8125,0.65,16
cross_user,a2_234x234,0,11,val,7,I,0.625,0.3125,0.4166666666666667,16
cross_user,a2_234x234,0,11,val,8,J,0.3333333333333333,0.2,0.25,15
cross_user,a2_234x234,0,11,val,9,K,0.5,0.6875,0.5789473684210527,16
cross_user,a2_234x234,0,11,val,10,L,0.46153846153846156,0.75,0.5714285714285714,8
cross_user,a2_234x234,0,11,val,11,X,0.5,0.18181818181818182,0.26666666666666666,11
cross_user,a2_234x234,0,11,test,0,A,0.375,0.2727272727272727,0.3157894736842105,11
cross_user,a2_234x234,0,11,test,1,B,0.8,0.5333333333333333,0.64,15
cross_user,a2_234x234,0,11,test,2,C,0.9,0.5294117647058824,0.6666666666666666,17
cross_user,a2_234x234,0,11,test,3,D,0.46153846153846156,0.4,0.42857142857142855,15
cross_user,a2_234x234,0,11,test,4,E,0.5625,0.6923076923076923,0.6206896551724138,13
cross_user,a2_234x234,0,11,test,5,G,0.4782608695652174,0.6875,0.5641025641025641,16
cross_user,a2_234x234,0,11,test,6,H,0.6470588235294118,0.6470588235294118,0.6470588235294118,17
cross_user,a2_234x234,0,11,test,7,I,0.1,0.07692307692307693,0.08695652173913043,13
cross_user,a2_234x234,0,11,test,8,J,0.5,0.3333333333333333,0.4,15
cross_user,a2_234x234,0,11,test,9,K,0.7647058823529411,0.7647058823529411,0.7647058823529411,17
cross_user,a2_234x234,0,11,test,10,L,0.3888888888888889,0.7,0.5,10
cross_user,a2_234x234,0,11,test,11,X,0.3181818181818182,0.4666666666666667,0.3783783783783784,15
