cv_mode,method,rotation,seed,split,class_index,class_label,precision,recall,f1,support
within_user,a2_234x234,0,11,train,0,A,0.8636363636363636,0.9743589743589743,0.9156626506024096,39
within_user,a2_234x234,0,11,train,1,B,0.9444444444444444,0.8947368421052632,0.918918918918919,38
within_user,a2_234x234,0,11,train,2,C,0.9318181818181818,0.9111111111111111,0.9213483146067416,45
within_user,a2_234x234,0,11,train,3,D,0.92,0.9583333333333334,0.9387755102040817,48
within_user,a2_234x234,0,11,train,4,E,0.9545454545454546,0.9130434782608695,0.9333333333333333,46
within_user,a2_234x234,0,11,train,5,G,0.972972972972973,0.8780487804878049,0.9230769230769231,41
within_user,a2_234x234,0,11,train,6,H,0.9148936170212766,0.9148936170212766,0.9148936170212766,47
within_user,a2_234x234,0,11,train,7,I,0.7818181818181819,0.8958333333333334,0.8349514563106796,48
within_user,a2_234x234,0,11,train,8,J,0.875,0.7608695652173914,0.813953488372093,46
within_user,a2_234x234,0,11,train,9,K,0.9333333333333333,0.9333333333333333,0.9333333333333333,45
within_user,a2_234x234,0,11,train,10,L,0.9310344827586207,0.9642857142857143,0.9473684210526315,28
within_user,a2_234x234,0,11,train,11,X,0.9487179487179487,0.9487179487179487,0.9487179487179487,39
within_user,a2_234x234,0,11,val,0,A,0.45454545454545453,0.5,0.47619047619047616,10
within_user,a2_234x234,0,11,val,1,B,0.7333333333333333,0.6875,0.7096774193548387,16
within_user,a2_234x234,0,11,val,2,C,0.7333333333333333,0.6470588235294118,0.6875,17
within_user,a2_234x234,0,11,val,3,D,0.5,0.7333333333333333,0.5945945945945946,15
within_user,a2_234x234,0,11,val,4,E,0.7272727272727273,0.6153846153846154,0.6666666666666666,13
within_user,a2_234x234,0,11,val,5,G,0.6666666666666666,0.5,0.5714285714285714,16
within_user,a2_234x234,0,11,val,6,H,0.7777777777777778,0.7777777777777778,0.7777777777777778,18
within_user,a2_234x234,0,11,val,7,I,0.3333333333333333,0.42857142857142855,0.375,14
within_user,a2_234x234,0,11,val,8,J,0.5555555555555556,0.5882352941176471,0.5714285714285714,17
within_user,a2_234x234,0,11,val,9,K,0.6875,0.7333333333333333,0.7096774193548387,15
within_user,a2_234x234,0,11,val,10,L,0.6666666666666666,0.3076923076923077,0.42105263157894735,13
within_user,a2_234x234,0,11,val,11,X,0.3333333333333333,0.4,0.36363636363636365,10
within_user,a2_234x234,0,11,test,0,A,0.5,0.5882352941176471,0.5405405405405406,17
within_user,a2_234x234,0,11,test,1,B,0.75,0.7058823529411765,0.7272727272727273,17
within_user,a2_234x234,0,11,test,2,C,0.8571428571428571,0.75,0.8,16
within_user,a2_234x234,0,11,test,3,D,0.46153846153846156,0.5454545454545454,0.5,11
within_user,a2_234x234,0,11,test,4,E,0.65,0.7647058823529411,0.7027027027027027,17
within_user,a2_234x234,0,11,test,5,G,0.5,0.4666666666666667,0.4827586206896552,15
within_user,a2_234x234,0,11,test,6,H,0.5294117647058824,0.6,0.5625,15
within_user,a2_234x234,0,11,test,7,I,0.45454545454545453,0.35714285714285715,0.4,14
within_user,a2_234x234,0,11,test,8,J,0.47058823529411764,0.6666666666666666,0.5517241379310345,12
within_user,a2_234x234,0,11,test,9,K,0.8235294117647058,0.7368421052631579,0.7777777777777778,19
within_user,a2_234x234,0,11,test,10,L,0.25,0.2,0.2222222222222222,5
within_user,a2_234x234,0,11,test,11,X,0.6666666666666666,0.36363636363636365,0.47058823529411764,11
