cv_mode,method,rotation,seed,split,class_index,class_label,precision,recall,f1,support
cross_user,a2_234x234,3,53,train,0,A,0.5151515151515151,0.425,0.4657534246575342,40
cross_user,a2_234x234,3,53,train,1,B,0.8387096774193549,0.6046511627906976,0.7027027027027027,43
cross_user,a2_234x234,3,53,train,2,C,0.7049180327868853,0.8958333333333334,0.7889908256880734,48
cross_user,a2_234x234,3,53,train,3,D,0.5901639344262295,0.782608695652174,0.6728971962616822,46
cross_user,a2_234x234,3,53,train,4,E,0.7755102040816326,0.8444444444444444,0.8085106382978723,45
cross_user,a2_234x234,3,53,train,5,G,0.6590909090909091,0.6744186046511628,0.6666666666666666,43
cross_user,a2_234x234,3,53,train,6,H,0.532258064516129,0.673469387755102,0.5945945945945946,49
cross_user,a2_234x234,3,53,train,7,I,0.46511627906976744,0.4444444444444444,0.45454545454545453,45
cross_user,a2_234x234,3,53,train,8,J,0.6129032258064516,0.4222222222222222,0.5,45
cross_user,a2_234x234,3,53,train,9,K,0.6415094339622641,0.723404255319149,0.68,47
cross_user,a2_234x234,3,53,train,10,L,0.75,0.4444444444444444,0.5581395348837209,27
cross_user,a2_234x234,3,53,train,11,X,0.7096774193548387,0.5945945945945946,0.6470588235294118,37
cross_user,a2_234x234,3,53,val,0,A,0.2,0.25,0.2222222222222222,12
cross_user,a2_234x234,3,53,val,1,B,0.4,0.14285714285714285,0.21052631578947367,14
cross_user,a2_234x234,3,53,val,2,C,0.5625,0.6428571428571429,0.6,14
cross_user,a2_234x234,3,53,val,3,D,0.2558139534883721,0.7333333333333333,0.3793103448275862,15
cross_user,a2_234x234,3,53,val,4,E,0.8461538461538461,0.6875,0.7586206896551724,16
cross_user,a2_234x234,3,53,val,5,G,0.5,0.6428571428571429,0.5625,14
cross_user,a2_234x234,3,53,val,6,H,0.3076923076923077,0.5333333333333333,0.3902439024390244,15
cross_user,a2_234x234,3,53,val,7,I,0.2222222222222222,0.26666666666666666,0.24242424242424243,15
cross_user,a2_234x234,3,53,val,8,J,0.3333333333333333,0.125,0.18181818181818182,16
cross_user,a2_234x234,3,53,val,9,K,0.5714285714285714,0.25,0.34782608695652173,16
cross_user,a2_234x234,3,53,val,10,L,1.0,0.1,0.18181818181818182,10
cross_user,a2_234x234,3,53,val,11,X,1.0,0.15384615384615385,0.26666666666666666,13
cross_user,a2_234x234,3,53,test,0,A,0.6,0.42857142857142855,0.5,14
cross_user,a2_234x234,3,53,test,1,B,0.7142857142857143,0.35714285714285715,0.47619047619047616,14
cross_user,a2_234x234,3,53,test,2,C,0.7894736842105263,0.9375,0.8571428571428571,16
cross_user,a2_234x234,3,53,test,3,D,0.3448275862068966,0.7692307692307693,0.47619047619047616,13
cross_user,a2_234x234,3,53,test,4,E,0.6923076923076923,0.6,0.6428571428571429,15
cross_user,a2_234x234,3,53,test,5,G,0.6428571428571429,0.6,0.6206896551724138,15
cross_user,a2_234x234,3,53,test,6,H,0.5652173913043478,0.8125,0.6666666666666666,16
cross_user,a2_234x234,3,53,test,7,I,0.6153846153846154,0.5,0.5517241379310345,16
cross_user,a2_234x234,3,53,test,8,J,0.42857142857142855,0.21428571428571427,0.2857142857142857,14
cross_user,a2_234x234,3,53,test,9,K,0.5,0.8125,0.6190476190476191,16
cross_user,a2_234x234,3,53,test,10,L,0.8,0.4444444444444444,0.5714285714285714,9
cross_user,a2_234x234,3,53,test,11,X,0.5,0.1,0.16666666666666666,10
