cv_mode,method,rotation,seed,split,class_index,class_label,precision,recall,f1,support
within_user,a2_234x234,1,23,train,0,A,0.9047619047619048,0.8636363636363636,0.8837209302325582,44
within_user,a2_234x234,1,23,train,1,B,0.9743589743589743,0.926829268292683,0.95,41
within_user,a2_234x234,1,23,train,2,C,0.9285714285714286,0.8863636363636364,0.9069767441860465,44
within_user,a2_234x234,1,23,train,3,D,0.9285714285714286,0.9069767441860465,0.9176470588235294,43
within_user,a2_234x234,1,23,train,4,E,0.9772727272727273,0.9347826086956522,0.9555555555555556,46
within_user,a2_234x234,1,23,train,5,G,0.7857142857142857,0.9565217391304348,0.8627450980392157,46
within_user,a2_234x234,1,23,train,6,H,0.8235294117647058,0.9130434782608695,0.865979381443299,46
within_user,a2_234x234,1,23,train,7,I,0.7777777777777778,0.875,0.8235294117647058,48
within_user,a2_234x234,1,23,train,8,J,0.7837837837837838,0.6744186046511628,0.725,43
within_user,a2_234x234,1,23,train,9,K,0.9183673469387755,0.9375,0.9278350515463918,48
within_user,a2_234x234,1,23,train,10,L,0.9583333333333334,0.92,0.9387755102040817,25
within_user,a2_234x234,1,23,train,11,X,1.0,0.8333333333333334,0.9090909090909091,36
within_user,a2_234x234,1,23,val,0,A,0.47368421052631576,0.75,0.5806451612903226,12
within_user,a2_234x234,1,23,val,1,B,0.5625,0.6428571428571429,0.6,14
within_user,a2_234x234,1,23,val,2,C,0.7222222222222222,0.7647058823529411,0.7428571428571429,17
within_user,a2_234x234,1,23,val,3,D,0.7142857142857143,0.3125,0.43478260869565216,16
within_user,a2_234x234,1,23,val,4,E,0.8571428571428571,0.7058823529411765,0.7741935483870968,17
within_user,a2_234x234,1,23,val,5,G,0.35294117647058826,0.6,0.4444444444444444,10
within_user,a2_234x234,1,23,val,6,H,0.3076923076923077,0.5,0.38095238095238093,16
within_user,a2_234x234,1,23,val,7,I,0.2857142857142857,0.2857142857142857,0.2857142857142857,14
within_user,a2_234x234,1,23,val,8,J,0.5,0.3333333333333333,0.4,15
within_user,a2_234x234,1,23,val,9,K,0.5,0.375,0.42857142857142855,16
within_user,a2_234x234,1,23,val,10,L,0.7142857142857143,0.625,0.6666666666666666,8
within_user,a2_234x234,1,23,val,11,X,0.5555555555555556,0.35714285714285715,0.43478260869565216,14
within_user,a2_234x234,1,23,test,0,A,0.4117647058823529,0.7,0.5185185185185185,10
within_user,a2_234x234,1,23,test,1,B,0.6666666666666666,0.75,0.7058823529411765,16
within_user,a2_234x234,1,23,test,2,C,0.6875,0.6470588235294118,0.6666666666666666,17
within_user,a2_234x234,1,23,test,3,D,0.875,0.4666666666666667,0.6086956521739131,15
within_user,a2_234x234,1,23,test,4,E,1.0,0.6923076923076923,0.8181818181818182,13
within_user,a2_234x234,1,23,test,5,G,0.6111111111111112,0.6875,0.6470588235294118,16
within_user,a2_234x234,1,23,test,6,H,0.5789473684210527,0.6111111111111112,0.5945945945945946,18
within_user,a2_234x234,1,23,test,7,I,0.3157894736842105,0.42857142857142855,0.36363636363636365,14
within_user,a2_234x234,1,23,test,8,J,0.3333333333333333,0.29411764705882354,0.3125,17
within_user,a2_234x234,1,23,test,9,K,0.6470588235294118,0.7333333333333333,0.6875,15
within_user,a2_234x234,1,23,test,10,L,0.625,0.38461538461538464,0.47619047619047616,13
within_user,a2_234x234,1,23,test,11,X,0.4,0.4,0.4,10
