cv_mode,method,rotation,seed,split,class_index,class_label,precision,recall,f1,support
within_user,raw250_linear,3,53,train,0,A,1.0,1.0,1.0,39
within_user,raw250_linear,3,53,train,1,B,1.0,1.0,1.0,47
within_user,raw250_linear,3,53,train,2,C,1.0,1.0,1.0,50
within_user,raw250_linear,3,53,train,3,D,1.0,0.9761904761904762,0.9879518072289156,42
within_user,raw250_linear,3,53,train,4,E,1.0,1.0,1.0,47
within_user,raw250_linear,3,53,train,5,G,1.0,1.0,1.0,41
within_user,raw250_linear,3,53,train,6,H,1.0,1.0,1.0,49
within_user,raw250_linear,3,53,train,7,I,1.0,1.0,1.0,42
within_user,raw250_linear,3,53,train,8,J,0.9777777777777777,1.0,0.9887640449438202,44
within_user,raw250_linear,3,53,train,9,K,1.0,1.0,1.0,50
within_user,raw250_linear,3,53,train,10,L,1.0,1.0,1.0,26
within_user,raw250_linear,3,53,train,11,X,1.0,1.0,1.0,35
within_user,raw250_linear,3,53,val,0,A,0.8571428571428571,0.42857142857142855,0.5714285714285714,14
within_user,raw250_linear,3,53,val,1,B,0.8,0.8,0.8,15
within_user,raw250_linear,3,53,val,2,C,0.6,0.9230769230769231,0.7272727272727273,13
within_user,raw250_linear,3,53,val,3,D,0.5625,0.6,0.5806451612903226,15
within_user,raw250_linear,3,53,val,4,E,0.7058823529411765,0.8,0.75,15
within_user,raw250_linear,3,53,val,5,G,0.6666666666666666,0.5882352941176471,0.625,17
within_user,raw250_linear,3,53,val,6,H,0.6666666666666666,0.625,0.6451612903225806,16
within_user,raw250_linear,3,53,val,7,I,0.6111111111111112,0.7333333333333333,0.6666666666666666,15
within_user,raw250_linear,3,53,val,8,J,0.6,0.6,0.6,15
within_user,raw250_linear,3,53,val,9,K,0.47058823529411764,0.6153846153846154,0.5333333333333333,13
within_user,raw250_linear,3,53,val,10,L,0.6666666666666666,0.36363636363636365,0.47058823529411764,11
within_user,raw250_linear,3,53,val,11,X,0.5555555555555556,0.45454545454545453,0.5,11
within_user,raw250_linear,3,53,test,0,A,0.5,0.3076923076923077,0.38095238095238093,13
within_user,raw250_linear,3,53,test,1,B,0.7,0.7777777777777778,0.7368421052631579,9
within_user,raw250_linear,3,53,test,2,C,0.7058823529411765,0.8,0.75,15
within_user,raw250_linear,3,53,test,3,D,0.8461538461538461,0.6470588235294118,0.7333333333333333,17
within_user,raw250_linear,3,53,test,4,E,0.7857142857142857,0.7857142857142857,0.7857142857142857,14
within_user,raw250_linear,3,53,test,5,G,0.6153846153846154,0.5714285714285714,0.5925925925925926,14
within_user,raw250_linear,3,53,test,6,H,0.65,0.8666666666666667,0.7428571428571429,15
within_user,raw250_linear,3,53,test,7,I,0.6875,0.5789473684210527,0.6285714285714286,19
within_user,raw250_linear,3,53,test,8,J,0.6842105263157895,0.8125,0.7428571428571429,16
within_user,raw250_linear,3,53,test,9,K,0.7777777777777778,0.875,0.8235294117647058,16
within_user,raw250_linear,3,53,test,10,L,0.6666666666666666,0.6666666666666666,0.6666666666666666,9
within_user,raw250_linear,3,53,test,11,X,0.6428571428571429,0.6428571428571429,0.6428571428571429,14
