cv_mode,method,rotation,seed,split,class_index,class_label,precision,recall,f1,support
cross_user,raw250_linear,4,71,train,0,A,0.9285714285714286,0.9069767441860465,0.9176470588235294,43
cross_user,raw250_linear,4,71,train,1,B,0.975609756097561,0.9523809523809523,0.963855421686747,42
cross_user,raw250_linear,4,71,train,2,C,0.6875,0.9361702127659575,0.7927927927927928,47
cross_user,raw250_linear,4,71,train,3,D,0.9545454545454546,0.9545454545454546,0.9545454545454546,44
cross_user,raw250_linear,4,71,train,4,E,0.9787234042553191,0.9787234042553191,0.9787234042553191,47
cross_user,raw250_linear,4,71,train,5,G,1.0,0.9285714285714286,0.9629629629629629,42
cross_user,raw250_linear,4,71,train,6,H,0.9782608695652174,0.9375,0.9574468085106383,48
cross_user,raw250_linear,4,71,train,7,I,0.8076923076923077,0.875,0.84,48
cross_user,raw250_linear,4,71,train,8,J,0.8125,0.8863636363636364,0.8478260869565217,44
cross_user,raw250_linear,4,71,train,9,K,0.9782608695652174,0.9782608695652174,0.9782608695652174,46
cross_user,raw250_linear,4,71,train,10,L,0.9411764705882353,0.6153846153846154,0.7441860465116279,26
cross_user,raw250_linear,4,71,train,11,X,1.0,0.71875,0.8363636363636363,32
cross_user,raw250_linear,4,71,val,0,A,0.5,0.2727272727272727,0.35294117647058826,11
cross_user,raw250_linear,4,71,val,1,B,0.6,0.8,0.6857142857142857,15
cross_user,raw250_linear,4,71,val,2,C,0.6521739130434783,0.8823529411764706,0.75,17
cross_user,raw250_linear,4,71,val,3,D,0.6666666666666666,0.5333333333333333,0.5925925925925926,15
cross_user,raw250_linear,4,71,val,4,E,0.7333333333333333,0.8461538461538461,0.7857142857142857,13
cross_user,raw250_linear,4,71,val,5,G,0.5882352941176471,0.625,0.6060606060606061,16
cross_user,raw250_linear,4,71,val,6,H,0.6470588235294118,0.6470588235294118,0.6470588235294118,17
cross_user,raw250_linear,4,71,val,7,I,0.9,0.6923076923076923,0.782608695652174,13
cross_user,raw250_linear,4,71,val,8,J,0.7058823529411765,0.8,0.75,15
cross_user,raw250_linear,4,71,val,9,K,0.6,0.5294117647058824,0.5625,17
cross_user,raw250_linear,4,71,val,10,L,0.8,0.4,0.5333333333333333,10
cross_user,raw250_linear,4,71,val,11,X,0.6470588235294118,0.7333333333333333,0.6875,15
cross_user,raw250_linear,4,71,test,0,A,0.6666666666666666,0.5,0.5714285714285714,12
cross_user,raw250_linear,4,71,test,1,B,0.7777777777777778,0.5,0.6086956521739131,14
cross_user,raw250_linear,4,71,test,2,C,0.56,1.0,0.717948717948718,14
cross_user,raw250_linear,4,71,test,3,D,0.43478260869565216,0.6666666666666666,0.5263157894736842,15
cross_user,raw250_linear,4,71,test,4,E,0.875,0.4375,0.5833333333333334,16
cross_user,raw250_linear,4,71,test,5,G,0.4782608695652174,0.7857142857142857,0.5945945945945946,14
cross_user,raw250_linear,4,71,test,6,H,0.5,0.4666666666666667,0.4827586206896552,15
cross_user,raw250_linear,4,71,test,7,I,0.4666666666666667,0.4666666666666667,0.4666666666666667,15
cross_user,raw250_linear,4,71,test,8,J,0.6111111111111112,0.6875,0.6470588235294118,16
cross_user,raw250_linear,4,71,test,9,K,0.4,0.375,0.3870967741935484,16
cross_user,raw250_linear,4,71,test,10,L,1.0,0.2,0.3333333333333333,10
cross_user,raw250_linear,4,71,test,11,X,0.6666666666666666,0.46153846153846156,0.5454545454545454,13
