cv_mode,method,rotation,seed,split,class_index,class_label,precision,recall,f1,support
cross_user,a2_234x234,1,23,train,0,A,0.9722222222222222,0.9459459459459459,0.958904109589041,37
cross_user,a2_234x234,1,23,train,1,B,0.975609756097561,0.9302325581395349,0.9523809523809523,43
cross_user,a2_234x234,1,23,train,2,C,0.9791666666666666,1.0,0.9894736842105263,47
cross_user,a2_234x234,1,23,train,3,D,0.9523809523809523,0.9302325581395349,0.9411764705882353,43
cross_user,a2_234x234,1,23,train,4,E,1.0,0.9318181818181818,0.9647058823529412,44
cross_user,a2_234x234,1,23,train,5,G,0.9545454545454546,0.9333333333333333,0.9438202247191011,45
cross_user,a2_234x234,1,23,train,6,H,0.9387755102040817,0.9583333333333334,0.9484536082474226,48
cross_user,a2_234x234,1,23,train,7,I,0.9210526315789473,0.7954545454545454,0.8536585365853658,44
cross_user,a2_234x234,1,23,train,8,J,0.7678571428571429,0.9555555555555556,0.8514851485148515,45
cross_user,a2_234x234,1,23,train,9,K,0.9230769230769231,0.9795918367346939,0.9504950495049505,49
cross_user,a2_234x234,1,23,train,10,L,0.9354838709677419,1.0,0.9666666666666667,29
cross_user,a2_234x234,1,23,train,11,X,1.0,0.8947368421052632,0.9444444444444444,38
cross_user,a2_234x234,1,23,val,0,A,0.47058823529411764,0.5333333333333333,0.5,15
cross_user,a2_234x234,1,23,val,1,B,0.875,0.4666666666666667,0.6086956521739131,15
cross_user,a2_234x234,1,23,val,2,C,0.6666666666666666,0.75,0.7058823529411765,16
cross_user,a2_234x234,1,23,val,3,D,0.6923076923076923,0.6,0.6428571428571429,15
cross_user,a2_234x234,1,23,val,4,E,0.5263157894736842,0.625,0.5714285714285714,16
cross_user,a2_234x234,1,23,val,5,G,0.38095238095238093,0.5714285714285714,0.45714285714285713,14
cross_user,a2_234x234,1,23,val,6,H,0.34782608695652173,0.5,0.41025641025641024,16
cross_user,a2_234x234,1,23,val,7,I,0.5454545454545454,0.375,0.4444444444444444,16
cross_user,a2_234x234,1,23,val,8,J,0.7692307692307693,0.6666666666666666,0.7142857142857143,15
cross_user,a2_234x234,1,23,val,9,K,0.5454545454545454,0.42857142857142855,0.48,14
cross_user,a2_234x234,1,23,val,10,L,0.3333333333333333,0.3333333333333333,0.3333333333333333,9
cross_user,a2_234x234,1,23,val,11,X,0.3333333333333333,0.2727272727272727,0.3,11
cross_user,a2_234x234,1,23,test,0,A,0.5384615384615384,0.5,0.5185185185185185,14
cross_user,a2_234x234,1,23,test,1,B,0.5714285714285714,0.3076923076923077,0.4,13
cross_user,a2_234x234,1,23,test,2,C,0.6923076923076923,0.6,0.6428571428571429,15
cross_user,a2_234x234,1,23,test,3,D,0.6666666666666666,0.625,0.6451612903225806,16
cross_user,a2_234x234,1,23,test,4,E,0.5185185185185185,0.875,0.6511627906976745,16
cross_user,a2_234x234,1,23,test,5,G,0.5333333333333333,0.6153846153846154,0.5714285714285714,13
cross_user,a2_234x234,1,23,test,6,H,0.5,0.6875,0.5789473684210527,16
cross_user,a2_234x234,1,23,test,7,I,0.5,0.25,0.3333333333333333,16
cross_user,a2_234x234,1,23,test,8,J,0.5,0.26666666666666666,0.34782608695652173,15
cross_user,a2_234x234,1,23,test,9,K,0.6875,0.6875,0.6875,16
cross_user,a2_234x234,1,23,test,10,L,0.2222222222222222,0.25,0.23529411764705882,8
cross_user,a2_234x234,1,23,test,11,X,0.3125,0.45454545454545453,0.37037037037037035,11
