interface,architecture,tau_mem_ms,seed,best_epoch,native_train_accuracy,native_train_balanced_accuracy,native_train_macro_f1,native_train_loss,native_train_hidden_events_per_neuron_second,native_train_hidden_tail_event_fraction,native_val_accuracy,native_val_balanced_accuracy,native_val_macro_f1,native_val_loss,native_val_hidden_events_per_neuron_second,native_val_hidden_tail_event_fraction,native_test_accuracy,native_test_balanced_accuracy,native_test_macro_f1,native_test_loss,native_test_hidden_events_per_neuron_second,native_test_hidden_tail_event_fraction,hidden_whole_count_val_ba,hidden_whole_count_test_ba,hidden_whole_count_C,hidden_fixed250_ordered_val_ba,hidden_fixed250_ordered_test_ba,hidden_fixed250_ordered_C,hidden_relative10_ordered_val_ba,hidden_relative10_ordered_test_ba,hidden_relative10_ordered_C,hidden_uend_val_ba,hidden_uend_test_ba,hidden_uend_C
raw_l2,ff,1000.0,23,85,0.9053356282271945,0.903814833532083,0.9047864264446975,0.41707749826362334,23.13541125831142,0.3041504008696697,0.5079365079365079,0.5069865319865321,0.4958774428414609,1.5597666501998901,21.191115793170045,0.3063802397618473,0.5068493150684932,0.4972416472416472,0.48394148310307866,1.6319144278356474,23.161116633532142,0.3586647613236782,0.5132094757094757,0.5180368242868242,10.0,0.5303330928330928,0.5530795593295593,1.0,0.5724987974987975,0.6060266122766121,0.1,0.5018278018278018,0.6013999888999889,0.01
raw_l2,ff,1000.0,101,82,0.9087779690189329,0.9092750245628021,0.909011771124809,0.4572863984538848,23.62914733615824,0.3036626151369205,0.4603174603174603,0.47103775853775853,0.45214328198296744,1.4837130308151245,21.605346326046877,0.30439974618751314,0.541095890410959,0.5266788766788767,0.5249249674293991,1.5640620956682179,23.70203777335984,0.3561270999267536,0.4715428090428091,0.5113782051282051,10.0,0.4763949013949014,0.536487123987124,0.1,0.5503848003848004,0.6190968753468752,0.1,0.627435064935065,0.49876373626373627,0.1
raw_l2,rsnn,125.0,11,15,0.7624784853700516,0.7439838329764471,0.7356844821576572,1.1798113213143537,21.07407004203862,0.6099264847209495,0.49206349206349204,0.4790103415103415,0.4525206269939553,1.6468100547790527,19.012817136335702,0.6730222811366732,0.4452054794520548,0.4297376234876235,0.40492767583810646,1.7611913272779283,20.733888336646785,0.6906076426121766,0.4896945646945647,0.5101023976023976,1.0,0.5326178451178452,0.5308573371073372,0.001,0.5668470418470419,0.5980401542901542,0.001,0.5168530543530544,0.5067155067155067,0.01
raw_l2,rsnn,125.0,23,48,0.9122203098106713,0.911757220186273,0.9117190506330856,0.4131874105862619,25.429011673673102,0.6349146788085247,0.49206349206349204,0.4907828282828282,0.46915135647240186,1.8146376609802246,23.887367219734877,0.6910634089738881,0.4520547945205479,0.43049311799311796,0.4101565715892091,1.7742569675184277,24.615929423459246,0.7151475385321778,0.43784271284271276,0.44092157842157836,0.1,0.4757094757094758,0.510312604062604,0.1,0.5390031265031265,0.5474227161727161,0.001,0.5471380471380471,0.5769383394383394,0.1
raw_l2,rsnn,125.0,101,54,0.9208261617900172,0.9206700596773157,0.9198934732135632,0.3825387575129839,24.468169561357964,0.6112851021416262,0.48412698412698413,0.49221380471380477,0.4694885829318151,1.7521270513534546,22.5359494337635,0.6719430804177595,0.4246575342465753,0.42716519591519586,0.40444450169514107,1.8365905742122703,23.988982770046388,0.6904165925032699,0.45295214045214055,0.4375076312576312,1.0,0.47626863876863873,0.5251144688644688,0.01,0.5353956228956229,0.5081383893883894,10.0,0.5371572871572872,0.5815850815850815,0.1
raw_l2,rsnn,250.0,11,15,0.7607573149741824,0.7464387489250321,0.7386757944184228,1.1960603017199676,20.495469542934664,0.60717617883051,0.48412698412698413,0.4728234728234728,0.4427229603091673,1.6694408655166626,18.443990869985075,0.6718162881642797,0.4246575342465753,0.41043054168054166,0.3925760128846743,1.7828233046074435,20.08797216699801,0.6882949617955605,0.45569985569985577,0.5214479964479964,0.1,0.5241522366522368,0.5114531302031301,0.01,0.5566678691678691,0.5380133755133755,0.01,0.5967111592111592,0.5823336385836385,0.1
raw_l2,rsnn,250.0,23,75,0.9672977624784854,0.96932636840147,0.967984146285865,0.21279323002301068,24.33928182625153,0.6404231115399961,0.46825396825396826,0.4649891774891775,0.4643811744227453,1.9678096771240234,22.508998332016503,0.7020520525754951,0.4178082191780822,0.40477022977022975,0.3958975621316327,2.1050291322682,23.376449635520213,0.7248074167292805,0.4154581529581529,0.42463231213231206,0.01,0.459469696969697,0.46450216450216447,0.1,0.49372294372294373,0.4578074703074702,0.1,0.5895983645983646,0.5832493894993894,0.1
raw_l2,rsnn,250.0,101,77,0.9483648881239243,0.9491429268675354,0.9479016792138752,0.2501377965645823,23.65843200964711,0.616544953778782,0.4444444444444444,0.4562229437229437,0.4443445764593463,2.0039472579956055,21.82069177420771,0.679394516701353,0.410958904109589,0.40717546342546335,0.3842591904662842,2.0910060242430806,23.061464546056992,0.6993615165938193,0.4296717171717171,0.41921342546342544,1.0,0.45808080808080803,0.41606587856587846,10.0,0.45467171717171717,0.4835851648351648,1.0,0.532521645021645,0.5389173326673325,0.001
raw_l2,rsnn,500.0,11,30,0.8709122203098106,0.8666295280616733,0.8652167174793549,0.6907886260552989,21.036888472038456,0.621322758524839,0.4365079365079365,0.42858345358345357,0.4428667768388533,1.6832983493804932,19.150118514616803,0.6848911291982628,0.4520547945205479,0.43276376401376404,0.4115384615384616,1.743301030707686,20.20311464546057,0.7035845088353309,0.4364959114959115,0.45504703629703624,1.0,0.48754208754208755,0.46734446109446104,0.1,0.5242905242905243,0.5248973248973249,0.1,0.5452801827801828,0.5534437784437783,0.1
raw_l2,rsnn,500.0,23,31,0.8640275387263339,0.8624033254788808,0.8627664142959762,0.6407461761915335,23.052322173279514,0.6292185636803987,0.4444444444444444,0.435491822991823,0.430028959090744,1.8216065168380737,21.398033535247126,0.69151571720112,0.3972602739726027,0.3773705461205461,0.35764193178529186,1.7704850549567235,22.262963883366467,0.7141595306302277,0.414532227032227,0.42711455211455207,0.1,0.4333393458393459,0.5271145521145522,0.1,0.5032888407888408,0.5479569042069041,0.01,0.548563011063011,0.5978687978687979,0.1
raw_l2,rsnn,500.0,101,28,0.8433734939759037,0.8401664201248819,0.8391880098271542,0.7279144677360784,22.511280084412213,0.623090010159692,0.4365079365079365,0.43876863876863875,0.4216040439164171,1.7140308618545532,20.69853393029585,0.6834855426846213,0.3904109589041096,0.3737942612942613,0.34105556294566536,1.848886596013422,21.906560636182903,0.7063414157476048,0.4311928811928812,0.4485923798423798,0.1,0.4784151034151034,0.44815739815739813,0.1,0.5255110630110631,0.49767038517038514,1.0,0.5317340067340068,0.4864010989010989,1.0
raw_l2,rsnn,1000.0,11,14,0.7074010327022375,0.6816587821023677,0.6591640425542346,1.309480062039912,19.76716297921517,0.6258799557739807,0.42857142857142855,0.413997113997114,0.37432458909261146,1.742187261581421,17.95215521025371,0.6861611514059541,0.4178082191780822,0.4044781607281607,0.37337290603609574,1.8284956788363522,19.05508614976806,0.7043458143622336,0.4173160173160173,0.5076333388833388,0.1,0.5465127465127465,0.5120615495615496,0.1,0.5217833092833092,0.5479700854700854,0.01,0.5579184704184704,0.5461004273504273,1.0
raw_l2,rsnn,1000.0,23,55,0.9483648881239243,0.9478923490930012,0.9475852490436489,0.3416951157652778,22.631651230174015,0.6363379959496465,0.4444444444444444,0.44911616161616164,0.4302611154518115,2.05855131149292,20.776841365990695,0.6996559614108248,0.3356164383561644,0.33381895881895884,0.3216263620846715,2.0177320617519015,21.910661033797215,0.7200623787535467,0.4099025974025974,0.373508436008436,0.1,0.4417087542087543,0.3857475857475858,1.0,0.436453823953824,0.4254773004773004,1.0,0.5125781625781627,0.4578546453546453,10.0
raw_l2,rsnn,1000.0,101,13,0.7091222030981067,0.6936533050785881,0.6843868923994774,1.309409529124603,21.31070058787077,0.6133245224023087,0.4365079365079365,0.42871572871572866,0.40728292247255093,1.809110403060913,19.524185760688262,0.6766243302386786,0.4246575342465753,0.4082819957819958,0.39121532856707936,1.880452616574013,20.930583167660703,0.6945764516817249,0.4787818662818663,0.45366508491508495,1.0,0.515957190957191,0.47437215562215557,1.0,0.5493265993265992,0.5435148185148185,0.1,0.5205928330928331,0.5277049339549339,1.0
leaky242,ff,125.0,11,71,0.9449225473321858,0.9452025236912848,0.945306845563208,0.39862956745283945,24.501331502168924,0.4304673481536044,0.4523809523809524,0.45517075517075517,0.46908330164623074,1.5834399461746216,22.300280923536125,0.4555416237997256,0.4589041095890411,0.44137876012876004,0.41690587962475795,1.740104805933286,23.620112657389,0.49466248301981086,0.4248075998075998,0.4625555000555,0.01,0.5295755170755171,0.4964056776556776,0.01,0.5304353054353054,0.5415577478077478,1.0,0.5638347763347764,0.5897449772449772,0.1
leaky242,ff,125.0,23,72,0.9414802065404475,0.9397246285004734,0.9420754003853814,0.3792183115026832,25.98295007285578,0.4399759726284342,0.4365079365079365,0.4351911976911977,0.42698493242882235,1.69833242893219,24.354095338425072,0.4649330485223421,0.4520547945205479,0.4383283383283383,0.4229042341574311,1.7440380070307484,25.308730947647447,0.506571865776798,0.4103294853294854,0.4547202797202797,1.0,0.4816558441558442,0.5437520812520812,0.1,0.5264670514670515,0.5514041514041513,0.1,0.49647065897065906,0.5885524198024198,0.01
leaky242,ff,125.0,101,97,0.9604130808950087,0.9593578925909639,0.9600107875549133,0.28819550881595085,26.64020131642856,0.4427699468345987,0.42857142857142855,0.4274531024531025,0.4232368468114083,1.7105507850646973,24.843560705820384,0.46671855139839086,0.4657534246575342,0.45325438450438443,0.445674029678409,1.855088513191432,26.069044068919816,0.5136329530711139,0.4226972101972102,0.4320360195360195,1.0,0.4636423761423761,0.5059065934065933,0.1,0.5136423761423761,0.5044566544566543,0.1,0.5547077922077922,0.5365592740592741,0.01
leaky242,ff,250.0,11,85,0.9586919104991394,0.9571760299249169,0.958468415577765,0.3546586345990225,24.67413368616745,0.4649726161446444,0.4365079365079365,0.43460197210197204,0.44959866750822924,1.7028311491012573,22.235536827319812,0.4942902123487947,0.4383561643835616,0.42243242868242864,0.4023314934173843,1.869880094920119,23.58412027833002,0.5302375809935205,0.42944324194324196,0.43692002442002437,0.001,0.5103054353054354,0.47585123210123204,1.0,0.5094396344396345,0.5193126318126318,1.0,0.5694865319865321,0.6025564713064713,0.01
leaky242,ff,250.0,23,52,0.8932874354561101,0.8914181652636536,0.8911015678407304,0.5961533570966704,25.677659235935486,0.4729592432187336,0.40476190476190477,0.4057299182299183,0.3932005021076584,1.733635663986206,24.11021859362655,0.5018618545631307,0.410958904109589,0.392982017982018,0.3730050306134776,1.7637201008731371,24.883822067594433,0.5435191411280672,0.3916786916786917,0.476093351093351,0.01,0.47838504088504097,0.5231553169053168,0.1,0.4807659932659932,0.5055839993339993,1.0,0.48297859547859545,0.5805146242646243,0.001
leaky242,ff,250.0,101,75,0.9414802065404475,0.9407895876686081,0.9407022080135966,0.41538462186434183,27.101730115396855,0.4759265457759417,0.42063492063492064,0.4211399711399711,0.4121818909647857,1.706087350845337,25.17285576332192,0.5035303324641686,0.3972602739726027,0.39395604395604394,0.3900354434837194,1.8897767262916043,26.452244864148444,0.547720804277887,0.41823593073593074,0.42226245976245974,0.01,0.4671777296777297,0.46000111000110994,0.1,0.4749158249158249,0.46428016428016416,1.0,0.5345658970658971,0.5190989565989567,0.001
leaky242,ff,500.0,11,24,0.7969018932874354,0.7902323341074564,0.7924906411745889,1.1272786457649402,23.664042742057045,0.5268022818775538,0.40476190476190477,0.3913480038480039,0.38980111276909857,1.7515908479690552,21.430778684926697,0.5590553172273651,0.3972602739726027,0.38331321456321454,0.3521133778752062,1.879244815813352,22.553843605036448,0.5961506228983947,0.4177008177008177,0.3863788988788989,0.001,0.4663840788840789,0.4487796925296925,10.0,0.5003066378066379,0.48833527583527575,10.0,0.5520562770562771,0.5661498223998224,0.1
leaky242,ff,500.0,23,66,0.9139414802065404,0.9125423494984571,0.9134662167670818,0.49763848223497453,25.819711256636577,0.5365846290088837,0.3888888888888889,0.38813732563732567,0.3755970677708338,1.8258941173553467,24.24462294794136,0.5688702632326632,0.3835616438356164,0.3679549617049616,0.3578346093921498,1.8789235598420444,25.03209907223327,0.6082472422550439,0.3887025012025012,0.4334346209346209,0.01,0.47517436267436275,0.49305971805971804,0.1,0.4784511784511785,0.5102564102564102,0.01,0.5456770081770081,0.5894050394050394,0.001
leaky242,ff,500.0,101,64,0.9070567986230637,0.9056264998252544,0.9053034653382964,0.5215156054230031,27.942477431456947,0.5335140062268537,0.3968253968253968,0.3933261183261183,0.38818322721586834,1.787960410118103,25.809103678342552,0.5676284026348958,0.363013698630137,0.36432040182040176,0.3669879471615036,1.9329899271873578,27.091782637508285,0.6067957021307804,0.38612313612313615,0.38790098790098787,0.01,0.4372113997113996,0.435026085026085,0.01,0.4662578162578162,0.46225579975579967,1.0,0.5511363636363636,0.5608627483627483,0.01
leaky242,ff,1000.0,11,97,0.9586919104991394,0.9578034040939577,0.9581689515920782,0.3544703985142831,24.431281089319512,0.5925795223741864,0.3888888888888889,0.3896945646945647,0.40641918440025965,1.8374059200286865,22.297735053989992,0.6293145281045885,0.4178082191780822,0.4058670496170496,0.38493851342482177,1.9684075100781167,23.396164678595095,0.6653554432458467,0.40974025974025974,0.4345203407703407,0.1,0.44235209235209244,0.41533535908535907,10.0,0.4534211159211159,0.48088578088578077,0.1,0.5347643097643098,0.5803855866355866,0.1
leaky242,ff,1000.0,23,73,0.9139414802065404,0.9131690253824861,0.9134303257541253,0.4838794087173606,25.624231664628937,0.5997037703348832,0.38095238095238093,0.38426527176527187,0.36511045529841923,1.8447015285491943,24.05671143885524,0.6398694472535494,0.3698630136986301,0.3544268231768231,0.34833020014548716,1.908335760848163,24.766235917826375,0.6768516331812406,0.3748496873496874,0.3985944610944611,0.1,0.43317700817700816,0.45270979020979013,0.1,0.44075276575276573,0.46278998778998776,0.01,0.5159151034151034,0.6017968142968142,0.01
leaky242,ff,1000.0,101,79,0.927710843373494,0.9273962031417607,0.9278233589486088,0.45070044791226543,27.402105280787847,0.600109181285785,0.40476190476190477,0.4063191438191438,0.399727022778098,1.8066688776016235,25.487182863664298,0.6394980219387235,0.3835616438356164,0.37509781884781884,0.3713346947557967,2.006592440278563,26.540506958250496,0.6752340865493045,0.385527898027898,0.40682650682650684,0.1,0.4503427128427128,0.45619519369519373,0.1,0.4818602693602694,0.4206793206793207,0.1,0.5157527657527657,0.5617916805416804,0.01
leaky242,rsnn,125.0,11,78,0.9759036144578314,0.9767059465161111,0.976034531634011,0.25596440523196007,25.52052523154739,0.6351079036079142,0.4365079365079365,0.43072991822991824,0.4428427061648439,1.6585780382156372,23.280704064612415,0.7015858601544337,0.4794520547945205,0.46005452880452874,0.44303564500212284,1.8032532309832638,24.709658714380385,0.7179368860201958,0.4379749879749881,0.49645909645909647,0.1,0.49432419432419433,0.49924658674658673,0.01,0.5194564694564695,0.520291514041514,10.0,0.5817279942279941,0.6204136141636142,0.01
leaky242,rsnn,125.0,23,52,0.9380378657487092,0.9378391213723223,0.9369713690734008,0.4473683417048594,26.236982263386203,0.6046913973720393,0.4603174603174603,0.45665584415584415,0.45165702633079235,1.6706576347351074,24.51242208761303,0.6670746444303881,0.4589041095890411,0.4396450771450771,0.41735232598064154,1.7193151271506533,25.06949966865474,0.6909680561781576,0.43473424723424725,0.48606532356532356,0.1,0.5057659932659933,0.5479548229548229,0.1,0.507912457912458,0.5561410811410811,10.0,0.5053992303992304,0.5674443611943611,0.001
leaky242,rsnn,125.0,101,83,0.9759036144578314,0.9742000413114421,0.9755841964310671,0.22838139577597225,28.068467683856163,0.6234125521284449,0.42857142857142855,0.43430134680134685,0.42491188685784137,1.7324612140655518,25.808840312527433,0.685481627771133,0.4589041095890411,0.44567862692862686,0.4402420999527052,1.826117216724239,27.07181908548708,0.7078425281319491,0.4226010101010101,0.4345834720834721,0.1,0.43228715728715733,0.5085109335109335,0.1,0.47134439634439634,0.5007499444999445,0.1,0.5366161616161617,0.5401057276057276,0.01
leaky242,rsnn,250.0,11,47,0.919104991394148,0.9135863158093461,0.9156079334666845,0.5701562733535307,24.756494213408814,0.6193370816682473,0.4126984126984127,0.4098965848965849,0.4200362815104593,1.665222406387329,22.43503643227109,0.6822915857293372,0.4315068493150685,0.41840312465312457,0.39438763509168534,1.781337896438494,23.519880715705764,0.7034631062576959,0.4015692640692641,0.4013625263625263,1.0,0.4835497835497835,0.49787296037296036,0.1,0.5021945646945647,0.5496295371295371,1.0,0.5887987012987014,0.6016407203907204,0.01
leaky242,rsnn,250.0,23,93,0.9879518072289156,0.9884787861013352,0.9885294829578211,0.20212612953838505,26.02008977171856,0.6204052447054379,0.4365079365079365,0.43350769600769606,0.4249929152947729,1.8844481706619263,24.275173382494952,0.679608720084814,0.410958904109589,0.3978521478521479,0.3873813351168423,1.9042340566034186,24.913933068257123,0.7027314594486673,0.4117183742183743,0.41041527916527915,10.0,0.4642015392015393,0.4946241258741258,0.1,0.5026575276575278,0.5038496225996226,0.1,0.5306397306397306,0.5633109945609945,0.1
leaky242,rsnn,250.0,101,52,0.9294320137693631,0.9282836304644436,0.9282126910297919,0.5019023975488857,27.192054532969333,0.6175666417490935,0.40476190476190477,0.4131313131313132,0.4086086097622608,1.6990575790405273,25.076376086383988,0.6785922849546151,0.4315068493150685,0.4277222777222777,0.4264270954229687,1.865704209837195,26.069955268389663,0.7019549480271532,0.4358585858585859,0.41516400266400266,1.0,0.4630110630110631,0.4569638694638694,10.0,0.48880471380471385,0.4834117271617271,0.01,0.5461760461760462,0.536534299034299,0.01
leaky242,rsnn,500.0,11,100,0.9827882960413081,0.9836396709681022,0.9833051417983146,0.2000776769372149,24.811722243623027,0.6409598713747346,0.40476190476190477,0.3945887445887446,0.40163313182001215,1.9405734539031982,22.75002194715126,0.7037959694292473,0.4383561643835616,0.424340243090243,0.41053241176429583,2.03229889477769,23.82591948310139,0.723266558459364,0.3876443001443002,0.4003399378399379,0.01,0.40520081770081773,0.4228105228105228,0.001,0.4260702260702261,0.4551379176379176,0.001,0.5337061087061088,0.5572836885336885,0.1
leaky242,rsnn,500.0,23,57,0.9225473321858864,0.9222206674224295,0.9220002057476463,0.483003770166338,26.40220577151758,0.6101632525375674,0.4126984126984127,0.41330567580567584,0.401861893765544,1.8144110441207886,24.512773242033184,0.6682435173969428,0.3767123287671233,0.3587558275058275,0.3463931229585628,1.8783796715409788,25.19081345261763,0.6934968871293355,0.3990921115921116,0.38359348984348984,10.0,0.42981000481000486,0.4664273226773226,0.1,0.4810666185666186,0.4484834609834609,0.1,0.5618566618566619,0.5946962759462758,0.1
leaky242,rsnn,500.0,101,84,0.9655765920826161,0.9638356076811929,0.9654641708322681,0.2804196882935276,27.473562563853484,0.6311057703281677,0.42857142857142855,0.43493265993265995,0.4418633052965087,1.8855524063110352,25.45026775524537,0.6904051482382492,0.3561643835616438,0.3545371295371295,0.35634976783669575,2.0349771192629045,26.625745526838966,0.7132133786646764,0.4066919191919192,0.3501838439338439,1.0,0.3972282347282347,0.37914099789099787,10.0,0.4471380471380472,0.4330190642690643,0.1,0.5068241943241943,0.5714528527028526,0.01
leaky242,rsnn,1000.0,11,93,0.9741824440619621,0.9735139256051654,0.9747531782463579,0.2528305518955454,24.789639405764817,0.6416063649638359,0.3888888888888889,0.3793109668109668,0.3902503045787429,1.8639943599700928,22.916030199280133,0.7029154036172105,0.4315068493150685,0.4173957986457986,0.39871993839651565,2.0797939169896793,23.625579854208084,0.7242110209997941,0.4437950937950938,0.3518439893439893,0.001,0.43364598364598367,0.39129897879897874,0.001,0.4648328523328524,0.42146880896880895,0.001,0.5268278018278018,0.5957833832833832,0.001
leaky242,rsnn,1000.0,23,85,0.9672977624784854,0.9667831214601454,0.9669063790102778,0.302581533456218,26.364404508684075,0.6307717441568766,0.40476190476190477,0.40076960076960083,0.39074754097300873,1.9160808324813843,24.494557106487576,0.6881689906305688,0.3767123287671233,0.36222804972804973,0.3469743963996838,1.9596803090343737,25.177269715043074,0.713765466426019,0.3907587782587783,0.3946643634143634,0.1,0.42716450216450225,0.4400856088356088,1.0,0.43645983645983644,0.4450473137973138,10.0,0.547931697931698,0.576839133089133,0.1
leaky242,rsnn,1000.0,101,66,0.9380378657487092,0.9355509954951734,0.9371909750842313,0.4409008984311312,26.67608488116971,0.6355564006426934,0.38095238095238093,0.3864117364117364,0.3845018556459918,1.8490549325942993,24.84970590817312,0.6943576731002834,0.3835616438356164,0.3818167943167943,0.3806753564465186,1.9834148785839343,25.31813286944997,0.7186248692161068,0.39743265993266,0.36830044955044955,0.1,0.4423460798460798,0.4100663225663225,10.0,0.41363636363636364,0.4316891441891441,0.01,0.5033249158249159,0.5381216006216006,1.0
