source,condition,seed,native_test_ba,native_val_ba,best_epoch,full_count_test_ba,full_count_val_ba,fixed250_ordered_test_ba,fixed250_ordered_val_ba,fixed250_shuffled_test_ba,fixed250_shuffled_val_ba,fixed250_pca128_test_ba,fixed250_pca128_val_ba,relative10_ordered_test_ba,relative10_ordered_val_ba,relative10_shuffled_test_ba,relative10_shuffled_val_ba,relative10_pca128_test_ba,relative10_pca128_val_ba,duration_only_test_ba,duration_only_val_ba
exp5_0_1_control,exp3_exact_analog,11,0.4747412309912309,0.4754389129389129,94,0.5139554889554888,0.5423340548340548,0.642110667110667,0.5880411255411254,0.5479527417027417,0.5256313131313132,0.6244269619269619,0.531096681096681,0.7153339715839716,0.6473063973063974,0.5388542013542014,0.5194925444925445,0.6856462981462981,0.5984126984126985,0.1130952380952381,0.1319444444444444
exp5_0_1_control,exp3_exact_analog,23,0.487338356088356,0.4776515151515151,96,0.5378399378399378,0.5326899951899952,0.5990842490842491,0.5996572871572871,0.4652840215340215,0.4983585858585858,0.5868707681207681,0.5111171236171237,0.6447621822621822,0.6194023569023569,0.555239898989899,0.4426948051948051,0.6849116161616161,0.5955868205868207,0.1130952380952381,0.1319444444444444
exp5_0_1_control,exp3_exact_analog,101,0.515783522033522,0.487974987974988,98,0.6259150571650571,0.5393999518999518,0.6366404428904429,0.5265933140933141,0.5333354145854146,0.5386724386724387,0.5616945554445554,0.5124098124098124,0.6859036796536796,0.6374218374218373,0.5829455266955267,0.5059944684944685,0.6618686868686868,0.6023689273689273,0.1130952380952381,0.1319444444444444
