epoch,train_ba,val_ba,train_loss,val_loss,train_main_ce,val_main_ce,train_l1_tsce,val_l1_tsce
1.0,0.1035570625101598,0.10262896825396824,2.492479944229126,2.486809681153156,2.492479944229126,2.486809681153156,,
2.0,0.13704426947694007,0.15099206349206348,2.4695015804440366,2.4699469614311083,2.4695015804440366,2.4699469614311083,,
3.0,0.14830107303953283,0.15550595238095238,2.450022964851529,2.4509261261076616,2.450022964851529,2.4509261261076616,,
4.0,0.15268282054912305,0.15521978021978022,2.430082661497827,2.4315743629749003,2.430082661497827,2.4315743629749003,,
5.0,0.14823117429590923,0.14926739926739926,2.41094326505474,2.410847388781034,2.41094326505474,2.410847388781034,,
6.0,0.157226463945469,0.16134386446886448,2.3907068785499126,2.387658903584678,2.3907068785499126,2.387658903584678,,
7.0,0.19538502930260893,0.1665521978021978,2.369301982019462,2.364125809020545,2.369301982019462,2.364125809020545,,
8.0,0.2177879656676652,0.17250457875457878,2.34527894562366,2.3393980229394677,2.34527894562366,2.3393980229394677,,
9.0,0.23279474275024595,0.18532509157509156,2.321499708587048,2.309156185071144,2.321499708587048,2.309156185071144,,
10.0,0.24913197260383876,0.20260989010989014,2.2925236112931193,2.278773522235938,2.2925236112931193,2.278773522235938,,
11.0,0.2596089867548292,0.21228250915750915,2.262861131219303,2.247670969314124,2.262861131219303,2.247670969314124,,
12.0,0.2810955346566744,0.23340201465201468,2.232343018288706,2.2154158008169142,2.232343018288706,2.2154158008169142,,
13.0,0.29622922417356207,0.22418727106227107,2.1986615573658663,2.185778551553128,2.1986615573658663,2.185778551553128,,
14.0,0.31926789559849267,0.2617979242979243,2.1642797610338995,2.154387232819958,2.1642797610338995,2.154387232819958,,
15.0,0.3313530245441392,0.2998054029304029,2.1302228562972125,2.123939474658853,2.1302228562972125,2.123939474658853,,
16.0,0.3711222215188322,0.29951923076923076,2.094076750325222,2.091380226541553,2.094076750325222,2.091380226541553,,
17.0,0.3917125361176303,0.31577762515262514,2.05453434083976,2.0623987694463786,2.05453434083976,2.0623987694463786,,
18.0,0.4119379217420252,0.3098252442002442,2.017999801448747,2.035048103896824,2.017999801448747,2.035048103896824,,
19.0,0.42500477629054284,0.3154418498168498,1.9806953944411931,2.0042852311444705,1.9806953944411931,2.0042852311444705,,
20.0,0.4352979196171996,0.3206501831501831,1.9415251021291695,1.9747434424225396,1.9415251021291695,1.9747434424225396,,
21.0,0.46437388305157046,0.3436906843156842,1.9051035469653559,1.945334651766444,1.9051035469653559,1.945334651766444,,
22.0,0.47445067529412815,0.3436906843156842,1.8700686777339262,1.9287576513177545,1.8700686777339262,1.9287576513177545,,
23.0,0.4860407823431326,0.3437271062271063,1.8312307166118247,1.9048547208661863,1.8312307166118247,1.9048547208661863,,
24.0,0.4834048915641221,0.33379294316794317,1.7986754370670692,1.8766158903844259,1.7986754370670692,1.8766158903844259,,
25.0,0.49591118913714055,0.4010395854145854,1.7637998160193948,1.8489941055252708,1.7637998160193948,1.8489941055252708,,
26.0,0.5124789169605538,0.3994408369408369,1.7302088218576768,1.8387098277108909,1.7302088218576768,1.8387098277108909,,
27.0,0.5342740143807533,0.40064276001776,1.6970993813346413,1.8188046703677205,1.6970993813346413,1.8188046703677205,,
28.0,0.5424127681697507,0.42033522033522036,1.6659578655280318,1.7887907740632458,1.6659578655280318,1.7887907740632458,,
29.0,0.5553904459657707,0.40379446941946945,1.6328272375406003,1.7857326099858482,1.6328272375406003,1.7857326099858482,,
30.0,0.5522491119293923,0.3981282606282606,1.6074652989705405,1.767725872570241,1.6074652989705405,1.767725872570241,,
31.0,0.5784794730007538,0.44531024531024527,1.574172386936113,1.730960005133815,1.574172386936113,1.730960005133815,,
32.0,0.5960735268432747,0.4528363997113997,1.5443513809465894,1.7170026499844162,1.5443513809465894,1.7170026499844162,,
33.0,0.6055248047263437,0.4129193722943723,1.5184664370966892,1.7129284094071247,1.5184664370966892,1.7129284094071247,,
34.0,0.6037325891656323,0.4260662948162948,1.490700082685433,1.695861826986956,1.490700082685433,1.695861826986956,,
35.0,0.6245825271753072,0.4453712953712954,1.4611287392821966,1.6801234575418325,1.4611287392821966,1.6801234575418325,,
36.0,0.6295632140577633,0.4457185175935176,1.4387020176532221,1.659232418212665,1.4387020176532221,1.659232418212665,,
37.0,0.6433096826364384,0.43123820623820625,1.409021330347248,1.6575664528728238,1.409021330347248,1.6575664528728238,,
38.0,0.6585115236554612,0.4459682678432679,1.3911663284488753,1.6371039575373634,1.3911663284488753,1.6371039575373634,,
39.0,0.661701309816146,0.46966332278832273,1.3617644931755815,1.6324699446999815,1.3617644931755815,1.6324699446999815,,
40.0,0.6718108781698361,0.47366973304473303,1.3390169788809383,1.6037933050528081,1.3390169788809383,1.6037933050528081,,
41.0,0.6735659538158356,0.45848179598179595,1.3148074884040684,1.6035312519976372,1.3148074884040684,1.6035312519976372,,
42.0,0.6826912000079276,0.45516983016983015,1.2923797467175653,1.6021859575305464,1.2923797467175653,1.6021859575305464,,
43.0,0.6876332585673848,0.4747610028860029,1.2684314942827413,1.577783756707547,1.2684314942827413,1.577783756707547,,
44.0,0.6965520403446924,0.4627951909201909,1.2506115660947912,1.5726294743238822,1.2506115660947912,1.5726294743238822,,
45.0,0.703413571459614,0.4658934815184815,1.228338487475526,1.574789477523262,1.228338487475526,1.574789477523262,,
46.0,0.7160158156143224,0.5088116744366745,1.2079193825815238,1.5445695226714455,1.2079193825815238,1.5445695226714455,,
47.0,0.7284656144378343,0.48481726606726605,1.1870088539871515,1.5500508553883028,1.1870088539871515,1.5500508553883028,,
48.0,0.7396845324230142,0.4851280663780663,1.1651358136943741,1.5506127847016915,1.1651358136943741,1.5506127847016915,,
49.0,0.7422364154767989,0.4935338966588967,1.1453906293008842,1.5288870108903512,1.1453906293008842,1.5288870108903512,,
50.0,0.7451740613954808,0.4923319735819736,1.126478991321489,1.52396026659294,1.126478991321489,1.52396026659294,,
51.0,0.7520580753280658,0.5095061188811189,1.111219603875104,1.5115458866548257,1.111219603875104,1.5115458866548257,,
52.0,0.7611334930566208,0.49552010489510495,1.0922747474090726,1.5006734048121073,1.0922747474090726,1.5006734048121073,,
53.0,0.7629383380644735,0.479858682983683,1.073214607145272,1.5016917392346987,1.073214607145272,1.5016917392346987,,
54.0,0.7670225976220707,0.4923319735819736,1.0553603443444943,1.4999310645831407,1.0553603443444943,1.4999310645831407,,
55.0,0.7825757635968649,0.5095061188811189,1.040956558900721,1.4759274213271734,1.040956558900721,1.4759274213271734,,
56.0,0.7707228751428846,0.49788752913752915,1.0191087816275803,1.4755101761168983,1.0191087816275803,1.4755101761168983,,
