weight_source,gain,split,accuracy,balanced_accuracy,macro_f1,zero_output_fraction,mean_total_output_spikes,mean_active_output_classes,mean_per_class_count_variance,mean_peak_class_spikes_per_timestep
affine_w,0.125,train,0.08261617900172118,0.08333333333333333,0.01271860095389507,1.0,0.0,0.0,0.0,0.0
affine_w,0.125,val,0.05555555555555555,0.08333333333333333,0.008771929824561403,1.0,0.0,0.0,0.0,0.0
affine_w,0.125,test,0.07534246575342465,0.08333333333333333,0.01167728237791932,1.0,0.0,0.0,0.0,0.0
affine_w,0.25,train,0.08261617900172118,0.08333333333333333,0.01271860095389507,1.0,0.0,0.0,0.0,0.0
affine_w,0.25,val,0.05555555555555555,0.08333333333333333,0.008771929824561403,1.0,0.0,0.0,0.0,0.0
affine_w,0.25,test,0.07534246575342465,0.08333333333333333,0.01167728237791932,1.0,0.0,0.0,0.0,0.0
affine_w,0.5,train,0.08261617900172118,0.08333333333333333,0.01271860095389507,1.0,0.0,0.0,0.0,0.0
affine_w,0.5,val,0.05555555555555555,0.08333333333333333,0.008771929824561403,1.0,0.0,0.0,0.0,0.0
affine_w,0.5,test,0.07534246575342465,0.08333333333333333,0.01167728237791932,1.0,0.0,0.0,0.0,0.0
affine_w,1.0,train,0.08261617900172118,0.08333333333333333,0.01271860095389507,1.0,0.0,0.0,0.0,0.0
affine_w,1.0,val,0.05555555555555555,0.08333333333333333,0.008771929824561403,1.0,0.0,0.0,0.0,0.0
affine_w,1.0,test,0.07534246575342465,0.08333333333333333,0.01167728237791932,1.0,0.0,0.0,0.0,0.0
affine_w,2.0,train,0.10327022375215146,0.1027603074772886,0.046386483886483885,0.9776247848537005,0.022375215146299483,0.022375215146299483,0.001837692545446131,0.0002217756682401599
affine_w,2.0,val,0.05555555555555555,0.08333333333333333,0.008771929824561403,0.9920634920634921,0.007936507936507936,0.007936507936507936,0.0006561266481901401,6.78334011667345e-05
affine_w,2.0,test,0.07534246575342465,0.08333333333333333,0.011752136752136752,0.9931506849315068,0.00684931506849315,0.00684931506849315,0.0005668668292988063,8.252186829509821e-05
affine_w,4.0,train,0.48709122203098104,0.4757061249081689,0.41191529711391883,0.13769363166953527,21.53700516351119,2.9879518072289155,20.946682723023823,0.1114001573572785
affine_w,4.0,val,0.3333333333333333,0.32341269841269843,0.2322340756633623,0.12698412698412698,17.38095238095238,2.8174603174603177,13.380910388846898,0.0971221507186431
affine_w,4.0,test,0.3698630136986301,0.33731546231546233,0.2615348703583998,0.1095890410958904,18.02054794520548,3.0,13.217782416963766,0.11280545804137242
affine_w,8.0,train,0.6695352839931153,0.664858481938414,0.6365010697268326,0.008605851979345954,122.50258175559381,7.454388984509467,204.5212880042421,0.3925660324280037
affine_w,8.0,val,0.38095238095238093,0.36924603174603177,0.2899377879318827,0.007936507936507936,102.07142857142857,6.714285714285714,145.26862874779547,0.36388589490501666
affine_w,8.0,test,0.4657534246575342,0.44957056832056835,0.41328037904124865,0.0,104.11643835616438,7.157534246575342,130.24955041596294,0.40937765472764626
affine_w,16.0,train,0.6815834767641996,0.6881869449569168,0.6619325423072349,0.0034423407917383822,270.9139414802065,9.858864027538726,463.334771098162,0.6129937311689679
affine_w,16.0,val,0.3888888888888889,0.3988095238095238,0.3442894908971346,0.0,222.71428571428572,9.404761904761905,321.1875367430924,0.576920442175788
affine_w,16.0,test,0.4383561643835616,0.4432213619713619,0.4201028048938266,0.0,223.34246575342465,9.438356164383562,297.18049039844874,0.6404421563342467
affine_w,32.0,train,0.6179001721170396,0.622864001887809,0.6057318903284302,0.0034423407917383822,386.0413080895009,10.864027538726335,628.8188381754213,0.7186301217090787
affine_w,32.0,val,0.3412698412698413,0.35142496392496386,0.30702183762877194,0.0,318.23015873015873,10.420634920634921,431.89668367346934,0.6791331660133204
affine_w,32.0,test,0.3767123287671233,0.3837357087357087,0.3605731499484024,0.0,309.6849315068493,10.383561643835616,394.47938950397196,0.7375017923602245
affine_w,64.0,train,0.5679862306368331,0.5699571362016688,0.5657273810614828,0.0017211703958691911,454.9793459552496,11.225473321858864,705.1593613203737,0.7672196627734381
affine_w,64.0,val,0.3253968253968254,0.3431277056277056,0.29509331691535085,0.0,376.87301587301585,10.817460317460318,487.5427899554882,0.7294343591072675
affine_w,64.0,test,0.3287671232876712,0.3354492729492729,0.33123843681282744,0.0,359.2191780821918,10.849315068493151,432.7674282229311,0.7754639708499949
no_bias_w,0.125,train,0.08261617900172118,0.08333333333333333,0.01271860095389507,1.0,0.0,0.0,0.0,0.0
no_bias_w,0.125,val,0.05555555555555555,0.08333333333333333,0.008771929824561403,1.0,0.0,0.0,0.0,0.0
no_bias_w,0.125,test,0.07534246575342465,0.08333333333333333,0.01167728237791932,1.0,0.0,0.0,0.0,0.0
no_bias_w,0.25,train,0.08261617900172118,0.08333333333333333,0.01271860095389507,1.0,0.0,0.0,0.0,0.0
no_bias_w,0.25,val,0.05555555555555555,0.08333333333333333,0.008771929824561403,1.0,0.0,0.0,0.0,0.0
no_bias_w,0.25,test,0.07534246575342465,0.08333333333333333,0.01167728237791932,1.0,0.0,0.0,0.0,0.0
no_bias_w,0.5,train,0.36316695352839934,0.3662363128062531,0.3829494222748795,0.5679862306368331,1.0292598967297764,0.4819277108433735,0.2589694899588527,0.010398465323097178
