weight_source,gain,split,accuracy,balanced_accuracy,macro_f1,zero_output_fraction,mean_total_output_spikes,mean_active_output_classes,mean_per_class_count_variance,mean_peak_class_spikes_per_timestep
no_bias_w,1.0,train,0.08261617900172118,0.08333333333333333,0.01271860095389507,1.0,0.0,0.0,0.0,0.0
no_bias_w,1.0,val,0.05555555555555555,0.08333333333333333,0.008771929824561403,1.0,0.0,0.0,0.0,0.0
no_bias_w,1.0,test,0.07534246575342465,0.08333333333333333,0.01167728237791932,1.0,0.0,0.0,0.0,0.0
no_bias_w,2.0,train,0.08261617900172118,0.08333333333333333,0.01271860095389507,1.0,0.0,0.0,0.0,0.0
no_bias_w,2.0,val,0.05555555555555555,0.08333333333333333,0.008771929824561403,1.0,0.0,0.0,0.0,0.0
no_bias_w,2.0,test,0.07534246575342465,0.08333333333333333,0.01167728237791932,1.0,0.0,0.0,0.0,0.0
no_bias_w,4.0,train,0.6557659208261618,0.6488583393446196,0.6355742288347582,0.043029259896729774,14.717728055077453,2.908777969018933,10.811897701452466,0.09174926751563477
no_bias_w,4.0,val,0.4523809523809524,0.41640812890812895,0.3876480001480001,0.10317460317460317,11.158730158730158,2.5952380952380953,5.861447047954987,0.07030232552811573
no_bias_w,4.0,test,0.4863013698630137,0.45029068154068147,0.4224863021560648,0.0684931506849315,11.23972602739726,2.664383561643836,6.674747451053986,0.07649369661530528
no_bias_w,8.0,train,0.8313253012048193,0.828657108033115,0.8345969070699996,0.013769363166953529,111.59380378657487,8.419965576592082,167.68445703146958,0.39252627295211706
no_bias_w,8.0,val,0.5396825396825397,0.5146224146224146,0.5057634107618983,0.007936507936507936,88.15873015873017,7.5,110.78117913832197,0.32602049018806334
no_bias_w,8.0,test,0.5753424657534246,0.5604791042291041,0.5553089207063207,0.0,90.11643835616438,8.054794520547945,110.42909473322074,0.34726142758961664
no_bias_w,16.0,train,0.8571428571428571,0.856927225003802,0.8595173450434626,0.010327022375215147,259.3907056798623,10.302925989672978,428.8086898861741,0.6090217222687893
no_bias_w,16.0,val,0.5396825396825397,0.5206770081770081,0.5103335236120042,0.007936507936507936,210.8015873015873,9.571428571428571,309.3728111615016,0.5340125048241787
no_bias_w,16.0,test,0.5273972602739726,0.5232746420246419,0.5068273951068574,0.0,211.57534246575344,10.08904109589041,296.06358291111525,0.576778306989848
no_bias_w,32.0,train,0.8089500860585198,0.8106632231142931,0.8096574422407166,0.0051635111876075735,372.29776247848537,10.951807228915662,591.5493881105937,0.7008583962775127
no_bias_w,32.0,val,0.4603174603174603,0.4642676767676768,0.45720923029847516,0.0,306.86507936507934,10.507936507936508,443.2616895523642,0.6423911130025284
no_bias_w,32.0,test,0.5068493150684932,0.5147720335220335,0.4796609140439063,0.0,302.0821917808219,10.842465753424657,404.93934133983856,0.6824537161029688
no_bias_w,64.0,train,0.7710843373493976,0.7710380308032856,0.7710608011710697,0.0034423407917383822,440.9776247848537,11.25473321858864,675.1553299502413,0.7438900602716578
no_bias_w,64.0,val,0.4126984126984127,0.4190235690235691,0.4052709900216294,0.0,366.7936507936508,10.912698412698413,513.4221571344588,0.6936127822816744
no_bias_w,64.0,test,0.4520547945205479,0.45631868131868125,0.4260434182266752,0.0,354.40410958904107,11.205479452054794,449.5924853005567,0.7282568597428837
