seed,objective,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_l1_firing_rate,train_l2_firing_rate,train_output_firing_rate,train_silent_output_fraction,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_l1_firing_rate,val_l2_firing_rate,val_output_firing_rate,val_silent_output_fraction
11,timestep_ce,1,2.484815884375121,0.08605851979345955,0.08698899371069181,0.020103473762010344,0.000498004840303482,0.0001894668966787814,0.00010467784346893998,0.9741824440619621,2.4849185943603516,0.05555555555555555,0.08333333333333333,0.008838383838383838,0.00013854139232727592,3.0177332982178915e-05,7.315717086588827e-06,0.9920634920634921
11,timestep_ce,2,2.484651530671243,0.08777969018932874,0.0884580108047089,0.02557409784624162,0.0004898923074346392,0.00019077536972214313,9.769932057101066e-05,0.9759036144578314,2.4849185943603516,0.05555555555555555,0.08333333333333333,0.008838383838383838,0.0001357979984198051,2.3318848213501887e-05,7.315717086588827e-06,0.9920634920634921
11,timestep_ce,3,2.484616672315614,0.08777969018932874,0.0884580108047089,0.02542658288423742,0.0004888455289999498,0.00018972859128745374,9.63036159914248e-05,0.9724612736660929,2.4849185943603516,0.05555555555555555,0.08333333333333333,0.008838383838383838,0.0001303112106048635,2.8805636028443508e-05,7.315717086588827e-06,0.9920634920634921
11,timestep_ce,4,2.4844468033867737,0.09122203098106713,0.09214390824060635,0.03185210647971323,0.0004943411157820691,0.00020098145946036478,0.0001339876396402432,0.9690189328743546,2.4849185943603516,0.05555555555555555,0.08333333333333333,0.008838383838383838,0.0001316829075585989,3.2920726889649725e-05,7.315717086588827e-06,0.9920634920634921
11,timestep_ce,5,2.48437295189823,0.09122203098106713,0.09214390824060635,0.031699072379427824,0.0005011451756075502,0.00021772991441539518,0.00015213179917485947,0.9672977624784854,2.4849185943603516,0.05555555555555555,0.08333333333333333,0.008838383838383838,0.0001303112106048635,3.2920726889649725e-05,7.315717086588827e-06,0.9920634920634921
11,timestep_ce,6,2.4842362793710677,0.09294320137693632,0.09371623528463151,0.03442005962768375,0.000508472624650376,0.00022924447719697858,0.00018283729992574853,0.963855421686747,2.4849185943603516,0.05555555555555555,0.08333333333333333,0.008838383838383838,0.0001330546045123343,3.2920726889649725e-05,7.315717086588827e-06,0.9920634920634921
11,timestep_ce,7,2.484107643314565,0.09466437177280551,0.09579956861796483,0.037144451269198964,0.0005178936305625806,0.0002543671596295242,0.00021912561899498106,0.955249569707401,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,0.00013716969537354052,4.938109033447459e-05,0.0,1.0
11,timestep_ce,8,2.4839984943862627,0.0963855421686747,0.0974662352846315,0.04041112728188124,0.0005239126065620447,0.00027294747684526103,0.00025680964264379944,0.9535283993115319,2.4849066734313965,0.05555555555555555,0.08333333333333333,0.008771929824561403,0.00014265648318848213,5.898296901062242e-05,0.0,1.0
11,timestep_ce,9,2.4839191465492707,0.09466437177280551,0.09573012417352039,0.03995455199743946,0.0005267912472574405,0.00028891084797427437,0.000293097961713032,0.9500860585197934,2.4848527908325195,0.05555555555555555,0.08333333333333333,0.008905852417302799,0.00014539987709595294,6.035466596435783e-05,2.1947151259766484e-05,0.9841269841269841
11,timestep_ce,10,2.4838615444564165,0.0963855421686747,0.09739679084018706,0.04290069371728938,0.0005367356423869898,0.00029676168623444485,0.0003335733945210221,0.9449225473321858,2.4848856925964355,0.05555555555555555,0.08333333333333333,0.008974358974358975,0.00014128478623474673,5.486787814941621e-05,4.389430251953297e-05,0.9761904761904762
11,timestep_ce,11,2.4837541100080167,0.0963855421686747,0.09739679084018706,0.04283454461300989,0.0005482502051685732,0.0003195291171889393,0.00034753044031688075,0.9432013769363167,2.4847476482391357,0.07142857142857142,0.09722222222222222,0.031266149870801035,0.00014539987709595294,6.035466596435783e-05,6.584145377929945e-05,0.9682539682539683
