objective,mean_best_epoch,mean_train_ba,sd_train_ba,mean_val_ba,sd_val_ba,mean_test_ba,sd_test_ba,mean_test_macro_f1,mean_output_firing_rate,backbone_params,readout_params,total_params
relative_10bin_ce,119.0,0.704665222139093,0.0014891926994375659,0.41335978835978837,0.017864734815691917,0.5105736277611278,0.06912152253975185,0.5022278929370971,0.08351000154464011,6784,1452,8236
timestep_ce,119.0,0.38996513739188254,0.020218628434038707,0.3224206349206349,0.005050762722761055,0.3274891774891775,0.0011846923053095966,0.23998889166482693,0.13946941612604263,6784,0,6784
