seed,backbone_objective,head_objective,case,optimizer,reg_lambda,scaling_mode,budget_unit,budget_limit,objective_evals,selected_epoch,train_task_ce,val_task_ce,train_total_objective,val_total_objective,analog_test_ba,lif_test_ba,analog_to_lif_gap_pp,legacy_l2_wholecount_probe_test_ba,legacy_l2_fixed250_probe_test_ba,weight_norm_raw
11,tsce,wcce,C4_scale_lbfgs_reg,lbfgs,0.001,scale_only,full_objective_evaluations,100,101.0,,0.10476745665073395,1.8201957941055298,0.17292162775993347,1.888350009918213,0.549866106116106,0.39339757464757463,15.646853146853134,0.6151737151737151,0.637722693972694,68.5237524550372
11,tsce,wcce,Ref_scale_lbfgs_converged,lbfgs,0.001,scale_only,full_objective_evaluations,5000,103.0,,0.10477306693792343,1.8202362060546875,0.17292150855064392,1.8883846998214722,0.549866106116106,0.39339757464757463,15.646853146853134,0.6151737151737151,0.637722693972694,68.52032531365724
11,wcce,tsce,C0_adam100,adam,0.0,none,epochs,100,,45.0,1.7767635583877563,2.0665156841278076,1.7767635583877563,2.0665156841278076,0.4664876789876789,0.4759102009102008,-0.9422521922521909,0.5758297258297258,0.5716290653790653,3.475540765922269
11,wcce,tsce,C1_adam500,adam,0.0,none,epochs,500,,264.0,1.586732268333435,2.0939462184906006,1.586732268333435,2.0939462184906006,0.5173153235653235,0.48547008547008547,3.184523809523804,0.5758297258297258,0.5716290653790653,6.708200755263718
11,wcce,tsce,C2_lbfgs_noreg,lbfgs,0.0,none,full_objective_evaluations,100,100.0,,1.5477771759033203,2.1720545291900635,1.5477771759033203,2.1720545291900635,0.47427503052503045,0.3780587468087468,9.621628371628365,0.5758297258297258,0.5716290653790653,10.337224939345374
11,wcce,tsce,C3_lbfgs_reg,lbfgs,0.01,none,full_objective_evaluations,100,49.0,,1.6395726203918457,2.0448217391967773,1.7433757781982422,2.148624897003174,0.4811813186813186,0.46721611721611717,1.3965201465201416,0.5758297258297258,0.5716290653790653,4.5563839132884425
11,wcce,tsce,C4_scale_lbfgs_reg,lbfgs,0.01,scale_only,full_objective_evaluations,100,82.0,,1.5700207948684692,2.087135076522827,1.6258058547973633,2.1429200172424316,0.4826312576312575,0.43083236208236214,5.179889554889538,0.5758297258297258,0.5716290653790653,7.017481027089633
11,wcce,tsce,Ref_scale_lbfgs_converged,lbfgs,0.01,scale_only,full_objective_evaluations,5000,82.0,,1.5700207948684692,2.087135076522827,1.6258058547973633,2.1429200172424316,0.4826312576312575,0.43083236208236214,5.179889554889538,0.5758297258297258,0.5716290653790653,7.017481027089633
11,wcce,wcce,C0_adam100,adam,0.0,none,epochs,100,,52.0,0.9284356832504272,1.4558006525039673,0.9284356832504272,1.4558006525039673,0.5102584915084915,0.5079857642357642,0.2272727272727204,0.5758297258297258,0.5716290653790653,5.508583810166886
11,wcce,wcce,C1_adam500,adam,0.0,none,epochs,500,,481.0,0.210412859916687,1.3162627220153809,0.210412859916687,1.3162627220153809,0.5230561105561105,0.4859279609279609,3.712814962814953,0.5758297258297258,0.5716290653790653,18.269503563689586
11,wcce,wcce,C2_lbfgs_noreg,lbfgs,0.0,none,full_objective_evaluations,100,66.0,,0.0042780181393027306,66.89434814453125,0.0042780181393027306,66.89434814453125,0.528228021978022,0.39234237984237974,13.588564213564226,0.5758297258297258,0.5716290653790653,1832.5084295417191
11,wcce,wcce,C3_lbfgs_reg,lbfgs,0.01,none,full_objective_evaluations,100,41.0,,0.5453430414199829,1.2941648960113525,0.8727190494537354,1.621540904045105,0.5290084915084915,0.4492667055167055,7.974178599178599,0.5758297258297258,0.5716290653790653,8.091674970783785
11,wcce,wcce,C4_scale_lbfgs_reg,lbfgs,0.0001,scale_only,full_objective_evaluations,100,100.0,,0.01732156053185463,2.691249132156372,0.03282199054956436,2.706749677658081,0.5552461427461427,0.39560023310023307,15.964590964590963,0.5758297258297258,0.5716290653790653,79.78767196186838
11,wcce,wcce,Ref_scale_lbfgs_converged,lbfgs,0.0001,scale_only,full_objective_evaluations,5000,168.0,,0.017272651195526123,2.6961915493011475,0.03279530256986618,2.711714267730713,0.5417180042180042,0.4025446775446775,13.917332667332671,0.5758297258297258,0.5716290653790653,79.86267479427903
23,tsce,tsce,C0_adam100,adam,0.0,none,epochs,100,,87.0,1.75766921043396,2.0451533794403076,1.75766921043396,2.0451533794403076,0.4366078366078366,0.42508463758463755,1.1523199023199038,0.5594148906648906,0.5542540792540792,5.62820320735389
23,tsce,tsce,C1_adam500,adam,0.0,none,epochs,500,,384.0,1.647070288658142,2.0868215560913086,1.647070288658142,2.0868215560913086,0.44366674991674987,0.47386918636918623,-3.0202436452436365,0.5594148906648906,0.5542540792540792,10.463801390027763
23,tsce,tsce,C2_lbfgs_noreg,lbfgs,0.0,none,full_objective_evaluations,100,100.0,,1.6334863901138306,2.1289455890655518,1.6334863901138306,2.1289455890655518,0.4342421467421467,0.42147505272505276,1.2767094017093916,0.5594148906648906,0.5542540792540792,13.11960620957012
23,tsce,tsce,C3_lbfgs_reg,lbfgs,0.01,none,full_objective_evaluations,100,45.0,,1.7473007440567017,2.0373568534851074,1.8562462329864502,2.1463024616241455,0.4191114441114441,0.3703837828837829,4.87276612276612,0.5594148906648906,0.5542540792540792,4.667880077724553
23,tsce,tsce,C4_scale_lbfgs_reg,lbfgs,0.01,scale_only,full_objective_evaluations,100,56.0,,1.653170108795166,2.0686538219451904,1.705955982208252,2.1214396953582764,0.44366674991674987,0.4241286491286491,1.9538100788100754,0.5594148906648906,0.5542540792540792,9.147508092131835
23,tsce,tsce,Ref_scale_lbfgs_converged,lbfgs,0.01,scale_only,full_objective_evaluations,5000,56.0,,1.653170108795166,2.0686538219451904,1.705955982208252,2.1214396953582764,0.44366674991674987,0.4241286491286491,1.9538100788100754,0.5594148906648906,0.5542540792540792,9.147508092131835
23,tsce,wcce,C0_adam100,adam,0.0,none,epochs,100,,72.0,1.2743178606033325,1.6466504335403442,1.2743178606033325,1.6466504335403442,0.4656239593739593,0.4385746198246198,2.7049339549339466,0.5594148906648906,0.5542540792540792,7.062202005106833
23,tsce,wcce,C1_adam500,adam,0.0,none,epochs,500,,491.0,0.6351841688156128,1.3506512641906738,0.6351841688156128,1.3506512641906738,0.4749222999222999,0.4620233932733933,1.2898906648906583,0.5594148906648906,0.5542540792540792,23.194077538362986
23,tsce,wcce,C2_lbfgs_noreg,lbfgs,0.0,none,full_objective_evaluations,100,101.0,,0.024161843582987785,84.13107299804688,0.024161843582987785,84.13107299804688,0.47018537018537016,0.34716255966255966,12.30228105228105,0.5594148906648906,0.5542540792540792,3741.8630507601315
23,tsce,wcce,C3_lbfgs_reg,lbfgs,0.01,none,full_objective_evaluations,100,46.0,,1.0978337526321411,1.5377687215805054,1.4017536640167236,1.841688632965088,0.5020666833166832,0.4038142413142413,9.825244200244192,0.5594148906648906,0.5542540792540792,7.796409138221326
23,tsce,wcce,C4_scale_lbfgs_reg,lbfgs,0.01,scale_only,full_objective_evaluations,100,67.0,,0.47957003116607666,1.388582468032837,0.6541639566421509,1.5631763935089111,0.5223790098790099,0.4278332778332778,9.454573204573208,0.5594148906648906,0.5542540792540792,38.44588883849084
23,tsce,wcce,Ref_scale_lbfgs_converged,lbfgs,0.01,scale_only,full_objective_evaluations,5000,67.0,,0.47957003116607666,1.388582468032837,0.6541639566421509,1.5631763935089111,0.5223790098790099,0.4278332778332778,9.454573204573208,0.5594148906648906,0.5542540792540792,38.44588883849084
23,wcce,tsce,C0_adam100,adam,0.0,none,epochs,100,,91.0,1.7126532793045044,1.9951204061508179,1.7126532793045044,1.9951204061508179,0.4922084859584859,0.5294316794316795,-3.7223193473193583,0.5878697691197691,0.6055305805305805,4.525786869261846
23,wcce,tsce,C1_adam500,adam,0.0,none,epochs,500,,107.0,1.6952828168869019,1.9944530725479126,1.6952828168869019,1.9944530725479126,0.5007763070263069,0.5377650127650128,-3.698870573870583,0.5878697691197691,0.6055305805305805,4.802471877705833
23,wcce,tsce,C2_lbfgs_noreg,lbfgs,0.0,none,full_objective_evaluations,100,95.0,,1.587368369102478,2.0611188411712646,1.587368369102478,2.0611188411712646,0.525041625041625,0.4335914085914086,9.14502164502164,0.5878697691197691,0.6055305805305805,9.853263598839566
23,wcce,tsce,C3_lbfgs_reg,lbfgs,0.0001,none,full_objective_evaluations,100,100.0,,1.5875002145767212,2.055161714553833,1.592077374458313,2.059738874435425,0.525041625041625,0.4335914085914086,9.14502164502164,0.5878697691197691,0.6055305805305805,9.567762530768634
23,wcce,tsce,C4_scale_lbfgs_reg,lbfgs,0.001,scale_only,full_objective_evaluations,100,100.0,,1.5879278182983398,2.0488100051879883,1.597550392150879,2.0584325790405273,0.5186313686313685,0.44116716616716617,7.746420246420232,0.5878697691197691,0.6055305805305805,9.295175948887076
23,wcce,tsce,Ref_scale_lbfgs_converged,lbfgs,0.001,scale_only,full_objective_evaluations,5000,140.0,,1.5879327058792114,2.0487210750579834,1.597506046295166,2.0582942962646484,0.525041625041625,0.4459540459540459,7.908757908757908,0.5878697691197691,0.6055305805305805,9.270587266361055
23,wcce,wcce,C0_adam100,adam,0.0,none,epochs,100,,74.0,0.7956528663635254,1.3173249959945679,0.7956528663635254,1.3173249959945679,0.5741855366855366,0.5279324841824843,4.625305250305233,0.5878697691197691,0.6055305805305805,6.91213090383834
23,wcce,wcce,C1_adam500,adam,0.0,none,epochs,500,,431.0,0.28852251172065735,1.2296335697174072,0.28852251172065735,1.2296335697174072,0.5814366189366189,0.5416951104451104,3.974150849150848,0.5878697691197691,0.6055305805305805,17.528405580675596
23,wcce,wcce,C2_lbfgs_noreg,lbfgs,0.0,none,full_objective_evaluations,100,85.0,,0.008564176969230175,15106.857421875,0.008564176969230175,15106.857421875,0.5471382783882783,0.37644438894438886,17.069388944388947,0.5878697691197691,0.6055305805305805,423969.2987544476
23,wcce,wcce,C3_lbfgs_reg,lbfgs,0.001,none,full_objective_evaluations,100,78.0,,0.2641638219356537,1.253487229347229,0.4154825210571289,1.4048058986663818,0.5873889998889998,0.47183094683094673,11.555805305805311,0.5878697691197691,0.6055305805305805,17.396475932252955
23,wcce,wcce,C4_scale_lbfgs_reg,lbfgs,0.0001,scale_only,full_objective_evaluations,100,100.0,,0.02847725711762905,2.5979838371276855,0.048739392310380936,2.618246078491211,0.5290556665556665,0.46256660006660005,6.648906648906644,0.5878697691197691,0.6055305805305805,90.06860862530228
23,wcce,wcce,Ref_scale_lbfgs_converged,lbfgs,0.0001,scale_only,full_objective_evaluations,5000,184.0,,0.028100458905100822,2.585848331451416,0.048571884632110596,2.6063196659088135,0.5231032856032856,0.47492923742923737,4.817404817404819,0.5878697691197691,0.6055305805305805,90.5487113806093
37,tsce,tsce,C0_adam100,adam,0.0,none,epochs,100,,57.0,1.6642571687698364,2.025508403778076,1.6642571687698364,2.025508403778076,0.4586587024087024,0.4102973415473416,4.836136086136078,0.6137758075258076,0.5540216727716728,4.743091197505403
37,tsce,tsce,C1_adam500,adam,0.0,none,epochs,500,,57.0,1.6642571687698364,2.025508403778076,1.6642571687698364,2.025508403778076,0.4586587024087024,0.4102973415473416,4.836136086136078,0.6137758075258076,0.5540216727716728,4.743091197505403
37,tsce,tsce,C2_lbfgs_noreg,lbfgs,0.0,none,full_objective_evaluations,100,88.0,,1.4222278594970703,2.245950698852539,1.4222278594970703,2.245950698852539,0.483309052059052,0.3371919746919747,14.61170773670773,0.6137758075258076,0.5540216727716728,13.387615901684017
37,tsce,tsce,C3_lbfgs_reg,lbfgs,0.0001,none,full_objective_evaluations,100,84.0,,1.4226782321929932,2.228544235229492,1.4306836128234863,2.2365496158599854,0.483309052059052,0.34165626040626046,14.165279165279154,0.6137758075258076,0.5540216727716728,12.653360582372
37,tsce,tsce,C4_scale_lbfgs_reg,lbfgs,0.001,scale_only,full_objective_evaluations,100,100.0,,1.4230607748031616,2.2199978828430176,1.4353259801864624,2.2322630882263184,0.47573329448329443,0.35085539460539455,12.487789987789988,0.6137758075258076,0.5540216727716728,12.503898038353647
37,tsce,tsce,Ref_scale_lbfgs_converged,lbfgs,0.001,scale_only,full_objective_evaluations,5000,112.0,,1.4230505228042603,2.2201781272888184,1.435323715209961,2.2324514389038086,0.483309052059052,0.35085539460539455,13.245365745365746,0.6137758075258076,0.5540216727716728,12.507420672812172
37,tsce,wcce,C0_adam100,adam,0.0,none,epochs,100,,74.0,1.0547852516174316,1.575181007385254,1.0547852516174316,1.575181007385254,0.5163544788544788,0.5271388333888333,-1.0784354534354446,0.6137758075258076,0.5540216727716728,7.2594825317390725
37,tsce,wcce,C1_adam500,adam,0.0,none,epochs,500,,355.0,0.48024141788482666,1.3684589862823486,0.48024141788482666,1.3684589862823486,0.5145555833055834,0.4986305361305361,1.592504717504728,0.6137758075258076,0.5540216727716728,18.39233911757403
37,tsce,wcce,C2_lbfgs_noreg,lbfgs,0.0,none,full_objective_evaluations,100,93.0,,0.017113765701651573,1805.4998779296875,0.017113765701651573,1805.4998779296875,0.4020056332556332,0.3009296259296259,10.10760073260073,0.6137758075258076,0.5540216727716728,55739.01590312657
37,tsce,wcce,C3_lbfgs_reg,lbfgs,0.001,none,full_objective_evaluations,100,52.0,,0.4016396105289459,1.4225445985794067,0.5888286828994751,1.6097337007522583,0.5074238261738262,0.3960282772782773,11.139554889554892,0.6137758075258076,0.5540216727716728,19.348854359084672
37,tsce,wcce,C4_scale_lbfgs_reg,lbfgs,0.01,scale_only,full_objective_evaluations,100,62.0,,0.30760276317596436,1.4558964967727661,0.4602762460708618,1.6085699796676636,0.532149100899101,0.41537351537351536,11.677558552558558,0.6137758075258076,0.5540216727716728,30.17470707920427
37,tsce,wcce,Ref_scale_lbfgs_converged,lbfgs,0.01,scale_only,full_objective_evaluations,5000,65.0,,0.3076043725013733,1.4559094905853271,0.4602762460708618,1.6085814237594604,0.532149100899101,0.41537351537351536,11.677558552558558,0.6137758075258076,0.5540216727716728,30.17458121603338
37,wcce,tsce,C0_adam100,adam,0.0,none,epochs,100,,90.0,1.7095540761947632,2.054309844970703,1.7095540761947632,2.054309844970703,0.4772061272061272,0.4493672993672994,2.7838827838827793,0.5951208513708514,0.5845980408480408,4.385379185994141
37,wcce,tsce,C1_adam500,adam,0.0,none,epochs,500,,450.0,1.583690881729126,2.1215970516204834,1.583690881729126,2.1215970516204834,0.4959040959040959,0.44440698190698186,5.149711399711404,0.5951208513708514,0.5845980408480408,7.953225248903207
37,wcce,tsce,C2_lbfgs_noreg,lbfgs,0.0,none,full_objective_evaluations,100,100.0,,1.5698646306991577,2.1803691387176514,1.5698646306991577,2.1803691387176514,0.4878704628704629,0.3603049728049728,12.756549006549006,0.5951208513708514,0.5845980408480408,9.825621847645802
37,wcce,tsce,C3_lbfgs_reg,lbfgs,0.001,none,full_objective_evaluations,100,100.0,,1.576409101486206,2.1254167556762695,1.6087485551834106,2.1577560901641846,0.49428071928071926,0.37058635808635804,12.369436119436122,0.5951208513708514,0.5845980408480408,8.042316407226865
37,wcce,tsce,C4_scale_lbfgs_reg,lbfgs,0.01,scale_only,full_objective_evaluations,100,74.0,,1.5895297527313232,2.0925803184509277,1.643829107284546,2.1468796730041504,0.4823759573759574,0.37491536241536244,10.746059496059496,0.5951208513708514,0.5845980408480408,6.9321034276627085
37,wcce,tsce,Ref_scale_lbfgs_converged,lbfgs,0.01,scale_only,full_objective_evaluations,5000,74.0,,1.5895297527313232,2.0925803184509277,1.643829107284546,2.1468796730041504,0.4823759573759574,0.37491536241536244,10.746059496059496,0.5951208513708514,0.5845980408480408,6.9321034276627085
37,wcce,wcce,C0_adam100,adam,0.0,none,epochs,100,,83.0,0.7293787598609924,1.3531155586242676,0.7293787598609924,1.3531155586242676,0.5736756299256299,0.5323676323676323,4.130799755799764,0.5951208513708514,0.5845980408480408,7.272486962638164
37,wcce,wcce,C1_adam500,adam,0.0,none,epochs,500,,385.0,0.27634209394454956,1.296669840812683,0.27634209394454956,1.296669840812683,0.5785957098457098,0.47881146631146626,9.978424353424359,0.5951208513708514,0.5845980408480408,16.36981921934735
37,wcce,wcce,C2_lbfgs_noreg,lbfgs,0.0,none,full_objective_evaluations,100,80.0,,0.004278312902897596,514.5342407226562,0.004278312902897596,514.5342407226562,0.5251123876123875,0.3493242868242868,17.578810078810076,0.5951208513708514,0.5845980408480408,11978.060151291636
37,wcce,wcce,C3_lbfgs_reg,lbfgs,0.001,none,full_objective_evaluations,100,71.0,,0.23401392996311188,1.3245515823364258,0.3828893005847931,1.4734269380569458,0.5502226939726939,0.47642843267843255,7.379426129426131,0.5951208513708514,0.5845980408480408,17.255454771310685
37,wcce,wcce,C4_scale_lbfgs_reg,lbfgs,0.1,scale_only,full_objective_evaluations,100,53.0,,0.4549649953842163,1.2645021677017212,0.7257674932479858,1.5353046655654907,0.5845480907980908,0.47909590409590413,10.545218670218665,0.5951208513708514,0.5845980408480408,10.464991549570266
37,wcce,wcce,Ref_scale_lbfgs_converged,lbfgs,0.1,scale_only,full_objective_evaluations,5000,53.0,,0.4549649953842163,1.2645021677017212,0.7257674932479858,1.5353046655654907,0.5845480907980908,0.47909590409590413,10.545218670218665,0.5951208513708514,0.5845980408480408,10.464991549570266
