condition,seed,split,best_epoch,parameter_count,state_probe_feature_dim,state_tail_event_fraction,output_tail_event_fraction,valid_count_accuracy,valid_count_balanced_accuracy,valid_count_macro_f1,full_count_accuracy,full_count_balanced_accuracy,full_count_macro_f1,valid_output_membrane_accuracy,valid_output_membrane_balanced_accuracy,valid_output_membrane_macro_f1,full_output_membrane_accuracy,full_output_membrane_balanced_accuracy,full_output_membrane_macro_f1,layer1_fraction_at_cap,layer1_fraction_ge4,layer1_fraction_gt1,layer1_fraction_one,layer1_fraction_zero,layer1_mean_events_per_neuron_step,layer1_pre_reset_membrane_max,layer1_pre_reset_membrane_mean,state_fraction_at_cap,state_fraction_ge4,state_fraction_gt1,state_fraction_one,state_fraction_zero,state_mean_events_per_neuron_step,state_pre_reset_membrane_max,state_pre_reset_membrane_mean,output_fraction_at_cap,output_fraction_ge4,output_fraction_gt1,output_fraction_one,output_fraction_zero,output_mean_events_per_neuron_step,output_pre_reset_membrane_max,output_pre_reset_membrane_mean,state_probe_accuracy,state_probe_balanced_accuracy,state_probe_macro_f1
rsnn176_capacity,11,train,133,38368,176,0.7230200810604784,0.7091297186180154,0.7487091222030982,0.7499496935374559,0.7547544611621748,0.2874354561101549,0.277085998674049,0.14498829128777868,0.35972461273666095,0.348256597994352,0.31775223127441526,0.10671256454388985,0.09871069182389937,0.028458498023715414,0.09412261371768485,0.3181744175810822,0.39402821152222545,0.05894037521413805,0.5470314088458654,5.922618716596121,209.76255107623575,-1.2197916394872221,0.09412261371768485,0.3181744175810822,0.39402821152222545,0.05894037521413805,0.5470314088458654,5.922618716596121,209.76255107623575,-1.2197916394872221,0.08012753019747348,0.35676917151616894,0.42257449836205696,0.041335549147834875,0.5360899500920727,6.223701606724226,62.778204840760225,-3.017019753612052,1.0,1.0,1.0
rsnn176_capacity,11,val,133,38368,176,0.7912856340408325,0.7661944031715393,0.5396825396825397,0.5513347763347763,0.5427316750827741,0.2698412698412698,0.24722222222222223,0.13290375476218533,0.3253968253968254,0.3128667628667629,0.26787953059012887,0.07936507936507936,0.06944444444444445,0.01917791104447776,0.06596936285495758,0.2881630063056946,0.37393420934677124,0.07045307755470276,0.5556127429008484,4.928606033325195,200.994384765625,-0.7786806225776672,0.06596936285495758,0.2881630063056946,0.37393420934677124,0.07045307755470276,0.5556127429008484,4.928606033325195,200.994384765625,-0.7786806225776672,0.05746011063456535,0.3520914316177368,0.43078914284706116,0.052285466343164444,0.5169253945350647,5.587968826293945,57.705162048339844,-1.9427679777145386,0.5873015873015873,0.5946849446849447,0.5936666549824445
rsnn176_capacity,11,test,133,38368,176,0.8095432666883077,0.7940575717246696,0.4452054794520548,0.4417624042624042,0.42472015259274976,0.22602739726027396,0.2130952380952381,0.11322060333254363,0.3356164383561644,0.33838661338661336,0.2923079789720657,0.1095890410958904,0.09523809523809523,0.028654970760233916,0.06374057096569505,0.30261828474802516,0.3916093441721511,0.06845661109849198,0.5399340456479216,5.02870014269058,198.88885205412564,-0.5643494798712534,0.06374057096569505,0.30261828474802516,0.3916093441721511,0.06845661109849198,0.5399340456479216,5.02870014269058,198.88885205412564,-0.5643494798712534,0.042185578010466,0.36702027345356875,0.45150244399292827,0.046865085828794194,0.5016324585431242,5.3883961651423204,59.88034240513632,-1.8565368178772599,0.4589041095890411,0.4698315573315573,0.45635244948726367
rsnn176_capacity,23,train,148,38368,176,0.729068344308259,0.721233710159328,0.7641996557659209,0.7684427616285663,0.7675335328311501,0.270223752151463,0.25979195783834147,0.15744584515579,0.29604130808950085,0.2987243926390917,0.30661329984573643,0.09122203098106713,0.08333333333333333,0.013932702418506833,0.11413853285952813,0.3190388013183968,0.3971783102789762,0.06018628190285983,0.5426354035863368,6.316143268151866,139.64092723432793,-0.7404812401009919,0.11413853285952813,0.3190388013183968,0.3971783102789762,0.06018628190285983,0.5426354035863368,6.316143268151866,139.64092723432793,-0.7404812401009919,0.09733097519398556,0.3572377932358937,0.41917556565312636,0.040850545999412895,0.539973879127207,6.625921585063311,51.46199591763048,-2.910633310803858,1.0,1.0,1.0
rsnn176_capacity,23,val,148,38368,176,0.8036196231842041,0.7864253520965576,0.5158730158730159,0.5222582972582972,0.5067203391491093,0.2698412698412698,0.24107142857142858,0.15232048302037696,0.3412698412698413,0.33247955747955743,0.307772981161139,0.09523809523809523,0.08333333333333333,0.014492753623188406,0.07514259964227676,0.2799232602119446,0.36725273728370667,0.0743120089173317,0.5584352612495422,5.025792598724365,140.34304809570312,-0.48612484335899353,0.07514259964227676,0.2799232602119446,0.36725273728370667,0.0743120089173317,0.5584352612495422,5.025792598724365,140.34304809570312,-0.48612484335899353,0.0632815882563591,0.3384001851081848,0.4174213111400604,0.050884000957012177,0.5316947102546692,5.592496871948242,47.5802116394043,-2.2488949298858643,0.49206349206349204,0.5039502164502164,0.4930658494125986
rsnn176_capacity,23,test,148,38368,176,0.8212149551469986,0.8120847834299688,0.410958904109589,0.3979340104340104,0.3961999828613855,0.2328767123287671,0.20238095238095236,0.11476004043053852,0.3013698630136986,0.28944666444666445,0.2745710248133186,0.0958904109589041,0.08333333333333333,0.014583333333333332,0.07294274386886047,0.29296606697448313,0.38606805221675194,0.07285220482169766,0.5410797653132922,5.116254068400762,134.16870493431614,-0.272639540572689,0.07294274386886047,0.29296606697448313,0.38606805221675194,0.07285220482169766,0.5410797653132922,5.116254068400762,134.16870493431614,-0.272639540572689,0.0483782645059775,0.34682955725552284,0.42425797818458244,0.054562306057100426,0.5211797446420748,5.423129702267581,45.88501768242823,-2.1241908089755333,0.3493150684931507,0.34550380175380174,0.3438873280669874
rsnn176_capacity,37,train,83,38368,176,0.7353838642164681,0.6903510113181017,0.6316695352839932,0.627566369504106,0.6178374616364546,0.2306368330464716,0.22458333333333333,0.11618734489411046,0.22375215146299485,0.2188385243067615,0.18496660775176868,0.08605851979345955,0.08333333333333333,0.013206550449022714,0.07396467794342008,0.2740476079118436,0.3586832304932369,0.06780922874526189,0.5735075459422836,4.923646409006825,97.48528102014643,-0.7080519387110581,0.07396467794342008,0.2740476079118436,0.3586832304932369,0.06780922874526189,0.5735075459422836,4.923646409006825,97.48528102014643,-0.7080519387110581,0.07838534511202584,0.412500522479338,0.4857044702655477,0.05013245678861047,0.46416306947061403,7.07665584255619,51.633809849645516,1.1061420338084078,1.0,1.0,1.0
rsnn176_capacity,37,val,83,38368,176,0.8043035268783569,0.7593793272972107,0.5079365079365079,0.505098605098605,0.48619284704477406,0.1984126984126984,0.19345238095238096,0.0914182475158085,0.19047619047619047,0.18647787397787396,0.13953988722008606,0.09523809523809523,0.08333333333333333,0.014492753623188406,0.04899006336927414,0.2441270798444748,0.3390200436115265,0.08219893276691437,0.578781008720398,4.027012348175049,96.80863952636719,-0.388911634683609,0.04899006336927414,0.2441270798444748,0.3390200436115265,0.08219893276691437,0.578781008720398,4.027012348175049,96.80863952636719,-0.388911634683609,0.051746442914009094,0.3933807611465454,0.4797326326370239,0.061017680913209915,0.45924967527389526,6.05336332321167,49.590850830078125,0.9218340516090393,0.4603174603174603,0.4692640692640693,0.4780939514113562
rsnn176_capacity,37,test,83,38368,176,0.8242384815869266,0.7806154954923342,0.410958904109589,0.41102300477300474,0.39527717997768214,0.17123287671232876,0.15692640692640694,0.07561507936507937,0.2671232876712329,0.2635198135198135,0.24520713284473175,0.0958904109589041,0.08333333333333333,0.014583333333333332,0.04520330223420711,0.2539521617023912,0.35526090125515036,0.08096658775251206,0.5637724979283059,4.02297383465179,89.92764449446169,-0.24825310707092285,0.04520330223420711,0.2539521617023912,0.35526090125515036,0.08096658775251206,0.5637724979283059,4.02297383465179,89.92764449446169,-0.24825310707092285,0.043655032419586834,0.40561551998739376,0.4853227579430358,0.061091553572922536,0.45358569083148487,6.101742522357261,50.70803509019826,1.0875412919749952,0.4931506849315068,0.4942862692862693,0.48130302026070854
rsnn176_capacity,53,train,117,38368,176,0.7017148887023663,0.7164796673902751,0.6695352839931153,0.6709316322914938,0.6765599065937854,0.37349397590361444,0.3586748105144331,0.2537619886106903,0.23752151462994836,0.2330542408842058,0.2115327028846881,0.09294320137693632,0.08333333333333333,0.014539579967689823,0.16751119525215097,0.3812943226601704,0.4559960169348988,0.05942327776689743,0.48458071527505703,8.189005772956678,157.9394023324044,1.5037177661610142,0.16751119525215097,0.3812943226601704,0.4559960169348988,0.05942327776689743,0.48458071527505703,8.189005772956678,157.9394023324044,1.5037177661610142,0.10683215374893247,0.40846911370241296,0.47416547951312565,0.0408243216163833,0.4850102025957813,7.598524344767638,54.20373034846557,-0.6004933752824846,1.0,1.0,1.0
