variant,coding,objective,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
original,bb,l2_wcce,0,23,input__events__whole_count,input,events,whole_count,30,1.0,0.4146554834054834,3854372766,"[{""C"": 0.001, ""val_ba"": 0.2359241452991453}, {""C"": 0.01, ""val_ba"": 0.3342567155067155}, {""C"": 0.1, ""val_ba"": 0.4005432067932068}, {""C"": 1.0, ""val_ba"": 0.4146554834054834}, {""C"": 10.0, ""val_ba"": 0.36930673493173494}]",0.6941176470588235,0.6897986540012612,0.6919074792731781,0.4260355029585799,0.4146554834054834,0.39372855344213414,0.3850574712643678,0.38270716211892686,0.3677680339724317,0.3894736842105263,0.381712962962963,0.3766251518867954,0.379746835443038,0.39087301587301587,0.3371758475019344
original,bb,l2_wcce,0,23,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5697736291486291,1863387974,"[{""C"": 0.001, ""val_ba"": 0.4008966727716728}, {""C"": 0.01, ""val_ba"": 0.5326479076479077}, {""C"": 0.1, ""val_ba"": 0.5697736291486291}, {""C"": 1.0, ""val_ba"": 0.5697736291486291}, {""C"": 10.0, ""val_ba"": 0.5521416083916083}]",1.0,1.0,1.0,0.5798816568047337,0.5697736291486291,0.5706310415328683,0.6379310344827587,0.6309327722930665,0.6311917553887368,0.5789473684210527,0.5680555555555555,0.5631641043144946,0.7088607594936709,0.7080357142857142,0.7093604924487278
original,bb,l2_wcce,0,23,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.45439456376956383,857369416,"[{""C"": 0.001, ""val_ba"": 0.30863858363858365}, {""C"": 0.01, ""val_ba"": 0.31360826673326675}, {""C"": 0.1, ""val_ba"": 0.37843545343545343}, {""C"": 1.0, ""val_ba"": 0.44170031357531353}, {""C"": 10.0, ""val_ba"": 0.45439456376956383}]",0.8647058823529412,0.8666232761998046,0.8669802371861034,0.46153846153846156,0.45439456376956383,0.4398677893811376,0.5459770114942529,0.5402115041820924,0.527036472285022,0.5473684210526316,0.5270833333333332,0.511912338034629,0.5443037974683544,0.548611111111111,0.5169653560520433
original,bb,l2_wcce,0,23,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.01,0.5705176767676767,3842935889,"[{""C"": 0.001, ""val_ba"": 0.5348096348096348}, {""C"": 0.01, ""val_ba"": 0.5705176767676767}, {""C"": 0.1, ""val_ba"": 0.5701704545454545}, {""C"": 1.0, ""val_ba"": 0.5701704545454545}, {""C"": 10.0, ""val_ba"": 0.5654199966699965}]",0.9666666666666667,0.9652939813110374,0.9667137585101964,0.5798816568047337,0.5705176767676767,0.573545124335819,0.6609195402298851,0.6555968337218337,0.6514338271309263,0.6105263157894737,0.600462962962963,0.6017649132200216,0.7215189873417721,0.7249007936507937,0.7149124353458719
original,bb,l2_wcce,0,23,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,10.0,0.49523150460650456,874957324,"[{""C"": 0.001, ""val_ba"": 0.3162507631257631}, {""C"": 0.01, ""val_ba"": 0.32923326673326675}, {""C"": 0.1, ""val_ba"": 0.414742895992896}, {""C"": 1.0, ""val_ba"": 0.4772730741480742}, {""C"": 10.0, ""val_ba"": 0.49523150460650456}]",0.996078431372549,0.9964539007092199,0.9962460148342722,0.5029585798816568,0.49523150460650456,0.4863283527581579,0.47701149425287354,0.47578842725901555,0.4583780197444696,0.42105263157894735,0.41365740740740736,0.38625731941482155,0.5443037974683544,0.5423611111111111,0.5191593265122676
original,bb,l2_wcce,0,23,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,1.0,0.57942162004662,426594477,"[{""C"": 0.001, ""val_ba"": 0.5516365578865579}, {""C"": 0.01, ""val_ba"": 0.5760732323232323}, {""C"": 0.1, ""val_ba"": 0.5577335858585858}, {""C"": 1.0, ""val_ba"": 0.57942162004662}, {""C"": 10.0, ""val_ba"": 0.5513441419691419}]",1.0,1.0,1.0,0.591715976331361,0.57942162004662,0.5835957878543568,0.6839080459770115,0.6835081585081585,0.6761002964987785,0.6105263157894737,0.6039351851851852,0.5963758840096504,0.7721518987341772,0.769543650793651,0.7614807463491675
original,bb,l2_wcce,0,23,l1__spike__whole_mean,l1,spike,whole_mean,128,1.0,0.5150634088134088,630004072,"[{""C"": 0.001, ""val_ba"": 0.3702703546453547}, {""C"": 0.01, ""val_ba"": 0.4352133977133977}, {""C"": 0.1, ""val_ba"": 0.5133748196248196}, {""C"": 1.0, ""val_ba"": 0.5150634088134088}, {""C"": 10.0, ""val_ba"": 0.4477022977022977}]",0.9411764705882353,0.9410390332203195,0.9436639919836342,0.514792899408284,0.5150634088134088,0.5045708949629953,0.47126436781609193,0.4636570741350152,0.4465383481385641,0.43157894736842106,0.4199074074074074,0.41593428930890236,0.5189873417721519,0.5281746031746032,0.4963099157178104
original,bb,l2_wcce,0,23,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.01,0.5453709484959485,3195806523,"[{""C"": 0.001, ""val_ba"": 0.4593500249750249}, {""C"": 0.01, ""val_ba"": 0.5453709484959485}, {""C"": 0.1, ""val_ba"": 0.5421828171828171}, {""C"": 1.0, ""val_ba"": 0.5410669191919192}, {""C"": 10.0, ""val_ba"": 0.47119165556665554}]",0.9215686274509803,0.918691220574056,0.9273543204265745,0.5621301775147929,0.5453709484959485,0.5527669677407309,0.5919540229885057,0.5876299762329175,0.5826187896985514,0.5473684210526316,0.5372685185185185,0.5316610655426445,0.6455696202531646,0.6493055555555556,0.6322671566479616
original,bb,l2_wcce,0,23,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,0.1,0.4939591658341658,3446306864,"[{""C"": 0.001, ""val_ba"": 0.31659798534798533}, {""C"": 0.01, ""val_ba"": 0.3730554168054168}, {""C"": 0.1, ""val_ba"": 0.4939591658341658}, {""C"": 1.0, ""val_ba"": 0.4928640803640803}, {""C"": 10.0, ""val_ba"": 0.4697871572871573}]",0.8294117647058824,0.8283588381156876,0.8317351822585904,0.5088757396449705,0.4939591658341658,0.4898033152860389,0.4827586206896552,0.4760628056583938,0.46869316617025475,0.4105263157894737,0.40138888888888885,0.38739924219800376,0.569620253164557,0.5701388888888889,0.5588179851337746
original,bb,l2_wcce,0,23,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,1.0,0.5929001554001554,3143840455,"[{""C"": 0.001, ""val_ba"": 0.5548586829836829}, {""C"": 0.01, ""val_ba"": 0.5713383838383838}, {""C"": 0.1, ""val_ba"": 0.5861790986790987}, {""C"": 1.0, ""val_ba"": 0.5929001554001554}, {""C"": 10.0, ""val_ba"": 0.5693025724275724}]",1.0,1.0,1.0,0.6094674556213018,0.5929001554001554,0.6009941555708306,0.7011494252873564,0.6939279674573792,0.6913854783466853,0.631578947368421,0.6189814814814815,0.6225639775352053,0.7848101265822784,0.7786706349206348,0.7735329485329486
