variant,coding,objective,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
original,bb,l1_l2_joint,0,37,input__events__whole_count,input,events,whole_count,30,1.0,0.4146554834054834,733928576,"[{""C"": 0.001, ""val_ba"": 0.2359241452991453}, {""C"": 0.01, ""val_ba"": 0.3342567155067155}, {""C"": 0.1, ""val_ba"": 0.4005432067932068}, {""C"": 1.0, ""val_ba"": 0.4146554834054834}, {""C"": 10.0, ""val_ba"": 0.36930673493173494}]",0.6941176470588235,0.6897986540012612,0.6919074792731781,0.4260355029585799,0.4146554834054834,0.39372855344213414,0.3850574712643678,0.38270716211892686,0.3677680339724317,0.3894736842105263,0.381712962962963,0.3766251518867954,0.379746835443038,0.39087301587301587,0.3371758475019344
original,bb,l1_l2_joint,0,37,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5697736291486291,2227490530,"[{""C"": 0.001, ""val_ba"": 0.4008966727716728}, {""C"": 0.01, ""val_ba"": 0.5326479076479077}, {""C"": 0.1, ""val_ba"": 0.5697736291486291}, {""C"": 1.0, ""val_ba"": 0.5697736291486291}, {""C"": 10.0, ""val_ba"": 0.5521416083916083}]",1.0,1.0,1.0,0.5798816568047337,0.5697736291486291,0.5706310415328683,0.6379310344827587,0.6309327722930665,0.6311917553887368,0.5789473684210527,0.5680555555555555,0.5631641043144946,0.7088607594936709,0.7080357142857142,0.7093604924487278
original,bb,l1_l2_joint,0,37,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.4800890082140083,128395802,"[{""C"": 0.001, ""val_ba"": 0.2988057081807082}, {""C"": 0.01, ""val_ba"": 0.31435231435231437}, {""C"": 0.1, ""val_ba"": 0.380095251970252}, {""C"": 1.0, ""val_ba"": 0.45615981240981235}, {""C"": 10.0, ""val_ba"": 0.4800890082140083}]",0.8764705882352941,0.8777770916474891,0.8784914803957088,0.4911242603550296,0.4800890082140083,0.46915957897207017,0.5574712643678161,0.5497090532017003,0.5416916460070619,0.5684210526315789,0.5444444444444444,0.531674971342154,0.5443037974683544,0.548611111111111,0.5214570517202096
original,bb,l1_l2_joint,0,37,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.1,0.5753045565545566,3039617022,"[{""C"": 0.001, ""val_ba"": 0.5302194333444333}, {""C"": 0.01, ""val_ba"": 0.57004662004662}, {""C"": 0.1, ""val_ba"": 0.5753045565545566}, {""C"": 1.0, ""val_ba"": 0.5700962232212232}, {""C"": 10.0, ""val_ba"": 0.5656319375069375}]",1.0,1.0,1.0,0.5857988165680473,0.5753045565545566,0.5822777206549138,0.6494252873563219,0.6398212898212897,0.6309764353412267,0.5789473684210527,0.569212962962963,0.5606827383143173,0.7341772151898734,0.7209325396825396,0.7107520611197082
original,bb,l1_l2_joint,0,37,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,1.0,0.4912521506271506,1512930536,"[{""C"": 0.001, ""val_ba"": 0.29771443833943834}, {""C"": 0.01, ""val_ba"": 0.31921342546342546}, {""C"": 0.1, ""val_ba"": 0.42243173493173497}, {""C"": 1.0, ""val_ba"": 0.4912521506271506}, {""C"": 10.0, ""val_ba"": 0.48014103951603954}]",0.8960784313725491,0.8976132710806892,0.8980453960567746,0.5088757396449705,0.4912521506271506,0.4836139407133322,0.5172413793103449,0.5083814673888203,0.49278521783471874,0.5052631578947369,0.4847222222222222,0.46776033850337245,0.5316455696202531,0.5374007936507937,0.49146779146779146
original,bb,l1_l2_joint,0,37,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,10.0,0.5763462232212232,726057870,"[{""C"": 0.001, ""val_ba"": 0.5293647324897325}, {""C"": 0.01, ""val_ba"": 0.5580808080808081}, {""C"": 0.1, ""val_ba"": 0.5648878898878898}, {""C"": 1.0, ""val_ba"": 0.5647772366522367}, {""C"": 10.0, ""val_ba"": 0.5763462232212232}]",1.0,1.0,1.0,0.5857988165680473,0.5763462232212232,0.5761646462023265,0.632183908045977,0.6252602381278852,0.6091358373112066,0.5684210526315789,0.555324074074074,0.5438732563732563,0.7088607594936709,0.7083333333333334,0.6718837535014006
original,bb,l1_l2_joint,0,37,l1__spike__whole_mean,l1,spike,whole_mean,128,1.0,0.5021190614940615,132802751,"[{""C"": 0.001, ""val_ba"": 0.4051261238761239}, {""C"": 0.01, ""val_ba"": 0.4440833472083472}, {""C"": 0.1, ""val_ba"": 0.478645313020313}, {""C"": 1.0, ""val_ba"": 0.5021190614940615}, {""C"": 10.0, ""val_ba"": 0.45132749195249194}]",0.9549019607843138,0.9564625449914157,0.9578074454320215,0.5088757396449705,0.5021190614940615,0.49015726559555445,0.40229885057471265,0.3894850655880067,0.3694296655784661,0.3894736842105263,0.3689814814814815,0.35348215592780813,0.4177215189873418,0.4262896825396825,0.39119560994561
original,bb,l1_l2_joint,0,37,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.1,0.5872967310467311,3695663858,"[{""C"": 0.001, ""val_ba"": 0.4818355255855256}, {""C"": 0.01, ""val_ba"": 0.5361849955599955}, {""C"": 0.1, ""val_ba"": 0.5872967310467311}, {""C"": 1.0, ""val_ba"": 0.5298985736485736}, {""C"": 10.0, ""val_ba"": 0.4815354784104784}]",0.996078431372549,0.9961240310077519,0.996227621483376,0.6094674556213018,0.5872967310467311,0.5882202651960888,0.5862068965517241,0.5886672151378034,0.5786633176642252,0.5157894736842106,0.4981481481481482,0.49725785909996434,0.6708860759493671,0.6842261904761905,0.6675203881086235
original,bb,l1_l2_joint,0,37,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,0.1,0.4492174492174492,812873048,"[{""C"": 0.001, ""val_ba"": 0.3054372710622711}, {""C"": 0.01, ""val_ba"": 0.39422279109779107}, {""C"": 0.1, ""val_ba"": 0.4492174492174492}, {""C"": 1.0, ""val_ba"": 0.44007936507936507}, {""C"": 10.0, ""val_ba"": 0.4452876984126984}]",0.8647058823529412,0.8630401249752278,0.8663869898015282,0.46745562130177515,0.4492174492174492,0.4482022488645702,0.46551724137931033,0.45994446729740845,0.4485309529116685,0.45263157894736844,0.4361111111111111,0.42215779290082694,0.4810126582278481,0.4904761904761905,0.46503126503126496
original,bb,l1_l2_joint,0,37,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,1.0,0.6217424936174936,3751458926,"[{""C"": 0.001, ""val_ba"": 0.5536931818181818}, {""C"": 0.01, ""val_ba"": 0.5981449106449106}, {""C"": 0.1, ""val_ba"": 0.587728243978244}, {""C"": 1.0, ""val_ba"": 0.6217424936174936}, {""C"": 10.0, ""val_ba"": 0.5993260212010212}]",1.0,1.0,1.0,0.621301775147929,0.6217424936174936,0.6226922609468605,0.6724137931034483,0.6691680664107135,0.6673828427805756,0.6,0.5877314814814815,0.5898540041493333,0.759493670886076,0.7625992063492064,0.7521011668070492
original,bb,l1_l2_joint,0,37,l1__spike__whole_count,l1,spike,whole_count,128,1.0,0.5192436036186037,3151387115,"[{""C"": 0.001, ""val_ba"": 0.38582112332112334}, {""C"": 0.01, ""val_ba"": 0.4567071817071817}, {""C"": 0.1, ""val_ba"": 0.484895313020313}, {""C"": 1.0, ""val_ba"": 0.5192436036186037}, {""C"": 10.0, ""val_ba"": 0.47249486624486625}]",0.9549019607843138,0.955055924752373,0.9569975464274934,0.5266272189349113,0.5192436036186037,0.509487945722651,0.42528735632183906,0.4153020590520591,0.391782209369818,0.42105263157894735,0.4048611111111111,0.3861092124250019,0.43037974683544306,0.4367063492063492,0.4005989108930285
original,bb,l1_l2_joint,0,37,l1__spike__fixed250_count,l1,spike,fixed250_count,2048,0.1,0.6149277805527805,3099842787,"[{""C"": 0.001, ""val_ba"": 0.4832584082584082}, {""C"": 0.01, ""val_ba"": 0.590112665112665}, {""C"": 0.1, ""val_ba"": 0.6149277805527805}, {""C"": 1.0, ""val_ba"": 0.5654123654123654}, {""C"": 10.0, ""val_ba"": 0.507577145077145}]",0.9882352941176471,0.9866255507645909,0.9878224672517271,0.6331360946745562,0.6149277805527805,0.6144820875084033,0.6206896551724138,0.6254193518899401,0.6143085075319693,0.5157894736842106,0.4993055555555556,0.49667675319849236,0.7468354430379747,0.7663690476190478,0.7331410419645715
original,bb,l1_l2_joint,0,37,l2__syn_current__whole_mean,l2,syn_current,whole_mean,128,0.1,0.5173968392718392,2158263319,"[{""C"": 0.001, ""val_ba"": 0.4582719363969365}, {""C"": 0.01, ""val_ba"": 0.515944819069819}, {""C"": 0.1, ""val_ba"": 0.5173968392718392}, {""C"": 1.0, ""val_ba"": 0.5101683039183039}, {""C"": 10.0, ""val_ba"": 0.4932917776667776}]",0.9019607843137255,0.9027912645626927,0.9057976101279311,0.5266272189349113,0.5173968392718392,0.5033587092316231,0.4540229885057471,0.446063719776955,0.43217408045839417,0.45263157894736844,0.4298611111111111,0.43017548899901836,0.45569620253164556,0.47242063492063496,0.4300346840981515
original,bb,l1_l2_joint,0,37,l2__syn_current__fixed250_ordered_mean,l2,syn_current,fixed250_ordered_mean,2048,0.001,0.5998085248085248,3063683741,"[{""C"": 0.001, ""val_ba"": 0.5998085248085248}, {""C"": 0.01, ""val_ba"": 0.593905747030747}, {""C"": 0.1, ""val_ba"": 0.5480991230991231}, {""C"": 1.0, ""val_ba"": 0.5458021145521145}, {""C"": 10.0, ""val_ba"": 0.5461493367743367}]",0.8921568627450981,0.8872733837136956,0.8948939855313868,0.6153846153846154,0.5998085248085248,0.5931193204463147,0.6264367816091954,0.6093979957950545,0.5888430714332452,0.5684210526315789,0.5398148148148149,0.5413859589556185,0.6962025316455697,0.6941468253968254,0.6524070972600385
original,bb,l1_l2_joint,0,37,l2__pre_reset__whole_mean,l2,pre_reset,whole_mean,128,0.1,0.5244651182151182,4117386371,"[{""C"": 0.001, ""val_ba"": 0.465029415029415}, {""C"": 0.01, ""val_ba"": 0.5107364857364858}, {""C"": 0.1, ""val_ba"": 0.5244651182151182}, {""C"": 1.0, ""val_ba"": 0.5046127483627484}, {""C"": 10.0, ""val_ba"": 0.4821806665556665}]",0.888235294117647,0.8878709605286054,0.891479533213456,0.5325443786982249,0.5244651182151182,0.5131793474079336,0.4482758620689655,0.4408145367704191,0.42775835121004896,0.45263157894736844,0.4298611111111111,0.4322046002386559,0.4430379746835443,0.4620039682539683,0.42335714394537916
original,bb,l1_l2_joint,0,37,l2__pre_reset__fixed250_ordered_mean,l2,pre_reset,fixed250_ordered_mean,2048,0.001,0.5969676157176157,2609629284,"[{""C"": 0.001, ""val_ba"": 0.5969676157176157}, {""C"": 0.01, ""val_ba"": 0.5886974136974137}, {""C"": 0.1, ""val_ba"": 0.560064935064935}, {""C"": 1.0, ""val_ba"": 0.5480588855588855}, {""C"": 10.0, ""val_ba"": 0.5458021145521145}]",0.8745098039215686,0.8655274275978947,0.8748399726598519,0.6094674556213018,0.5969676157176157,0.5914284158532885,0.6149425287356322,0.5982237533708121,0.5831015483709604,0.5473684210526316,0.5166666666666667,0.521861640762233,0.6962025316455697,0.6961309523809525,0.6617278554778555
original,bb,l1_l2_joint,0,37,l2__spike__whole_mean,l2,spike,whole_mean,128,0.1,0.5556616994116993,1202739676,"[{""C"": 0.001, ""val_ba"": 0.47759254634254633}, {""C"": 0.01, ""val_ba"": 0.5272161865911865}, {""C"": 0.1, ""val_ba"": 0.5556616994116993}, {""C"": 1.0, ""val_ba"": 0.5153363997113997}, {""C"": 10.0, ""val_ba"": 0.5072375541125541}]",0.9529411764705882,0.9533581578788279,0.9549969657645079,0.5621301775147929,0.5556616994116993,0.5428966503241561,0.47126436781609193,0.466385860871155,0.4419011659331651,0.4631578947368421,0.45,0.4369774348035218,0.4810126582278481,0.4912698412698413,0.4473425267542915
original,bb,l1_l2_joint,0,37,l2__spike__fixed250_ordered_mean,l2,spike,fixed250_ordered_mean,2048,0.01,0.5890422077922078,1128728661,"[{""C"": 0.001, ""val_ba"": 0.5622721028971028}, {""C"": 0.01, ""val_ba"": 0.5890422077922078}, {""C"": 0.1, ""val_ba"": 0.5782783189033188}, {""C"": 1.0, ""val_ba"": 0.5770763958263958}, {""C"": 10.0, ""val_ba"": 0.5649867493617493}]",0.9862745098039216,0.9858119048928055,0.9866402936874091,0.591715976331361,0.5890422077922078,0.5807379145957522,0.6091954022988506,0.6078529925956396,0.5927218882457351,0.5789473684210527,0.5719907407407407,0.5472027542460979,0.6455696202531646,0.6435515873015872,0.6178303178303178
original,bb,l1_l2_joint,0,37,l2__post_reset__whole_mean,l2,post_reset,whole_mean,128,0.1,0.5244651182151182,1488503185,"[{""C"": 0.001, ""val_ba"": 0.4754460816960817}, {""C"": 0.01, ""val_ba"": 0.5003198190698191}, {""C"": 0.1, ""val_ba"": 0.5244651182151182}, {""C"": 1.0, ""val_ba"": 0.4852921384171385}, {""C"": 10.0, ""val_ba"": 0.49290431790431793}]",0.8666666666666667,0.8657639220838785,0.869209371234521,0.5325443786982249,0.5244651182151182,0.51246937809142,0.41379310344827586,0.40728009735362675,0.3946759958169695,0.4,0.38125000000000003,0.3837379353246226,0.43037974683544306,0.4481150793650794,0.40964863023686554
original,bb,l1_l2_joint,0,37,l2__post_reset__fixed250_ordered_mean,l2,post_reset,fixed250_ordered_mean,2048,0.01,0.5886974136974137,2028961129,"[{""C"": 0.001, ""val_ba"": 0.5856962481962481}, {""C"": 0.01, ""val_ba"": 0.5886974136974137}, {""C"": 0.1, ""val_ba"": 0.5842827311577311}, {""C"": 1.0, ""val_ba"": 0.5430871212121212}, {""C"": 10.0, ""val_ba"": 0.5494477744477744}]",0.9647058823529412,0.9627786430111537,0.9653869845870949,0.591715976331361,0.5886974136974137,0.5780285584807358,0.6149425287356322,0.600800425065131,0.5863928687250897,0.5473684210526316,0.5224537037037037,0.5313852813852814,0.6962025316455697,0.6913690476190476,0.6610561551738022
original,bb,l1_l2_joint,0,37,l2__spike__whole_count,l2,spike,whole_count,128,0.1,0.5695370601620601,1562625763,"[{""C"": 0.001, ""val_ba"": 0.4754956848706849}, {""C"": 0.01, ""val_ba"": 0.5254665473415473}, {""C"": 0.1, ""val_ba"": 0.5695370601620601}, {""C"": 1.0, ""val_ba"": 0.554766761016761}, {""C"": 10.0, ""val_ba"": 0.5152101370851371}]",0.9509803921568627,0.95167124087771,0.9537260595074963,0.5739644970414202,0.5695370601620601,0.558310461183791,0.4827586206896552,0.47598424859454275,0.44867284369982036,0.47368421052631576,0.4604166666666667,0.44909483791062743,0.4936708860759494,0.5011904761904762,0.4482044371750254
original,bb,l1_l2_joint,0,37,l2__spike__fixed250_count,l2,spike,fixed250_count,2048,0.1,0.6026809995559996,2819842701,"[{""C"": 0.001, ""val_ba"": 0.5961965118215119}, {""C"": 0.01, ""val_ba"": 0.5974726662226663}, {""C"": 0.1, ""val_ba"": 0.6026809995559996}, {""C"": 1.0, ""val_ba"": 0.5735774642024642}, {""C"": 10.0, ""val_ba"": 0.5786751443001443}]",0.996078431372549,0.9961240310077519,0.9963031045751634,0.6035502958579881,0.6026809995559996,0.594063368013153,0.603448275862069,0.6023382867132868,0.5848048717790969,0.5789473684210527,0.5657407407407408,0.5482247284878864,0.6329113924050633,0.6336309523809524,0.6112657752750632
