variant,coding,objective,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
postencode_mask,mm,l1_l2_joint,0,37,input__events__whole_count,input,events,whole_count,30,0.1,0.4598096348096348,733928576,"[{""C"": 0.001, ""val_ba"": 0.3034188034188034}, {""C"": 0.01, ""val_ba"": 0.38593940781440783}, {""C"": 0.1, ""val_ba"": 0.4598096348096348}, {""C"": 1.0, ""val_ba"": 0.4502608502608502}, {""C"": 10.0, ""val_ba"": 0.3973228160728161}]",0.6588235294117647,0.6484503504004652,0.6501724821191205,0.48520710059171596,0.4598096348096348,0.4492913742726336,0.41379310344827586,0.4066306446821153,0.4024094173835049,0.3894736842105263,0.3770833333333334,0.36400133682742375,0.4430379746835443,0.4459325396825396,0.4354377104377105
postencode_mask,mm,l1_l2_joint,0,37,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5976662226662227,2227490530,"[{""C"": 0.001, ""val_ba"": 0.4389003357753358}, {""C"": 0.01, ""val_ba"": 0.5629079254079254}, {""C"": 0.1, ""val_ba"": 0.5976662226662227}, {""C"": 1.0, ""val_ba"": 0.5884646603396603}, {""C"": 10.0, ""val_ba"": 0.5657960095460095}]",1.0,1.0,1.0,0.6035502958579881,0.5976662226662227,0.5919785147108986,0.6666666666666666,0.6578262831939302,0.6593279579800227,0.6,0.586574074074074,0.5890929790310594,0.7468354430379747,0.7513888888888888,0.7457403163285518
postencode_mask,mm,l1_l2_joint,0,37,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.5465406121656121,128395802,"[{""C"": 0.001, ""val_ba"": 0.3598748473748474}, {""C"": 0.01, ""val_ba"": 0.43617597680097675}, {""C"": 0.1, ""val_ba"": 0.48149766899766894}, {""C"": 1.0, ""val_ba"": 0.5066079753579753}, {""C"": 10.0, ""val_ba"": 0.5465406121656121}]",0.8803921568627451,0.8834510275034168,0.8832732841929462,0.5562130177514792,0.5465406121656121,0.5517214880280323,0.4942528735632184,0.48661430481283435,0.48161767672481065,0.4842105263157895,0.47662037037037036,0.4685226323384219,0.5063291139240507,0.49722222222222223,0.48945390050266213
postencode_mask,mm,l1_l2_joint,0,37,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.1,0.6956970113220113,3039617022,"[{""C"": 0.001, ""val_ba"": 0.6226395132645132}, {""C"": 0.01, ""val_ba"": 0.6936768093018092}, {""C"": 0.1, ""val_ba"": 0.6956970113220113}, {""C"": 1.0, ""val_ba"": 0.6721490315240315}, {""C"": 10.0, ""val_ba"": 0.6501748251748253}]",1.0,1.0,1.0,0.6982248520710059,0.6956970113220113,0.6978596959869559,0.7011494252873564,0.7067919009095479,0.6995071513453867,0.6631578947368421,0.6664351851851852,0.6557539682539683,0.7468354430379747,0.7616071428571428,0.7529779860662212
postencode_mask,mm,l1_l2_joint,0,37,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,1.0,0.573347138972139,1512930536,"[{""C"": 0.001, ""val_ba"": 0.34470772283272283}, {""C"": 0.01, ""val_ba"": 0.4633699633699633}, {""C"": 0.1, ""val_ba"": 0.4931162587412587}, {""C"": 1.0, ""val_ba"": 0.573347138972139}, {""C"": 10.0, ""val_ba"": 0.5558621933621933}]",0.9117647058823529,0.912521116575038,0.912289434577601,0.591715976331361,0.573347138972139,0.5726023114594115,0.5287356321839081,0.5225525903834728,0.5254238136591077,0.49473684210526314,0.47893518518518513,0.4834770270722284,0.569620253164557,0.5709325396825397,0.5633984071484072
postencode_mask,mm,l1_l2_joint,0,37,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.01,0.6877244283494283,726057870,"[{""C"": 0.001, ""val_ba"": 0.6043244949494949}, {""C"": 0.01, ""val_ba"": 0.6877244283494283}, {""C"": 0.1, ""val_ba"": 0.6877244283494285}, {""C"": 1.0, ""val_ba"": 0.660641095016095}, {""C"": 10.0, ""val_ba"": 0.639063714063714}]",0.9764705882352941,0.9742325716079087,0.9756220793011683,0.6923076923076923,0.6877244283494283,0.6876297307311822,0.6896551724137931,0.6969879793409207,0.6872852944056241,0.6421052631578947,0.6432870370370369,0.6355604556262451,0.7468354430379747,0.763095238095238,0.7516178266178267
postencode_mask,mm,l1_l2_joint,0,37,l1__spike__whole_mean,l1,spike,whole_mean,128,1.0,0.5124590687090687,132802751,"[{""C"": 0.001, ""val_ba"": 0.40118076368076366}, {""C"": 0.01, ""val_ba"": 0.49634219946719943}, {""C"": 0.1, ""val_ba"": 0.5096948190698191}, {""C"": 1.0, ""val_ba"": 0.5124590687090687}, {""C"": 10.0, ""val_ba"": 0.4912785131535131}]",0.9588235294117647,0.9597859118167195,0.9612053093790566,0.5266272189349113,0.5124590687090687,0.5047617612272784,0.47701149425287354,0.4678743029845971,0.4698168279865334,0.45263157894736844,0.4407407407407407,0.43809224401329666,0.5063291139240507,0.5173611111111112,0.49449300699300697
postencode_mask,mm,l1_l2_joint,0,37,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.01,0.6431231962481961,3695663858,"[{""C"": 0.001, ""val_ba"": 0.5931977744477744}, {""C"": 0.01, ""val_ba"": 0.6431231962481961}, {""C"": 0.1, ""val_ba"": 0.636525974025974}, {""C"": 1.0, ""val_ba"": 0.6190046065046065}, {""C"": 10.0, ""val_ba"": 0.6054362304362305}]",0.9294117647058824,0.9265080334855683,0.9326138028116565,0.650887573964497,0.6431231962481961,0.6404985486049836,0.6379310344827587,0.6369578134284017,0.6242724952861217,0.5789473684210527,0.5731481481481482,0.5524918599918601,0.7088607594936709,0.7204365079365079,0.7095583023214602
postencode_mask,mm,l1_l2_joint,0,37,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,1.0,0.5203844766344766,812873048,"[{""C"": 0.001, ""val_ba"": 0.35542200854700856}, {""C"": 0.01, ""val_ba"": 0.47398296148296154}, {""C"": 0.1, ""val_ba"": 0.5186348373848373}, {""C"": 1.0, ""val_ba"": 0.5203844766344766}, {""C"": 10.0, ""val_ba"": 0.5140106421356422}]",0.9921568627450981,0.9920589903573455,0.9923228232495473,0.5325443786982249,0.5203844766344766,0.5212250025425105,0.5114942528735632,0.4962931064034006,0.500889020739293,0.43157894736842106,0.4210648148148148,0.42741313697196054,0.6075949367088608,0.5967261904761906,0.5926638176638177
postencode_mask,mm,l1_l2_joint,0,37,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,0.01,0.669311938061938,3751458926,"[{""C"": 0.001, ""val_ba"": 0.583651418026418}, {""C"": 0.01, ""val_ba"": 0.669311938061938}, {""C"": 0.1, ""val_ba"": 0.6681464368964369}, {""C"": 1.0, ""val_ba"": 0.657382548007548}, {""C"": 10.0, ""val_ba"": 0.6078671328671329}]",0.996078431372549,0.9964539007092199,0.9963768115942028,0.6745562130177515,0.669311938061938,0.6682144556878193,0.7126436781609196,0.7165913947163948,0.7068387990269717,0.6736842105263158,0.6722222222222222,0.6692040007635982,0.759493670886076,0.7728174603174603,0.7567225258401731
postencode_mask,mm,l1_l2_joint,0,37,l1__spike__whole_count,l1,spike,whole_count,128,1.0,0.5447507353757354,3151387115,"[{""C"": 0.001, ""val_ba"": 0.405570818070818}, {""C"": 0.01, ""val_ba"": 0.5098571567321567}, {""C"": 0.1, ""val_ba"": 0.5427305333555333}, {""C"": 1.0, ""val_ba"": 0.5447507353757354}, {""C"": 10.0, ""val_ba"": 0.5019927988677989}]",0.9627450980392157,0.9632787946407767,0.9644747093206272,0.5562130177514792,0.5447507353757354,0.5341230758929274,0.5114942528735632,0.5024645493395493,0.5058818233266451,0.45263157894736844,0.44537037037037036,0.44317029647912004,0.5822784810126582,0.5877976190476192,0.5720875801758155
postencode_mask,mm,l1_l2_joint,0,37,l1__spike__fixed250_count,l1,spike,fixed250_count,2048,0.01,0.6663603757353757,3099842787,"[{""C"": 0.001, ""val_ba"": 0.5887945387945388}, {""C"": 0.01, ""val_ba"": 0.6663603757353757}, {""C"": 0.1, ""val_ba"": 0.6325195637695638}, {""C"": 1.0, ""val_ba"": 0.5978240509490509}, {""C"": 10.0, ""val_ba"": 0.5770271395271395}]",0.9313725490196079,0.9282425385734498,0.9342519241696658,0.6745562130177515,0.6663603757353757,0.6662643658507187,0.6551724137931034,0.6546802870332282,0.6435487939133021,0.6,0.5962962962962962,0.5778295259702583,0.7215189873417721,0.7371031746031745,0.7221801346801348
postencode_mask,mm,l1_l2_joint,0,37,l2__syn_current__whole_mean,l2,syn_current,whole_mean,128,10.0,0.5304879148629148,2158263319,"[{""C"": 0.001, ""val_ba"": 0.48758533133533133}, {""C"": 0.01, ""val_ba"": 0.48889790764790764}, {""C"": 0.1, ""val_ba"": 0.5185089216339216}, {""C"": 1.0, ""val_ba"": 0.5065431096681097}, {""C"": 10.0, ""val_ba"": 0.5304879148629148}]",0.996078431372549,0.9961240310077519,0.996227621483376,0.5384615384615384,0.5304879148629148,0.5265577701282217,0.4827586206896552,0.47772035970565385,0.46496814073456255,0.4631578947368421,0.4557870370370371,0.44393716305481007,0.5063291139240507,0.5125992063492063,0.4876744933810151
