variant,coding,objective,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
original,mm,l1_l2_joint,0,23,input__events__whole_count,input,events,whole_count,30,1.0,0.4146554834054834,3854372766,"[{""C"": 0.001, ""val_ba"": 0.2359241452991453}, {""C"": 0.01, ""val_ba"": 0.3342567155067155}, {""C"": 0.1, ""val_ba"": 0.4005432067932068}, {""C"": 1.0, ""val_ba"": 0.4146554834054834}, {""C"": 10.0, ""val_ba"": 0.36930673493173494}]",0.6941176470588235,0.6897986540012612,0.6919074792731781,0.4260355029585799,0.4146554834054834,0.39372855344213414,0.3850574712643678,0.38270716211892686,0.3677680339724317,0.3894736842105263,0.381712962962963,0.3766251518867954,0.379746835443038,0.39087301587301587,0.3371758475019344
original,mm,l1_l2_joint,0,23,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5697736291486291,1863387974,"[{""C"": 0.001, ""val_ba"": 0.4008966727716728}, {""C"": 0.01, ""val_ba"": 0.5326479076479077}, {""C"": 0.1, ""val_ba"": 0.5697736291486291}, {""C"": 1.0, ""val_ba"": 0.5697736291486291}, {""C"": 10.0, ""val_ba"": 0.5521416083916083}]",1.0,1.0,1.0,0.5798816568047337,0.5697736291486291,0.5706310415328683,0.6379310344827587,0.6309327722930665,0.6311917553887368,0.5789473684210527,0.5680555555555555,0.5631641043144946,0.7088607594936709,0.7080357142857142,0.7093604924487278
original,mm,l1_l2_joint,0,23,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.4747700216450217,857369416,"[{""C"": 0.001, ""val_ba"": 0.28574862637362636}, {""C"": 0.01, ""val_ba"": 0.3348384254634255}, {""C"": 0.1, ""val_ba"": 0.41037989787989787}, {""C"": 1.0, ""val_ba"": 0.4558125901875902}, {""C"": 10.0, ""val_ba"": 0.4747700216450217}]",0.884313725490196,0.8852482055845815,0.88522224828271,0.48520710059171596,0.4747700216450217,0.4670021654177194,0.5747126436781609,0.5673951048951049,0.5551237936551684,0.5684210526315789,0.5444444444444444,0.52583100379153,0.5822784810126582,0.5848214285714285,0.5665346227846227
original,mm,l1_l2_joint,0,23,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,10.0,0.570914502164502,3842935889,"[{""C"": 0.001, ""val_ba"": 0.544531857031857}, {""C"": 0.01, ""val_ba"": 0.5662042818292817}, {""C"": 0.1, ""val_ba"": 0.5697736291486291}, {""C"": 1.0, ""val_ba"": 0.5533435314685314}, {""C"": 10.0, ""val_ba"": 0.570914502164502}]",1.0,1.0,1.0,0.5857988165680473,0.570914502164502,0.5758813367403809,0.6206896551724138,0.6169646121852004,0.6043132277513036,0.5578947368421052,0.549537037037037,0.5280266898115867,0.6962025316455697,0.6986111111111111,0.681570431202784
original,mm,l1_l2_joint,0,23,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,10.0,0.4981088356088355,874957324,"[{""C"": 0.001, ""val_ba"": 0.2866033272283272}, {""C"": 0.01, ""val_ba"": 0.3500666000666}, {""C"": 0.1, ""val_ba"": 0.4109237984237984}, {""C"": 1.0, ""val_ba"": 0.4621486152736152}, {""C"": 10.0, ""val_ba"": 0.4981088356088355}]",0.996078431372549,0.9964153561517114,0.9962263212661915,0.514792899408284,0.4981088356088355,0.48163765778708306,0.5459770114942529,0.5446355523561406,0.5382924012309976,0.5263157894736842,0.5148148148148148,0.5051896826084133,0.569620253164557,0.5780753968253968,0.5377305972894207
original,mm,l1_l2_joint,0,23,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,1.0,0.5723529942279942,426594477,"[{""C"": 0.001, ""val_ba"": 0.5448790792540793}, {""C"": 0.01, ""val_ba"": 0.5425456487956487}, {""C"": 0.1, ""val_ba"": 0.558019758019758}, {""C"": 1.0, ""val_ba"": 0.5723529942279942}, {""C"": 10.0, ""val_ba"": 0.5479503135753135}]",1.0,1.0,1.0,0.5798816568047337,0.5723529942279942,0.5747885462077703,0.6494252873563219,0.6383902657799716,0.6261594401389715,0.6,0.5865740740740741,0.576223544973545,0.7088607594936709,0.6971230158730158,0.6764643580820052
original,mm,l1_l2_joint,0,23,l1__spike__whole_mean,l1,spike,whole_mean,128,0.1,0.45684280996780996,630004072,"[{""C"": 0.001, ""val_ba"": 0.3422580891330891}, {""C"": 0.01, ""val_ba"": 0.44001588689088694}, {""C"": 0.1, ""val_ba"": 0.45684280996780996}, {""C"": 1.0, ""val_ba"": 0.4461399711399711}, {""C"": 10.0, ""val_ba"": 0.3932019369519369}]",0.8725490196078431,0.8695000146798032,0.8753197397701907,0.46745562130177515,0.45684280996780996,0.4509882059524508,0.5,0.48455510992275697,0.4728316872783776,0.47368421052631576,0.44837962962962963,0.44816491410169634,0.5316455696202531,0.5302579365079365,0.4910647767265414
original,mm,l1_l2_joint,0,23,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.01,0.6007867132867134,3195806523,"[{""C"": 0.001, ""val_ba"": 0.533281302031302}, {""C"": 0.01, ""val_ba"": 0.6007867132867134}, {""C"": 0.1, ""val_ba"": 0.5770153457653457}, {""C"": 1.0, ""val_ba"": 0.5650339244089244}, {""C"": 10.0, ""val_ba"": 0.5287382756132756}]",0.9549019607843138,0.9513484469962759,0.9552889912836257,0.6153846153846154,0.6007867132867134,0.603422487243077,0.6436781609195402,0.6378335104438045,0.629480200508894,0.5684210526315789,0.549537037037037,0.5405284043441938,0.7341772151898734,0.7455357142857143,0.7278032425091249
original,mm,l1_l2_joint,0,23,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,0.1,0.44031350593850593,3446306864,"[{""C"": 0.001, ""val_ba"": 0.2690323565323565}, {""C"": 0.01, ""val_ba"": 0.4271457708957709}, {""C"": 0.1, ""val_ba"": 0.44031350593850593}, {""C"": 1.0, ""val_ba"": 0.4192436036186036}, {""C"": 10.0, ""val_ba"": 0.40015990953490954}]",0.8823529411764706,0.8794455011867085,0.8826551178856222,0.46153846153846156,0.44031350593850593,0.43649489734491587,0.4885057471264368,0.48154637437725684,0.47548867442258214,0.45263157894736844,0.43611111111111106,0.4237850711380123,0.5316455696202531,0.5396825396825397,0.49832787038669396
original,mm,l1_l2_joint,0,23,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,1.0,0.6096164252414252,3143840455,"[{""C"": 0.001, ""val_ba"": 0.5544618575868575}, {""C"": 0.01, ""val_ba"": 0.5768939393939394}, {""C"": 0.1, ""val_ba"": 0.5988889582639583}, {""C"": 1.0, ""val_ba"": 0.6096164252414252}, {""C"": 10.0, ""val_ba"": 0.5659697940947941}]",1.0,1.0,1.0,0.621301775147929,0.6096164252414252,0.6152556426679234,0.6781609195402298,0.6762419157639746,0.670890789575969,0.6526315789473685,0.6479166666666666,0.6506810620941056,0.7088607594936709,0.7032738095238096,0.6892867209043679
