variant,coding,objective,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,input__events__whole_count,input,events,whole_count,30,0.1,0.4598096348096348,733928576,"[{""C"": 0.001, ""val_ba"": 0.3034188034188034}, {""C"": 0.01, ""val_ba"": 0.38593940781440783}, {""C"": 0.1, ""val_ba"": 0.4598096348096348}, {""C"": 1.0, ""val_ba"": 0.4502608502608502}, {""C"": 10.0, ""val_ba"": 0.3973228160728161}]",0.6588235294117647,0.6484503504004652,0.6501724821191205,0.48520710059171596,0.4598096348096348,0.4492913742726336,0.41379310344827586,0.4066306446821153,0.4024094173835049,0.3894736842105263,0.3770833333333334,0.36400133682742375,0.4430379746835443,0.4459325396825396,0.4354377104377105
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5976662226662227,2227490530,"[{""C"": 0.001, ""val_ba"": 0.4389003357753358}, {""C"": 0.01, ""val_ba"": 0.5629079254079254}, {""C"": 0.1, ""val_ba"": 0.5976662226662227}, {""C"": 1.0, ""val_ba"": 0.5884646603396603}, {""C"": 10.0, ""val_ba"": 0.5657960095460095}]",1.0,1.0,1.0,0.6035502958579881,0.5976662226662227,0.5919785147108986,0.6666666666666666,0.6578262831939302,0.6593279579800227,0.6,0.586574074074074,0.5890929790310594,0.7468354430379747,0.7513888888888888,0.7457403163285518
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.5422116078366078,128395802,"[{""C"": 0.001, ""val_ba"": 0.3203182234432234}, {""C"": 0.01, ""val_ba"": 0.40418192918192913}, {""C"": 0.1, ""val_ba"": 0.48351787101787097}, {""C"": 1.0, ""val_ba"": 0.4822548978798979}, {""C"": 10.0, ""val_ba"": 0.5422116078366078}]",0.8784313725490196,0.8808333991690812,0.8820788444826421,0.5562130177514792,0.5422116078366078,0.5490470635713739,0.4885057471264368,0.4834217457379222,0.4817225761044486,0.4631578947368421,0.4592592592592592,0.4573784524442419,0.5189873417721519,0.5153769841269842,0.5055686143921437
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.01,0.6971757409257409,3039617022,"[{""C"": 0.001, ""val_ba"": 0.6011727855477855}, {""C"": 0.01, ""val_ba"": 0.6971757409257409}, {""C"": 0.1, ""val_ba"": 0.6861752830502831}, {""C"": 1.0, ""val_ba"": 0.6671255827505828}, {""C"": 10.0, ""val_ba"": 0.6363490675990675}]",0.9686274509803922,0.9654182908359217,0.9673257092780716,0.7041420118343196,0.6971757409257409,0.6939166403300528,0.6954022988505747,0.6993808275058275,0.6958002618296736,0.6526315789473685,0.6525462962962963,0.650203019804413,0.7468354430379747,0.7581349206349205,0.755730114398845
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,1.0,0.5495872183372182,1512930536,"[{""C"": 0.001, ""val_ba"": 0.33869429181929184}, {""C"": 0.01, ""val_ba"": 0.4369810744810744}, {""C"": 0.1, ""val_ba"": 0.49042624042624033}, {""C"": 1.0, ""val_ba"": 0.5495872183372182}, {""C"": 10.0, ""val_ba"": 0.5326496420246419}]",0.9,0.901878094826317,0.9011823421225801,0.5502958579881657,0.5495872183372182,0.5508432278089195,0.5344827586206896,0.5213085321541203,0.5211214176086473,0.49473684210526314,0.4777777777777778,0.482893798611762,0.5822784810126582,0.5793650793650794,0.5596079846079846
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.01,0.6983776640026639,726057870,"[{""C"": 0.001, ""val_ba"": 0.6063811188811189}, {""C"": 0.01, ""val_ba"": 0.6983776640026639}, {""C"": 0.1, ""val_ba"": 0.6773976023976025}, {""C"": 1.0, ""val_ba"": 0.6511193667443668}, {""C"": 10.0, ""val_ba"": 0.6250777000777}]",0.9784313725490196,0.9757846951309941,0.9773259925542747,0.7041420118343196,0.6983776640026639,0.6976308694033099,0.6896551724137931,0.6959871623474565,0.687244728451625,0.6526315789473685,0.6525462962962963,0.648062251216276,0.7341772151898734,0.7539682539682538,0.7398300229182583
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l1__spike__whole_mean,l1,spike,whole_mean,128,0.1,0.5065091158841158,132802751,"[{""C"": 0.001, ""val_ba"": 0.37193015318015316}, {""C"": 0.01, ""val_ba"": 0.4471608252858253}, {""C"": 0.1, ""val_ba"": 0.5065091158841158}, {""C"": 1.0, ""val_ba"": 0.5021554834054834}, {""C"": 10.0, ""val_ba"": 0.4589396714396714}]",0.8176470588235294,0.8119391447969816,0.8285334813980204,0.5325443786982249,0.5065091158841158,0.49586058111598463,0.5114942528735632,0.5013201871657754,0.495691922573643,0.5052631578947369,0.48356481481481484,0.47454657862266564,0.5189873417721519,0.5302579365079365,0.5012265512265512
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,0.01,0.6316516816516816,3695663858,"[{""C"": 0.001, ""val_ba"": 0.5440545565545566}, {""C"": 0.01, ""val_ba"": 0.6316516816516816}, {""C"": 0.1, ""val_ba"": 0.6251803751803752}, {""C"": 1.0, ""val_ba"": 0.6208267427017427}, {""C"": 10.0, ""val_ba"": 0.5703459734709735}]",0.8627450980392157,0.8581156259235746,0.8753626862318317,0.6390532544378699,0.6316516816516816,0.6292201054316325,0.6494252873563219,0.645760918003565,0.6283850793726904,0.5789473684210527,0.5611111111111112,0.5323301666551093,0.7341772151898734,0.751488095238095,0.7300273936303349
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,1.0,0.5048090798090797,812873048,"[{""C"": 0.001, ""val_ba"": 0.3478556166056166}, {""C"": 0.01, ""val_ba"": 0.4515873015873016}, {""C"": 0.1, ""val_ba"": 0.48583569208569205}, {""C"": 1.0, ""val_ba"": 0.5048090798090797}, {""C"": 10.0, ""val_ba"": 0.5018939393939393}]",0.9803921568627451,0.9808922160918915,0.9811739612029395,0.514792899408284,0.5048090798090797,0.508479229006301,0.5057471264367817,0.5019470725353078,0.5023343443358961,0.47368421052631576,0.4662037037037037,0.4688279212735735,0.5443037974683544,0.5491071428571429,0.5442696192696194
postencode_mask,bb,l2_wcce_plus_0p1_l1_tsce,0,37,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,0.01,0.6844658813408814,3751458926,"[{""C"": 0.001, ""val_ba"": 0.590719696969697}, {""C"": 0.01, ""val_ba"": 0.6844658813408814}, {""C"": 0.1, ""val_ba"": 0.6677496114996115}, {""C"": 1.0, ""val_ba"": 0.663395979020979}, {""C"": 10.0, ""val_ba"": 0.6206380425130424}]",0.9941176470588236,0.9946808510638299,0.9945645752097366,0.6982248520710059,0.6844658813408814,0.6826701017878753,0.7011494252873564,0.7052791775218247,0.6968605094033776,0.6631578947368421,0.6606481481481482,0.6591630226498648,0.7468354430379747,0.7624007936507936,0.7488708187237599
