condition,fusion_mode,seed,parameter_count,best_epoch,train_loss,train_balanced_accuracy,train_accuracy,train_macro_f1,val_loss,val_balanced_accuracy,val_accuracy,val_macro_f1,test_loss,test_balanced_accuracy,test_accuracy,test_macro_f1
what_only_lif,lif,11,26124,98,0.044707203521946265,0.98840581531758,0.9879518072289156,0.9888022239474514,4.1801252365112305,0.4962061087061087,0.49206349206349204,0.5021718951162123,4.454484403949895,0.4497731435231435,0.4520547945205479,0.4401795645955824
what_only_lif,lif,23,26124,97,0.04108921346204955,0.990067733646165,0.9896729776247849,0.9903198294211827,3.239351272583008,0.5136724386724386,0.5079365079365079,0.5048690842169102,3.483853477321259,0.5465451215451215,0.5616438356164384,0.542452697195906
what_only_lif,lif,37,26124,16,0.2856723597199494,0.9068743897762506,0.9070567986230637,0.9049862217254586,2.642439365386963,0.5119468494468494,0.5079365079365079,0.5001095675644881,3.202589567393473,0.4699827949827949,0.4863013698630137,0.46939214345946456
what_only_lif,lif,53,26124,85,0.045499532542427085,0.98840581531758,0.9879518072289156,0.9887073246117141,3.698509454727173,0.4781565656565656,0.47619047619047616,0.43134863123993555,4.3172881309300255,0.4990995115995116,0.5136986301369864,0.4889983896032282
what_only_lif,lif,71,26124,67,0.06764893132308418,0.9868928424995757,0.9862306368330465,0.9866471027767578,3.02113676071167,0.4731962481962482,0.47619047619047616,0.4796498578931416,4.260459122592455,0.3957556332556333,0.410958904109589,0.3955452209373778
when_only_lif,lif,11,26124,98,0.0966084831988955,0.9900083794201442,0.9896729776247849,0.9903916753807667,3.139155149459839,0.3854497354497355,0.3888888888888889,0.3799669848389014,3.2949492441464776,0.34069610944610945,0.3424657534246575,0.3479216117867187
when_only_lif,lif,23,26124,48,0.25336739651717743,0.9503686443781231,0.9483648881239243,0.9485831576431721,2.8503198623657227,0.3969696969696969,0.3888888888888889,0.38256666039274734,2.3276576244667786,0.44400391275391277,0.4520547945205479,0.4344948685215712
when_only_lif,lif,37,26124,40,0.23334723100604782,0.9522490164763981,0.9535283993115319,0.9521834369200755,3.1253886222839355,0.3895622895622896,0.38095238095238093,0.3924134320844847,3.086766347493211,0.33227883227883226,0.3287671232876712,0.3335588155264648
when_only_lif,lif,53,26124,54,0.13491993871951882,0.9809728677639781,0.9810671256454389,0.981168556929935,3.165740966796875,0.4142075517075517,0.42857142857142855,0.38094544317462953,2.9127854974302525,0.3867347929847929,0.3972602739726027,0.37581806090347314
when_only_lif,lif,71,26124,23,0.8803504151444427,0.706997460108333,0.7125645438898451,0.7043320012525651,2.2915351390838623,0.41045574795574785,0.42857142857142855,0.40652472770893816,2.4096927936762977,0.43012404262404264,0.4315068493150685,0.43381707096540856
what_elapsed_lif,lif,11,26124,43,0.011366111535752087,1.0,1.0,1.0,2.879849672317505,0.5573593073593073,0.5634920634920635,0.5653290001097019,3.3965197523979294,0.42584915084915087,0.4315068493150685,0.4257089482966676
what_elapsed_lif,lif,23,26124,100,0.00323395998330976,1.0,1.0,1.0,2.5472795963287354,0.581439393939394,0.5793650793650794,0.5765911356491067,3.22133731842041,0.541050616050616,0.5547945205479452,0.5175507857101785
what_elapsed_lif,lif,37,26124,86,0.006059821619749993,1.0,1.0,1.0,2.6977121829986572,0.5011724386724387,0.5,0.49717685446038584,2.86362203833175,0.5018550893550894,0.5136986301369864,0.49257195637174767
what_elapsed_lif,lif,53,26124,51,0.014663696035794054,1.0,1.0,1.0,3.207427501678467,0.5170574795574797,0.5317460317460317,0.49061318747797883,3.230169789431846,0.48156496281496275,0.5,0.4734819081669505
what_elapsed_lif,lif,71,26124,91,0.006902803969048541,1.0,1.0,1.0,2.9088025093078613,0.542051467051467,0.5476190476190477,0.5391735579235579,3.3349405608765066,0.4331411643911644,0.4520547945205479,0.43351179080836505
what_resetwhen_lif,lif,11,26124,91,0.04535161932808525,0.98840581531758,0.9879518072289156,0.9888022239474514,3.76778507232666,0.5151875901875901,0.5158730158730159,0.5201176831776005,4.282175051022882,0.4276882839382839,0.4315068493150685,0.4227704059225798
what_resetwhen_lif,lif,23,26124,97,0.042418316982064566,0.990067733646165,0.9896729776247849,0.9903659290467215,3.0894625186920166,0.5193602693602694,0.5158730158730159,0.5033146610277704,3.3818195029480815,0.5423063048063047,0.5616438356164384,0.5308232800597683
what_resetwhen_lif,lif,37,26124,57,0.05049285914335342,0.9917052831453498,0.9913941480206541,0.991777794607143,3.040239095687866,0.4818542568542569,0.47619047619047616,0.4770891585004071,3.304052127550726,0.508028083028083,0.5273972602739726,0.4994477927314486
what_resetwhen_lif,lif,53,26124,98,0.041467679190816495,0.9900083794201441,0.9896729776247849,0.990322910991614,3.6853115558624268,0.5184704184704184,0.5158730158730159,0.4900216742322006,4.130180019221894,0.4675269175269175,0.4794520547945205,0.45924634385466817
what_resetwhen_lif,lif,71,26124,88,0.0543850279034864,0.9868928424995757,0.9862306368330465,0.9866471027767578,3.1341776847839355,0.49743265993265995,0.49206349206349204,0.48882414092259835,4.144209215085801,0.4270417082917082,0.4452054794520548,0.42424887654204485
what_when_linear,linear,11,26124,18,0.41991400431437664,0.873295418178456,0.8743545611015491,0.8717809459750886,3.0828847885131836,0.515349927849928,0.5079365079365079,0.5001367469686812,3.260584540563087,0.46010170385170385,0.4657534246575342,0.4554256471361735
what_when_linear,linear,23,26124,26,0.2514339194291635,0.914627385193699,0.9122203098106713,0.9140362468373744,2.6694440841674805,0.548430735930736,0.5396825396825397,0.5433375864948082,2.7937592218999994,0.5021298146298147,0.5205479452054794,0.48707961968388647
what_when_linear,linear,37,26124,83,0.045756929900285605,0.9916750460868108,0.9913941480206541,0.9918851113810603,3.561119318008423,0.49902597402597393,0.49206349206349204,0.49422705407213047,3.5878564364289582,0.44521936396936396,0.4657534246575342,0.453651235619199
what_when_linear,linear,53,26124,49,0.11738788344209658,0.9691340929883753,0.9690189328743546,0.969770746464489,3.1718993186950684,0.5006794131794132,0.5079365079365079,0.490620715203095,3.570036078152591,0.5301760739260739,0.547945205479452,0.5163983697092144
what_when_linear,linear,71,26124,97,0.08290389785462936,0.9793376239228518,0.9793459552495697,0.9801844970042689,2.8770127296447754,0.5243205868205868,0.5158730158730159,0.519714396981723,4.108356403977903,0.4731705794205794,0.4863013698630137,0.46629523494339714
what_when_fusion_lif,lif,11,26124,80,0.037280482969370234,0.988436052376119,0.9879518072289156,0.988804521973225,3.917368173599243,0.46082251082251086,0.4603174603174603,0.46654436269886185,3.5367965306321234,0.45516219891219883,0.4657534246575342,0.45519825739280656
what_when_fusion_lif,lif,23,26124,17,0.16494986430297826,0.9546024847454263,0.9535283993115319,0.9541678155988818,2.8491756916046143,0.47659932659932663,0.48412698412698413,0.47549890661830246,2.8558052402653105,0.5291368353868353,0.547945205479452,0.5150674264084981
