temporal_mode,source_method,seed,representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
raw,r2_main_frozen,23,r4_peak,0.4,0.1420885324478149,0.4556429681429681,0.4589041095890411,0.4571416918778021,0.1199469847581179,9.917808219178085,0.0
raw,r2_main_frozen,23,r4_count_only,0.4,0.1420885324478149,0.1412962037962037,0.1506849315068493,0.1092815956317841,0.1199469847581179,9.917808219178085,0.0
raw,r2_main_frozen,23,r3_gate,0.6,0.2574215531349182,0.4288614163614163,0.4383561643835616,0.4401561398787786,0.378727634194831,31.315068493150687,0.0205479452054794
raw,r2_main_frozen,23,r4_peak,0.6,0.2574215531349182,0.3753302253302253,0.3835616438356164,0.3825382365322345,0.0848243870112657,7.013698630136986,0.0205479452054794
raw,r2_main_frozen,23,r4_count_only,0.6,0.2574215531349182,0.1421009546009546,0.1506849315068493,0.1162898326881592,0.0848243870112657,7.013698630136986,0.0205479452054794
raw,r2_main_frozen,23,r3_gate,0.8,0.4056845307350158,0.3305631868131868,0.3424657534246575,0.344924096899774,0.1884526176275679,15.582191780821915,0.136986301369863
raw,r2_main_frozen,23,r4_peak,0.8,0.4056845307350158,0.303319597069597,0.3150684931506849,0.3197025465778695,0.0447316103379721,3.6986301369863015,0.1438356164383561
raw,r2_main_frozen,23,r4_count_only,0.8,0.4056845307350158,0.1571692196692196,0.1712328767123287,0.127264475290791,0.0447316103379721,3.6986301369863015,0.1438356164383561
raw,r2_main_frozen,23,r3_gate,0.9,0.5230960249900818,0.2193445443445443,0.2328767123287671,0.2064712602212602,0.0926110006626905,7.657534246575342,0.3013698630136986
raw,r2_main_frozen,23,r4_peak,0.9,0.5230960249900818,0.162541625041625,0.1712328767123287,0.1578923290879812,0.0240225314777998,1.9863013698630136,0.3150684931506849
raw,r2_main_frozen,23,r4_count_only,0.9,0.5230960249900818,0.1871392496392496,0.2054794520547945,0.1301951600066641,0.0240225314777998,1.9863013698630136,0.3150684931506849
raw,r2_main_frozen,37,r2_dense,0.0,-inf,0.5162087912087912,0.5205479452054794,0.5060456726242835,1.0,82.68493150684931,0.0
raw,r2_main_frozen,37,r2_hard_token,0.0,-inf,0.4025703463203463,0.4041095890410959,0.3669358388744117,1.0,82.68493150684931,0.0
raw,r2_main_frozen,37,magnitude_only,0.0,-inf,0.1673326673326673,0.1712328767123287,0.0695982380192906,1.0,,0.0
raw,r2_main_frozen,37,r3_gate,0.2,0.0236716754734516,0.5118797868797867,0.5136986301369864,0.5015653085541362,0.7717031146454606,63.80821917808219,0.0
raw,r2_main_frozen,37,r4_peak,0.2,0.0236716754734516,0.4715277777777777,0.4726027397260274,0.4569651772237978,0.1712226640159045,14.157534246575343,0.0
raw,r2_main_frozen,37,r4_count_only,0.2,0.0236716754734516,0.1679917304917304,0.1643835616438356,0.1297656397896532,0.1712226640159045,14.157534246575343,0.0
raw,r2_main_frozen,37,r3_gate,0.4,0.0898681655526161,0.506558719058719,0.5068493150684932,0.4993462003754652,0.5864811133200796,48.49315068493151,0.0
raw,r2_main_frozen,37,r4_peak,0.4,0.0898681655526161,0.4942550505050504,0.4931506849315068,0.4756455119544447,0.1355202120609675,11.205479452054794,0.0
raw,r2_main_frozen,37,r4_count_only,0.4,0.0898681655526161,0.1518863081363081,0.1575342465753424,0.1177615513141829,0.1355202120609675,11.205479452054794,0.0
raw,r2_main_frozen,37,r3_gate,0.6,0.1709463745355606,0.4842372904872905,0.4863013698630137,0.4775800445111591,0.3968687872763419,32.81506849315068,0.0068493150684931
raw,r2_main_frozen,37,r4_peak,0.6,0.1709463745355606,0.4359487734487735,0.4383561643835616,0.4119378237670291,0.0963386348575215,7.965753424657534,0.0068493150684931
raw,r2_main_frozen,37,r4_count_only,0.6,0.1709463745355606,0.1093004218004217,0.1164383561643835,0.0449740000655332,0.0963386348575215,7.965753424657534,0.0068493150684931
raw,r2_main_frozen,37,r3_gate,0.8,0.2900287508964538,0.3777049339549339,0.3767123287671233,0.3635365752238818,0.1989728296885354,16.45205479452055,0.047945205479452
raw,r2_main_frozen,37,r4_peak,0.8,0.2900287508964538,0.333289627039627,0.3356164383561644,0.3300460933974865,0.0530980781974817,4.390410958904109,0.047945205479452
raw,r2_main_frozen,37,r4_count_only,0.8,0.2900287508964538,0.219092019092019,0.2191780821917808,0.1689047399271419,0.0530980781974817,4.390410958904109,0.047945205479452
raw,r2_main_frozen,37,r3_gate,0.9,0.4052657186985016,0.2198079698079698,0.2260273972602739,0.2337935950358551,0.0872266401590457,7.212328767123288,0.1575342465753424
raw,r2_main_frozen,37,r4_peak,0.9,0.4052657186985016,0.2169289044289044,0.2191780821917808,0.214420147037536,0.0266732935719019,2.2054794520547945,0.1712328767123287
raw,r2_main_frozen,37,r4_count_only,0.9,0.4052657186985016,0.1600815850815851,0.1575342465753424,0.1327305993120144,0.0266732935719019,2.2054794520547945,0.1712328767123287
raw,r2_main_e2e,11,r2_dense,0.0,-inf,0.4460470085470085,0.4589041095890411,0.4331446519560124,1.0,82.68493150684931,0.0
raw,r2_main_e2e,11,r2_hard_token,0.0,-inf,0.3852487789987789,0.3767123287671233,0.3659974613321468,1.0,82.68493150684931,0.0
raw,r2_main_e2e,11,magnitude_only,0.0,-inf,0.1652514152514152,0.1712328767123287,0.0703363265357455,1.0,,0.0
raw,r2_main_e2e,11,r3_gate,0.2,0.0276287551969289,0.4400946275946276,0.4520547945205479,0.4339259801323337,0.7791583830351226,64.42465753424658,0.0
raw,r2_main_e2e,11,r4_peak,0.2,0.0276287551969289,0.4563263125763125,0.4726027397260274,0.4379703013036347,0.1699801192842942,14.054794520547944,0.0
raw,r2_main_e2e,11,r4_count_only,0.2,0.0276287551969289,0.1395715395715396,0.1438356164383561,0.0989051689051689,0.1699801192842942,14.054794520547944,0.0
raw,r2_main_e2e,11,r3_gate,0.4,0.1052791103720665,0.3927010489510489,0.410958904109589,0.3774995472363893,0.6011431411530815,49.7054794520548,0.0
raw,r2_main_e2e,11,r4_peak,0.4,0.1052791103720665,0.4028922466422466,0.4178082191780822,0.3812016134027003,0.1366799204771371,11.3013698630137,0.0
raw,r2_main_e2e,11,r4_count_only,0.4,0.1052791103720665,0.1150446775446775,0.1232876712328767,0.0922403343545713,0.1366799204771371,11.3013698630137,0.0
raw,r2_main_e2e,11,r3_gate,0.6,0.2107630521059036,0.3105332167832167,0.3150684931506849,0.2896283289244703,0.4116964877402253,34.04109589041096,0.0
raw,r2_main_e2e,11,r4_peak,0.6,0.2107630521059036,0.3095321345321345,0.3219178082191781,0.2943685277719873,0.0946819085487077,7.828767123287672,0.0
raw,r2_main_e2e,11,r4_count_only,0.6,0.2107630521059036,0.1637397324897324,0.1643835616438356,0.1381098119660581,0.0946819085487077,7.828767123287672,0.0
raw,r2_main_e2e,11,r3_gate,0.8,0.3769760131835937,0.2669968919968919,0.2671232876712329,0.2442142479556884,0.2094930417495029,17.32191780821918,0.0342465753424657
raw,r2_main_e2e,11,r4_peak,0.8,0.3769760131835937,0.28619782994783,0.2876712328767123,0.2654362110603143,0.0538436050364479,4.452054794520548,0.0342465753424657
raw,r2_main_e2e,11,r4_count_only,0.8,0.3769760131835937,0.1284715284715284,0.1301369863013698,0.0891698381578441,0.0538436050364479,4.452054794520548,0.0342465753424657
raw,r2_main_e2e,11,r3_gate,0.9,0.5241401791572571,0.2374736374736374,0.2328767123287671,0.2225189364785448,0.1057819748177601,8.746575342465754,0.2260273972602739
raw,r2_main_e2e,11,r4_peak,0.9,0.5241401791572571,0.2253954378954379,0.2191780821917808,0.2193012980477239,0.0285785288270377,2.363013698630137,0.2465753424657534
raw,r2_main_e2e,11,r4_count_only,0.9,0.5241401791572571,0.1396568709068709,0.136986301369863,0.121840661506592,0.0285785288270377,2.363013698630137,0.2465753424657534
raw,r2_main_e2e,23,r2_dense,0.0,-inf,0.5536456598956598,0.5684931506849316,0.5535075558173987,1.0,82.68493150684931,0.0
raw,r2_main_e2e,23,r2_hard_token,0.0,-inf,0.2920558608058608,0.2945205479452055,0.2812450966836931,1.0,82.68493150684931,0.0
raw,r2_main_e2e,23,magnitude_only,0.0,-inf,0.1824356199356199,0.1917808219178082,0.1303865595425697,1.0,,0.0
raw,r2_main_e2e,23,r3_gate,0.2,0.0382083170115947,0.5544032356532356,0.5684931506849316,0.5494393050482652,0.7688866799204771,63.57534246575342,0.0
raw,r2_main_e2e,23,r4_peak,0.2,0.0382083170115947,0.5018870018870019,0.5205479452054794,0.4989319953589462,0.1675778661365142,13.856164383561644,0.0
raw,r2_main_e2e,23,r4_count_only,0.2,0.0382083170115947,0.1439990564990565,0.1438356164383561,0.107356227783057,0.1675778661365142,13.856164383561644,0.0
raw,r2_main_e2e,23,r3_gate,0.4,0.1410821378231048,0.5210948773448772,0.5342465753424658,0.5156664828308786,0.5712392312789927,47.23287671232877,0.0
raw,r2_main_e2e,23,r4_peak,0.4,0.1410821378231048,0.4240100177600177,0.4383561643835616,0.4307933473323006,0.1278992710404241,10.575342465753424,0.0
raw,r2_main_e2e,23,r4_count_only,0.4,0.1410821378231048,0.1437243312243312,0.1506849315068493,0.1088830095014502,0.1278992710404241,10.575342465753424,0.0
raw,r2_main_e2e,23,r3_gate,0.6,0.2534412741661072,0.4718996281496281,0.4794520547945205,0.4635184743194883,0.3859343936381709,31.910958904109588,0.0
raw,r2_main_e2e,23,r4_peak,0.6,0.2534412741661072,0.4198093573093573,0.4315068493150685,0.4136946418423278,0.0910371106693174,7.527397260273973,0.0
raw,r2_main_e2e,23,r4_count_only,0.6,0.2534412741661072,0.1641636141636141,0.1780821917808219,0.1186796641021992,0.0910371106693174,7.527397260273973,0.0
raw,r2_main_e2e,23,r3_gate,0.8,0.3997285366058349,0.3262709512709512,0.3356164383561644,0.3244045588542271,0.1858018555334658,15.363013698630136,0.0890410958904109
raw,r2_main_e2e,23,r4_peak,0.8,0.3997285366058349,0.3049644799644799,0.3150684931506849,0.292755306695746,0.0480450629555997,3.9726027397260273,0.0958904109589041
raw,r2_main_e2e,23,r4_count_only,0.8,0.3997285366058349,0.2098838661338661,0.2123287671232876,0.1636947399415243,0.0480450629555997,3.9726027397260273,0.0958904109589041
raw,r2_main_e2e,23,r3_gate,0.9,0.5170145630836487,0.2166527916527916,0.2328767123287671,0.2122713610267869,0.0806825712392312,6.671232876712328,0.3013698630136986
raw,r2_main_e2e,23,r4_peak,0.9,0.5170145630836487,0.2228632478632478,0.2260273972602739,0.2113066884119515,0.0240225314777998,1.9863013698630136,0.3219178082191781
raw,r2_main_e2e,23,r4_count_only,0.9,0.5170145630836487,0.1634892884892884,0.1712328767123287,0.1282205480761009,0.0240225314777998,1.9863013698630136,0.3219178082191781
raw,r2_main_e2e,37,r2_dense,0.0,-inf,0.5458805083805084,0.547945205479452,0.5353253901241518,1.0,82.68493150684931,0.0
raw,r2_main_e2e,37,r2_hard_token,0.0,-inf,0.4325036075036074,0.4383561643835616,0.397513322017966,1.0,82.68493150684931,0.0
raw,r2_main_e2e,37,magnitude_only,0.0,-inf,0.1609224109224109,0.1643835616438356,0.0663054695562435,1.0,,0.0
raw,r2_main_e2e,37,r3_gate,0.2,0.0256865266710519,0.5237845487845487,0.5273972602739726,0.515482883129942,0.7627567925778661,63.06849315068493,0.0
raw,r2_main_e2e,37,r4_peak,0.2,0.0256865266710519,0.4736832611832611,0.4726027397260274,0.4577044044716459,0.1736249171636845,14.356164383561644,0.0
raw,r2_main_e2e,37,r4_count_only,0.2,0.0256865266710519,0.1431693306693306,0.1506849315068493,0.1108875842827249,0.1736249171636845,14.356164383561644,0.0
raw,r2_main_e2e,37,r3_gate,0.4,0.0968175381422042,0.4956460206460205,0.4931506849315068,0.4788488977128529,0.5693339960238568,47.07534246575342,0.0
raw,r2_main_e2e,37,r4_peak,0.4,0.0968175381422042,0.5014249639249638,0.5,0.4822508077671121,0.1325381047051027,10.95890410958904,0.0
raw,r2_main_e2e,37,r4_count_only,0.4,0.0968175381422042,0.1123321123321123,0.1232876712328767,0.0881653246582914,0.1325381047051027,10.95890410958904,0.0
raw,r2_main_e2e,37,r3_gate,0.6,0.1894576251506805,0.4481032856032856,0.4520547945205479,0.4456960488073221,0.3812127236580517,31.52054794520548,0.0068493150684931
raw,r2_main_e2e,37,r4_peak,0.6,0.1894576251506805,0.4281496281496281,0.4315068493150685,0.4136453680963921,0.0941848906560636,7.787671232876712,0.0136986301369863
raw,r2_main_e2e,37,r4_count_only,0.6,0.1894576251506805,0.1453477078477078,0.1506849315068493,0.1104345845725156,0.0941848906560636,7.787671232876712,0.0136986301369863
raw,r2_main_e2e,37,r3_gate,0.8,0.3217040300369262,0.2975684038184037,0.3013698630136986,0.3087723846675253,0.1979787939032471,16.36986301369863,0.0616438356164383
raw,r2_main_e2e,37,r4_peak,0.8,0.3217040300369262,0.3056020368520368,0.3082191780821918,0.3076708687196303,0.0531809145129224,4.397260273972603,0.0753424657534246
raw,r2_main_e2e,37,r4_count_only,0.8,0.3217040300369262,0.194601232101232,0.1917808219178082,0.1518448900027847,0.0531809145129224,4.397260273972603,0.0753424657534246
raw,r2_main_e2e,37,r3_gate,0.9,0.4419111609458923,0.2602078477078477,0.2671232876712329,0.2613082393030484,0.094599072233267,7.821917808219178,0.1780821917808219
raw,r2_main_e2e,37,r4_peak,0.9,0.4419111609458923,0.2179847929847929,0.2260273972602739,0.2048673089186715,0.0296554009277667,2.452054794520548,0.184931506849315
raw,r2_main_e2e,37,r4_count_only,0.9,0.4419111609458923,0.1448926073926073,0.1506849315068493,0.1128436217099008,0.0296554009277667,2.452054794520548,0.184931506849315
ema,r0b_analog,11,r0_direct_l2,0.0,-inf,0.5758297258297258,0.5958904109589042,0.5647219342648474,1.0,82.68493150684931,0.0
ema,r0b_analog,11,r0a_integrated_128d,0.0,-inf,0.5161477411477411,0.5273972602739726,0.5037371394492463,1.0,82.68493150684931,0.0
ema,r0b_analog,11,r0b_analog_16d,0.0,-inf,0.4721382783882784,0.4794520547945205,0.4568579649873966,1.0,82.68493150684931,0.0
ema,r0b_analog,11,r1_main_what_posthoc,0.0,-inf,0.396838578088578,0.4041095890410959,0.3731125033225407,1.0,82.68493150684931,0.0
ema,r0b_analog,11,r2_main_activity_x_what_posthoc,0.0,-inf,0.463306832056832,0.4794520547945205,0.4358105071071549,1.0,82.68493150684931,0.0
ema,r0b_analog,11,r1_legacy_raw_softmax_posthoc,0.0,-inf,0.48882992007992,0.5,0.4726808667531417,1.0,82.68493150684931,0.0
ema,r0b_analog,11,r2_legacy_rms_x_raw_softmax_posthoc,0.0,-inf,0.5275654900654899,0.541095890410959,0.5155049406813399,1.0,82.68493150684931,0.0
ema,r0b_analog,23,r0_direct_l2,0.0,-inf,0.5878697691197691,0.6027397260273972,0.5918189327859674,1.0,82.68493150684931,0.0
ema,r0b_analog,23,r0a_integrated_128d,0.0,-inf,0.5390873015873016,0.547945205479452,0.5277767784642319,1.0,82.68493150684931,0.0
ema,r0b_analog,23,r0b_analog_16d,0.0,-inf,0.5240169552669552,0.5273972602739726,0.5132649973041169,1.0,82.68493150684931,0.0
ema,r0b_analog,23,r1_main_what_posthoc,0.0,-inf,0.4840638528138528,0.4863013698630137,0.4834715732959103,1.0,82.68493150684931,0.0
ema,r0b_analog,23,r2_main_activity_x_what_posthoc,0.0,-inf,0.5283459595959595,0.5342465753424658,0.5162064548416457,1.0,82.68493150684931,0.0
ema,r0b_analog,23,r1_legacy_raw_softmax_posthoc,0.0,-inf,0.5231511544011545,0.5273972602739726,0.5214490350455262,1.0,82.68493150684931,0.0
ema,r0b_analog,23,r2_legacy_rms_x_raw_softmax_posthoc,0.0,-inf,0.557783189033189,0.5616438356164384,0.556531170218782,1.0,82.68493150684931,0.0
ema,r0b_analog,37,r0_direct_l2,0.0,-inf,0.5951208513708514,0.6027397260273972,0.5886323296910186,1.0,82.68493150684931,0.0
ema,r0b_analog,37,r0a_integrated_128d,0.0,-inf,0.5210699023199022,0.5273972602739726,0.5152861017277494,1.0,82.68493150684931,0.0
ema,r0b_analog,37,r0b_analog_16d,0.0,-inf,0.468568931068931,0.4794520547945205,0.4584170637167049,1.0,82.68493150684931,0.0
ema,r0b_analog,37,r1_main_what_posthoc,0.0,-inf,0.4459075646575646,0.4452054794520548,0.4359281521553611,1.0,82.68493150684931,0.0
ema,r0b_analog,37,r2_main_activity_x_what_posthoc,0.0,-inf,0.4955107392607392,0.5,0.4924493720439594,1.0,82.68493150684931,0.0
ema,r0b_analog,37,r1_legacy_raw_softmax_posthoc,0.0,-inf,0.523324592074592,0.5273972602739726,0.5126524495367752,1.0,82.68493150684931,0.0
ema,r0b_analog,37,r2_legacy_rms_x_raw_softmax_posthoc,0.0,-inf,0.5418740981240981,0.547945205479452,0.5323093120393089,1.0,82.68493150684931,0.0
ema,r2_main_frozen,11,r2_dense,0.0,-inf,0.4788863913863914,0.4931506849315068,0.4594209951692974,1.0,82.68493150684931,0.0
ema,r2_main_frozen,11,r2_hard_token,0.0,-inf,0.4532058219558219,0.4726027397260274,0.4282752464424011,1.0,82.68493150684931,0.0
ema,r2_main_frozen,11,magnitude_only,0.0,-inf,0.1581335331335331,0.1643835616438356,0.0672481640223575,1.0,,0.0
ema,r2_main_frozen,11,r3_gate,0.2,0.1003195494413375,0.4679736929736929,0.4794520547945205,0.4543516647816519,0.7543903247183565,62.37671232876713,0.0
ema,r2_main_frozen,11,r4_peak,0.2,0.1003195494413375,0.4576541514041514,0.4726027397260274,0.4202912272240766,0.1608681245858184,13.3013698630137,0.0
ema,r2_main_frozen,11,r4_count_only,0.2,0.1003195494413375,0.1506757131757131,0.1506849315068493,0.0744887251824772,0.1608681245858184,13.3013698630137,0.0
ema,r2_main_frozen,11,r3_gate,0.4,0.3738046288490295,0.4505744255744255,0.4589041095890411,0.4262301856544166,0.5320576540755467,43.99315068493151,0.0
ema,r2_main_frozen,11,r4_peak,0.4,0.3738046288490295,0.4574807137307137,0.4726027397260274,0.4257815476004331,0.1158051689860834,9.575342465753424,0.0
ema,r2_main_frozen,11,r4_count_only,0.4,0.3738046288490295,0.1636308136308136,0.1712328767123287,0.1433068412030544,0.1158051689860834,9.575342465753424,0.0
ema,r2_main_frozen,11,r3_gate,0.6,0.7281747460365295,0.4100392662892662,0.4246575342465753,0.4196706484485389,0.3225646123260437,26.671232876712327,0.0205479452054794
ema,r2_main_frozen,11,r4_peak,0.6,0.7281747460365295,0.3960740648240648,0.410958904109589,0.3756686445507645,0.0723989396951623,5.986301369863014,0.0205479452054794
ema,r2_main_frozen,11,r4_count_only,0.6,0.7281747460365295,0.2036179098679098,0.1986301369863013,0.1785797827903091,0.0723989396951623,5.986301369863014,0.0205479452054794
ema,r2_main_frozen,11,r3_gate,0.8,1.260894775390625,0.293769425019425,0.3013698630136986,0.3022305265864292,0.1505964214711729,12.452054794520548,0.2602739726027397
ema,r2_main_frozen,11,r4_peak,0.8,1.260894775390625,0.2833548396048396,0.2945205479452055,0.295188699892447,0.0327203445990722,2.7054794520547945,0.2671232876712329
ema,r2_main_frozen,11,r4_count_only,0.8,1.260894775390625,0.205520868020868,0.1986301369863013,0.1630127080128288,0.0327203445990722,2.7054794520547945,0.2671232876712329
ema,r2_main_frozen,11,r3_gate,0.9,1.715222954750061,0.253973803973804,0.2534246575342466,0.2422927056698986,0.0754638833664678,6.239726027397261,0.5547945205479452
ema,r2_main_frozen,11,r4_peak,0.9,1.715222954750061,0.2441773504273504,0.2465753424657534,0.2528788034451464,0.0159045725646123,1.3150684931506849,0.5616438356164384
ema,r2_main_frozen,11,r4_count_only,0.9,1.715222954750061,0.2336212398712398,0.2260273972602739,0.2150231522785498,0.0159045725646123,1.3150684931506849,0.5616438356164384
ema,r2_main_frozen,23,r2_dense,0.0,-inf,0.5536435786435786,0.5684931506849316,0.5445300131155395,1.0,82.68493150684931,0.0
ema,r2_main_frozen,23,r2_hard_token,0.0,-inf,0.4860341047841047,0.4931506849315068,0.4763708737825056,1.0,82.68493150684931,0.0
ema,r2_main_frozen,23,magnitude_only,0.0,-inf,0.1824356199356199,0.1917808219178082,0.136189212612553,1.0,,0.0
ema,r2_main_frozen,23,r3_gate,0.2,0.0601827390491962,0.5647297147297147,0.5684931506849316,0.5533948406445827,0.7711232604373758,63.76027397260274,0.0
ema,r2_main_frozen,23,r4_peak,0.2,0.0601827390491962,0.5486603674103673,0.5547945205479452,0.5389475206753951,0.1700629555997349,14.061643835616438,0.0
ema,r2_main_frozen,23,r4_count_only,0.2,0.0601827390491962,0.1071428571428571,0.1164383561643835,0.0309485094850948,0.1700629555997349,14.061643835616438,0.0
ema,r2_main_frozen,23,r3_gate,0.4,0.2354491055011749,0.479338023088023,0.4931506849315068,0.4705620576588318,0.5686713055003313,47.02054794520548,0.0
ema,r2_main_frozen,23,r4_peak,0.4,0.2354491055011749,0.4865072427572427,0.4931506849315068,0.4767042100139458,0.1272365805168986,10.52054794520548,0.0
ema,r2_main_frozen,23,r4_count_only,0.4,0.2354491055011749,0.1093989343989344,0.1095890410958904,0.0879825036075035,0.1272365805168986,10.52054794520548,0.0
ema,r2_main_frozen,23,r3_gate,0.6,0.4590038955211639,0.4334269896769896,0.4452054794520548,0.4376911369752448,0.3684559310801855,30.46575342465753,0.0
ema,r2_main_frozen,23,r4_peak,0.6,0.4590038955211639,0.4282412032412032,0.4315068493150685,0.4400443679155164,0.0830848243870112,6.86986301369863,0.0
ema,r2_main_frozen,23,r4_count_only,0.6,0.4590038955211639,0.1249999999999999,0.136986301369863,0.0525496335129362,0.0830848243870112,6.86986301369863,0.0
ema,r2_main_frozen,23,r3_gate,0.8,0.8070063591003418,0.3545967920967921,0.363013698630137,0.3575769954446425,0.1785122597746852,14.76027397260274,0.1575342465753424
ema,r2_main_frozen,23,r4_peak,0.8,0.8070063591003418,0.3329829892329892,0.3424657534246575,0.3392482059733254,0.042909211398277,3.547945205479452,0.1643835616438356
ema,r2_main_frozen,23,r4_count_only,0.8,0.8070063591003418,0.1298493173493173,0.1301369863013698,0.10476094686621,0.042909211398277,3.547945205479452,0.1643835616438356
ema,r2_main_frozen,23,r3_gate,0.9,1.12687349319458,0.3260489510489511,0.3219178082191781,0.3259104676608263,0.0848243870112657,7.013698630136986,0.3767123287671233
ema,r2_main_frozen,23,r4_peak,0.9,1.12687349319458,0.2504231879231879,0.2534246575342466,0.2530322601328667,0.0200463883366467,1.6575342465753424,0.410958904109589
ema,r2_main_frozen,23,r4_count_only,0.9,1.12687349319458,0.1307040182040182,0.136986301369863,0.0957778310599602,0.0200463883366467,1.6575342465753424,0.410958904109589
ema,r2_main_frozen,37,r2_dense,0.0,-inf,0.4934433621933621,0.5068493150684932,0.4721906891411536,1.0,82.68493150684931,0.0
ema,r2_main_frozen,37,r2_hard_token,0.0,-inf,0.4050525863025863,0.4041095890410959,0.3792264644340967,1.0,82.68493150684931,0.0
ema,r2_main_frozen,37,magnitude_only,0.0,-inf,0.1673326673326673,0.1712328767123287,0.0695982380192906,1.0,,0.0
ema,r2_main_frozen,37,r3_gate,0.2,0.0975249037146568,0.4675525863025863,0.4794520547945205,0.4508862457193439,0.7555500331345262,62.47260273972603,0.0
ema,r2_main_frozen,37,r4_peak,0.2,0.0975249037146568,0.4934433621933622,0.5068493150684932,0.4775528614392078,0.1631875414181577,13.493150684931509,0.0
ema,r2_main_frozen,37,r4_count_only,0.2,0.0975249037146568,0.1315712065712065,0.1301369863013698,0.1107966312569892,0.1631875414181577,13.493150684931509,0.0
ema,r2_main_frozen,37,r3_gate,0.4,0.3571791648864746,0.4909111721611721,0.5,0.494661118035731,0.5670974155069582,46.89041095890411,0.0
ema,r2_main_frozen,37,r4_peak,0.4,0.3571791648864746,0.4456980519480519,0.4520547945205479,0.4391107187159819,0.1221835652750165,10.102739726027398,0.0
ema,r2_main_frozen,37,r4_count_only,0.4,0.3571791648864746,0.1652722277722277,0.1643835616438356,0.1220959595959595,0.1221835652750165,10.102739726027398,0.0
ema,r2_main_frozen,37,r3_gate,0.6,0.7036902904510498,0.405771312021312,0.410958904109589,0.4023651020748544,0.3809642147117296,31.5,0.0
ema,r2_main_frozen,37,r4_peak,0.6,0.7036902904510498,0.3564435564435564,0.363013698630137,0.3464760600596513,0.0849900596421471,7.027397260273973,0.0
ema,r2_main_frozen,37,r4_count_only,0.6,0.7036902904510498,0.1603257853257853,0.1643835616438356,0.1129199843669221,0.0849900596421471,7.027397260273973,0.0
ema,r2_main_frozen,37,r3_gate,0.8,1.234569072723389,0.2867028804528804,0.2876712328767123,0.280438351619566,0.1805831676607024,14.931506849315069,0.0890410958904109
ema,r2_main_frozen,37,r4_peak,0.8,1.234569072723389,0.2652861027861027,0.2671232876712329,0.2514783975310291,0.0443174287607687,3.664383561643836,0.0958904109589041
ema,r2_main_frozen,37,r4_count_only,0.8,1.234569072723389,0.1950591075591075,0.1917808219178082,0.1502497618233713,0.0443174287607687,3.664383561643836,0.0958904109589041
ema,r2_main_frozen,37,r3_gate,0.9,1.705309271812439,0.2059149184149184,0.1986301369863013,0.195438463773704,0.0802683896620278,6.636986301369863,0.4041095890410959
ema,r2_main_frozen,37,r4_peak,0.9,1.705309271812439,0.1892482517482517,0.184931506849315,0.1843626382970173,0.0204605699138502,1.6917808219178083,0.4041095890410959
ema,r2_main_frozen,37,r4_count_only,0.9,1.705309271812439,0.1477036852036851,0.1438356164383561,0.1238262962527668,0.0204605699138502,1.6917808219178083,0.4041095890410959
ema,r2_main_e2e,11,r2_dense,0.0,-inf,0.5111263736263735,0.5205479452054794,0.4929813217447625,1.0,82.68493150684931,0.0
ema,r2_main_e2e,11,r2_hard_token,0.0,-inf,0.4636675824175824,0.4794520547945205,0.4525834221248306,1.0,82.68493150684931,0.0
ema,r2_main_e2e,11,magnitude_only,0.0,-inf,0.1674173049173049,0.1712328767123287,0.1243148712339308,1.0,,0.0
ema,r2_main_e2e,11,r3_gate,0.2,0.1070136055350303,0.518034743034743,0.5342465753424658,0.5002870460203291,0.7629224652087475,63.08219178082192,0.0
ema,r2_main_e2e,11,r4_peak,0.2,0.1070136055350303,0.5027569652569652,0.5205479452054794,0.4847825746126595,0.1686547382372432,13.945205479452056,0.0
ema,r2_main_e2e,11,r4_count_only,0.2,0.1070136055350303,0.1629551004551004,0.1712328767123287,0.1040866963186212,0.1686547382372432,13.945205479452056,0.0
ema,r2_main_e2e,11,r3_gate,0.4,0.4015171527862549,0.4584478021978022,0.4794520547945205,0.4475126955957265,0.5498674618952949,45.465753424657535,0.0
ema,r2_main_e2e,11,r4_peak,0.4,0.4015171527862549,0.4843677156177156,0.5,0.4616186538409135,0.1235089463220675,10.212328767123289,0.0
ema,r2_main_e2e,11,r4_count_only,0.4,0.4015171527862549,0.1202644577644577,0.1232876712328767,0.0940426228500136,0.1235089463220675,10.212328767123289,0.0
ema,r2_main_e2e,11,r3_gate,0.6,0.7611802220344543,0.3937673437673437,0.410958904109589,0.3802203999647275,0.3570245195493704,29.52054794520548,0.0205479452054794
ema,r2_main_e2e,11,r4_peak,0.6,0.7611802220344543,0.3934967809967809,0.4041095890410959,0.3820743687287805,0.0789430086149768,6.527397260273973,0.0273972602739726
ema,r2_main_e2e,11,r4_count_only,0.6,0.7611802220344543,0.2047299922299922,0.2054794520547945,0.1549828583308936,0.0789430086149768,6.527397260273973,0.0273972602739726
ema,r2_main_e2e,11,r3_gate,0.8,1.305430293083191,0.3156940281940282,0.3219178082191781,0.31700183898775,0.1513419483101391,12.513698630136986,0.2260273972602739
ema,r2_main_e2e,11,r4_peak,0.8,1.305430293083191,0.3048895548895549,0.3082191780821918,0.3087781236868457,0.0337143803843605,2.787671232876712,0.2397260273972602
