condition,hidden_width,seed,epoch,train_objective_loss,train_phase_ce,train_progress_loss,train_phase_balanced_accuracy,train_progress_sample_balanced_mae,val_objective_loss,val_phase_ce,val_progress_loss,val_phase_balanced_accuracy,val_progress_sample_balanced_mae
rsnn_h16,16,11,14,1.9855782296284132,1.9532868127609488,0.0322914190090256,0.2380946823828746,0.2104087327310427,2.0391028225421906,2.006758451461792,0.0323443710803985,0.2109179326997398,0.2110623253716362
rsnn_h16,16,11,15,1.971710525568504,1.939693697758673,0.0320168528545538,0.2463396858179909,0.2086615997419505,2.031531624495983,1.999604344367981,0.0319272801280021,0.2101036377857159,0.2085227209424215
rsnn_h16,16,11,16,1.959494065499757,1.9279156679130465,0.0315784061144838,0.2517034670198161,0.2067188289202429,2.0210547372698784,1.9895241260528564,0.0315306112170219,0.2131419888662501,0.2067481449672154
rsnn_h16,16,11,17,1.9454303961407504,1.9143058041081784,0.0311246006116399,0.2565234501103727,0.2048940642154976,2.0134484469890594,1.9820529222488403,0.0313955247402191,0.22266721122313,0.2062729578169565
rsnn_h16,16,11,18,1.933205560234451,1.9023385466478775,0.0308669995958956,0.2600663100605341,0.2037607248801988,2.00690639577806,1.975772738456726,0.0311336573213338,0.2177383729742945,0.205347046019539
rsnn_h16,16,11,19,1.9221470735569623,1.8917676973671185,0.0303793774593922,0.2642182316989943,0.2019246982830526,2.0002616122365,1.9694308042526243,0.0308308079838752,0.2207753973210922,0.2039480966234964
rsnn_h16,16,11,20,1.911771149315235,1.8817099285618164,0.0300612195608127,0.266479752595134,0.2003864478736654,1.991968585178256,1.961503863334656,0.0304647218436002,0.2254578831779628,0.2024595623924618
rsnn_h16,16,11,21,1.9023011139050612,1.8725524231817143,0.0297486650246145,0.2703940190011334,0.1992615225393062,1.9854432549327607,1.955188512802124,0.0302547421306371,0.2218026743888727,0.2021560971699063
rsnn_h16,16,11,22,1.89178101105452,1.862550440425512,0.0292305485882416,0.2739774953072128,0.1972430503306823,1.9765171986073256,1.9467724561691284,0.0297447424381971,0.2287385805249382,0.1997766797504727
rsnn_h16,16,11,23,1.882439998874566,1.8534763401018364,0.0289636309965547,0.274653533418035,0.1963182800608124,1.967458514496684,1.937944769859314,0.0295137446373701,0.2296239514216453,0.1988237623184446
rsnn_h16,16,11,24,1.873367141117943,1.8447013436824649,0.028665769082236,0.2783396559482002,0.1950969810945441,1.9694152921438215,1.9400091171264648,0.0294061750173568,0.2291327834330641,0.1989650272187732
rsnn_h16,16,11,25,1.865400905248015,1.837132732962577,0.0282681759786687,0.2791430918808842,0.1936917592243976,1.957220705226064,1.9280831813812256,0.0291375238448381,0.236149345475935,0.1980772926693871
rsnn_h16,16,11,26,1.8562524671603808,1.828351523707943,0.027900907241462,0.2825294644823382,0.1923230625881385,1.952050169929862,1.923211693763733,0.0288384761661291,0.2338811406766115,0.1971366519019717
rsnn_h16,16,11,27,1.848625483898616,1.82087851268289,0.0277469559074115,0.2836824033725976,0.1918107983167323,1.9504004456102848,1.9214738607406616,0.0289265848696231,0.2343780491437193,0.1975691507733057
rsnn_h16,16,11,28,1.8401976918189331,1.8128751040325723,0.0273225774985326,0.2871149793931243,0.1901751434536275,1.9407112039625645,1.9123014211654663,0.0284097827970981,0.2349044761417908,0.1951255949716719
rsnn_h16,16,11,29,1.8336063808089893,1.8063883879919265,0.0272179668009435,0.2862433168189874,0.1898453920925751,1.9338117707520723,1.9055982828140257,0.0282134879380464,0.2397282885437765,0.1945084465874565
rsnn_h16,16,11,30,1.8253467842141444,1.798485084573086,0.0268616978040609,0.2889331872401027,0.1883822718503758,1.9281559083610773,1.8998961448669436,0.0282597634941339,0.2416351667578723,0.194353769695948
rsnn_h16,16,11,31,1.8183842238788963,1.7917795640876495,0.0266046714095363,0.2912813631697856,0.1874480091561138,1.92647260800004,1.8985860347747805,0.0278865732252597,0.2398005438484825,0.1929729401119171
rsnn_h16,16,11,32,1.8127321160803973,1.7863018863582776,0.0264302543083946,0.2935569318246901,0.1868096267910299,1.9216488357633352,1.8938419818878172,0.0278068538755178,0.2421656676632959,0.1928525500827365
rsnn_h16,16,11,33,1.8069059075258684,1.7806422792490502,0.0262636458260775,0.3184578381424799,0.1861639728644628,1.913088083267212,1.885646104812622,0.0274419784545898,0.3247336425606103,0.1912791842506045
rsnn_h16,16,11,34,1.7989324565188198,1.772911615503019,0.0260208677596664,0.3681282674586199,0.1850262771580182,1.9183006770908837,1.8906242847442627,0.0276763923466205,0.3197042195463829,0.191934585571289
rsnn_h16,16,11,35,1.7928177571748087,1.7669870962169207,0.0258306442036993,0.3678279158055394,0.1842342842876808,1.9063984509557488,1.8792083263397217,0.0271901246160268,0.3239954071074481,0.1901032281300378
rsnn_h16,16,11,36,1.7861921331763473,1.760579491441303,0.0256126320467245,0.3706987227801296,0.1835029211389013,1.9075152650475504,1.880493402481079,0.0270218625664711,0.3249575485595883,0.1894946628146701
rsnn_h16,16,11,37,1.7811851138297128,1.7556613390293876,0.0255237669329737,0.371747886312378,0.1832805951983506,1.9051558766514065,1.8783024549484253,0.0268534217029809,0.3258448267301149,0.1888124072362506
rsnn_h16,16,11,38,1.77507729805275,1.7497330220759222,0.0253442674554666,0.3743949709643646,0.1824944967246917,1.903700279071927,1.87683367729187,0.0268666017800569,0.3269925636557586,0.1887260770040845
rsnn_h16,16,11,39,1.7706656650914177,1.7454660917518472,0.0251995713551001,0.3749929306742622,0.1819970808833478,1.9017782863229515,1.874995708465576,0.0267825778573751,0.3271268034116925,0.1887786199176122
rsnn_h16,16,11,40,1.7658567781497607,1.740825458566006,0.0250313059809952,0.3771711882710395,0.1813617204019411,1.8964422587305307,1.8700053691864011,0.0264368895441293,0.3278353830685832,0.187441174946134
rsnn_h16,16,11,41,1.7598084997186971,1.734900586165988,0.0249079200222754,0.3790865671625129,0.1810548785631504,1.897718658670783,1.8712841272354128,0.0264345314353704,0.3271295742097029,0.1872984568277994
rsnn_h16,16,11,42,1.7548366918416114,1.7300279994019132,0.0248086810394121,0.3807831662316882,0.1807401414171964,1.895884832367301,1.869504690170288,0.0263801421970129,0.3283334188157139,0.1871644277421255
rsnn_h16,16,11,43,1.7506438826119428,1.7259235476462649,0.0247203594653926,0.3819603111821437,0.1803602523935026,1.888681536540389,1.8626457452774048,0.0260357912629842,0.3307751977063179,0.1855513708932059
rsnn_h16,16,11,44,1.7456535767770265,1.721057854092675,0.0245957367583827,0.3834655848612385,0.1797572413327977,1.880849789828062,1.8550026416778564,0.0258471481502056,0.3332968194025809,0.1849187669299897
rsnn_h16,16,11,45,1.7402583362723791,1.7158191770366464,0.0244391679558614,0.3846693938860578,0.1790991962058614,1.890252843499184,1.8640906810760496,0.0261621624231338,0.3323918842163494,0.1864585876464843
rsnn_h16,16,11,46,1.7352526230984424,1.710906988166901,0.0243456370763083,0.3875339608050988,0.1787543978009905,1.8823774047195911,1.8566381931304927,0.0257392115890979,0.328200468844134,0.1848260940067352
rsnn_h16,16,11,47,1.7346753567303317,1.7103860653205911,0.0242893076028912,0.38547192018551,0.1785553802516497,1.8749585933983328,1.849299430847168,0.0256591625511646,0.3328956728027987,0.1847507991488017
rsnn_h16,16,11,48,1.72691659508802,1.702825741390353,0.0240908406367092,0.3886029532823583,0.1777777023446744,1.8886538799852133,1.8626837730407717,0.0259701069444417,0.331530198743192,0.1861145534212627
rsnn_h16,16,11,49,1.7251052718975048,1.7011169381888516,0.0239883573171193,0.3918323645390027,0.1773487031972757,1.881911024451256,1.856284737586975,0.0256262868642807,0.330941794695071,0.1849818153986855
rsnn_h16,16,11,50,1.7213045662323496,1.6974181802670845,0.0238863917134971,0.3924395861987553,0.1768136410212557,1.8736780378967524,1.84835946559906,0.0253185722976923,0.3358053027655846,0.1833885132320343
rsnn_h16,16,11,51,1.7195488380688193,1.6957614885550152,0.0237873424799942,0.3903820132137113,0.1765316964837237,1.88478035479784,1.859316110610962,0.0254642441868782,0.3321866586469423,0.1841796087840246
rsnn_h16,16,11,52,1.7146483111915,1.6910462642085329,0.0236020232847348,0.3937294518869658,0.1759027589413877,1.8837297577410936,1.8582730293273928,0.025456728413701,0.3309361242820878,0.1840265819004603
rsnn_h16,16,11,53,1.7103816285190812,1.686944533748594,0.023437125650002,0.3953859721479242,0.1753301669726478,1.874744871631265,1.849656581878662,0.0250882897526025,0.3352617112176648,0.1827053191169859
rsnn_h16,16,11,54,1.7084145527493315,1.684987284230283,0.0234272323369261,0.3943690798566787,0.1752964568015015,1.868749272078276,1.84391725063324,0.0248320214450359,0.3404518037504435,0.1813254886203342
rsnn_h16,16,11,55,1.7035293082567171,1.6802866623036423,0.023242643898074,0.3996702002450664,0.1744959727827325,1.8797543812543156,1.8547043800354004,0.0250500012189149,0.3353881902245279,0.1826886979360429
rsnn_h16,16,11,56,1.7018803770488795,1.6786798228495297,0.0232005132820694,0.3985492014805293,0.1743849690317492,1.8690392058342693,1.8443543910980225,0.024684814736247,0.342184933345819,0.181088402157738
rsnn_h16,16,11,57,1.698228267917535,1.6751821870032355,0.0230460908206215,0.3969655704250495,0.1738568304327802,1.8724649492651224,1.8479312658309937,0.0245336834341287,0.3383669442900145,0.1805512564522879
rsnn_h16,16,11,58,1.6969030369169331,1.6739695888788482,0.0229334573448986,0.4008540814830548,0.1734444787293005,1.8784526884555817,1.8535834550857544,0.0248692333698272,0.3337473180230771,0.1818989799136207
rsnn_h16,16,11,59,1.696029747825071,1.6732043481324503,0.0228253704609538,0.3980732754222661,0.1727481799363679,1.8638915996998549,1.839603900909424,0.024287698790431,0.3378468584583881,0.1795394685533311
rsnn_h16,16,11,60,1.6906849853758557,1.6679778792566768,0.0227071108190717,0.399593473282432,0.1723988839968551,1.8756243772804737,1.85119891166687,0.0244254656136035,0.3408305500709996,0.1803502279614645
rsnn_h16,16,11,61,1.6858187115746397,1.6632820737136211,0.0225366292402738,0.4016463136731924,0.1717323116098952,1.8679288439452648,1.8435150384902956,0.0244138054549694,0.3382542072831743,0.1801839101882208
rsnn_h16,16,11,62,1.6841903705399952,1.66166058957269,0.0225297546979174,0.3995884754532244,0.1716374480991068,1.8697711415588856,1.8454853296279907,0.0242858119308948,0.3408555093387885,0.1799138841174897
rsnn_h16,16,11,63,1.6800015723643738,1.6576089707175958,0.0223926226744707,0.4023500033936956,0.1712808001677468,1.8652474023401735,1.8412233591079712,0.0240240432322025,0.339970099368666,0.1786223517523871
rsnn_h16,16,11,64,1.6802950793822744,1.6579653966447367,0.0223296656018434,0.4032890837270241,0.1709672678358173,1.8644166942685845,1.840278148651123,0.0241385456174612,0.3412515804269994,0.1790517473977709
rsnn_h16,16,11,65,1.6749112686068588,1.6526573853320383,0.0222538644303655,0.4027284150013885,0.1707672818392361,1.8528515491634607,1.8291239738464355,0.0237275753170251,0.3413031871737413,0.1773727659195188
rsnn_h16,16,11,66,1.6723773924701184,1.6502603327345724,0.0221170510923595,0.4053745827279997,0.1700097968779414,1.8581319376826289,1.8342945575714111,0.0238373801112175,0.3411776033088118,0.1781331016903831
rsnn_h16,16,11,67,1.6701606054519418,1.648158485836088,0.0220020896917058,0.4053121797593468,0.1697719298213361,1.854439228773117,1.8307360410690308,0.0237031877040863,0.3432014428490266,0.177403207809206
rsnn_h16,16,11,68,1.6667811279657991,1.644857383225748,0.0219237217214759,0.4077033914423868,0.169534622494407,1.8535314928740263,1.8299627304077148,0.0235687624663114,0.3429609593360529,0.1769889801267593
rsnn_h16,16,11,69,1.665220779519073,1.6434377446232071,0.0217830557023494,0.4058435089866893,0.1688781432974153,1.8496503811329603,1.8262827396392824,0.023367641493678,0.3412518775055394,0.1758529723636687
rsnn_h16,16,11,70,1.6662003228668505,1.6443754370979926,0.0218248676810022,0.4073104983938995,0.1691772129367428,1.8550574481487276,1.8315681219100952,0.0234893262386322,0.3420984753104681,0.1766117640904017
rsnn_h16,16,11,71,1.662352362721389,1.640689735158175,0.0216626333114458,0.4057719015797056,0.1685363946806338,1.839409127831459,1.816401720046997,0.0230074077844619,0.3414180321720512,0.1744566417875744
rsnn_h16,16,11,72,1.6571216706359653,1.635574444025601,0.0215472294187586,0.4094671963329026,0.1680143031318914,1.8506542388349767,1.827158808708191,0.0234954301267862,0.3420567133064215,0.1769020746624659
rsnn_h16,16,11,73,1.654354633234454,1.6329618811402182,0.0213927265814475,0.4094259916334297,0.1673888487167489,1.8387109283357856,1.8156927824020384,0.0230181459337472,0.3421903583236937,0.1744919125995938
rsnn_h16,16,11,74,1.6545014635831272,1.633161868162697,0.0213396058717611,0.4093346587428245,0.1672789168234741,1.8425180558115244,1.8195000886917116,0.0230179671198129,0.3451162111877434,0.1745508587549603
rsnn_h16,16,11,75,1.6531176054128889,1.6318397747670106,0.0212778229067637,0.4093536262222465,0.1669985365744507,1.8376988600939512,1.814861536026001,0.0228373240679502,0.3431273319410802,0.1739510732983785
rsnn_h16,16,11,76,1.6507831487721296,1.6295716963618634,0.0212114649454513,0.4100400836632645,0.1667983486812414,1.8471002727746964,1.8240668773651123,0.023033395409584,0.3447673448574609,0.1749348413376581
rsnn_h16,16,11,77,1.6467812303421625,1.625656256987593,0.0211249519517827,0.4121315864863663,0.16642876459276,1.8380323592573404,1.8152194023132324,0.022812956944108,0.3416345611138999,0.1739667862180679
rsnn_h16,16,11,78,1.6447148372302165,1.6236849292830633,0.0210299292505556,0.41187339505431,0.1660393568816981,1.8431711997836828,1.8201847076416016,0.0229864921420812,0.3448038872689295,0.1746818148900592
rsnn_h16,16,11,79,1.6439298309270365,1.6229753161871905,0.0209545158394796,0.4129271802514583,0.1656733035220541,1.8411367405205965,1.818425536155701,0.0227112043648958,0.3392224016473221,0.1733767797076512
rsnn_h16,16,11,80,1.641278487064342,1.6203893734953283,0.0208891492125397,0.4146672042199671,0.1653379368084433,1.8515966646373272,1.8288323879241943,0.0227642767131328,0.3420951893536249,0.1738462750873868
rsnn_h16,16,11,81,1.6423427590815007,1.621482914983713,0.0208598371890089,0.4118013474650075,0.1654302265475826,1.829932952299714,1.8077465295791624,0.0221864227205514,0.3397729803625021,0.1718234107607887
rsnn_h16,16,11,82,1.641746977725661,1.620909773544272,0.0208372272640825,0.4121500981696949,0.1655289425086646,1.8568833228200676,1.833918571472168,0.0229647513478994,0.3411136773620793,0.1750354615468827
rsnn_h16,16,11,83,1.6408647721482637,1.6201692304594792,0.0206955365047961,0.4117792149675023,0.1647883052464812,1.832688407972455,1.8105067014694212,0.0221817065030336,0.3411019304833966,0.1718747729346865
rsnn_h16,16,11,84,1.6353327801223465,1.614770770483296,0.0205620119120547,0.4135079506834188,0.1642893234751926,1.8626434076577425,1.8396573066711424,0.0229861009865999,0.3419885060197594,0.175192393953838
rsnn_h16,16,11,85,1.6331714270652469,1.6126808514898698,0.020490560808865,0.415318011376431,0.1638929051909717,1.827810987830162,1.8059009313583372,0.0219100564718246,0.345402101972502,0.1703020731608072
rsnn_h16,16,11,86,1.6344506356884403,1.613931681736406,0.0205189550196088,0.4128642941178276,0.1642847323786986,1.8565672058612108,1.8338627815246584,0.0227044243365526,0.3439556796396441,0.1736593549213712
rsnn_h16,16,11,87,1.6295455921947857,1.6092230354446964,0.0203225697821932,0.4148633262130772,0.1633286402270634,1.8352798651903868,1.8131239414215088,0.0221559237688779,0.3424592163427701,0.1714590012081085
rsnn_h16,16,11,88,1.6310856221259769,1.6107337273747089,0.0203518723738788,0.4145645060818491,0.163414628493396,1.8473405130207536,1.8248733282089236,0.0224671848118305,0.343178245182783,0.1728849865141369
rsnn_h16,16,11,89,1.6268774322306228,1.606579181454473,0.0202982546585305,0.41646374150132,0.1632112529314733,1.854513444006443,1.832047462463379,0.0224659815430641,0.3471204925243865,0.172466550554548
rsnn_h16,16,11,90,1.6282754077763648,1.608063025646899,0.0202123787504157,0.4164934640934238,0.1628952042781547,1.83590042963624,1.813979983329773,0.021920446306467,0.3432591482831797,0.17072998531281
rsnn_h16,16,11,91,1.6286991409918938,1.608504235847066,0.0201949047344687,0.4164619785094134,0.1628640005797814,1.859116928651929,1.8366906642913816,0.022426264360547,0.347731330798286,0.172707648504348
rsnn_h16,16,11,92,1.6221073666866388,1.6020742067987044,0.0200331394950155,0.4180853193811396,0.1620444397918123,1.8306066505610945,1.8088642358779907,0.0217424146831035,0.3432224224636943,0.1697399805462549
rsnn_h16,16,11,93,1.6270936321268394,1.6069624093641717,0.0201312171362609,0.4157465579985693,0.1626921504376882,1.8493476118892431,1.8271363973617556,0.0222112145274877,0.3479416520228053,0.1721424072507828
rsnn_h16,16,11,94,1.618906148739813,1.5990383116185358,0.0198678308633026,0.4167601359950468,0.1615838315113481,1.8341528754681349,1.812446475028992,0.0217064004391431,0.343299688269427,0.1695336235894097
rsnn_h16,16,11,95,1.621072634977646,1.60108312518174,0.0199895301952368,0.4182150524208997,0.1622349908142615,1.8416844680905344,1.819815754890442,0.0218687132000923,0.3475585713801129,0.1708518588353717
rsnn_h16,16,11,96,1.6169758399054024,1.597101135836616,0.0198747121797884,0.4167620319344016,0.1615717423352029,1.8434226959943767,1.8216190338134768,0.0218036621809005,0.3482858873849491,0.1700124286469959
rsnn_h16,16,11,97,1.6145799677056003,1.5947570917733564,0.0198228949402008,0.4202003651383236,0.1612869023045656,1.8372554928064344,1.8155654668807983,0.0216900259256362,0.3449225573486645,0.1697670013185531
rsnn_h16,16,11,98,1.6109444885779165,1.5912102190024269,0.0197342666645058,0.4210249923586831,0.1610400664416525,1.8381546381860967,1.8164998292922971,0.0216548088937997,0.3449180948107086,0.1692432524665953
rsnn_h16,16,11,99,1.6140331624912518,1.5942777475268417,0.0197554094470049,0.4169722289741132,0.161064847200955,1.8270780220627785,1.8058443069458008,0.0212337151169776,0.3451440178940455,0.1680048685225229
rsnn_h16,16,11,100,1.6122872185173625,1.5926285284521655,0.019658691555954,0.4190696516239676,0.1607732165495828,1.83902027644217,1.8174622058868408,0.0215580705553293,0.349403726411232,0.1690731351337735
rsnn_h16,16,23,1,2.477174666169999,2.4330149300127144,0.0441597436591598,0.0826992339873181,0.2515412197671125,2.395188622176647,2.353419542312622,0.0417690798640251,0.0943642938324262,0.245647354731484
rsnn_h16,16,23,2,2.3748485085886237,2.331803012427693,0.0430455178843102,0.101295829014026,0.2473884227969355,2.3235643468797207,2.2791714668273926,0.0443928800523281,0.1007290789751382,0.2535371174888005
rsnn_h16,16,23,3,2.3037771497453963,2.257074398756437,0.0467027553361992,0.1240923709295553,0.2587859503373427,2.2677333913743496,2.222714424133301,0.0450189672410488,0.1261623416005177,0.2562824430919829
rsnn_h16,16,23,4,2.243224639695606,2.199035161949066,0.0441894361335726,0.1440103119118231,0.250413359545184,2.223540883511305,2.183629274368286,0.0399116091430187,0.1352079652195331,0.2366172245570591
rsnn_h16,16,23,5,2.187948333211692,2.1483660528048385,0.0395823530788676,0.1579088484698372,0.2325678101505141,2.1736475862562656,2.136058807373047,0.0375887788832187,0.1437061657210339,0.2267973914978996
rsnn_h16,16,23,6,2.1452852780970773,2.107120794601572,0.0381645057318337,0.1673388429846948,0.227485251303589,2.137164231389761,2.1004812717437744,0.0366829596459865,0.1501392453055341,0.223401977902367
rsnn_h16,16,23,7,2.114701702344438,2.077232819210847,0.0374688630452357,0.1749045607281125,0.2251854303987014,2.111617792397737,2.07509708404541,0.0365207083523273,0.248484719685152,0.2232379005068824
rsnn_h16,16,23,8,2.08858806992562,2.0518763584442268,0.0367117493049515,0.2589601146509457,0.2226044003196099,2.09169040247798,2.0557689666748047,0.0359214358031749,0.2575205978344158,0.2208621918209015
rsnn_h16,16,23,9,2.0670877491955912,2.0312589154596377,0.0358288368264697,0.2642699507505898,0.2187203770044953,2.073629099875689,2.038118362426758,0.0355107374489307,0.2708145226932345,0.2187148654271686
rsnn_h16,16,23,10,2.042973729706467,2.007740485278341,0.0352331855287855,0.27061415884618,0.2162234212773597,2.054781999439001,2.019551038742065,0.0352309606969356,0.2739669741047019,0.2177933738345191
rsnn_h16,16,23,11,2.023052793772003,1.9882668353194008,0.0347859403390995,0.2754164924072145,0.2141056438321295,2.041435904800892,2.006436347961426,0.034999556839466,0.2722207304807303,0.2165522802443731
rsnn_h16,16,23,12,2.0062495722417784,1.9719270252319705,0.0343225366418312,0.2832304303688274,0.2119730868971491,2.0273537263274197,1.9926873445510864,0.0346663817763328,0.2824076663577973,0.2153196032085116
rsnn_h16,16,23,13,1.988875581557492,1.9550645252923755,0.0338110479938183,0.2924888225448411,0.210428228066423,2.012781254947185,1.978560328483581,0.0342209264636039,0.2866647127356134,0.213205685691228
rsnn_h16,16,23,14,1.9737664276474316,1.9402968750147729,0.0334695568580738,0.2966066788569846,0.2092758989580322,2.003555055707693,1.9696980714797971,0.0338569842278957,0.2878711966522581,0.2120692237975105
rsnn_h16,16,23,15,1.9593306166374744,1.926192219614367,0.0331383982285369,0.3033957800902969,0.208127652100975,1.996718131005764,1.9630813598632808,0.0336367711424827,0.2909374541961121,0.2114720722985646
rsnn_h16,16,23,16,1.947056938161538,1.914379383118345,0.032677547727261,0.3077026635759473,0.2065318792083793,1.983987532556057,1.9508217573165891,0.0331657752394676,0.2943073891615376,0.209143941364591
rsnn_h16,16,23,17,1.936047055429928,1.9037707018154624,0.032276340925396,0.3137872386941347,0.2043542484408196,1.9788052551448343,1.9458144903182983,0.0329907648265361,0.3019061675414033,0.2083611109900096
rsnn_h16,16,23,18,1.922924335154732,1.891044298465814,0.0318800168955079,0.3182713670422677,0.20359939634287,1.9700275100767608,1.937294363975525,0.0327331461012363,0.3021478533920773,0.2079379066588386
rsnn_h16,16,23,19,1.9115275981709388,1.8800544461777209,0.0314731508198477,0.3200775275492204,0.2018411393420011,1.96656921133399,1.934001326560974,0.0325678847730159,0.3030901529745095,0.2067000373961433
rsnn_h16,16,23,20,1.9023759793906945,1.871216112077749,0.0311598804444331,0.3250894684313271,0.2005725637360407,1.9560110121965408,1.923800230026245,0.0322107821702957,0.3083786874877471,0.2058069743807353
rsnn_h16,16,23,21,1.8918393554868056,1.860990723110928,0.0308486265026148,0.3278704668607356,0.1997664528746613,1.9517184235155585,1.9196548461914065,0.0320635773241519,0.3089028253569402,0.2051952604263547
rsnn_h16,16,23,22,1.884629350931427,1.8540676267955472,0.0305617287428007,0.3290805355024797,0.1984860704195478,1.948256678879261,1.91652250289917,0.031734175980091,0.30996146002252,0.2043751913403707
rsnn_h16,16,23,23,1.874333486294377,1.844106752162546,0.0302267361451549,0.3355388810357693,0.1973748674901545,1.9408995807170868,1.9093600511550903,0.0315395295619964,0.3101029697989609,0.2035536538986932
rsnn_h16,16,23,24,1.8646196126937864,1.8346336454204355,0.0299859597650637,0.3361067039180799,0.1963676380413534,1.9374143406748767,1.9060819149017332,0.0313324257731437,0.3107820714783285,0.2028165998912993
rsnn_h16,16,23,25,1.8563391019473183,1.8266540170741776,0.0296850987323744,0.3412655548239897,0.1955156982868345,1.9331921767443416,1.9019731283187864,0.0312190484255552,0.3131644260579255,0.2026060800703745
rsnn_h16,16,23,26,1.84841131958822,1.8190039677381928,0.0294073383434452,0.3419920834106555,0.1942099753427423,1.9293933361768725,1.8984086513519287,0.0309846848249435,0.3127161947090748,0.2019633641318669
rsnn_h16,16,23,27,1.838604240122022,1.8094803027154656,0.0291239320975367,0.3465510215227125,0.1932047582944781,1.926480393856764,1.895774722099304,0.0307056717574596,0.3152930907378924,0.2011289747934493
rsnn_h16,16,23,28,1.8306468716997288,1.80175305992724,0.0288938290364206,0.349036036448519,0.1923863448702735,1.921104229986668,1.8904030323028564,0.0307011976838111,0.3154584281051925,0.2012711782304067
rsnn_h16,16,23,29,1.8224357659968573,1.793798601155437,0.0286371728338031,0.3526340087400424,0.1912381012960883,1.916555006057024,1.886143922805786,0.0304110832512378,0.3170618047381289,0.2001319158644903
rsnn_h16,16,23,30,1.815501393426511,1.7870812204741775,0.0284201682203813,0.354988782062942,0.1907179942434708,1.9099491108208893,1.8798145055770876,0.030134605243802,0.3172542010053801,0.1990559744456457
rsnn_h16,16,23,31,1.8086041505488597,1.780399163495653,0.0282049815935081,0.3567377924124614,0.1897102296865335,1.9078602157533169,1.8779021501541135,0.0299580655992031,0.3204627679100979,0.198507581438337
rsnn_h16,16,23,32,1.8007213564624884,1.772790293890515,0.0279310705900038,0.3595647327768984,0.1886031598929899,1.9060860760509968,1.8762446641922,0.029841411858797,0.3172345166590748,0.1981957299368722
rsnn_h16,16,23,33,1.7935925837022713,1.7659236613321223,0.027668917259897,0.3606428047426914,0.1875284198229161,1.9011447578668597,1.8714677095413208,0.0296770483255386,0.3206612541741752,0.1978755375695607
rsnn_h16,16,23,34,1.79066715695977,1.7630827634141697,0.0275843620409294,0.3630807587316715,0.187155140861997,1.9004766177386043,1.8708966970443728,0.0295799206942319,0.3277027571393524,0.1976391777159675
