condition,hidden_width,seed,parameter_count,recurrent_parameter_count,feature_dim,feature_type,phase_probe_C,phase_probe_test_accuracy,phase_probe_test_ba,phase_probe_test_macro_f1,phase_probe_train_accuracy,phase_probe_train_ba,phase_probe_train_macro_f1,phase_probe_val_accuracy,phase_probe_val_ba,phase_probe_val_macro_f1,progress_probe_alpha,progress_probe_test_mae,progress_probe_test_monotonic_violation_rate_mean,progress_probe_test_monotonic_violation_rate_sd,progress_probe_test_n_gestures,progress_probe_test_r2,progress_probe_test_sample_balanced_mae_mean,progress_probe_test_sample_balanced_mae_sd,progress_probe_test_spearman_mean,progress_probe_test_spearman_sd,progress_probe_train_mae,progress_probe_train_monotonic_violation_rate_mean,progress_probe_train_monotonic_violation_rate_sd,progress_probe_train_n_gestures,progress_probe_train_r2,progress_probe_train_sample_balanced_mae_mean,progress_probe_train_sample_balanced_mae_sd,progress_probe_train_spearman_mean,progress_probe_train_spearman_sd,progress_probe_val_mae,progress_probe_val_monotonic_violation_rate_mean,progress_probe_val_monotonic_violation_rate_sd,progress_probe_val_n_gestures,progress_probe_val_r2,progress_probe_val_sample_balanced_mae_mean,progress_probe_val_sample_balanced_mae_sd,progress_probe_val_spearman_mean,progress_probe_val_spearman_sd
rsnn_h16,16,37,2491,256,16,membrane,1.0,0.350480450629556,0.34635936967966724,0.32984164182665654,0.4345554122632187,0.4313558158458692,0.41863003695726836,0.3380739180054429,0.334105138851361,0.31456952517088976,0.01,0.13102678954601288,0.32360722045743945,0.05900723883933241,146,0.6789027452468872,0.13749677894560441,0.04869701277041437,0.8960207078257164,0.09255945448082405,0.1284395158290863,0.34950777491971774,0.07248450386667235,581,0.6936026811599731,0.1268966681614082,0.04462608706823248,0.8791626312238882,0.12301386114369427,0.14118292927742004,0.33521831156329507,0.07611683999015938,126,0.6229962110519409,0.14220818596345092,0.05017806217910394,0.87155212622733,0.12358948855087763
rsnn_h16,16,37,2491,256,16,synaptic,10.0,0.34956925115970844,0.34530374701263594,0.3284473723991684,0.4255279950424573,0.42216140218044773,0.408211678598368,0.3380739180054429,0.33400232131908386,0.31456660680087145,0.01,0.12828747928142548,0.3654132690819775,0.05835652732829611,146,0.6920450925827026,0.13430465768053107,0.04638101399674445,0.8991716613356063,0.07804764702060184,0.12613272666931152,0.3874733218860277,0.06625784928009333,581,0.7009977102279663,0.1241550210946706,0.0441227165903419,0.8777401881554842,0.12090938932694785,0.13807138800621033,0.3696969455192554,0.07040783186001946,126,0.6360576152801514,0.13861372641154698,0.04997565079490644,0.8673701544710742,0.12659076085975957
rsnn_h16,16,37,2491,256,16,spike,10.0,0.30168986083499005,0.2958394954722239,0.26008124149657796,0.357043562731338,0.35265774360341806,0.3232556129793844,0.31340531998946536,0.30861616559651117,0.276675390734603,0.01,0.12966540455818176,0.12827458012016035,0.04624973875584081,146,0.6744229793548584,0.13558597472330478,0.04583627881981632,0.8984256583242912,0.08697005980970345,0.12426282465457916,0.14605763079202,0.045591667246511,581,0.6984724998474121,0.12221172292958848,0.0437040593167526,0.8761613906303226,0.1280655720490998,0.13371987640857697,0.12942215792088269,0.043667832266295024,126,0.6396855711936951,0.13423820242049203,0.053494603092559816,0.8716623142978404,0.1563928682574554
rsnn_h16,16,37,2491,256,16,spike250,1.0,0.31154738237243207,0.30665307929667796,0.2802299238446852,0.38040765739360544,0.3765510141738163,0.3547287979839836,0.3327188130980599,0.32788690942515075,0.30237773266604,0.01,0.11875075101852417,0.1241397298369262,0.08121025385428045,146,0.724475622177124,0.1276291937452473,0.05662192050380551,0.9520920293282087,0.05307655979357893,0.11142105609178543,0.1468798135806343,0.08606828750289548,581,0.7509236335754395,0.1113381595535143,0.05045958754230497,0.936319804317602,0.10617572415266698,0.12172605097293854,0.10963265775234506,0.0806417242541534,126,0.6921060681343079,0.12514968724950912,0.06257234127942916,0.932325551840934,0.14303289814313871
rsnn_h16,16,37,2491,256,16,spike500,1.0,0.3133697813121272,0.30877862286343183,0.2864891336457459,0.386236119717956,0.38274397964085416,0.3628524275221692,0.3295584233166535,0.3251547088210241,0.29985607992510466,0.01,0.1139015480875969,0.061995138122363014,0.06090292461751371,146,0.7448129057884216,0.1256577812186251,0.0652295862248497,0.98107344978448,0.0254524771334723,0.10526689887046814,0.07975047698062475,0.0779700848592224,581,0.7758563756942749,0.10710813696600381,0.055771830238313204,0.9651812418569282,0.0905279201214005,0.11721564829349518,0.05150290708084828,0.06515210707674783,126,0.7100526690483093,0.12414585932024888,0.06989006412388911,0.958208316530085,0.1349656016977307
rsnn_h16,16,53,2491,256,16,membrane,0.1,0.3474155069582505,0.3429819043179715,0.32404567761790987,0.4190630914298156,0.41572526805736976,0.40014823461260385,0.3311386182073567,0.3274002004370427,0.3068569173652512,0.01,0.1372191607952118,0.3389911054173688,0.06199905101514075,146,0.6642837524414062,0.14102807651235633,0.048496407285477,0.8714895881334145,0.10198259772936034,0.14267930388450623,0.3621833880958494,0.07669350815795598,581,0.6151202917098999,0.1406467787267419,0.05160940665154315,0.8398396549499065,0.17134237271494976,0.14950960874557495,0.338907357380752,0.07034397129059036,126,0.5672304034233093,0.15178533903663122,0.06006339229472405,0.8345161170735614,0.22745468395110585
rsnn_h16,16,53,2491,256,16,synaptic,0.01,0.343025182239894,0.33844787078766864,0.31806290809073084,0.4096337112901335,0.4061541404462762,0.3884445129508237,0.3321042928627864,0.3283262292072925,0.3055310807253755,0.01,0.13902020454406738,0.3759962557189393,0.054736921473360525,146,0.6605887413024902,0.1430421470064823,0.04645409254377662,0.867644303588605,0.1003415750740677,0.14370574057102203,0.39197427192021417,0.07264997009725298,581,0.6118565201759338,0.14172251102564257,0.05112986006570034,0.8396374657420483,0.16791296359508628,0.1516219824552536,0.3714533882948466,0.06600854393343131,126,0.5571134090423584,0.1536892308957047,0.06035113306434891,0.8300213446254675,0.2263527327224315
rsnn_h16,16,53,2491,256,16,spike,0.01,0.32181908548707755,0.3161727920657679,0.2822913181993149,0.3540455892943876,0.3498531247413729,0.3173629771228161,0.3091914669475902,0.3041420649218471,0.2647093100580838,0.01,0.13872945308685303,0.18726589437497854,0.049067121040217467,146,0.6608297824859619,0.14392112542505134,0.043904735850851744,0.8511902888019146,0.10829835117364214,0.1423025280237198,0.18994317538282987,0.05697789697223033,581,0.6106927394866943,0.14136915747557163,0.04929610991564109,0.8258405620769901,0.16991420528123038,0.15248313546180725,0.17125754645065341,0.052441618884994504,126,0.5520540475845337,0.15531062033204807,0.05629142950538949,0.8096145738738001,0.21043716006568292
rsnn_h16,16,53,2491,256,16,spike250,1.0,0.31552352551358515,0.3104928001625302,0.2805322635982757,0.3710787679836535,0.3674016659883854,0.3404719959625758,0.3199894653673953,0.3156789835529561,0.280498086044935,0.01,0.12127618491649628,0.14392618050426886,0.07306423181517921,146,0.7215940952301025,0.12850018825433027,0.05385734269502762,0.9425846724302527,0.06056423853432867,0.12421494722366333,0.16472622563764464,0.08213453015346181,581,0.6811707019805908,0.12383525893605105,0.057354818137119734,0.9080789126747207,0.1559287739859509,0.13327471911907196,0.1319444292072801,0.07841333909822538,126,0.6330814361572266,0.13829047312693937,0.06539400370543569,0.9185033745075073,0.1234687352495373
rsnn_h16,16,53,2491,256,16,spike500,1.0,0.32529821073558646,0.32071735324951167,0.29466338566176,0.37838109434404676,0.3748762037202363,0.35375146218193104,0.32437889561934863,0.32003863100549995,0.2905143468870824,10.0,0.1119120866060257,0.07194356821680875,0.05625960002488189,146,0.7500367164611816,0.12201810158687094,0.06444546067520872,0.9761299144826422,0.03411048874417824,0.11379946023225784,0.0940739588890707,0.07730177747784363,581,0.7248748540878296,0.11472286193562661,0.06181407230788054,0.9460009115682473,0.13816837329361698,0.12399647384881973,0.06965390810658553,0.07050301099433635,126,0.6762025356292725,0.13157098149023358,0.07222692138327276,0.9544419190443391,0.09655030305675769
rsnn_h16,16,71,2491,256,16,membrane,10.0,0.3477468522200133,0.3430755822776133,0.3237697795248544,0.414340027132497,0.410963623502146,0.3963181363957403,0.33868843824071637,0.3346006742590975,0.3119699486400282,0.01,0.12866900861263275,0.3271161361679072,0.06107926126505809,146,0.6999226808547974,0.13291587736712743,0.04837359885053905,0.9046456392989217,0.08809739920229522,0.13542325794696808,0.35005454272804654,0.0810117314061995,581,0.6469632387161255,0.13403905109981662,0.05391718264096512,0.859834118744897,0.17519634432142378,0.13440562784671783,0.32470663443525344,0.07476717137756834,126,0.6407794952392578,0.1380077303047218,0.0628425057623594,0.8746056847709089,0.18209427356086363
rsnn_h16,16,71,2491,256,16,synaptic,10.0,0.3482438701126574,0.34361655415494297,0.3244196741557327,0.4020969065603698,0.3987130114768312,0.38392412931967207,0.3305240979720832,0.3265450259386903,0.3040755307855353,0.01,0.13083866238594055,0.3748385440468175,0.056095596920557114,146,0.6900794506072998,0.1343402629845763,0.04736640566231833,0.8882197701144882,0.10346493472147068,0.13884638249874115,0.39019128096243527,0.07818030415693543,581,0.6322613954544067,0.1370204234313021,0.05223693511446339,0.843502511402588,0.17688906910783475,0.13739435374736786,0.3648164980080814,0.07346343422413443,126,0.6300333142280579,0.14010637762054565,0.059948010390220345,0.8613120697899395,0.17722768888247661
rsnn_h16,16,71,2491,256,16,spike,0.01,0.308648111332008,0.30534502968811694,0.2852756240610226,0.3510308674024821,0.3479772548747797,0.3345522436615261,0.2967254850320428,0.2934794107959443,0.27280192637410455,0.01,0.13156116008758545,0.19348191082602342,0.0582450365430625,146,0.6875079870223999,0.13551801029745847,0.04485994291357012,0.8861360863272857,0.09425874366941321,0.13854850828647614,0.19787509940564943,0.06473077488866513,581,0.627915620803833,0.13626523905797588,0.051821851475409596,0.8486823269519046,0.16574186314527126,0.1342380940914154,0.17938184108269306,0.07024033668767084,126,0.6370187401771545,0.1367730481165742,0.06053677629052051,0.8508959522419011,0.18936866727093465
rsnn_h16,16,71,2491,256,16,spike250,1.0,0.3228959575878065,0.318425014303358,0.2954076484053401,0.37225115983050566,0.3688645126794861,0.3503333248986818,0.3167412869809499,0.3122247689661596,0.28546449890388836,10.0,0.12232580035924911,0.12698993104285722,0.07167735334113308,146,0.7251770496368408,0.13062152919703968,0.056032037939753816,0.943502509827504,0.0624383919215215,0.12399733066558838,0.1624521005236304,0.08256295284410985,581,0.6891911029815674,0.12329203470669392,0.05892600613455013,0.9053165236464032,0.16260834091216306,0.12263163924217224,0.11505324844036166,0.07904745253659604,126,0.6771261096000671,0.12810052339992825,0.0715566645732842,0.9073995431645694,0.17443725516011654
rsnn_h16,16,71,2491,256,16,spike500,10.0,0.3158548707753479,0.31119568411044735,0.2858263653147934,0.36916944411878005,0.3657837429328444,0.346136169580447,0.31937494513212183,0.3151414965033987,0.28951803600326675,10.0,0.1178336814045906,0.0702496377225791,0.057728902901468565,146,0.7307637929916382,0.12960190098885804,0.06590837450405292,0.970212067286275,0.049550634146030295,0.11615895479917526,0.09571300029911003,0.0783623768458359,581,0.7220885753631592,0.11722597914544318,0.06295371967407312,0.9400650782377905,0.1439941693470673,0.12171126902103424,0.06092566575899197,0.062098096217508794,126,0.67928147315979,0.1305585615928211,0.07760427986999015,0.9300054876634253,0.18636874550805646
rsnn_h32,32,11,5483,1024,32,membrane,1.0,0.3513088137839629,0.3471348162433671,0.32969978190308785,0.4506339290200479,0.4474954984708589,0.4347480988866256,0.34720393292950574,0.34370656441584335,0.32635491380180814,0.01,0.12923182547092438,0.3279871855935325,0.06116984209548242,146,0.6888450384140015,0.1369799166815738,0.051414049308183746,0.9069697823965035,0.06983497787593988,0.12236593663692474,0.34421072949659515,0.07619574390261645,581,0.7026900053024292,0.12122632082224713,0.05403695449996425,0.8845771849200238,0.14544218125564568,0.13198986649513245,0.31866374337873526,0.07417141784891891,126,0.6569973230361938,0.1353527112967438,0.05874425410964907,0.8649311948343449,0.22692666734575725
rsnn_h32,32,11,5483,1024,32,synaptic,0.1,0.3498177601060305,0.3454800194098923,0.3275682653643667,0.442443934547038,0.43923725427622884,0.4262912454556279,0.3423755596523571,0.33880887986404007,0.32082862038750803,0.01,0.13023805618286133,0.3654889545503104,0.06123839696709995,146,0.6905233860015869,0.13754858477168705,0.04962296169926811,0.8967089836820489,0.07089668622239531,0.12497331202030182,0.3798384682566914,0.07484738676525085,581,0.6934053301811218,0.12359679182558585,0.05269841146396817,0.8785303445128064,0.13767649052574885,0.13361366093158722,0.35110037114116077,0.07611963532856893,126,0.6502304077148438,0.13667889542522885,0.058529437325771844,0.8610405656230786,0.1815492813814717
rsnn_h32,32,11,5483,1024,32,spike,0.01,0.3237243207422134,0.3190664287943882,0.2955160942020513,0.3959669720468287,0.39237859711960177,0.3743249354733646,0.3218330260732157,0.31784882266481823,0.2951238374956792,0.01,0.12631110846996307,0.31158612340037856,0.056132145846450515,146,0.7034506797790527,0.133959866447808,0.050047882539897275,0.904129456616542,0.056072225932040316,0.1235978826880455,0.3170438097000153,0.07438211608806106,581,0.6951072216033936,0.1221806724297713,0.05224290845803772,0.8821317322930957,0.1351603950116227,0.12940053641796112,0.28669130684485233,0.07390725937816582,126,0.662642240524292,0.13283433895262461,0.0600291153358954,0.8804073165938383,0.14921557589074866
rsnn_h32,32,11,5483,1024,32,spike250,10.0,0.3349072233267064,0.3302148116544601,0.30830038765989615,0.40764064515048487,0.4041373323392447,0.3865790395646493,0.32868053726626284,0.32470542444973804,0.3008418079504754,0.01,0.11704977601766586,0.11753922945722954,0.08131304886449386,146,0.7261601686477661,0.12792526568247847,0.06352238214155839,0.9697945458151692,0.03880348033961352,0.11195352673530579,0.15546895660300283,0.09105718767353212,581,0.7354940176010132,0.11179110819470657,0.060095303968753885,0.9383309001772825,0.12035100563652354,0.11903753131628036,0.12048110402924957,0.07935278462692341,126,0.7005313634872437,0.1246416119651662,0.06810996663565033,0.9382227338596106,0.14383611532279209
rsnn_h32,32,11,5483,1024,32,spike500,10.0,0.32165341285619614,0.31712157265383445,0.2959759294043397,0.4013767229973035,0.3979794329139564,0.3798657736186464,0.33298217891317705,0.3288828953189078,0.3049937008053226,0.01,0.11640655994415283,0.04167659132749884,0.051999553369071805,146,0.7260786294937134,0.129350554823161,0.06990992286512047,0.9848396347879699,0.03141296131802277,0.10782434046268463,0.08012599259949324,0.08085423857283594,581,0.7519052028656006,0.10893451475030173,0.06379952799413192,0.9577159106714392,0.12151157745898158,0.11773333698511124,0.054964920541443106,0.06384862658908544,126,0.7043237686157227,0.12570632890694672,0.07338029007772945,0.9522870596837203,0.1427557181864867
rsnn_h32,32,23,5483,1024,32,membrane,10.0,0.3581013916500994,0.35395356164855485,0.33718212392337316,0.4498635000921165,0.446769341951368,0.4354620657766256,0.3453603722236854,0.3414776409388844,0.3218213899618893,0.01,0.1212417334318161,0.30457263581301297,0.06273199417312599,146,0.7177470922470093,0.12896698897015557,0.05538215044715236,0.9243097150996262,0.06064215472660495,0.12046058475971222,0.33697210741594874,0.07116036396214506,581,0.707729160785675,0.11859848291297377,0.05306824726509906,0.8979469166048066,0.13568785059660898,0.1271073818206787,0.30396099171817587,0.07513064521520399,126,0.6799119710922241,0.13071408947663649,0.055893553116498566,0.9136309536998164,0.10601141309055723
rsnn_h32,32,23,5483,1024,32,synaptic,0.1,0.35727302849569254,0.35304058463921273,0.33619608322794164,0.43991491784882847,0.4367945801379246,0.4247905585306172,0.3403564217364586,0.3364429350535194,0.3172433337748294,10.0,0.12388380616903305,0.36154198997946796,0.05736346548565288,146,0.7122188806533813,0.13113152983356013,0.05300915143178814,0.9115378484338718,0.05780056857687545,0.1234729140996933,0.3829102208136554,0.06800908173831005,581,0.6987472176551819,0.1215887453003102,0.05133363401034101,0.8867475804412223,0.14089670642641983,0.13070206344127655,0.35596201195670707,0.06792154537962335,126,0.6671521663665771,0.13400172755595238,0.05378449623280834,0.8960645606000792,0.11146455332382191
rsnn_h32,32,23,5483,1024,32,spike,0.1,0.32538104705102716,0.32097254242471907,0.29834660474920566,0.39563200294772805,0.39225789468633476,0.3759335171078516,0.32113071723290315,0.3170807228537628,0.2930028048310838,0.01,0.12581561505794525,0.28136709755670897,0.05744625195774847,146,0.7006922960281372,0.1328196489341455,0.0486221273220019,0.9091682389632444,0.06310037713315143,0.123058021068573,0.30914045644970056,0.06793407488193118,581,0.6965464949607849,0.12109797765306884,0.05054998932874534,0.8829561136799746,0.13688500772904993,0.13123758137226105,0.290830532899531,0.07042187988551403,126,0.6594334840774536,0.13388660804383337,0.053727101476203035,0.8770320183304071,0.1441927925418524
rsnn_h32,32,23,5483,1024,32,spike250,10.0,0.3287773359840954,0.3242269467522807,0.30167488505177864,0.4052288676369605,0.4020044077017236,0.3861253747040847,0.3322798700728645,0.32834834828549236,0.3052092846253799,0.01,0.11714095622301102,0.1300176458123331,0.07560385001277131,146,0.7288945317268372,0.12739232363664124,0.062291252143563035,0.951344587217067,0.057670681134828254,0.10958284884691238,0.16441548747052995,0.08787254842936709,581,0.7469525933265686,0.10925613873976438,0.05754778822159362,0.9322031734540271,0.11974908394868856,0.11963003128767014,0.14000352276611444,0.08560126039168214,126,0.7056334614753723,0.12494471766764209,0.06234592277600504,0.9330009399701303,0.12586389213431945
rsnn_h32,32,23,5483,1024,32,spike500,1.0,0.32231610337972166,0.3176700131535362,0.29315936306736323,0.4062170264793073,0.40290268903407844,0.3864386423269693,0.33298217891317705,0.3290554952914687,0.3057163412666166,0.01,0.11457943916320801,0.07067680786948484,0.06500772020964334,146,0.7348564863204956,0.1272189524279882,0.06905995893089063,0.9696831537556057,0.04296399671230538,0.10419464856386185,0.09913484464573756,0.07814078995324968,581,0.7668678760528564,0.1054054027400821,0.0613109140902223,0.9541978212569934,0.13374340475662122,0.1145496815443039,0.07077201134339434,0.06812612757403722,126,0.7200769186019897,0.12277560125267695,0.06944831143156424,0.9559339195500312,0.12618435103311304
rsnn_h32,32,37,5483,1024,32,membrane,1.0,0.35362823061630216,0.3495644990690486,0.3336762722810873,0.45673036662367894,0.45368250705220897,0.4429352630080669,0.33710824335001316,0.33321581416289553,0.31663838413354306,0.01,0.13388431072235107,0.3370337966931633,0.05516247439181547,146,0.6528030633926392,0.1420146617783259,0.053629815822444804,0.8908873903095954,0.08462949600335448,0.11656436324119568,0.35130331673102216,0.0697125406159718,581,0.7337641716003418,0.11594494988760316,0.04723400652819599,0.9019118278616762,0.10652444522726935,0.1329704076051712,0.33147216152563325,0.07409210189887788,126,0.6517490148544312,0.1355836707802992,0.05233518690151682,0.886807497426797,0.11196541594199348
rsnn_h32,32,37,5483,1024,32,synaptic,0.1,0.3523856858846918,0.3482556422534115,0.3322936706298538,0.44736798030381697,0.4442338260333353,0.43270770895194344,0.33579141427442716,0.33183158276860464,0.31458787510441927,0.01,0.13649459183216095,0.3752983318776146,0.05702799170899818,146,0.6410079002380371,0.14425056162354064,0.051280106393814105,0.8798658461733476,0.0963965498916907,0.11885932832956314,0.3881859819287361,0.0658529837149694,581,0.7262628674507141,0.11883007928010929,0.04648172818808647,0.8993786367600047,0.10073327135130682,0.13471360504627228,0.37369363365794855,0.07081243573490097,126,0.6449683904647827,0.1373418401039782,0.05141552547891883,0.8813417840268462,0.11169591407517598
rsnn_h32,32,37,5483,1024,32,spike,1.0,0.3220675944333996,0.3180562973608168,0.2986508772441083,0.4036880097810977,0.40040598715996767,0.3843421662646464,0.3198138881573172,0.3157864021961582,0.2931669760125343,0.01,0.13611891865730286,0.3271054625086678,0.052021924984452295,146,0.6349844336509705,0.14327554481282626,0.05093249609250812,0.8671452258805261,0.08941649606269883,0.11703365296125412,0.327113630774081,0.06767655907856773,581,0.7264047861099243,0.11683834560228297,0.04764500518180233,0.8871996648083313,0.11534556762571903,0.13184300065040588,0.3064410634298547,0.07274841298269548,126,0.6479648351669312,0.13451596461827792,0.052642636251790706,0.8737211451052692,0.13212413679520976
