condition,hidden_width,seed,parameter_count,recurrent_parameter_count,best_epoch,native_train_loss,native_train_objective_loss,native_train_phase_accuracy,native_train_phase_balanced_accuracy,native_train_phase_ce,native_train_phase_macro_f1,native_train_progress_loss,native_train_progress_mae,native_train_progress_r2,native_train_progress_sample_balanced_mae,probe_u_train_phase_ba,probe_u_train_progress_mae,probe_train_sample_balanced_mae_mean,probe_train_sample_balanced_mae_sd,probe_train_spearman_mean,probe_train_spearman_sd,probe_train_monotonic_violation_rate_mean,probe_train_monotonic_violation_rate_sd,native_val_loss,native_val_objective_loss,native_val_phase_accuracy,native_val_phase_balanced_accuracy,native_val_phase_ce,native_val_phase_macro_f1,native_val_progress_loss,native_val_progress_mae,native_val_progress_r2,native_val_progress_sample_balanced_mae,probe_u_val_phase_ba,probe_u_val_progress_mae,probe_val_sample_balanced_mae_mean,probe_val_sample_balanced_mae_sd,probe_val_spearman_mean,probe_val_spearman_sd,probe_val_monotonic_violation_rate_mean,probe_val_monotonic_violation_rate_sd,native_test_loss,native_test_objective_loss,native_test_phase_accuracy,native_test_phase_balanced_accuracy,native_test_phase_ce,native_test_phase_macro_f1,native_test_progress_loss,native_test_progress_mae,native_test_progress_r2,native_test_progress_sample_balanced_mae,probe_u_test_phase_ba,probe_u_test_progress_mae,probe_test_sample_balanced_mae_mean,probe_test_sample_balanced_mae_sd,probe_test_spearman_mean,probe_test_spearman_sd,probe_test_monotonic_violation_rate_mean,probe_test_monotonic_violation_rate_sd,probe_phase_train_val_gap,probe_progress_val_train_gap
rsnn_h64,64,11,13003,4096,84,1.5378281819840922,1.53782818135573,0.4420252231731623,0.4381731686776951,1.5209134199533119,0.4146860915683638,0.0169147614024182,0.14446857571601868,0.5962783694267273,0.14325103825423066,0.47004837400148397,0.11387649178504944,0.11343755091503648,0.054197590664207776,0.9115882320836215,0.1300914773101116,0.3243455418611145,0.07529558107213404,1.832024335861206,1.8320243805646896,0.3537880783074357,0.34876608884350563,1.811326265335083,0.3195777189010175,0.02069811522960663,0.15987393260002136,0.5313926935195923,0.16338937244718038,0.3383597513289721,0.1287083774805069,0.13433199284213876,0.06356118228269701,0.9128351238792397,0.09224686914632325,0.3025443115282821,0.0735276530875834,1.9662808947367212,1.9662809237225416,0.35379390324718357,0.34856860585578514,1.9438679218292236,0.322003117229284,0.022413001893317862,0.16582131385803223,0.5138986110687256,0.1744926155429997,0.33742313676269503,0.12600789964199066,0.13505602793844595,0.05549390287612462,0.9286458725642343,0.05696253854793364,0.3070297817314265,0.057569314170510026,0.13168862267251186,0.020894441927102284
rsnn_h64,64,23,13003,4096,94,1.4954513867422554,1.4954513776919158,0.4516555847723048,0.44763585928558014,1.4796194605490838,0.4299642846673167,0.015831917142832136,0.14618317782878876,0.6060819625854492,0.14105919265090497,0.47805257647696664,0.10584855079650879,0.10510668915771781,0.0520431816806992,0.9251863701515681,0.107348054963685,0.3266951901400501,0.07191956912342923,1.794029712677002,1.794029664248228,0.3608989553156,0.35535099291671524,1.7758866548538208,0.3287561029208854,0.018143009394407272,0.15474319458007812,0.5714281797409058,0.15431441957988437,0.3477738776628015,0.1218867301940918,0.12796062420284937,0.06637624083720248,0.912310428140789,0.12277347385323248,0.2937314702080816,0.07347618372541262,1.8434998123613122,1.8434997703624914,0.38228959575878063,0.37696314550056853,1.826480938963694,0.35567680851918915,0.01701883139879736,0.1465063840150833,0.6122539043426514,0.14883097557172384,0.3541922843222187,0.11474255472421646,0.1227193406642708,0.05576748183535861,0.9260924425322121,0.06867728946672627,0.2976791107004038,0.06491539500144164,0.13027869881416515,0.022853935045131557
rsnn_h64,64,37,13003,4096,71,1.5437290596674724,1.5437290971095252,0.4399484147587385,0.4358210226239484,1.5249096532696906,0.41814582177626003,0.018819443839834603,0.15205970406532288,0.5449124574661255,0.14897743395807,0.46558752434473594,0.10642282664775848,0.10597750515053482,0.051421805041226766,0.9281642686569018,0.11118079063728949,0.3160840470786809,0.07000708604282053,1.7789568901062012,1.7789569105952978,0.3580897199543499,0.3527322423225551,1.7570140361785889,0.32510736484579617,0.021942874416708946,0.1675424426794052,0.4836430549621582,0.16750659639873203,0.35421792169944444,0.11990121006965637,0.12381268286752323,0.059158705077827424,0.9294536178683175,0.10629675535532147,0.2932086999991222,0.07730426015495254,1.8788588275648144,1.8788588549176306,0.36903578528827036,0.3638004663880743,1.8562802517250792,0.34063953502699595,0.022578603192551495,0.1639825999736786,0.4963630437850952,0.16936057234463625,0.3602899586154812,0.11385959386825562,0.1225855046347396,0.054635225283146155,0.9445399780545775,0.050447917662825796,0.29602030697471116,0.06045620248553222,0.1113696026452915,0.017835177716988407
rsnn_h64,64,53,13003,4096,68,1.497262917369245,1.4972628973674498,0.459510610146214,0.45624319638693417,1.480548129024276,0.44659409514390547,0.016714768343173904,0.14593400061130524,0.5983222126960754,0.1438800348882626,0.4731307250922462,0.10592890530824661,0.10575802325432969,0.05337590309712741,0.932953773573754,0.09575022483915424,0.31206319715058317,0.07470537454319318,1.8548442125320435,1.854844268411398,0.35475375296286543,0.35090062759410934,1.8345469236373901,0.33482710954965583,0.020297344774007797,0.1623012125492096,0.5329904556274414,0.16448499285985554,0.3470006467648304,0.12479943037033081,0.13073913090758854,0.0641517219979183,0.9109534198553493,0.12220511351697544,0.29031685177706357,0.0710369317946421,1.9001592593650296,1.9001592455100116,0.37682239893969516,0.37240268515632446,1.8800451951484158,0.3581473884225978,0.02011405036159574,0.15705716609954834,0.5534034967422485,0.16209180551032498,0.3631138477252782,0.11594321578741074,0.12453360896404475,0.060416579300370456,0.9461542709958423,0.040983980183803004,0.28578205924497246,0.06677598277316184,0.1261300783274158,0.024981107653258852
rsnn_h64,64,71,13003,4096,70,1.536790022136012,1.5367900023073366,0.39963488368198036,0.39982927283230374,1.5189924839236444,0.36762151523705777,0.01779751838369234,0.1499454528093338,0.5683056712150574,0.14664884196296207,0.469455921143849,0.10958930850028992,0.10963795716247542,0.056591448049024495,0.9173973071833258,0.12844844043232523,0.31435978010336557,0.0741786007914111,1.812860369682312,1.812860382720828,0.3204284083925906,0.32130818748490547,1.7920031547546387,0.2823013259225471,0.020857227966189384,0.1619771122932434,0.5167592763900757,0.16332699003673734,0.3378956061686083,0.1275615096092224,0.13459853836823077,0.07004150435551139,0.8893130977512932,0.1737185092842252,0.29049954252149107,0.07470408371879042,1.8968255372896587,1.8968255366007352,0.34236249171636846,0.3431621753695474,1.8761722110722163,0.3074162346056406,0.020653325528518795,0.15991829335689545,0.5345510840415955,0.16400647000090718,0.36116299454922396,0.11862636357545853,0.12678890001692183,0.05702251161472822,0.9129149720426749,0.0802130479087036,0.29542355874772724,0.05904630222964907,0.13156031497524068,0.024960581205755353
rsnn_h128,128,11,34187,16384,86,1.5256190808832952,1.525619095944753,0.44465473060110206,0.44060062544337975,1.5066262354333717,0.42058684392601753,0.018992860511381326,0.1644677072763443,0.5185807347297668,0.15685627423547427,0.5000538360115396,0.10602463036775589,0.10463321428880634,0.05405009750469006,0.9209189953505897,0.11379752481892466,0.32489845662682315,0.0767703582703577,1.7818773984909058,1.7818773929029703,0.36160126415591254,0.3569754630538811,1.7625391483306885,0.33226503767111315,0.019338244572281837,0.16099980473518372,0.5306370258331299,0.15739522661481584,0.35760522491971913,0.12375480681657791,0.12943375690115821,0.06690021309153588,0.9085085162080956,0.11974896378138637,0.29912705181826443,0.07412980751418236,1.8965363976073593,1.8965363672436917,0.3775679257786614,0.37213845377831223,1.877834584615002,0.34915833187050344,0.018701782628689725,0.1587422490119934,0.5566096305847168,0.15774654035698876,0.3481714864119483,0.12333787232637405,0.13266582024117854,0.058632655515496984,0.9264254260383958,0.057751258768294615,0.30862193642621094,0.06338981018578195,0.1424486110918205,0.024800542612351872
rsnn_h128,128,23,34187,16384,54,1.5416588690933386,1.5416588655315506,0.44128829115514095,0.43838587771081095,1.5226366448115154,0.4155083701663827,0.019022220720035277,0.1545034497976303,0.5366805791854858,0.15063211306442287,0.4878426992573782,0.1024991050362587,0.1018999691494771,0.05306002981451547,0.9329185089059351,0.1275685800073266,0.3227525367170513,0.07102367203851531,1.860980749130249,1.8609807472676039,0.35677289087876396,0.3534367249586574,1.8381123542785645,0.3207404598503352,0.02286839298903942,0.1705840826034546,0.46475082635879517,0.1709875984797402,0.348257810439202,0.1230325996875763,0.12930507671147112,0.06993171143217557,0.9202215928404909,0.14473236473257622,0.2979762486345687,0.0718565395187063,1.8978932622360856,1.8978932986724866,0.37475149105367794,0.37147334290813316,1.8752353583296684,0.3390955885071202,0.02265794034281822,0.16434095799922943,0.49447864294052124,0.16961637425096068,0.3576434880825815,0.11692862957715988,0.12589459807599243,0.05945279061302763,0.9395810176283493,0.05618413467836768,0.3030409900176451,0.0618377907747194,0.1395848888181762,0.02740510756199402
rsnn_h128,128,37,34187,16384,71,1.4785529317626034,1.4785528956798646,0.4639991960741622,0.460025757114193,1.4623560765934482,0.4376902631844427,0.01619681908641645,0.14373759925365448,0.6047991514205933,0.13987065674721066,0.5107117378949484,0.09789635241031647,0.09849282935672085,0.04955371160078072,0.9423414348086462,0.09701684657657612,0.3218253399626832,0.07066468520848061,1.834984540939331,1.8349845707416534,0.35440259854270917,0.349629864777855,1.8150365352630615,0.32239593586511395,0.01994803547859192,0.163084015250206,0.5286959409713745,0.16251187097458614,0.35161602945058734,0.12102356553077698,0.12581828292754907,0.06400474341185348,0.9200986832175948,0.11372364307313365,0.2998372097108805,0.07919382295733052,1.8642193274955228,1.8642193636257354,0.3863485752153744,0.38158093822279743,1.845270372416875,0.3547464254784525,0.01894899120886032,0.15067945420742035,0.5756212472915649,0.15498801453472816,0.3659087080060165,0.1118178740143776,0.12127327816943599,0.056646644225874114,0.9395756636015129,0.05026239198902728,0.29825381565807124,0.05997145572896187,0.15909570844436105,0.027325453570828218
rsnn_h128,128,53,34187,16384,94,1.453351321811315,1.4533513289845827,0.4130001507360946,0.412117907068385,1.437813448413514,0.380377201952386,0.015537880571068564,0.14081145823001862,0.6216228008270264,0.13730737715703076,0.5176986299082735,0.09600426256656647,0.09631267575332302,0.05312858614458807,0.9397651478875575,0.10013282655186494,0.3125381701570596,0.0744480975207397,1.8397839069366455,1.8397839050740004,0.31682907558598894,0.3164615862052167,1.820454478263855,0.2700132801979288,0.019329426810145378,0.15901142358779907,0.5523558259010315,0.1601464861915225,0.34878718973052597,0.12065142393112183,0.12818852037427916,0.0683647308158097,0.9279868468249737,0.1076170243832814,0.2906886751899409,0.0665677344743471,1.9655323796076318,1.9655323697075453,0.3209907223326706,0.32078071722357243,1.9461724333567163,0.28166708737053453,0.01935993635082898,0.15655261278152466,0.5632991790771484,0.16052864512352094,0.3405754742306007,0.11843179166316986,0.1269393626039159,0.05904396507647445,0.9367363957381724,0.09416729173494796,0.29598225320782473,0.060893115838723394,0.16891144017774756,0.03187584462095615
rsnn_h128,128,71,34187,16384,94,1.4963179968310305,1.4963179887777351,0.45976183697053946,0.4566774082560549,1.480036905423294,0.4327979720492854,0.016281083354441107,0.14862650632858276,0.5940951108932495,0.1430110438965684,0.5036277827949189,0.10605911910533905,0.10568180286586798,0.0560975748155837,0.914053432164598,0.16261867268143812,0.32002754249629783,0.07792449817073803,1.7777767181396484,1.7777767442166805,0.3691510841892722,0.3647636337254525,1.7599412202835083,0.3352985927049329,0.017835523933172226,0.15236100554466248,0.5791968107223511,0.1518255869547526,0.34948163276177635,0.11907486617565155,0.12540989159236823,0.07096230963182043,0.9046429231006929,0.17219914649035267,0.29030810792085165,0.07190790794569608,1.8657037999531993,1.8657037603783688,0.38999337309476473,0.3850885688525911,1.848348124386513,0.35964592280421465,0.01735563599185584,0.14988617599010468,0.597240149974823,0.15075083628092725,0.3717326521581389,0.11426223814487457,0.12240290356008973,0.056551369371960224,0.9284715684175325,0.060835833175558976,0.2959925621448634,0.06390134260675537,0.15414615003314258,0.019728088726500254
rsnn_h256,256,11,101131,65536,98,1.4659487556877726,1.465948737667242,0.4717202338084312,0.46927724350814504,1.448517014360674,0.45472763625418233,0.01743172330656786,0.15569789707660675,0.562637209892273,0.14895713924335735,0.5472469799474213,0.09886936843395233,0.09839094808507909,0.05423243531680297,0.9231746238566091,0.13747291052247074,0.32725317862973535,0.07666985924196679,1.8116320371627808,1.8116320930421352,0.3652005969625143,0.3623157563065191,1.7929571866989136,0.34308142296778393,0.018674906343221664,0.15796026587486267,0.5518256425857544,0.15523341345408606,0.3542208731079632,0.12227475643157959,0.12810153954677164,0.067911139353145,0.8940643663442202,0.1684758394278302,0.30460752565106286,0.0740383828484948,1.9386343335452145,1.9386343032963675,0.36406560636182905,0.3608452285971905,1.920312371972489,0.3424106965275029,0.01832193132387857,0.15862016379833221,0.5651272535324097,0.15741322301838495,0.3551646712242136,0.12369494140148163,0.1333348804140744,0.05879639995073372,0.9122128494241847,0.09194018985801546,0.30445971645915604,0.06064992571574414,0.19302610683945814,0.029710591461692554
rsnn_h256,256,23,101131,65536,93,1.402573885893042,1.402573882429035,0.4883681980337314,0.48497683975020023,1.3873010003833475,0.46682436031706925,0.015272882045687476,0.13553112745285034,0.6344961524009705,0.13411336265209414,0.5639958652477202,0.09371005743741989,0.09286584574312433,0.051390714975794706,0.942703767333196,0.11654080690650265,0.32055809489112336,0.07232620370405489,1.8579213619232178,1.8579213693737984,0.35563163901325606,0.35146826455657465,1.8378312587738037,0.32702917524726544,0.02009011059999466,0.15525321662425995,0.5466806888580322,0.15928073156447636,0.3609694579973571,0.11856357008218765,0.12509536722468007,0.06952655869671995,0.9265184150604782,0.10486035079426279,0.3017217727787717,0.07092926556550591,2.0399861417404592,2.039986097343164,0.3687044400265076,0.36454058424165375,2.0178878454312885,0.34058996507978173,0.02209825191187532,0.16024819016456604,0.5283111333847046,0.16949128124811877,0.3544649388872691,0.11703763157129288,0.1265848846723364,0.06278723013630212,0.9340307664774349,0.058048087412119184,0.3014307202188329,0.06623656268224162,0.20302640725036308,0.03222952148155574
rsnn_h256,256,37,101131,65536,96,1.5146796036505248,1.5146796018840576,0.4426951613713635,0.4396680696285472,1.496347519698939,0.42204240706533325,0.018332082185118417,0.15886063873767853,0.5401409864425659,0.15185307225343897,0.5267066292554758,0.09700895100831985,0.09702469400176698,0.049758463857901225,0.93819630903451,0.09322209823383072,0.33741004982378947,0.0687037738967828,1.768654465675354,1.7686545085161924,0.36362040207181107,0.3607150792189782,1.749090313911438,0.3371798693392628,0.019564194604754448,0.16471092402935028,0.517428994178772,0.15975554027254618,0.371755765502528,0.11469123512506485,0.11833788620101081,0.059528025845578356,0.9261388253710715,0.09108484125427298,0.3121541844819817,0.07380059070606301,1.8706923429280111,1.870692325500797,0.376076872100729,0.37267863184759836,1.8516893680781534,0.353172975691206,0.01900295742264349,0.1601492017507553,0.5548485517501831,0.16005172468211554,0.36118814784378195,0.11284712702035904,0.12232953215604775,0.05490672205978829,0.943552247228909,0.04304633993814641,0.31000004628840055,0.0589417699339325,0.15495086375294786,0.021313192199243824
