condition,hidden_width,seed,parameter_count,recurrent_parameter_count,best_epoch,native_train_loss,native_train_objective_loss,native_train_phase_accuracy,native_train_phase_balanced_accuracy,native_train_phase_ce,native_train_phase_macro_f1,native_train_progress_loss,native_train_progress_mae,native_train_progress_r2,native_train_progress_sample_balanced_mae,probe_u_train_phase_ba,probe_u_train_progress_mae,probe_train_sample_balanced_mae_mean,probe_train_sample_balanced_mae_sd,probe_train_spearman_mean,probe_train_spearman_sd,probe_train_monotonic_violation_rate_mean,probe_train_monotonic_violation_rate_sd,native_val_loss,native_val_objective_loss,native_val_phase_accuracy,native_val_phase_balanced_accuracy,native_val_phase_ce,native_val_phase_macro_f1,native_val_progress_loss,native_val_progress_mae,native_val_progress_r2,native_val_progress_sample_balanced_mae,probe_u_val_phase_ba,probe_u_val_progress_mae,probe_val_sample_balanced_mae_mean,probe_val_sample_balanced_mae_sd,probe_val_spearman_mean,probe_val_spearman_sd,probe_val_monotonic_violation_rate_mean,probe_val_monotonic_violation_rate_sd,native_test_loss,native_test_objective_loss,native_test_phase_accuracy,native_test_phase_balanced_accuracy,native_test_phase_ce,native_test_phase_macro_f1,native_test_progress_loss,native_test_progress_mae,native_test_progress_r2,native_test_progress_sample_balanced_mae,probe_u_test_phase_ba,probe_u_test_progress_mae,probe_test_sample_balanced_mae_mean,probe_test_sample_balanced_mae_sd,probe_test_spearman_mean,probe_test_spearman_sd,probe_test_monotonic_violation_rate_mean,probe_test_monotonic_violation_rate_sd,probe_phase_train_val_gap,probe_progress_val_train_gap
rsnn_h16,16,11,2491,256,99,1.613332141697304,1.6133321277771575,0.4219103287721708,0.4187932060540683,1.5935953945793506,0.40523994453691214,0.01973673319780683,0.16404050588607788,0.5213501453399658,0.16114438134093292,0.42306367088843755,0.14278538525104523,0.14064381013843977,0.05448435590277252,0.8549278331746933,0.15992220649323743,0.3519682212696951,0.07787802749813726,1.8270779848098755,1.8270780220627785,0.34895970503028706,0.3451440178940455,1.8058443069458008,0.3272913225105868,0.02123371511697769,0.1680499017238617,0.5038565397262573,0.16800486852252294,0.3388025152495965,0.1488243192434311,0.14940937232994844,0.05727220681304519,0.8576395863931725,0.13941847420776446,0.321801172033833,0.07507850978672828,1.89006507396698,1.8900650559784207,0.35404241219350563,0.3499904847343098,1.8698881684917292,0.33439772366002307,0.020176887486691344,0.16152536869049072,0.5435642004013062,0.1652636462694978,0.33891934397864876,0.13400901854038239,0.13901672175485794,0.04656950774069506,0.8909453449189424,0.10014867536678666,0.321712635300409,0.06491907641547415,0.08426115563884107,0.008765562191508675
rsnn_h16,16,23,2491,256,93,1.6054472859673163,1.6054472890257732,0.4161321118126853,0.4127250737059063,1.5843911928071828,0.39775839040920424,0.021056096218590482,0.16719107329845428,0.4923786520957947,0.16424569410629403,0.42277051023515544,0.13463781774044037,0.13224621360765676,0.05041724977996145,0.864460775964262,0.15046268049853959,0.3628543648925632,0.06980290049351616,1.789554238319397,1.7895541843026876,0.34878412782020896,0.34406266605388564,1.7663145065307617,0.31893826011518445,0.023239677771925926,0.17776267230510712,0.451954185962677,0.17743413410489522,0.3463275349729743,0.13774137198925018,0.13875357516937786,0.050921665264080415,0.8663651627424199,0.13643157255867785,0.33618727744728516,0.07526384126543352,1.823929930386478,1.8239298924701672,0.36920145791915177,0.36453158474010133,1.8016483342810854,0.34536433473921185,0.02228155818908182,0.16650359332561493,0.49767476320266724,0.17098480054776963,0.35308992585517307,0.1276485025882721,0.1325056409743959,0.04765561141111324,0.9067135357196159,0.07502171156563404,0.3279183568210257,0.06509499959954221,0.07644297526218113,0.006507361561721103
rsnn_h16,16,37,2491,256,100,1.5559261844408492,1.555926180800516,0.3747634280737602,0.374759030945174,1.5410007353288582,0.3536856254838338,0.01492544547165784,0.1437993049621582,0.6366280317306519,0.14114970143198352,0.4313558158458692,0.1284395158290863,0.1268966681614082,0.04462608706823248,0.8791626312238882,0.12301386114369427,0.34950777491971774,0.07248450386667235,1.761976718902588,1.761976771056652,0.30304626459485556,0.30434549840174485,1.7443033456802368,0.2779125817183431,0.017673425376415253,0.1557474285364151,0.5833319425582886,0.1553948720296224,0.334105138851361,0.14118292927742004,0.14220818596345092,0.05017806217910394,0.87155212622733,0.12358948855087763,0.33521831156329507,0.07611683999015938,1.8472808174891016,1.8472808052926033,0.3183399602385686,0.3199444405332951,1.8292901075049623,0.29353376152320665,0.017990697787640845,0.1521993726491928,0.6031723022460938,0.15708766898063764,0.34635936967966724,0.13102678954601288,0.13749677894560441,0.04869701277041437,0.8960207078257164,0.09255945448082405,0.32360722045743945,0.05900723883933241,0.09725067699450818,0.015311517802042707
rsnn_h16,16,53,2491,256,96,1.6248162894569043,1.6248162748603063,0.36585325003768404,0.36590204620179045,1.6068110396242388,0.3465666645921258,0.018005235236067577,0.15724575519561768,0.5620946288108826,0.15464846074273378,0.41572526805736976,0.14267930388450623,0.1406467787267419,0.05160940665154315,0.8398396549499065,0.17134237271494976,0.3621833880958494,0.07669350815795598,1.8493895530700684,1.8493895065039396,0.2970766394521991,0.2986895109574051,1.8280246257781982,0.27067587272185,0.021364880725741386,0.1692858189344406,0.5022085905075073,0.1702240232437376,0.3274002004370427,0.14950960874557495,0.15178533903663122,0.06006339229472405,0.8345161170735614,0.22745468395110585,0.338907357380752,0.07034397129059036,1.8556221217325288,1.8556221492384395,0.31312127236580517,0.314388695289258,1.8368759383893993,0.2884088607927566,0.018746210849040174,0.15701179206371307,0.5782834887504578,0.160361453278424,0.3429819043179715,0.1372191607952118,0.14102807651235633,0.048496407285477,0.8714895881334145,0.10198259772936034,0.3389911054173688,0.06199905101514075,0.08832506762032705,0.011138560309889328
rsnn_h16,16,71,2491,256,96,1.6344219214329416,1.634421944355339,0.35942184333495236,0.3592904464493302,1.615496098071901,0.334480645417975,0.018925846283437874,0.16007016599178314,0.5422695875167847,0.15746958366564753,0.410963623502146,0.13542325794696808,0.13403905109981662,0.05391718264096512,0.859834118744897,0.17519634432142378,0.35005454272804654,0.0810117314061995,1.7865899801254272,1.7865899242460728,0.30629444298130104,0.3072849692675483,1.7658257484436035,0.27348914114657974,0.020764175802469254,0.16491447389125824,0.5209484696388245,0.1661258273654514,0.3346006742590975,0.13440562784671783,0.1380077303047218,0.0628425057623594,0.8746056847709089,0.18209427356086363,0.32470663443525344,0.07476717137756834,1.8624065918465182,1.8624066367286116,0.3197481776010603,0.3205636472450045,1.8422098225110197,0.2879563248610576,0.020196814217591938,0.16142797470092773,0.5436175465583801,0.16451186513247557,0.3430755822776133,0.12866900861263275,0.13291587736712743,0.04837359885053905,0.9046456392989217,0.08809739920229522,0.3271161361679072,0.06107926126505809,0.07636294924304848,0.003968679204905179
rsnn_h32,32,11,5483,1024,90,1.55276505877352,1.5527650504445147,0.38625286817291105,0.385869545528417,1.534692740686584,0.36270828260683224,0.018072309757930685,0.15312126278877258,0.5613827109336853,0.15008652928363847,0.4474954984708589,0.12236593663692474,0.12122632082224713,0.05403695449996425,0.8845771849200238,0.14544218125564568,0.34421072949659515,0.07619574390261645,1.8080387115478516,1.808038653805852,0.3084013695022386,0.3092895868083163,1.78749418258667,0.27863413445531404,0.020544471219182014,0.1620662361383438,0.5249167680740356,0.16331712026444692,0.34370656441584335,0.13198986649513245,0.1353527112967438,0.05874425410964907,0.8649311948343449,0.22692666734575725,0.31866374337873526,0.07417141784891891,1.9045322349626723,1.9045322501445063,0.3226474486414844,0.3237065275716851,1.8829803662757352,0.292201225422431,0.021551883868771056,0.16391386091709137,0.524552047252655,0.17022598442965992,0.3471348162433671,0.12923182547092438,0.1369799166815738,0.051414049308183746,0.9069697823965035,0.06983497787593988,0.3279871855935325,0.06116984209548242,0.10378893405501555,0.01412639047449668
rsnn_h32,32,23,5483,1024,83,1.5442403158919946,1.5442403142120875,0.38848041268193007,0.3883663852950158,1.5268608469150562,0.3669938321208909,0.017379467297031218,0.1511969119310379,0.5784213542938232,0.1484748081988599,0.446769341951368,0.12046058475971222,0.11859848291297377,0.05306824726509906,0.8979469166048066,0.13568785059660898,0.33697210741594874,0.07116036396214506,1.7937672138214111,1.7937672082334757,0.3100693529979809,0.31089127429847024,1.7739653587341309,0.2821613442496197,0.019801849499344826,0.16238681972026825,0.5388039946556091,0.16315345158652653,0.3414776409388844,0.1271073818206787,0.13071408947663649,0.055893553116498566,0.9136309536998164,0.10601141309055723,0.30396099171817587,0.07513064521520399,1.8902229348274127,1.8902229190842337,0.3349900596421471,0.33619820829302344,1.8703550116656578,0.30946261400690617,0.019867907418576004,0.1562129557132721,0.5615774393081665,0.1619492720251214,0.35395356164855485,0.1212417334318161,0.12896698897015557,0.05538215044715236,0.9243097150996262,0.06064215472660495,0.30457263581301297,0.06273199417312599,0.10529170101248364,0.012115606563662715
rsnn_h32,32,37,5483,1024,99,1.5002590526607074,1.5002590128398547,0.45115313112365385,0.4478467183044062,1.483671734337142,0.436594405336197,0.016587278502712768,0.14418372511863708,0.6053473949432373,0.14302333168646966,0.45368250705220897,0.11656436324119568,0.11594494988760316,0.04723400652819599,0.9019118278616762,0.10652444522726935,0.35130331673102216,0.0697125406159718,1.8007806539535522,1.8007807023823261,0.3445702747783338,0.34049995607792627,1.7803303003311157,0.32409231173624814,0.020450402051210403,0.16319867968559265,0.5262080430984497,0.1644946507045201,0.33321581416289553,0.1329704076051712,0.1355836707802992,0.05233518690151682,0.886807497426797,0.11196541594199348,0.33147216152563325,0.07409210189887788,1.9319219115662247,1.9319219585406047,0.3682902584493042,0.36401788817256553,1.909845765322855,0.3494485906620167,0.022076193217749465,0.1639833301305771,0.5186851024627686,0.1713615933509722,0.3495644990690486,0.13388431072235107,0.1420146617783259,0.053629815822444804,0.8908873903095954,0.08462949600335448,0.3370337966931633,0.05516247439181547,0.12046669288931344,0.01963872089269604
rsnn_h32,32,53,5483,1024,93,1.5239324975957558,1.5239324759653483,0.44929405262364547,0.44582229908652593,1.507880764040397,0.431845296256435,0.01605171192495117,0.1445319950580597,0.614742636680603,0.1427785985030734,0.4514254909453694,0.11722902208566666,0.11668570985995143,0.05193654139155745,0.9024262836921157,0.134767583013335,0.3271731253280619,0.07846221271207163,1.8427578210830688,1.8427578303962946,0.35440259854270917,0.35042003349641104,1.8227009773254395,0.32947146026139607,0.02005685307085514,0.161094069480896,0.5399031639099121,0.16309365772065662,0.34218070112171106,0.13209258019924164,0.13724379007896734,0.06476184671127322,0.8910256557270411,0.15077558746721287,0.3040602260255292,0.07413896634181627,1.8483478745369062,1.8483478535502536,0.37475149105367794,0.3700258189305391,1.828824559303179,0.3533499086986048,0.019523294247074486,0.1558666229248047,0.5667160749435425,0.1607410107573418,0.350732718946582,0.12466626614332199,0.13229251224292468,0.056309311496512714,0.9161965760531187,0.07381277169537405,0.3079541401598071,0.06508786369911071,0.10924478982365832,0.02055808021901591
rsnn_h32,32,71,5483,1024,86,1.546896275883082,1.5468962749629802,0.4399316663037835,0.43628243308592624,1.5291062509336488,0.420504933157145,0.017790024029331445,0.15259604156017303,0.5696595907211304,0.14979968834251628,0.444366287592229,0.11787960678339005,0.11661608897393214,0.05455450766925354,0.8985000048960196,0.1740834209642886,0.33575395935813945,0.0784330826342844,1.792103886604309,1.7921038940548897,0.35607058203845143,0.351609217934436,1.771533489227295,0.32674425732877094,0.020570404827594757,0.16420453786849976,0.5247554183006287,0.16611937871054996,0.34012808104862335,0.13078725337982178,0.13612556223949743,0.06526271331592269,0.8896437992552294,0.18272622789947546,0.30828825524895576,0.07505193555684338,1.898942083528597,1.8989420607686043,0.3658051689860835,0.3607776803079409,1.87796327022657,0.34007244546084764,0.020978790542034255,0.16229939460754395,0.5333803296089172,0.16743486221522502,0.35774470759730825,0.12032116204500198,0.12686106315112278,0.05159237521809501,0.9223026598067064,0.07964534451954133,0.314101278506083,0.05779359848275565,0.10423820654360566,0.01950947326556529
