condition,hidden_width,seed,parameter_count,recurrent_parameter_count,ablation,replicate,native_test_phase_ba,native_test_progress_mae,probe_test_phase_ba,probe_test_progress_mae,probe_test_sample_balanced_mae_mean,probe_test_sample_balanced_mae_sd,probe_test_spearman_mean,probe_test_spearman_sd,probe_test_monotonic_violation_rate_mean,probe_test_monotonic_violation_rate_sd
rsnn_h16,16,37,2491,256,ordered,0,0.3199444405332951,0.15708766898063764,0.34635936967966724,0.13102678954601288,0.13749677894560441,0.04869701277041437,0.8960207078257164,0.09255945448082405,0.32360722045743945,0.05900723883933241
rsnn_h16,16,37,2491,256,state_reset,0,0.16899676617256065,0.2580382236062664,0.3064489094497083,0.1510033905506134,0.15360714148168694,0.0291741654473874,0.8292248424912861,0.07360026261129698,0.40470088445124364,0.05203097964785138
rsnn_h16,16,37,2491,256,temporal_shuffle,0,0.10763202045143169,0.25794151384536534,0.166655801678754,0.22994527220726013,0.22854769617727358,0.01750592462218473,0.3287810425575126,0.2525914116263677,0.4538488527937633,0.04628523203246871
rsnn_h16,16,37,2491,256,temporal_shuffle,1,0.1035565485734065,0.2624373109373328,0.16397351628133028,0.2324262261390686,0.23066611526763603,0.016947068120978435,0.32226100013957687,0.23762837787466437,0.4564275367993464,0.03976249957367907
rsnn_h16,16,37,2491,256,temporal_shuffle,2,0.1045240918760533,0.2635118144832245,0.17470771308313301,0.2343241423368454,0.23326726788527344,0.015289725640108243,0.3105799214106474,0.2392920240984168,0.45136480115064614,0.04004130255200676
rsnn_h16,16,37,2491,256,temporal_shuffle,3,0.10412644325604006,0.25591974062462375,0.176040007817836,0.22952434420585632,0.22806051618432346,0.015703093713477386,0.3598663972458065,0.2227039162259062,0.4537614912432172,0.038693090715450476
rsnn_h16,16,37,2491,256,temporal_shuffle,4,0.10586013557033876,0.2613847549647501,0.17725793887889235,0.23178519308567047,0.2300889674727231,0.01855470432497806,0.3356387626438074,0.2567680209617992,0.45128419801211006,0.03883008666703135
rsnn_h16,16,53,2491,256,ordered,0,0.314388695289258,0.160361453278424,0.3429819043179715,0.1372191607952118,0.14102807651235633,0.048496407285477,0.8714895881334145,0.10198259772936034,0.3389911054173688,0.06199905101514075
rsnn_h16,16,53,2491,256,state_reset,0,0.17559014093512423,0.2518299115847235,0.29525497547949336,0.1611596792936325,0.16403341640348304,0.030408423816367096,0.800892100160883,0.08810244431342411,0.4035419636205294,0.055165616409937696
rsnn_h16,16,53,2491,256,temporal_shuffle,0,0.10012298508354049,0.26790813223956383,0.16311862379127948,0.23938481509685516,0.23772425429053504,0.01312121205107296,0.31748190680447086,0.25046099055198223,0.4462228644853759,0.043004833939292095
rsnn_h16,16,53,2491,256,temporal_shuffle,1,0.09248457774451999,0.26974754464136413,0.16789195770549575,0.2408776879310608,0.23940594831149872,0.01278336411631848,0.28569082430523224,0.26241850301744485,0.44447026797684025,0.03974269501996651
rsnn_h16,16,53,2491,256,temporal_shuffle,2,0.09731666797149253,0.26789633215290226,0.16069672010461492,0.24022196233272552,0.23844285094982956,0.015744377195238357,0.2854551086526087,0.2637459537841453,0.45192542196816765,0.04609525368658111
rsnn_h16,16,53,2491,256,temporal_shuffle,3,0.10239660989603369,0.2714694362797149,0.1485559893860097,0.24207501113414764,0.24071423637948625,0.016487616250411497,0.2492405833501206,0.2607519624128468,0.4524666230408333,0.0413953761487579
rsnn_h16,16,53,2491,256,temporal_shuffle,4,0.09700292790630986,0.27097526315140397,0.16365445615867158,0.2414369136095047,0.24050743979950473,0.015397298660925793,0.2639570512106414,0.2629830660181799,0.45896346883455796,0.036195451304841156
rsnn_h16,16,71,2491,256,ordered,0,0.3205636472450045,0.16451186513247557,0.3430755822776133,0.12866900861263275,0.13291587736712743,0.04837359885053905,0.9046456392989217,0.08809739920229522,0.3271161361679072,0.06107926126505809
rsnn_h16,16,71,2491,256,state_reset,0,0.1682111895973351,0.24191334476209667,0.2948841846249761,0.1606578826904297,0.16163051261069022,0.0327827984229772,0.806608980109182,0.1024088721848336,0.4069513978053369,0.052076111552433524
rsnn_h16,16,71,2491,256,temporal_shuffle,0,0.10410149601562628,0.2610868068590556,0.17786850870403054,0.2369493544101715,0.23615480939002886,0.015681058811071468,0.3544136408265968,0.22583253631674285,0.4395192188169022,0.03981261220961315
rsnn_h16,16,71,2491,256,temporal_shuffle,1,0.10614539047878682,0.2605981271560878,0.1681123809522227,0.2372991442680359,0.23595603392140507,0.017800254391747258,0.3612566191380632,0.25238875123013943,0.43939446680719607,0.04792906951708386
rsnn_h16,16,71,2491,256,temporal_shuffle,2,0.10912976425483752,0.25971082138688595,0.17483106195730244,0.23652543127536774,0.23539090411712046,0.0191852895219608,0.35128350602296005,0.25447926336273713,0.4404805461932403,0.036090165268021786
rsnn_h16,16,71,2491,256,temporal_shuffle,3,0.10594568639373128,0.2589128082745696,0.17256919160100026,0.2358449399471283,0.23409770735322613,0.01907563086323327,0.3643619677690751,0.25587059021088293,0.4414717572783342,0.03958039396778344
rsnn_h16,16,71,2491,256,temporal_shuffle,4,0.10143948726954796,0.26291996158965647,0.17577416475846014,0.2389550805091858,0.23759873558397163,0.018781146071795093,0.2927999967247973,0.2712963864917594,0.44507390121384977,0.03971876222391522
rsnn_h32,32,11,5483,1024,ordered,0,0.3237065275716851,0.17022598442965992,0.3471348162433671,0.12923182547092438,0.1369799166815738,0.051414049308183746,0.9069697823965035,0.06983497787593988,0.3279871855935325,0.06116984209548242
rsnn_h32,32,11,5483,1024,state_reset,0,0.17377290839354506,0.25634892999309383,0.3034086387060041,0.16042041778564453,0.16431269600783308,0.03772135016575804,0.819291195371672,0.1000835242067593,0.4065019063001692,0.0505381592880402
rsnn_h32,32,11,5483,1024,temporal_shuffle,0,0.10888213286086953,0.2636400052945908,0.17435732391803171,0.2260272055864334,0.22358131255597286,0.03384603802300744,0.38284636235465996,0.28743665300887367,0.4412443751248628,0.04296861099191895
rsnn_h32,32,11,5483,1024,temporal_shuffle,1,0.11074238933281662,0.2590646221213145,0.1886286023150588,0.22256159782409668,0.22144403533168036,0.027695232000143337,0.42630122368829265,0.263415180204694,0.43855397843751454,0.0440227033861886
rsnn_h32,32,11,5483,1024,temporal_shuffle,2,0.10381444836874656,0.25940878097325154,0.18531914918902648,0.22337757050991058,0.22111018022445783,0.03468586426949264,0.43924070174539737,0.30388820052556315,0.43906223479529755,0.04557264148714346
rsnn_h32,32,11,5483,1024,temporal_shuffle,3,0.10382553256795175,0.25835512108998754,0.1855386795531526,0.22536739706993103,0.22284326283899072,0.031658092198561756,0.410424186650897,0.30255575504749876,0.4405233631326076,0.03857113612671365
rsnn_h32,32,11,5483,1024,temporal_shuffle,4,0.10416848589427037,0.2602204002746164,0.18801840733860073,0.22458140552043915,0.22360197648610156,0.02963696390104326,0.40526731340642824,0.2941664910840538,0.4421252033312341,0.04194323719846659
rsnn_h32,32,23,5483,1024,ordered,0,0.33619820829302344,0.1619492720251214,0.35395356164855485,0.1212417334318161,0.12896698897015557,0.05538215044715236,0.9243097150996262,0.06064215472660495,0.30457263581301297,0.06273199417312599
rsnn_h32,32,23,5483,1024,state_reset,0,0.1705268520309449,0.25068281774651513,0.307171158258439,0.1451844871044159,0.14797842344396736,0.03701501057096179,0.861450069125736,0.07704881733966737,0.40004088982155434,0.05457786368792386
rsnn_h32,32,23,5483,1024,temporal_shuffle,0,0.10797490122424032,0.2623931479780641,0.19548140877859804,0.22545278072357178,0.22283348931025151,0.021262435512839073,0.39007365760549956,0.22740901966598323,0.44568582335720713,0.040551563044803195
rsnn_h32,32,23,5483,1024,temporal_shuffle,1,0.09720077240081566,0.2662594220409655,0.19953298952740364,0.22698622941970825,0.2247258264520397,0.021311215774006798,0.3717198049813445,0.25354770239355573,0.4516230154212532,0.037166158693527546
rsnn_h32,32,23,5483,1024,temporal_shuffle,2,0.11274386797335219,0.2613523235059764,0.19451145942187162,0.22350554168224335,0.2204782497392942,0.023359102883112322,0.42710270627683494,0.2426214949943986,0.44550559784151306,0.04141067085211066
rsnn_h32,32,23,5483,1024,temporal_shuffle,3,0.10728242192417363,0.264984130859375,0.1925874354412726,0.22507980465888977,0.2227557778154334,0.020825042349779804,0.4026469816743881,0.2504885726114467,0.44593342948456854,0.041034616596780094
rsnn_h32,32,23,5483,1024,temporal_shuffle,4,0.10165335690928994,0.2623300454387926,0.1890293842905792,0.22817040979862213,0.22583562819516823,0.020242990344824463,0.3858594139329317,0.23183352071840788,0.4500053131566601,0.04045319726214928
rsnn_h32,32,37,5483,1024,ordered,0,0.36401788817256553,0.1713615933509722,0.3495644990690486,0.13388431072235107,0.1420146617783259,0.053629815822444804,0.8908873903095954,0.08462949600335448,0.3370337966931633,0.05516247439181547
rsnn_h32,32,37,5483,1024,state_reset,0,0.21908031336540926,0.2531937638374224,0.30485690750958816,0.15891943871974945,0.16194595304662235,0.032083104913098924,0.7996803253364553,0.08532355981389018,0.4035359440092641,0.04799582197178877
rsnn_h32,32,37,5483,1024,temporal_shuffle,0,0.11499339133341402,0.2652863509034457,0.17754143925499585,0.23085053265094757,0.23074917250300106,0.022985134005988898,0.3650231751964012,0.2588227304695809,0.4460386107769959,0.04013284396467026
rsnn_h32,32,37,5483,1024,temporal_shuffle,1,0.10282268392935452,0.2666859790070416,0.17555542600520155,0.23261986672878265,0.23132095210356254,0.02234734031705337,0.3535934008561965,0.2756529537303086,0.4521418219398496,0.04015715199503769
rsnn_h32,32,37,5483,1024,temporal_shuffle,2,0.1092097557896877,0.26839960111330635,0.174569181511468,0.23582540452480316,0.23477954223547895,0.023643860380528698,0.33297647764572963,0.3010655206578816,0.4542213704163121,0.03741134585451182
rsnn_h32,32,37,5483,1024,temporal_shuffle,3,0.11925289737153855,0.2593744160377816,0.1891251578113937,0.23151856660842896,0.22995782561906397,0.021677593484778736,0.3807495091925017,0.26120828170378235,0.4472648491355712,0.0420983904237812
rsnn_h32,32,37,5483,1024,temporal_shuffle,4,0.11272765452668662,0.2641509265115816,0.18096476585017363,0.23213879764080048,0.23154072116499078,0.024140753774236676,0.36628852715149285,0.27501481240149045,0.45060880953646976,0.03994976743986303
rsnn_h32,32,53,5483,1024,ordered,0,0.3700258189305391,0.1607410107573418,0.350732718946582,0.12466626614332199,0.13229251224292468,0.056309311496512714,0.9161965760531187,0.07381277169537405,0.3079541401598071,0.06508786369911071
rsnn_h32,32,53,5483,1024,state_reset,0,0.20157238334647626,0.2570662825074914,0.30397881163818175,0.1607663631439209,0.1640478269490477,0.03387191758709257,0.7922979947843793,0.0944499702747191,0.4061591076890571,0.05503696080473255
rsnn_h32,32,53,5483,1024,temporal_shuffle,0,0.11169151396719532,0.2591395378112793,0.20748693301036075,0.21207769215106964,0.21055379035334065,0.030680015438812998,0.48272410845631786,0.263305701300957,0.43875591479866194,0.039784001954460795
rsnn_h32,32,53,5483,1024,temporal_shuffle,1,0.11216152745172078,0.2555568218231201,0.21334427430562544,0.20905369520187378,0.20722176226442807,0.03358765302453564,0.5110252957420529,0.26673829456841863,0.4474260206649447,0.042551523093350294
rsnn_h32,32,53,5483,1024,temporal_shuffle,2,0.10447467293559114,0.2578988532497458,0.2099210184951903,0.21234390139579773,0.21094599437631972,0.02832425849123027,0.47464024664022836,0.24165700152419947,0.44178281916118545,0.04201899869881845
rsnn_h32,32,53,5483,1024,temporal_shuffle,3,0.114721960988562,0.26055640390474505,0.2085145190990582,0.210227370262146,0.2082798212562522,0.032398171910949715,0.48265787955403655,0.24003206128308727,0.4443240454068269,0.037530102502649224
rsnn_h32,32,53,5483,1024,temporal_shuffle,4,0.10314647536163961,0.2584195365644481,0.21884934933533887,0.20819373428821564,0.20691552651050973,0.03192582029630314,0.5168793722541827,0.2450931008990265,0.4477960435175516,0.04825136949037883
rsnn_h32,32,71,5483,1024,ordered,0,0.3607776803079409,0.16743486221522502,0.35774470759730825,0.12032116204500198,0.12686106315112278,0.05159237521809501,0.9223026598067064,0.07964534451954133,0.314101278506083,0.05779359848275565
rsnn_h32,32,71,5483,1024,state_reset,0,0.15621071842061238,0.25633882496454946,0.30340447890756417,0.15827716886997223,0.15906942865415796,0.03240608715317821,0.8082205523965644,0.10143766732990175,0.4005007530570575,0.05273682859912504
rsnn_h32,32,71,5483,1024,temporal_shuffle,0,0.11221336239738759,0.2624287246024772,0.21332930475722325,0.20509333908557892,0.20301499197336093,0.03981509741922099,0.5294372530533996,0.2595713361427996,0.43310385401247253,0.045546018180625446
rsnn_h32,32,71,5483,1024,temporal_shuffle,1,0.11646405300440825,0.26278431121617146,0.2006327428980506,0.20715077221393585,0.2041270401175708,0.037310482217644436,0.5188915888503601,0.25398023270221765,0.43386803456528633,0.0454804395398842
rsnn_h32,32,71,5483,1024,temporal_shuffle,2,0.11949651578963878,0.2599532996138481,0.2123865257787642,0.2034415751695633,0.2019716977358681,0.042465089814449984,0.5467408858523142,0.26236875667227627,0.43686996848692755,0.043437220948929815
rsnn_h32,32,71,5483,1024,temporal_shuffle,3,0.11971793332724749,0.2619313801804634,0.20014155590194754,0.2084232121706009,0.2062686256145778,0.040535589860924766,0.5136966584829044,0.2737351379424151,0.441157623749783,0.041425189937832514
rsnn_h32,32,71,5483,1024,temporal_shuffle,4,0.112481235973886,0.26244318321959614,0.20483663684101505,0.2072121649980545,0.20462278623695243,0.037951663469708685,0.5067646205166542,0.2504375872677603,0.4345067378577812,0.046901709588577825
rsnn_h64,64,11,13003,4096,ordered,0,0.34856860585578514,0.1744926155429997,0.33742313676269503,0.12600789964199066,0.13505602793844595,0.05549390287612462,0.9286458725642343,0.05696253854793364,0.3070297817314265,0.057569314170510026
rsnn_h64,64,11,13003,4096,state_reset,0,0.19715339700590842,0.24963018992175795,0.3053122575236708,0.15228165686130524,0.15481055849423148,0.036849774018088234,0.8497518097001757,0.09577157539847085,0.400902284322285,0.05320555273148055
rsnn_h64,64,11,13003,4096,temporal_shuffle,0,0.12444986797910343,0.24805119919450316,0.21992217027601763,0.21109171211719513,0.20992394465289704,0.037743652865621764,0.5500015000322769,0.27165026407574494,0.45670470582641864,0.044708017752822855
rsnn_h64,64,11,13003,4096,temporal_shuffle,1,0.13590816282708781,0.23750849619303663,0.22164424461437554,0.19832022488117218,0.19779426094195615,0.04266020139970222,0.6220327546900738,0.25109954020913866,0.4513683509748272,0.04164778873934938
rsnn_h64,64,11,13003,4096,temporal_shuffle,2,0.12180402574393698,0.24246609047667622,0.22510818418746942,0.2059926837682724,0.20420946420667924,0.039950173968892576,0.5812065108879166,0.27032971318724325,0.4516452741573196,0.0464078762964057
rsnn_h64,64,11,13003,4096,temporal_shuffle,3,0.12055295219280251,0.24274162396992724,0.21951568280694939,0.20296838879585266,0.20137231184603416,0.03784478040586807,0.5953212600442224,0.2404288036879066,0.45162547434091516,0.042172539471066216
rsnn_h64,64,11,13003,4096,temporal_shuffle,4,0.13015063404138133,0.24119854136689067,0.22382381891469452,0.20589742064476013,0.204551064294495,0.039903334339248,0.5801986214996993,0.2511719857331705,0.458272800980908,0.040851833217113186
rsnn_h64,64,23,13003,4096,ordered,0,0.37696314550056853,0.14883097557172384,0.3541922843222187,0.11474255472421646,0.1227193406642708,0.05576748183535861,0.9260924425322121,0.06867728946672627,0.2976791107004038,0.06491539500144164
rsnn_h64,64,23,13003,4096,state_reset,0,0.15864493587353576,0.26255871171820655,0.3122101328863486,0.14776237308979034,0.15055578620466467,0.03210337480046617,0.8522796015003571,0.06752043570466795,0.406339104809498,0.053359326825354034
rsnn_h64,64,23,13003,4096,temporal_shuffle,0,0.12698219224476062,0.24816126366184182,0.22587749734583618,0.19127778708934784,0.1894722902407385,0.044113067321083575,0.6315149642791661,0.27895618191053334,0.43385193642283104,0.04026867091760481
rsnn_h64,64,23,13003,4096,temporal_shuffle,1,0.11659219472217656,0.2516426582858987,0.23007524917099764,0.19668850302696228,0.19661109573016428,0.04733316541749201,0.5862968377197061,0.27173222513791323,0.44162682508195866,0.04334040186428969
rsnn_h64,64,23,13003,4096,temporal_shuffle,2,0.1300918760971456,0.2498929010678644,0.2332144838297267,0.18945999443531036,0.18855458135678344,0.04835701467008846,0.6316760532613329,0.23743439805845,0.43308207008521266,0.041090448534368676
rsnn_h64,64,23,13003,4096,temporal_shuffle,3,0.12039821071785861,0.25239773972393714,0.22956426994269527,0.19596368074417114,0.19548048915928357,0.04878977718254418,0.6175147445452202,0.2494539818060589,0.4416145001022516,0.03837563200086185
rsnn_h64,64,23,13003,4096,temporal_shuffle,4,0.11310777339429072,0.2497661636300283,0.2356340049456494,0.1876390129327774,0.18680207023065384,0.05033864033994613,0.6360563353804748,0.2552838540439284,0.43524605456217597,0.04326856853610077
rsnn_h64,64,37,13003,4096,ordered,0,0.3638004663880743,0.16936057234463625,0.3602899586154812,0.11385959386825562,0.1225855046347396,0.054635225283146155,0.9445399780545775,0.050447917662825796,0.29602030697471116,0.06045620248553222
rsnn_h64,64,37,13003,4096,state_reset,0,0.1478196187703324,0.25663322618562884,0.30628936308909643,0.14836294949054718,0.15199152599662952,0.032985557808130325,0.8380653240313659,0.0761606183530108,0.4024445111449447,0.05038667857790612
rsnn_h64,64,37,13003,4096,temporal_shuffle,0,0.12030023961652067,0.23974850243085052,0.24310280212126373,0.18480713665485382,0.18120498955249786,0.041101660348449115,0.6446373064555927,0.2429227815623647,0.4391697507588223,0.03961936159622673
rsnn_h64,64,37,13003,4096,temporal_shuffle,1,0.11390760400221804,0.24309095291242208,0.2428359460953647,0.1901368349790573,0.18763082673492498,0.0377211417616779,0.6221185488623359,0.24545887193499522,0.44544937084864117,0.04369133193404105
rsnn_h64,64,37,13003,4096,temporal_shuffle,2,0.11788322825656054,0.24234258148768176,0.23781644874923186,0.18632741272449493,0.18450831907660994,0.04198994836609585,0.6411985199484325,0.23552448330411066,0.43620589407040705,0.04296879072168789
rsnn_h64,64,37,13003,4096,temporal_shuffle,3,0.11670019357124042,0.23865409256660775,0.2526026876223982,0.18582956492900848,0.18416223287174147,0.039131834702055904,0.6584714994015901,0.2196507029758257,0.44017205445117014,0.04288621017155433
rsnn_h64,64,37,13003,4096,temporal_shuffle,4,0.11999830119451235,0.24121568627553444,0.2375163038938989,0.18835577368736267,0.18607913248547137,0.0389917097561606,0.622827426538156,0.24773261576103872,0.44409647242925326,0.04499271628310874
rsnn_h64,64,53,13003,4096,ordered,0,0.37240268515632446,0.16209180551032498,0.3631138477252782,0.11594321578741074,0.12453360896404475,0.060416579300370456,0.9461542709958423,0.040983980183803004,0.28578205924497246,0.06677598277316184
rsnn_h64,64,53,13003,4096,state_reset,0,0.16334296840480642,0.2589343933209981,0.3106626240878413,0.14861902594566345,0.15265965431112133,0.036703763854123446,0.8362718410037796,0.08690376009359464,0.39744493057743596,0.05310953506383025
rsnn_h64,64,53,13003,4096,temporal_shuffle,0,0.11973963204177056,0.2348229852441239,0.26300906530621193,0.17611868679523468,0.17262695464369368,0.04377401157183166,0.6811687928199481,0.23770292021614706,0.4270806472742657,0.0440040481150266
rsnn_h64,64,53,13003,4096,temporal_shuffle,1,0.12777275325821505,0.23403513594849468,0.25021816749439774,0.17496255040168762,0.1706161555157949,0.04510865744625372,0.6778920105896827,0.24149982125754318,0.42227497298915295,0.047555848092358494
rsnn_h64,64,53,13003,4096,temporal_shuffle,2,0.11434027374470719,0.2355789844303915,0.24861293256749767,0.17900457978248596,0.1765977890830334,0.04468450099970043,0.6690748698751776,0.22826169660227283,0.4268875213215105,0.04141509423056673
rsnn_h64,64,53,13003,4096,temporal_shuffle,3,0.12164009721703703,0.23638747489615664,0.27229069494011987,0.17531368136405945,0.17126422319306087,0.04069387926601017,0.6756162757675921,0.23091021000022277,0.4228890273336692,0.04343943095664269
rsnn_h64,64,53,13003,4096,temporal_shuffle,4,0.11771417515183584,0.23440435814530883,0.25869997926342936,0.17440958321094513,0.17128024490116395,0.04280033276663235,0.6664068727144006,0.23099794882726804,0.4298745207228091,0.04496561131327507
rsnn_h64,64,71,13003,4096,ordered,0,0.3431621753695474,0.16400647000090718,0.36116299454922396,0.11862636357545853,0.12678890001692183,0.05702251161472822,0.9129149720426749,0.0802130479087036,0.29542355874772724,0.05904630222964907
rsnn_h64,64,71,13003,4096,state_reset,0,0.1231856163357116,0.26235187216980815,0.3055335806638685,0.14965368807315826,0.15130291618917086,0.03767727411401443,0.8501982907244722,0.0957599702695009,0.3954204909967381,0.05448478279621587
rsnn_h64,64,71,13003,4096,temporal_shuffle,0,0.11668943728467815,0.23456857792318683,0.25266417015487486,0.1788766235113144,0.17755251847309608,0.04255440321471209,0.7072735454614016,0.20859490337637387,0.4356803677848739,0.04128975351191992
rsnn_h64,64,71,13003,4096,temporal_shuffle,1,0.12198888822111993,0.2356196364311323,0.2505775867532095,0.18100880086421967,0.18007790384023156,0.04655418488964706,0.6948236146604276,0.21735538482296313,0.4408454288072797,0.04120162621802496
rsnn_h64,64,71,13003,4096,temporal_shuffle,2,0.12366899103045444,0.22987984141258344,0.2702216280396077,0.17555658519268036,0.1751678628362205,0.04544949110450084,0.7005187906962999,0.20919438976020194,0.43397692386164954,0.04299107109529854
rsnn_h64,64,71,13003,4096,temporal_shuffle,3,0.1240415668946074,0.2305344294195306,0.25763332012423834,0.1739804893732071,0.17142719372290455,0.03936061782874563,0.7147469895484515,0.18871283625755444,0.43532003913036327,0.04389003602401966
rsnn_h64,64,71,13003,4096,temporal_shuffle,4,0.11661804035224035,0.2304223596233211,0.2644607205981744,0.1744876354932785,0.17432615084395017,0.040625091685274735,0.7058181306104102,0.20106569860236695,0.43354764721148575,0.04542270378883506
rsnn_h128,128,11,34187,16384,ordered,0,0.37213845377831223,0.15774654035698876,0.3481714864119483,0.12333787232637405,0.13266582024117854,0.058632655515496984,0.9264254260383958,0.057751258768294615,0.30862193642621094,0.06338981018578195
rsnn_h128,128,11,34187,16384,state_reset,0,0.15746496585606676,0.2611921192848519,0.3246198722954782,0.1442747265100479,0.14779110257960346,0.03830215883565107,0.8629495258429777,0.0840890170044794,0.4038899418913728,0.05494669051712799
rsnn_h128,128,11,34187,16384,temporal_shuffle,0,0.12309029337903521,0.27160375085595534,0.24956198234750798,0.17920798063278198,0.1765159569578628,0.04404931973990191,0.6835709727253251,0.23140101534875376,0.44426386141794466,0.04046846134916818
rsnn_h128,128,11,34187,16384,temporal_shuffle,1,0.13051993049948113,0.2653769466974964,0.24575758758001368,0.17721766233444214,0.17415584200253226,0.04348651059117212,0.6983870524066167,0.21758867139729457,0.4444504923252605,0.04102522926403585
rsnn_h128,128,11,34187,16384,temporal_shuffle,2,0.13186467235418542,0.2639063678375662,0.25271086896966855,0.1812790036201477,0.1790855056925179,0.041130304816972975,0.6908509674118563,0.22551625907679088,0.4370651968028989,0.043040739626736255
rsnn_h128,128,11,34187,16384,temporal_shuffle,3,0.1266767642047682,0.26575700224262394,0.24424455471122064,0.17459140717983246,0.17085725895754278,0.041266102159361114,0.6868654690438559,0.213301143654861,0.4471379389975837,0.04027754989725589
rsnn_h128,128,11,34187,16384,temporal_shuffle,4,0.12713768123379288,0.2680411992007739,0.25470701120363703,0.18111388385295868,0.17877091462277386,0.04240055705605813,0.6789264136620441,0.20363848143678176,0.44642441851450215,0.03728049375796959
rsnn_h128,128,23,34187,16384,ordered,0,0.37147334290813316,0.16961637425096068,0.3576434880825815,0.11692862957715988,0.12589459807599243,0.05945279061302763,0.9395810176283493,0.05618413467836768,0.3030409900176451,0.0618377907747194
rsnn_h128,128,23,34187,16384,state_reset,0,0.17471456092118934,0.25327127926970183,0.3183405229661155,0.1373433917760849,0.14065277142679855,0.03625954564999298,0.8847567301519155,0.06374806811420489,0.3969207488160891,0.05567738120250021
rsnn_h128,128,23,34187,16384,temporal_shuffle,0,0.12326264613391327,0.23981774016602397,0.2535451361083676,0.18862774968147278,0.18620049580931664,0.038995160674046285,0.6255129313689788,0.23921557597674828,0.4398528914055151,0.03916795225581347
rsnn_h128,128,23,34187,16384,temporal_shuffle,1,0.12078223932787388,0.24265408515930176,0.24283731500750183,0.19094818830490112,0.18997861383712455,0.03669528320057967,0.6173552214511677,0.22751871620108852,0.44537926111347165,0.03833270161804197
