epoch,warmup_scale,kappa,train_task_loss,train_base_regularizer,train_p2,train_a1,train_tail,train_total_loss,val_balanced_accuracy,val_whole_count_loss,val_objective_loss
1,0.1,4.071013409702452,2.5933662043586243,0.00073387707754322,0.0,0.007338770683662462,0.0,2.5936650195753717,0.08333333333333333,2.4888453483581543,2.5043859481811523
2,0.2,4.071013409702452,2.4924770365893942,0.000557066118621176,0.0,0.005570661044149001,0.0,2.4929306072130055,0.09027777777777778,2.4842634201049805,2.486541509628296
3,0.3,4.071013409702452,2.4833595765026835,0.0005013826583702881,0.0,0.00501382648111313,0.0,2.4839719252824373,0.09027777777777778,2.483952760696411,2.486102819442749
4,0.4,4.071013409702452,2.4800526640296185,0.0004655612675110824,0.0,0.004655612681522684,0.0,2.480810760836183,0.09027777777777778,2.4837806224823,2.486687183380127
5,0.5,4.071013409702452,2.4765259961047805,0.0004313346779970981,0.0,0.004313346664557512,0.0,2.4774039875004257,0.09027777777777778,2.482999086380005,2.4859213829040527
6,0.6,4.071013409702452,2.474817649838026,0.0003870896429120821,0.0,0.0038708963442638696,0.0,2.4757631522653023,0.09027777777777778,2.4828622341156006,2.4848434925079346
7,0.7,4.071013409702452,2.4722323873162066,0.00035257758885275786,0.0,0.003525775850056422,0.0,2.4732370688459753,0.08333333333333333,2.4848828315734863,2.486511468887329
8,0.8,4.071013409702452,2.4695728231420206,0.0003221157894961908,0.0,0.0032211578244314546,0.0,2.4706218923841203,0.08333333333333333,2.484685182571411,2.4853761196136475
9,0.9,4.071013409702452,2.467153899640922,0.0003034010348533378,0.0,0.0030340102681346726,0.0,2.4682655642241906,0.08333333333333333,2.4847700595855713,2.4860572814941406
10,1.0,4.071013409702452,2.467536272567644,0.00027540506813933645,0.0,0.0027540506315762224,0.0,2.4686574505036134,0.08333333333333333,2.484935760498047,2.485133647918701
11,1.0,4.071013409702452,2.4646754929613124,0.0002562982012705498,0.0,0.002562981959682426,0.0,2.4657188787312596,0.09027777777777778,2.4842941761016846,2.4847099781036377
12,1.0,4.071013409702452,2.4629828851932913,0.00025276571272829507,0.0,0.0025276571255547545,0.0,2.4640118964978215,0.08333333333333333,2.4849069118499756,2.4849066734313965
13,1.0,4.071013409702452,2.4606992788035775,0.00025509826194979057,0.0,0.00255098254155374,0.0,2.461737754628088,0.08333333333333333,2.484935760498047,2.485133647918701
14,1.0,4.071013409702452,2.4590000150125735,0.000245170664636734,0.0,0.002451706565467708,0.0,2.4599980864795676,0.08333333333333333,2.484935760498047,2.485133647918701
15,1.0,4.071013409702452,2.459185977400683,0.00022861843214573886,0.0,0.0022861843150455293,0.0,2.4601166978760554,0.08333333333333333,2.4849069118499756,2.4849066734313965
16,1.0,4.071013409702452,2.459601322673069,0.00021813659538617503,0.0,0.0021813659277133864,0.0,2.460489368274577,0.08333333333333333,2.4849069118499756,2.4849066734313965
17,1.0,4.071013409702452,2.457057725131614,0.000217249697830092,0.0,0.0021724969654772015,0.0,2.457942132079868,0.08333333333333333,2.484935760498047,2.485133647918701
18,1.0,4.071013409702452,2.4548562594822476,0.0002185628218848816,0.0,0.0021856281867895194,0.0,2.4557460359780183,0.08333333333333333,2.4849069118499756,2.4849066734313965
19,1.0,4.071013409702452,2.4530928438583874,0.0002150749982298206,0.0,0.002150749978841813,0.0,2.453968398542289,0.08333333333333333,2.484935760498047,2.485133647918701
20,1.0,4.071013409702452,2.451038601886795,0.0002139944900589652,0.0,0.0021399448924495964,0.0,2.4519097727054984,0.08333333333333333,2.4849069118499756,2.4849066734313965
21,1.0,4.071013409702452,2.451292426984199,0.0002132564237061367,0.0,0.0021325641554353915,0.0,2.4521606567599483,0.08333333333333333,2.4849069118499756,2.4849066734313965
22,1.0,4.071013409702452,2.445796760552516,0.00020717388587918056,0.0,0.002071738868660058,0.0,2.4466402042342956,0.08333333333333333,2.4849069118499756,2.4849066734313965
23,1.0,4.071013409702452,2.444249497838767,0.00020191152609136154,0.0,0.0020191152347652512,0.0,2.4450715027249412,0.08333333333333333,2.4849069118499756,2.4849066734313965
24,1.0,4.071013409702452,2.440782605268048,0.00020496881193601208,0.0,0.0020496880885280937,0.0,2.4416170690638266,0.08333333333333333,2.4849069118499756,2.4849066734313965
25,1.0,4.071013409702452,2.441359521599932,0.00020010301024721543,0.0,0.0020010300716401274,0.0,2.442174115812922,0.08333333333333333,2.4849069118499756,2.4849066734313965
