representation,quantile,threshold,val_ba,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test,events_per_true_stroke_test,event_inside_stroke_fraction_test,cross_primitive_pair_fraction_le_16_steps,cross_primitive_pair_fraction_le_32_steps
r2_mh_qraw,0.2,0.04540808126330376,0.5121753246753246,0.5558032245532245,0.5684931506849316,0.5549902262178478,0.522117296222664,43.17123287671233,0.0,21.29391891891892,0.6966523877518642,0.8195549780737372,0.8195549780737372
r2_mh_qraw,0.4,0.20339849591255188,0.5452441077441077,0.5764991952491952,0.589041095890411,0.5739820141626798,0.3972001325381047,32.842465753424655,0.0,16.199324324324323,0.6982273201251303,0.6949881694988169,0.6949881694988169
r2_mh_qraw,0.6,0.41262680292129517,0.5125060125060125,0.5090048840048839,0.5273972602739726,0.5023755575347426,0.2729456593770709,22.568493150684933,0.0,11.131756756756756,0.7034901365705615,0.5733799237611181,0.5735154017148301
r2_mh_qraw,0.8,0.7405224442481995,0.4574134199134199,0.436723692973693,0.4520547945205479,0.438577996121825,0.13999337309476476,11.575342465753424,0.0,5.70945945945946,0.7159763313609467,0.4453496266123557,0.46658014276443865
r2_mh_qraw,0.9,1.0275123119354248,0.3967712842712843,0.4218066655566655,0.4383561643835616,0.41669891276668763,0.07090788601722996,5.863013698630137,0.0136986301369863,2.891891891891892,0.6962616822429907,0.3555194805194805,0.41040462427745666
r2_mh_qnorm,0.2,0.04540808126330376,0.4998376623376624,0.504443473193473,0.5205479452054794,0.510252783722942,0.522117296222664,43.17123287671233,0.0,21.29391891891892,0.6966523877518642,0.8195549780737372,0.8195549780737372
r2_mh_qnorm,0.4,0.20339849591255188,0.5197450697450697,0.5023691586191587,0.5136986301369864,0.5056141836109631,0.3972001325381047,32.842465753424655,0.0,16.199324324324323,0.6982273201251303,0.6949881694988169,0.6949881694988169
r2_mh_qnorm,0.6,0.41262680292129517,0.49193722943722934,0.4904643967143967,0.5,0.4989071037288608,0.2729456593770709,22.568493150684933,0.0,11.131756756756756,0.7034901365705615,0.5733799237611181,0.5735154017148301
r2_mh_qnorm,0.8,0.7405224442481995,0.4372113997113997,0.40901112776112775,0.4178082191780822,0.41400739783092727,0.13999337309476476,11.575342465753424,0.0,5.70945945945946,0.7159763313609467,0.4453496266123557,0.46658014276443865
r2_mh_qnorm,0.9,1.0275123119354248,0.32481361231361233,0.3737796925296925,0.3835616438356164,0.37503182483026154,0.07090788601722996,5.863013698630137,0.0136986301369863,2.891891891891892,0.6962616822429907,0.3555194805194805,0.41040462427745666
r2_ms_qraw,0.2,0.04540808126330376,0.5044733044733044,0.5493166555666554,0.5616438356164384,0.5502655955637688,0.522117296222664,43.17123287671233,0.0,21.29391891891892,0.6966523877518642,0.8195549780737372,0.8195549780737372
r2_ms_qraw,0.4,0.20339849591255188,0.52996632996633,0.5605901043401044,0.5753424657534246,0.561855441307774,0.3972001325381047,32.842465753424655,0.0,16.199324324324323,0.6982273201251303,0.6949881694988169,0.6949881694988169
r2_ms_qraw,0.6,0.41262680292129517,0.5111171236171236,0.517038517038517,0.5342465753424658,0.5131755665697151,0.2729456593770709,22.568493150684933,0.0,11.131756756756756,0.7034901365705615,0.5733799237611181,0.5735154017148301
r2_ms_qraw,0.8,0.7405224442481995,0.478577441077441,0.43077131202131197,0.4452054794520548,0.4345619176950222,0.13999337309476476,11.575342465753424,0.0,5.70945945945946,0.7159763313609467,0.4453496266123557,0.46658014276443865
r2_ms_qraw,0.9,1.0275123119354248,0.3814935064935065,0.4166118603618603,0.4315068493150685,0.41585094156088065,0.07090788601722996,5.863013698630137,0.0136986301369863,2.891891891891892,0.6962616822429907,0.3555194805194805,0.41040462427745666
r2_ms_qnorm,0.2,0.04540808126330376,0.5282467532467532,0.49611013986013974,0.5136986301369864,0.49961092028309095,0.522117296222664,43.17123287671233,0.0,21.29391891891892,0.6966523877518642,0.8195549780737372,0.8195549780737372
r2_ms_qnorm,0.4,0.20339849591255188,0.5266895141895142,0.508779415029415,0.5205479452054794,0.5134319163857703,0.3972001325381047,32.842465753424655,0.0,16.199324324324323,0.6982273201251303,0.6949881694988169,0.6949881694988169
r2_ms_qnorm,0.6,0.41262680292129517,0.48300865800865794,0.4719759407259407,0.4794520547945205,0.474865311846736,0.2729456593770709,22.568493150684933,0.0,11.131756756756756,0.7034901365705615,0.5733799237611181,0.5735154017148301
r2_ms_qnorm,0.8,0.7405224442481995,0.4004689754689754,0.3951832889332889,0.4041095890410959,0.40021959683150615,0.13999337309476476,11.575342465753424,0.0,5.70945945945946,0.7159763313609467,0.4453496266123557,0.46658014276443865
r2_ms_qnorm,0.9,1.0275123119354248,0.3245189995189995,0.3560959873459873,0.363013698630137,0.3571377430108145,0.07090788601722996,5.863013698630137,0.0136986301369863,2.891891891891892,0.6962616822429907,0.3555194805194805,0.41040462427745666
