representation,quantile,threshold,val_ba,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test,events_per_true_stroke_test,event_inside_stroke_fraction_test,cross_primitive_pair_fraction_le_16_steps,cross_primitive_pair_fraction_le_32_steps
r2_mh_qraw,0.2,0.03182075172662735,0.48919552669552674,0.5369519369519369,0.547945205479452,0.5278117960854533,0.21056991385023194,17.410958904109588,0.0,8.587837837837839,0.7151848937844217,0.41649225617413144,0.417779632721202
r2_mh_qraw,0.4,0.12144863605499268,0.5259379509379509,0.5032217782217782,0.5136986301369864,0.4969917614396459,0.15664347249834326,12.952054794520548,0.0,6.388513513513513,0.7043892120571127,0.36741973840665876,0.3842619184376795
r2_mh_qraw,0.6,0.24128946661949158,0.5163419913419913,0.4210109335109335,0.4315068493150685,0.4123657628624903,0.10329688535453943,8.54109589041096,0.0,4.212837837837838,0.7129109863672815,0.29607250755287007,0.3382899628252788
r2_mh_qraw,0.8,0.4327937066555023,0.384030784030784,0.324273643023643,0.3356164383561644,0.31474239046677455,0.049867461895294896,4.123287671232877,0.02054794520547945,2.0337837837837838,0.7225913621262459,0.22135416666666666,0.284037558685446
r2_mh_qraw,0.9,0.6074247360229492,0.27444083694083693,0.23160311910311912,0.23972602739726026,0.22488090778683031,0.02584493041749503,2.136986301369863,0.2876712328767123,1.054054054054054,0.7339743589743589,0.13714285714285715,0.20618556701030927
r2_mh_qnorm,0.2,0.03182075172662735,0.4799362674362675,0.5328484015984015,0.541095890410959,0.5236001455364471,0.21056991385023194,17.410958904109588,0.0,8.587837837837839,0.7151848937844217,0.41649225617413144,0.417779632721202
r2_mh_qnorm,0.4,0.12144863605499268,0.5258417508417509,0.47152985902985894,0.4863013698630137,0.4630362396358268,0.15664347249834326,12.952054794520548,0.0,6.388513513513513,0.7043892120571127,0.36741973840665876,0.3842619184376795
r2_mh_qnorm,0.6,0.24128946661949158,0.47497594997595,0.4071830946830947,0.4178082191780822,0.4079703507337853,0.10329688535453943,8.54109589041096,0.0,4.212837837837838,0.7129109863672815,0.29607250755287007,0.3382899628252788
r2_mh_qnorm,0.8,0.4327937066555023,0.36892135642135643,0.27365759240759235,0.2808219178082192,0.2594559315468475,0.049867461895294896,4.123287671232877,0.02054794520547945,2.0337837837837838,0.7225913621262459,0.22135416666666666,0.284037558685446
r2_mh_qnorm,0.9,0.6074247360229492,0.30377585377585375,0.22565073815073813,0.2328767123287671,0.21430639772467053,0.02584493041749503,2.136986301369863,0.2876712328767123,1.054054054054054,0.7339743589743589,0.13714285714285715,0.20618556701030927
r2_ms_qraw,0.2,0.03182075172662735,0.48919552669552674,0.5286186036186036,0.541095890410959,0.5193222994616183,0.21056991385023194,17.410958904109588,0.0,8.587837837837839,0.7151848937844217,0.41649225617413144,0.417779632721202
r2_ms_qraw,0.4,0.12144863605499268,0.5259379509379509,0.5032217782217782,0.5136986301369864,0.49725419716067293,0.15664347249834326,12.952054794520548,0.0,6.388513513513513,0.7043892120571127,0.36741973840665876,0.3842619184376795
r2_ms_qraw,0.6,0.24128946661949158,0.5093975468975469,0.4071830946830947,0.4178082191780822,0.395090430016982,0.10329688535453943,8.54109589041096,0.0,4.212837837837838,0.7129109863672815,0.29607250755287007,0.3382899628252788
r2_ms_qraw,0.8,0.4327937066555023,0.39930856180856183,0.30641650016650007,0.3150684931506849,0.29626915835532136,0.049867461895294896,4.123287671232877,0.02054794520547945,2.0337837837837838,0.7225913621262459,0.22135416666666666,0.284037558685446
r2_ms_qraw,0.9,0.6074247360229492,0.27444083694083693,0.23160311910311912,0.23972602739726026,0.22488090778683031,0.02584493041749503,2.136986301369863,0.2876712328767123,1.054054054054054,0.7339743589743589,0.13714285714285715,0.20618556701030927
r2_ms_qnorm,0.2,0.03182075172662735,0.47656325156325163,0.5388007825507825,0.547945205479452,0.5336010520156818,0.21056991385023194,17.410958904109588,0.0,8.587837837837839,0.7151848937844217,0.41649225617413144,0.417779632721202
r2_ms_qnorm,0.4,0.12144863605499268,0.5258417508417509,0.4844266844266844,0.5,0.4796953920405933,0.15664347249834326,12.952054794520548,0.0,6.388513513513513,0.7043892120571127,0.36741973840665876,0.3842619184376795
r2_ms_qnorm,0.6,0.24128946661949158,0.48192039442039447,0.4012307137307137,0.410958904109589,0.4005270590896422,0.10329688535453943,8.54109589041096,0.0,4.212837837837838,0.7129109863672815,0.29607250755287007,0.3382899628252788
r2_ms_qnorm,0.8,0.4327937066555023,0.37540283790283796,0.2879453879453879,0.2945205479452055,0.28410952044303045,0.049867461895294896,4.123287671232877,0.02054794520547945,2.0337837837837838,0.7225913621262459,0.22135416666666666,0.284037558685446
r2_ms_qnorm,0.9,0.6074247360229492,0.30377585377585375,0.22565073815073813,0.2328767123287671,0.21587207714914294,0.02584493041749503,2.136986301369863,0.2876712328767123,1.054054054054054,0.7339743589743589,0.13714285714285715,0.20618556701030927
