representation,quantile,threshold,val_ba,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test,events_per_true_stroke_test,event_inside_stroke_fraction_test,cross_primitive_pair_fraction_le_16_steps,cross_primitive_pair_fraction_le_32_steps
r2_mh_qraw,0.2,0.027909064665436745,0.5526154401154401,0.5603375790875791,0.5616438356164384,0.5448989476486564,0.5459741550695825,45.14383561643836,0.0,22.26689189189189,0.7006524047944166,0.8543056633048876,0.8543056633048876
r2_mh_qraw,0.4,0.1331803798675537,0.5387265512265511,0.5391074203574203,0.541095890410959,0.5277466209398619,0.42569582504970177,35.1986301369863,0.0,17.361486486486488,0.6968281766880716,0.751652313238534,0.751652313238534
r2_mh_qraw,0.6,0.2746697962284088,0.4996392496392496,0.5570908258408258,0.5616438356164384,0.5411232991220204,0.30483764082173626,25.205479452054796,0.0,12.432432432432432,0.696195652173913,0.6442117180866119,0.6443123938879457
r2_mh_qraw,0.8,0.503501832485199,0.4842291967291967,0.5641344766344766,0.5684931506849316,0.5462487763436186,0.17080848243870111,14.123287671232877,0.0,6.966216216216216,0.6808923375363725,0.4927846071619455,0.5020898641588297
r2_mh_qraw,0.9,0.7104704976081848,0.4936568061568061,0.5007936507936508,0.5136986301369864,0.4747939135334253,0.09617296222664017,7.9520547945205475,0.0,3.9222972972972974,0.6726959517657192,0.376226826608506,0.4169184290030212
r2_mh_qnorm,0.2,0.027909064665436745,0.5566919191919192,0.5374840437340437,0.541095890410959,0.526789001618723,0.5459741550695825,45.14383561643836,0.0,22.26689189189189,0.7006524047944166,0.8543056633048876,0.8543056633048876
r2_mh_qnorm,0.4,0.1331803798675537,0.5477633477633478,0.5381444943944943,0.541095890410959,0.5215314942498227,0.42569582504970177,35.1986301369863,0.0,17.361486486486488,0.6968281766880716,0.751652313238534,0.751652313238534
r2_mh_qnorm,0.6,0.2746697962284088,0.5260040885040885,0.5784944222444223,0.5821917808219178,0.5563502435697387,0.30483764082173626,25.205479452054796,0.0,12.432432432432432,0.696195652173913,0.6442117180866119,0.6443123938879457
r2_mh_qnorm,0.8,0.503501832485199,0.4965127465127465,0.5079476079476078,0.5068493150684932,0.49311301916800643,0.17080848243870111,14.123287671232877,0.0,6.966216216216216,0.6808923375363725,0.4927846071619455,0.5020898641588297
r2_mh_qnorm,0.9,0.7104704976081848,0.4586459836459836,0.5169372294372294,0.5273972602739726,0.507018039169069,0.09617296222664017,7.9520547945205475,0.0,3.9222972972972974,0.6726959517657192,0.376226826608506,0.4169184290030212
r2_ms_qraw,0.2,0.027909064665436745,0.5595598845598845,0.554385198135198,0.5547945205479452,0.5374417880243142,0.5459741550695825,45.14383561643836,0.0,22.26689189189189,0.7006524047944166,0.8543056633048876,0.8543056633048876
r2_ms_qraw,0.4,0.1331803798675537,0.5387265512265511,0.5450598013098013,0.547945205479452,0.5342720174114036,0.42569582504970177,35.1986301369863,0.0,17.361486486486488,0.6968281766880716,0.751652313238534,0.751652313238534
r2_ms_qraw,0.6,0.2746697962284088,0.4913059163059163,0.5630432067932067,0.5684931506849316,0.5467919224377025,0.30483764082173626,25.205479452054796,0.0,12.432432432432432,0.696195652173913,0.6442117180866119,0.6443123938879457
r2_ms_qraw,0.8,0.503501832485199,0.47842111592111586,0.5524031524031524,0.5547945205479452,0.5371449456975773,0.17080848243870111,14.123287671232877,0.0,6.966216216216216,0.6808923375363725,0.4927846071619455,0.5020898641588297
r2_ms_qraw,0.9,0.7104704976081848,0.4887325637325637,0.4964146964146963,0.5068493150684932,0.4884589520573503,0.09617296222664017,7.9520547945205475,0.0,3.9222972972972974,0.6726959517657192,0.376226826608506,0.4169184290030212
r2_ms_qnorm,0.2,0.027909064665436745,0.5566919191919192,0.5374840437340437,0.541095890410959,0.5280728566172996,0.5459741550695825,45.14383561643836,0.0,22.26689189189189,0.7006524047944166,0.8543056633048876,0.8543056633048876
r2_ms_qnorm,0.4,0.1331803798675537,0.5497835497835498,0.5093385780885781,0.5136986301369864,0.48885463985203076,0.42569582504970177,35.1986301369863,0.0,17.361486486486488,0.6968281766880716,0.751652313238534,0.751652313238534
r2_ms_qnorm,0.6,0.2746697962284088,0.5260040885040885,0.5725420412920413,0.5753424657534246,0.549340342846826,0.30483764082173626,25.205479452054796,0.0,12.432432432432432,0.696195652173913,0.6442117180866119,0.6443123938879457
r2_ms_qnorm,0.8,0.503501832485199,0.4881794131794132,0.5155233655233654,0.5136986301369864,0.500541494595203,0.17080848243870111,14.123287671232877,0.0,6.966216216216216,0.6808923375363725,0.4927846071619455,0.5020898641588297
r2_ms_qnorm,0.9,0.7104704976081848,0.47055074555074555,0.5169372294372294,0.5273972602739726,0.507029874312483,0.09617296222664017,7.9520547945205475,0.0,3.9222972972972974,0.6726959517657192,0.376226826608506,0.4169184290030212
