representation,quantile,threshold,val_ba,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test,events_per_true_stroke_test,event_inside_stroke_fraction_test,cross_primitive_pair_fraction_le_16_steps,cross_primitive_pair_fraction_le_32_steps
r2_mh_qraw,0.2,0.03592514991760254,0.5010642135642135,0.5245532245532245,0.541095890410959,0.51159792482215,0.20344599072233266,16.82191780821918,0.0,8.297297297297296,0.7023615635179153,0.4081988661142608,0.40995670995670996
r2_mh_qraw,0.4,0.1358320713043213,0.5510942760942761,0.5386675824175824,0.5547945205479452,0.5187539092698011,0.15382703777335985,12.719178082191782,0.0,6.273648648648648,0.7135164243403339,0.35290556900726394,0.36768149882903983
r2_mh_qraw,0.6,0.2641047537326813,0.44765512265512264,0.4979166666666666,0.5068493150684932,0.48851527385614973,0.100480450629556,8.308219178082192,0.0,4.097972972972973,0.7106347897774113,0.2863202545068929,0.3435114503816794
r2_mh_qraw,0.8,0.4553655683994293,0.32923280423280427,0.4161359473859474,0.4246575342465753,0.4250577386200929,0.05069582504970179,4.191780821917808,0.00684931506849315,2.0675675675675675,0.6911764705882353,0.17647058823529413,0.26107226107226106
r2_mh_qraw,0.9,0.624609649181366,0.24897787397787396,0.26962343212343215,0.273972602739726,0.25334206146226607,0.026341948310139165,2.1780821917808217,0.2534246575342466,1.0743243243243243,0.6949685534591195,0.09883720930232558,0.1657754010695187
r2_mh_qnorm,0.2,0.03592514991760254,0.5131373256373257,0.5199897324897325,0.5342465753424658,0.499939957512197,0.20344599072233266,16.82191780821918,0.0,8.297297297297296,0.7023615635179153,0.4081988661142608,0.40995670995670996
r2_mh_qnorm,0.4,0.1358320713043213,0.4831709956709957,0.4765644078144078,0.4931506849315068,0.4555661658602836,0.15382703777335985,12.719178082191782,0.0,6.273648648648648,0.7135164243403339,0.35290556900726394,0.36768149882903983
r2_mh_qnorm,0.6,0.2641047537326813,0.444414381914382,0.4349990287490288,0.4520547945205479,0.4184136033024977,0.100480450629556,8.308219178082192,0.0,4.097972972972973,0.7106347897774113,0.2863202545068929,0.3435114503816794
r2_mh_qnorm,0.8,0.4553655683994293,0.37725468975468973,0.3224913974913975,0.3287671232876712,0.3161694731660407,0.05069582504970179,4.191780821917808,0.00684931506849315,2.0675675675675675,0.6911764705882353,0.17647058823529413,0.26107226107226106
r2_mh_qnorm,0.9,0.624609649181366,0.24405363155363158,0.3052225552225552,0.3013698630136986,0.2799238674507492,0.026341948310139165,2.1780821917808217,0.2534246575342466,1.0743243243243243,0.6949685534591195,0.09883720930232558,0.1657754010695187
r2_ms_qraw,0.2,0.03592514991760254,0.49150432900432905,0.519818376068376,0.5342465753424658,0.49885000920991635,0.20344599072233266,16.82191780821918,0.0,8.297297297297296,0.7023615635179153,0.4081988661142608,0.40995670995670996
r2_ms_qraw,0.4,0.1358320713043213,0.5580387205387205,0.5317231379731379,0.547945205479452,0.5116676327301998,0.15382703777335985,12.719178082191782,0.0,6.273648648648648,0.7135164243403339,0.35290556900726394,0.36768149882903983
r2_ms_qraw,0.6,0.2641047537326813,0.45459956709956706,0.5098214285714285,0.5205479452054794,0.5001372554985387,0.100480450629556,8.308219178082192,0.0,4.097972972972973,0.7106347897774113,0.2863202545068929,0.3435114503816794
r2_ms_qraw,0.8,0.4553655683994293,0.3361772486772487,0.4085601898101898,0.4178082191780822,0.42042477989846416,0.05069582504970179,4.191780821917808,0.00684931506849315,2.0675675675675675,0.6911764705882353,0.17647058823529413,0.26107226107226106
r2_ms_qraw,0.9,0.624609649181366,0.24986772486772488,0.29226745476745475,0.3013698630136986,0.2947702878449966,0.026341948310139165,2.1780821917808217,0.2534246575342466,1.0743243243243243,0.6949685534591195,0.09883720930232558,0.1657754010695187
r2_ms_qnorm,0.2,0.03592514991760254,0.5131373256373257,0.5199897324897325,0.5342465753424658,0.4999419844707457,0.20344599072233266,16.82191780821918,0.0,8.297297297297296,0.7023615635179153,0.4081988661142608,0.40995670995670996
r2_ms_qnorm,0.4,0.1358320713043213,0.4748376623376624,0.4620442057942058,0.4794520547945205,0.436099625682959,0.15382703777335985,12.719178082191782,0.0,6.273648648648648,0.7135164243403339,0.35290556900726394,0.36768149882903983
r2_ms_qnorm,0.6,0.2641047537326813,0.4413419913419913,0.45622918747918745,0.4726027397260274,0.4346651554166748,0.100480450629556,8.308219178082192,0.0,4.097972972972973,0.7106347897774113,0.2863202545068929,0.3435114503816794
r2_ms_qnorm,0.8,0.4553655683994293,0.38406685906685906,0.3743339993339993,0.3835616438356164,0.3834942630327833,0.05069582504970179,4.191780821917808,0.00684931506849315,2.0675675675675675,0.6911764705882353,0.17647058823529413,0.26107226107226106
r2_ms_qnorm,0.9,0.624609649181366,0.24405363155363158,0.3052225552225552,0.3013698630136986,0.28127897330795876,0.026341948310139165,2.1780821917808217,0.2534246575342466,1.0743243243243243,0.6949685534591195,0.09883720930232558,0.1657754010695187
