condition,lambda_con,mean_probe_val_BA,sd_probe_val_BA,mean_global_val_BA,mean_valid_anchor_fraction
con250,0.01,0.24043209876543212,0.014168356027732278,0.23742283950617285,0.9964994471284406
con250,0.03,0.25342813051146384,0.019831852188825425,0.2508818342151676,0.9964994471284406
con250,0.1,0.27336860670194,0.030968104650822077,0.28364197530864194,0.9964994471284406
con500,0.01,0.3286485890652558,0.01618376017752852,0.32330246913580246,0.982304880136176
con500,0.03,0.28934082892416224,0.024053677559894113,0.2915895061728395,0.982304880136176
con500,0.1,0.29578924162257497,0.03384153875241567,0.27728174603174605,0.982304880136176
