method,use_scale,use_bias,best_epoch_mean,best_epoch_std,analog_test_ba_mean,analog_test_ba_std,bias_off_test_ba_mean,bias_off_test_ba_std,lif_test_ba_mean,lif_test_ba_std,if_count_test_ba_mean,if_count_test_ba_std,if_charge_test_ba_mean,if_charge_test_ba_std,if_charge_max_abs_error_mean,if_charge_max_abs_error_std,bias_l2_norm_mean,bias_l2_norm_std,bias_span_mean,bias_span_std,mean_row_cosine_to_init_mean,mean_row_cosine_to_init_std,min_row_cosine_to_init_mean,min_row_cosine_to_init_std,weight_frobenius_norm_mean,weight_frobenius_norm_std
H0_raw_no_bias,False,False,69.66666666666667,15.947831618540913,0.5527065527065527,0.036761983431688156,0.5527065527065527,0.036761983431688156,0.5227619602619603,0.01298728653759066,0.30909183409183405,0.023151290738671327,0.5527065527065527,0.036761983431688156,0.00016276041666666666,3.5238663890968374e-05,0.0,0.0,0.0,0.0,0.2907008890054579,0.03997590265610542,0.18812679155115586,0.04711141719116924,6.564400553493627,0.9319473437481465
H1_raw_bias,False,True,67.33333333333333,14.047538337136986,0.5473283660783661,0.031564715093806886,0.5390611703111703,0.026291149602818486,0.5282784345284345,0.016795316815759413,0.28472915972915974,0.036703319950263325,0.5473283660783661,0.031564715093806886,0.00023396809895833334,2.3308185297423504e-05,0.27051426966985065,0.03727563728750497,0.2778431872526805,0.01810949839047397,0.2957090017129515,0.03467728661284805,0.19082627465549443,0.03642403248437851,6.432467624566269,0.7576900209735159
H2_scale_no_bias,True,False,51.0,38.50973902793941,0.5519489769489768,0.0364340895360571,0.5519489769489768,0.0364340895360571,0.5228972416472416,0.019630883844025504,0.3062597125097125,0.016352638519391925,0.5519489769489768,0.0364340895360571,0.000213623046875,5.285799583645255e-05,0.0,0.0,0.0,0.0,0.17594413314351684,0.09658776779055152,0.05875889887185509,0.0961703408031136,11.930309882806847,5.232793330548487
H3_scale_bias,True,True,41.0,25.709920264364882,0.5516964516964517,0.03627042396232844,0.551155326155326,0.042040821022763714,0.5174859862359863,0.0070768930878329726,0.29855561105561107,0.02118417342496913,0.5516964516964517,0.03627042396232844,0.0005035400390625,0.00014555957052870874,0.1379908248782158,0.0792669233858014,0.14308438946803412,0.08753572226763216,0.18853678740783697,0.09705163867487636,0.07472183453329172,0.0935867601437556,10.933650127317852,4.299793737148434
