seed,method,epoch,optimization_train_loss,train_ba,val_ba,train_loss,val_loss,weight_frobenius_norm,bias_l2_norm,bias_span,mean_row_cosine_to_init,min_row_cosine_to_init
11,H0_raw_no_bias,1,2.507322764437703,0.1196292659944158,0.0694444444444444,2.452573527157204,2.470674991607666,2.001452865313417,0.0,0.0,0.9969187013486506,0.9963684176150508
11,H0_raw_no_bias,2,2.428041809807546,0.1833343399177657,0.1319444444444444,2.382722423326949,2.4158036708831787,2.009129154095675,0.0,0.0,0.989079536076607,0.9879619177125404
11,H0_raw_no_bias,3,2.3618731121187984,0.2428099186511136,0.1888888888888888,2.3196050931992915,2.367330551147461,2.026073309529932,0.0,0.0,0.9770975990646048,0.9748217146270416
11,H0_raw_no_bias,4,2.2980105762022087,0.3170705626227268,0.2521825396825397,2.2603170851216667,2.3233017921447754,2.051185807852021,0.0,0.0,0.9620131304187924,0.9574443283547244
11,H0_raw_no_bias,5,2.240473838353116,0.3525347113526914,0.3055916305916306,2.203505324414593,2.2815136909484863,2.0839115191948845,0.0,0.0,0.944067610400134,0.9366148986886892
11,H0_raw_no_bias,6,2.1841349166765065,0.4305391820895428,0.3313852813852814,2.1483445783080004,2.2424349784851074,2.123331467732796,0.0,0.0,0.9240950580253302,0.9138116576129998
11,H0_raw_no_bias,7,2.1296428842101367,0.473230128126077,0.3327741702741703,2.0951003523578744,2.204080104827881,2.169302714296025,0.0,0.0,0.90234554492647,0.8885913325823367
11,H0_raw_no_bias,8,2.077002796987248,0.5212414822403724,0.370472582972583,2.043610408055802,2.166538953781128,2.221301263213192,0.0,0.0,0.8792607612281785,0.86135388685628
11,H0_raw_no_bias,9,2.0260975190571378,0.5705961621465229,0.3857503607503607,1.9940603852477208,2.1307215690612797,2.2781935816240475,0.0,0.0,0.8553755026888958,0.8330925530067657
11,H0_raw_no_bias,10,1.977601125400366,0.6039708688668178,0.396067821067821,1.946301879858191,2.0959839820861816,2.3397516549582384,0.0,0.0,0.8313603392662778,0.8053460748263219
11,H0_raw_no_bias,11,1.9300358746835573,0.6351140312599802,0.4232503607503607,1.9004689773060572,2.064945697784424,2.404607292387296,0.0,0.0,0.8074715733795191,0.7769000902708401
11,H0_raw_no_bias,12,1.8852383561060475,0.671470764124066,0.4536796536796537,1.8563342112887544,2.034625291824341,2.4731175934228493,0.0,0.0,0.7837516489486754,0.7490322269764604
11,H0_raw_no_bias,13,1.841585510979421,0.7128844770451318,0.4612554112554112,1.813993857567569,2.005642890930176,2.543849906908964,0.0,0.0,0.7606347028270101,0.7219669374965999
11,H0_raw_no_bias,14,1.799557983362326,0.7527842922924329,0.4461038961038961,1.7730568319097444,1.9775309562683103,2.616807694201461,0.0,0.0,0.737990659013767,0.6951844375014788
11,H0_raw_no_bias,15,1.7594734850931086,0.7716435087646287,0.4413059163059163,1.7337266916662404,1.950564980506897,2.6920122112666056,0.0,0.0,0.7160622343162598,0.6691574302534067
11,H0_raw_no_bias,16,1.72025115046772,0.7988110586492089,0.4743746993746994,1.6957023675183216,1.9245190620422363,2.7692301993488444,0.0,0.0,0.6948418418552286,0.6439744337178813
11,H0_raw_no_bias,17,1.6828346032899342,0.8059691783073286,0.4882635882635882,1.6589182576296049,1.898865222930908,2.8479248777501813,0.0,0.0,0.6743558477726713,0.6196580502136815
11,H0_raw_no_bias,18,1.6468053483716798,0.810457564025553,0.4610810485810486,1.623446083725422,1.875198245048523,2.927836106183501,0.0,0.0,0.6547714200313902,0.5970474704422937
11,H0_raw_no_bias,19,1.611805961997907,0.817692145892488,0.4686568061568061,1.5893336483205247,1.852259874343872,3.008636024554386,0.0,0.0,0.636190805107638,0.5761070980995976
11,H0_raw_no_bias,20,1.578107409756278,0.8209103162596145,0.4692881192881193,1.556729606630059,1.8305636644363403,3.089756026590522,0.0,0.0,0.6187136087483004,0.5564493747145818
11,H0_raw_no_bias,21,1.545918653630964,0.8329462045051802,0.4776214526214526,1.5250553943203975,1.8108477592468264,3.1714803332543333,0.0,0.0,0.6017989461284347,0.5371456512799856
11,H0_raw_no_bias,22,1.5143993106027889,0.8450847913294881,0.4776214526214526,1.494628542671926,1.7902764081954956,3.252984601624913,0.0,0.0,0.5859374353887146,0.5187411943203386
11,H0_raw_no_bias,23,1.4842990872781987,0.8536757411502767,0.484565897065897,1.4651561310697545,1.7704381942749023,3.334867705680404,0.0,0.0,0.570600925554097,0.5010136914452298
11,H0_raw_no_bias,24,1.4553108672882316,0.8648616926469491,0.484565897065897,1.4367633563516062,1.7532217502593994,3.416807489514692,0.0,0.0,0.5560701114208054,0.4845605271684681
11,H0_raw_no_bias,25,1.4277104098292104,0.8633926755529321,0.484565897065897,1.4093861200312945,1.7368688583374023,3.4986413395114013,0.0,0.0,0.5422719450368493,0.4692253191334203
11,H0_raw_no_bias,26,1.4001274861895483,0.8695352635503588,0.484565897065897,1.383015039660639,1.7203692197799685,3.580206442175516,0.0,0.0,0.529179995991533,0.4545545511327641
11,H0_raw_no_bias,27,1.3746285272342202,0.871736716489791,0.4776214526214526,1.3576567712626235,1.7057124376296997,3.6614538367989975,0.0,0.0,0.5167402868264541,0.4411921795702805
11,H0_raw_no_bias,28,1.3490686449454696,0.8821700406327926,0.470045695045695,1.333024112780205,1.6890498399734497,3.742307725100656,0.0,0.0,0.5049399127893316,0.4282674747956714
11,H0_raw_no_bias,29,1.3247993168855494,0.881653084470675,0.484565897065897,1.3092725851449625,1.674472451210022,3.8224645657533967,0.0,0.0,0.493769210047392,0.4160108522944916
11,H0_raw_no_bias,30,1.3014666248311684,0.8848896355013437,0.484565897065897,1.2860897215221097,1.659778714179993,3.902795476838401,0.0,0.0,0.4831627097332809,0.4043194449735049
11,H0_raw_no_bias,31,1.2785881550504912,0.8886788428872493,0.4845658970658971,1.263927828219179,1.6457653045654297,3.982436083190433,0.0,0.0,0.4729947867203258,0.3933634193412973
11,H0_raw_no_bias,32,1.256443970790213,0.8913076607042392,0.4845658970658971,1.2426484603684864,1.632064700126648,4.061229777379152,0.0,0.0,0.4633060094777091,0.382601491859383
11,H0_raw_no_bias,33,1.235715703791883,0.8927766777982563,0.4915103415103415,1.221847640667848,1.618484377861023,4.14004286549612,0.0,0.0,0.4540391251605063,0.3724938548302316
11,H0_raw_no_bias,34,1.2152445277330592,0.8928081006237968,0.4915103415103415,1.2016428356121411,1.6079288721084597,4.217675620768708,0.0,0.0,0.4451625909814961,0.362810500215801
11,H0_raw_no_bias,35,1.1951369063579278,0.8928976919083565,0.4845658970658971,1.1821206851177906,1.5972684621810913,4.294808063993699,0.0,0.0,0.4366999593247496,0.3536116440774071
11,H0_raw_no_bias,36,1.1756590461156455,0.8955858639513673,0.4845658970658971,1.1633100758936648,1.5871429443359375,4.371171783743406,0.0,0.0,0.4287543725460254,0.344937556837212
11,H0_raw_no_bias,37,1.1569597643131644,0.8935025306180339,0.4845658970658971,1.1450353947030492,1.575524926185608,4.447049583042257,0.0,0.0,0.4211086261985421,0.336477652450399
11,H0_raw_no_bias,38,1.139047571385789,0.8987939249535458,0.4776214526214526,1.1274141036294618,1.565747618675232,4.52226366673018,0.0,0.0,0.4138122519796829,0.3284012102007596
11,H0_raw_no_bias,39,1.1216941117829995,0.9077522582868792,0.4984547859547859,1.110267654343439,1.5556894540786743,4.5967256207866845,0.0,0.0,0.4067675281228896,0.3205115194472446
11,H0_raw_no_bias,40,1.10482785418604,0.9082568075011058,0.4984547859547859,1.0936465507530304,1.546353459358215,4.670839520494734,0.0,0.0,0.3999716317865363,0.3129710782918213
11,H0_raw_no_bias,41,1.088330440082156,0.9054991910136508,0.4984547859547859,1.0775457244116344,1.536821961402893,4.744047665284438,0.0,0.0,0.3934221284015704,0.3055849352960361
11,H0_raw_no_bias,42,1.0722416967615205,0.9037630799025396,0.4984547859547859,1.061960751956999,1.5273981094360352,4.816514073610303,0.0,0.0,0.3871419076487605,0.2985130139589593
11,H0_raw_no_bias,43,1.0568713029772812,0.908022393222574,0.5027837902837903,1.0467423373983975,1.518505334854126,4.88863615708772,0.0,0.0,0.3811994925298006,0.2916994500739819
11,H0_raw_no_bias,44,1.0416855780269931,0.9097585043336852,0.4958393458393459,1.0320107470075768,1.5090876817703247,4.960190958766432,0.0,0.0,0.3754582649833848,0.285167686289172
11,H0_raw_no_bias,45,1.027287477059947,0.9069468755005508,0.4958393458393459,1.0177508675703288,1.5013514757156372,5.031090496105644,0.0,0.0,0.3699409494229513,0.2787458480796703
11,H0_raw_no_bias,46,1.0131855212062235,0.9103496532783288,0.5027837902837904,1.0039141042712634,1.4949604272842407,5.101318038675957,0.0,0.0,0.364612342867993,0.2727461504943757
11,H0_raw_no_bias,47,0.9995943941881242,0.9084978014264768,0.4958393458393459,0.9905304721013198,1.4880421161651611,5.170728362903806,0.0,0.0,0.3594761488525178,0.2673246817378999
11,H0_raw_no_bias,48,0.9860109160566084,0.9114352612187752,0.5146885521885523,0.9773391019456767,1.4822622537612915,5.239279454112178,0.0,0.0,0.3545042867347289,0.2619737460139682
11,H0_raw_no_bias,49,0.9732267891478416,0.9204975027406942,0.5077441077441077,0.9645558185298349,1.4760510921478271,5.307252274363159,0.0,0.0,0.3497381737223588,0.2564731047330396
11,H0_raw_no_bias,50,0.9605808378086648,0.91889493863813,0.4938552188552187,0.9522529839443464,1.4704984426498413,5.374773898670874,0.0,0.0,0.3451599152917716,0.2515762146909686
11,H0_raw_no_bias,51,0.9485607063093202,0.917292374535566,0.5159511784511784,0.9401126512151576,1.462590217590332,5.44199170973615,0.0,0.0,0.3407239191174886,0.2467085400514895
11,H0_raw_no_bias,52,0.936319825673883,0.9151763614636708,0.5228956228956229,0.928435682532299,1.4558006525039673,5.508583823716946,0.0,0.0,0.3365209959375794,0.2417533419951315
11,H0_raw_no_bias,53,0.9246583207544072,0.91248818942066,0.510990860990861,0.9170706518340644,1.4492913484573364,5.57412154803857,0.0,0.0,0.3323701394521841,0.2367356530830857
11,H0_raw_no_bias,54,0.9133696325264372,0.9184770150584418,0.5159511784511784,0.9059692978243408,1.44264817237854,5.6392228078029865,0.0,0.0,0.3283364913605215,0.2320179971850982
