seed,accuracy,balanced_accuracy,beta,discharge_ratio_positive,extra_spikes_sum,fireable_discharge_ratio,flush_steps,macro_f1,mean_abs_U_T,mean_abs_U_TK,mean_extra_spikes_per_sample,negative_residual_sum,positive_residual_sum
11,0.3287671232876712,0.3080599955599955,1.0,0.0,0.0,0.0,0,0.27684485277364534,164.1783086542156,164.1783086542156,0.0,-263421.0480152208,24219.34874696494
11,0.3287671232876712,0.3080599955599955,1.0,0.006895313401890201,334.0,0.006920415224913495,1,0.2739172928607913,164.1783086542156,164.0829890195124,2.287671232876712,-263421.0480152208,24219.34874696494
11,0.3356164383561644,0.3156357531357531,1.0,0.013790626803780402,668.0,0.01384083044982699,2,0.2826339374133492,164.1783086542156,163.9876693848092,4.575342465753424,-263421.0480152208,24219.34874696494
11,0.3424657534246575,0.3215881340881341,1.0,0.02749867500394535,1332.0,0.027598781675403517,4,0.28959588886059473,164.1783086542156,163.79817166791423,9.123287671232877,-263421.0480152208,24219.34874696494
11,0.3698630136986301,0.348013098013098,1.0,0.054501878386197994,2640.0,0.05470028800530427,8,0.32316605406550686,164.1783086542156,163.42488399668136,18.08219178082192,-263421.0480152208,24219.34874696494
11,0.3835616438356164,0.3599178599178599,1.0,0.10656768796574018,5162.0,0.10695563889521995,16,0.33238299869998555,164.1783086542156,162.70513513823386,35.35616438356164,-263421.0480152208,24219.34874696494
11,0.4589041095890411,0.4286408036408036,1.0,0.20372141511931888,9868.0,0.20446304622588732,32,0.41620834754471786,164.1783086542156,161.3620986085535,67.58904109589041,-263421.0480152208,24219.34874696494
11,0.5,0.4768911643911644,1.0,0.36318069870075576,17592.0,0.36450282825352753,64,0.4740189256930805,164.1783086542156,159.15776070901012,120.4931506849315,-263421.0480152208,24219.34874696494
11,0.5616438356164384,0.5392898767898767,1.0,0.593347911627923,28741.0,0.595507946045625,128,0.537357591751672,164.1783086542156,155.9759684715672,196.85616438356163,-263421.0480152208,24219.34874696494
11,0.5616438356164384,0.5483918858918858,0.5,0.0,0.0,,0,0.540320959485313,6.453279474638365,6.453279474638365,0.0,-9675.43773320768,1630.7079063587353
11,0.5684931506849316,0.5543442668442667,0.5,0.10578227978619499,345.0,,1,0.5461369455015216,6.453279474638365,3.1281808332095933,2.363013698630137,-9675.43773320768,1630.7079063587353
11,0.5616438356164384,0.5473998223998223,0.5,0.175383953732474,572.0,,2,0.5370473139980969,6.453279474638365,1.4993073115819657,3.9178082191780823,-9675.43773320768,1630.7079063587353
11,0.5547945205479452,0.5414474414474414,0.5,0.193474256652432,631.0,,4,0.5309001670843775,6.453279474638365,0.36640787812380193,4.321917808219178,-9675.43773320768,1630.7079063587353
11,0.5547945205479452,0.5414474414474414,0.5,0.193474256652432,631.0,,8,0.5309001670843775,6.453279474638365,0.02290049238273762,4.321917808219178,-9675.43773320768,1630.7079063587353
11,0.5547945205479452,0.5414474414474414,0.5,0.193474256652432,631.0,,16,0.5309001670843775,6.453279474638365,8.945504837006883e-05,4.321917808219178,-9675.43773320768,1630.7079063587353
11,0.5547945205479452,0.5414474414474414,0.5,0.193474256652432,631.0,,32,0.5309001670843775,6.453279474638365,1.3649757136546147e-09,4.321917808219178,-9675.43773320768,1630.7079063587353
11,0.5547945205479452,0.5414474414474414,0.5,0.193474256652432,631.0,,64,0.5309001670843775,6.453279474638365,3.17808173982104e-19,4.321917808219178,-9675.43773320768,1630.7079063587353
11,0.5547945205479452,0.5414474414474414,0.5,0.193474256652432,631.0,,128,0.5309001670843775,6.453279474638365,1.7228415633252416e-38,4.321917808219178,-9675.43773320768,1630.7079063587353
23,0.3698630136986301,0.3619380619380619,1.0,0.0,0.0,0.0,0,0.34719929874055594,144.1714532418364,144.1714532418364,0.0,-231353.71324459824,21234.672835099096
23,0.3767123287671233,0.36789044289044287,1.0,0.008123506368078922,345.0,0.00815544996808737,1,0.353339649617749,144.1714532418364,144.07299433772678,2.363013698630137,-231353.71324459824,21234.672835099096
23,0.3767123287671233,0.36789044289044287,1.0,0.016152827155078667,686.0,0.016216343994515756,2,0.3539576473564683,144.1714532418364,143.97567698612863,4.698630136986301,-231353.71324459824,21234.672835099096
23,0.3835616438356164,0.3738428238428238,1.0,0.0320466439621896,1361.0,0.032172659149469304,4,0.3593405266722744,144.1714532418364,143.78303999982725,9.321917808219178,-231353.71324459824,21234.672835099096
23,0.3904109589041096,0.38078726828726833,1.0,0.06317497850885724,2683.0,0.06342339786776352,8,0.3660003089959041,144.1714532418364,143.40575689480443,18.376712328767123,-231353.71324459824,21234.672835099096
23,0.3835616438356164,0.3727536352536352,1.0,0.1223706162171193,5197.0,0.12285180720043495,16,0.351718170542688,144.1714532418364,142.68829114137975,35.5958904109589,-231353.71324459824,21234.672835099096
23,0.4383561643835616,0.4213647463647463,1.0,0.22927125074198396,9737.0,0.2301728009833818,32,0.402649943688773,144.1714532418364,141.39262904092314,66.6917808219178,-231353.71324459824,21234.672835099096
23,0.4589041095890411,0.4386877011877011,1.0,0.4103194839714298,17426.0,0.4119329598373638,64,0.41580981908794973,144.1714532418364,139.19827972585466,119.35616438356165,-231353.71324459824,21234.672835099096
23,0.4863013698630137,0.46650155400155396,1.0,0.6695652958918615,28436.0,0.6721981892537172,128,0.44505971717904175,144.1714532418364,136.05615643818342,194.76712328767124,-231353.71324459824,21234.672835099096
23,0.5205479452054794,0.5102355977355977,0.5,0.0,0.0,,0,0.4875195817491214,5.74034582000046,5.74034582000046,0.0,-8582.354909267096,1474.7309673737093
23,0.5136986301369864,0.5038253413253414,0.5,0.115953352701698,342.0,,1,0.4802317424600034,5.74034582000046,2.7725701702742023,2.3424657534246576,-8582.354909267096,1474.7309673737093
23,0.5136986301369864,0.5038253413253414,0.5,0.18444042067170677,544.0,,2,0.4802317424600034,5.74034582000046,1.3286366833106171,3.7260273972602738,-8582.354909267096,1474.7309673737093
23,0.5136986301369864,0.5038253413253414,0.5,0.1993583958730948,588.0,,4,0.4802317424600034,5.74034582000046,0.32588063201486894,4.027397260273973,-8582.354909267096,1474.7309673737093
23,0.5136986301369864,0.5038253413253414,0.5,0.1993583958730948,588.0,,8,0.4802317424600034,5.74034582000046,0.02036753950092931,4.027397260273973,-8582.354909267096,1474.7309673737093
23,0.5136986301369864,0.5038253413253414,0.5,0.1993583958730948,588.0,,16,0.4802317424600034,5.74034582000046,7.956070117550511e-05,4.027397260273973,-8582.354909267096,1474.7309673737093
23,0.5136986301369864,0.5038253413253414,0.5,0.1993583958730948,588.0,,32,0.4802317424600034,5.74034582000046,1.2139999569016283e-09,4.027397260273973,-8582.354909267096,1474.7309673737093
23,0.5136986301369864,0.5038253413253414,0.5,0.1993583958730948,588.0,,64,0.4802317424600034,5.74034582000046,2.826563913611761e-19,4.027397260273973,-8582.354909267096,1474.7309673737093
23,0.5136986301369864,0.5038253413253414,0.5,0.1993583958730948,588.0,,128,0.4802317424600034,5.74034582000046,1.5322833679035005e-38,4.027397260273973,-8582.354909267096,1474.7309673737093
37,0.3013698630136986,0.29571053946053943,1.0,0.0,0.0,0.0,0,0.26158864283864286,193.95202679278862,193.95202679278862,0.0,-309731.7750758177,30072.17586514796
37,0.3013698630136986,0.29571053946053943,1.0,0.005603186173012591,337.0,0.005619289001534049,1,0.26158864283864286,193.95202679278862,193.85585099370186,2.308219178082192,-309731.7750758177,30072.17586514796
37,0.3150684931506849,0.30923867798867793,1.0,0.011206372346025182,674.0,0.011238578003068099,2,0.2751269868046184,193.95202679278862,193.7596751946151,4.616438356164384,-309731.7750758177,30072.17586514796
37,0.3150684931506849,0.30923867798867793,1.0,0.022312984700839457,1342.0,0.022377109317681585,4,0.2751945138154227,193.95202679278862,193.5690359252087,9.191780821917808,-309731.7750758177,30072.17586514796
