beta,flush_steps,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,mean_abs_U_T_mean,mean_abs_U_TK_mean,positive_residual_sum_mean,negative_residual_sum_mean,mean_extra_spikes_per_sample_mean,discharge_ratio_positive_mean,fireable_discharge_ratio_mean,accuracy_std,balanced_accuracy_std,macro_f1_std,mean_abs_U_T_std,mean_abs_U_TK_std,positive_residual_sum_std,negative_residual_sum_std,mean_extra_spikes_per_sample_std,discharge_ratio_positive_std,fireable_discharge_ratio_std
0.5,0,3,0.5365296803652968,0.5277694527694526,0.5147723640289756,6.8343731123254585,6.8343731123254585,1803.1041983831947,-10170.717494411008,0.0,0.0,,0.02201746749085149,0.01926473637046082,0.02644190920219424,1.326293676980572,1.326293676980572,440.6356633019146,1885.4393614266824,0.0,0.0,0.0
0.5,1,3,0.5365296803652968,0.5276168276168276,0.5143574559295915,6.8343731123254585,3.310831913849183,1803.1041983831947,-10170.717494411008,2.5525114155251143,0.10509124842483096,,0.02851597259542648,0.025387109398832312,0.033015186231784184,1.326293676980572,0.6491542274268165,440.6356633019146,1885.4393614266824,0.3461672114561959,0.011223586252604093,0.0
0.5,2,3,0.5319634703196346,0.5227767602767602,0.5089137726312871,6.8343731123254585,1.5885400056308319,1803.1041983831947,-10170.717494411008,4.157534246575342,0.17094251731071528,,0.02593108833698756,0.022334043575389765,0.028411756761533243,1.326293676980572,0.31417206158916733,440.6356633019146,1885.4393614266824,0.5891605485761069,0.016182392661039928,0.0
0.5,4,3,0.5319634703196346,0.5227767602767602,0.5088266872119847,6.8343731123254585,0.38576704098152836,1803.1041983831947,-10170.717494411008,4.67351598173516,0.1908433338173293,,0.020925003173314315,0.018812621153775442,0.02595610605639355,1.326293676980572,0.07155773829310101,440.6356633019146,1885.4393614266824,0.8765071820485258,0.010091110344388915,0.0
0.5,8,3,0.5319634703196346,0.5227767602767602,0.5088266872119847,6.8343731123254585,0.024110440061345523,1803.1041983831947,-10170.717494411008,4.67351598173516,0.1908433338173293,,0.020925003173314315,0.018812621153775442,0.02595610605639355,1.326293676980572,0.004472358643318813,440.6356633019146,1885.4393614266824,0.8765071820485258,0.010091110344388915,0.0
0.5,16,3,0.5319634703196346,0.5227767602767602,0.5088266872119847,6.8343731123254585,9.418140648963095e-05,1803.1041983831947,-10170.717494411008,4.67351598173516,0.1908433338173293,,0.020925003173314315,0.018812621153775442,0.02595610605639355,1.326293676980572,1.7470150950464114e-05,440.6356633019146,1885.4393614266824,0.8765071820485258,0.010091110344388915,0.0
0.5,32,3,0.5319634703196346,0.5227767602767602,0.5088266872119847,6.8343731123254585,1.4370942152348472e-09,1803.1041983831947,-10170.717494411008,4.67351598173516,0.1908433338173293,,0.020925003173314315,0.018812621153775442,0.02595610605639355,1.326293676980572,2.665733482431658e-10,440.6356633019146,1885.4393614266824,0.8765071820485258,0.010091110344388915,0.0
0.5,64,3,0.5319634703196346,0.5227767602767602,0.5088266872119847,6.8343731123254585,3.3459957112438214e-19,1803.1041983831947,-10170.717494411008,4.67351598173516,0.1908433338173293,,0.020925003173314315,0.018812621153775442,0.02595610605639355,1.326293676980572,6.206644425242343e-20,440.6356633019146,1885.4393614266824,0.8765071820485258,0.010091110344388915,0.0
0.5,128,3,0.5319634703196346,0.5227767602767602,0.5088266872119847,6.8343731123254585,1.8138679096288659e-38,1803.1041983831947,-10170.717494411008,4.67351598173516,0.1908433338173293,,0.020925003173314315,0.018812621153775442,0.02595610605639355,1.326293676980572,3.364628684846397e-39,440.6356633019146,1885.4393614266824,0.8765071820485258,0.010091110344388915,0.0
1.0,0,3,0.3333333333333333,0.3219028656528656,0.29521093145094807,167.43392956294687,167.43392956294687,25175.39914907067,-268168.84544521227,0.0,0.0,0.0,0.03447412984141895,0.035217040941620065,0.04566487419751198,25.049464592910308,25.049464592910308,4495.652258577794,39404.14101882935,0.0,0.0,0.0
