seed,accuracy,balanced_accuracy,beta,macro_f1,mean_extra_spikes_per_sample,negative_residual_sum,positive_residual_sum
11,0.5684931506849316,0.5505723443223443,1.0,0.5481634292779803,330.56849315068496,-263421.0480152208,24219.34874696494
23,0.5273972602739726,0.5115502553002552,1.0,0.49078009208018974,289.74657534246575,-231353.71324459824,21234.672835099096
37,0.5547945205479452,0.5491355866355866,1.0,0.5425362892468156,410.7671232876712,-309731.7750758177,30072.17586514796
