beta,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,mean_extra_spikes_per_sample_mean,accuracy_std,balanced_accuracy_std,macro_f1_std,mean_extra_spikes_per_sample_std
1.0,3,0.5502283105022832,0.537086062086062,0.5271599368683285,343.6940639269406,0.020925003173314343,0.022126322317867413,0.031631250470687815,61.56869100761619
