seed,selected_temperature,accuracy,balanced_accuracy,macro_f1
11,2.0,0.5068493150684932,0.48276931401931394,0.4471314978031624
23,2.0,0.5136986301369864,0.48949037074037066,0.46710133583292995
37,2.0,0.5,0.47851870351870346,0.4629645197400793
