seed,split,mean_abs_evidence,mean_negative_evidence,mean_positive_evidence,negative_evidence_fraction,positive_evidence_fraction
11,test,2.6120680903758164,-3.6045732947208333,2.0246466276972783,0.5775278882261984,0.261935332449746
11,val,2.3408441447416473,-3.378598930851551,1.8758892325585454,0.5402071811078922,0.27491001667983495
23,test,2.262464003964591,-3.176956668080077,1.7621147872251657,0.5693685111552905,0.2574207532582284
23,val,2.0365049014484087,-3.0941214349948356,1.6165378645123418,0.5179015597108828,0.2685087642290697
37,test,3.247128209855653,-4.435480167863304,2.595052267062713,0.5716741219350563,0.2741674950298211
37,val,2.9802093156756864,-4.127617078465879,2.376878699330963,0.5606985046674275,0.28014075439674596
