selected_temperature,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,accuracy_std,balanced_accuracy_std,macro_f1_std
2.0,3,0.5068493150684932,0.483592796092796,0.45906578445872387,0.006849315068493178,0.005531994436888152,0.010540337296754403
