tail,beta,readout,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,accuracy_std,balanced_accuracy_std,macro_f1_std
native_l2_tail,0.5,spike_count,3,0.4383561643835616,0.41595325970325964,0.38318177137031445,0.062775009519943,0.06786687161507433,0.0902776321444216
native_l2_tail,1.0,spike_count,3,0.5182648401826484,0.49745485995486,0.4756846715432144,0.0523125079332858,0.044125904029570645,0.04486027763646072
native_l2_tail,,analog,3,0.5159817351598174,0.49397801272801267,0.4755464384623182,0.03514795506470469,0.03274639295562864,0.035827415112709086
zero_l2_tail,0.5,spike_count,3,0.5319634703196346,0.5227767602767602,0.5088266872119847,0.020925003173314315,0.018812621153775442,0.02595610605639355
zero_l2_tail,1.0,spike_count,3,0.5205479452054794,0.5063267750767749,0.49337754949098606,0.029855472216031995,0.025420522376221902,0.03539062004859742
zero_l2_tail,,analog,3,0.5593607305936074,0.5453532578532578,0.5348896824294379,0.010462501586657208,0.013145711431784935,0.025019401901565548
