epoch,train_loss,val_balanced_accuracy,seed,condition
1,2.4657030278462297,0.13333333333333333,11,shuffle_5ms
2,2.256113671824291,0.1249368686868687,11,shuffle_5ms
3,2.056152117576484,0.13825757575757575,11,shuffle_5ms
4,1.918724711207825,0.18387445887445886,11,shuffle_5ms
5,1.7898429322458826,0.1629419191919192,11,shuffle_5ms
6,1.7017394819288456,0.19384920634920633,11,shuffle_5ms
7,1.5936976329077406,0.15151515151515152,11,shuffle_5ms
8,1.4789858076867741,0.2272727272727273,11,shuffle_5ms
9,1.3256824830507583,0.20157828282828283,11,shuffle_5ms
10,1.2014142977146944,0.226010101010101,11,shuffle_5ms
11,1.0916571505480301,0.25404040404040407,11,shuffle_5ms
12,0.9912486377079321,0.20625000000000002,11,shuffle_5ms
13,0.841605829508283,0.19128787878787878,11,shuffle_5ms
14,0.731293410512976,0.15757575757575756,11,shuffle_5ms
15,0.6361019494310246,0.33356481481481487,11,shuffle_5ms
16,0.5320092893439117,0.24518398268398267,11,shuffle_5ms
17,0.41930647009809213,0.2147727272727273,11,shuffle_5ms
18,0.3591549170521451,0.18431637806637804,11,shuffle_5ms
19,0.3023684809935417,0.21912878787878787,11,shuffle_5ms
20,0.22987600683805806,0.1999098124098124,11,shuffle_5ms
21,0.1945792149380975,0.17973484848484853,11,shuffle_5ms
22,0.1639860260252506,0.1786976911976912,11,shuffle_5ms
23,0.12600405343169532,0.2698442760942761,11,shuffle_5ms
1,2.3928651363107734,0.12638888888888888,11,shuffle_50ms
2,2.1572853020670912,0.1457070707070707,11,shuffle_50ms
3,2.0299919026135678,0.1708333333333333,11,shuffle_50ms
4,1.9172854034562126,0.08188131313131314,11,shuffle_50ms
5,1.8255839146155965,0.23661616161616159,11,shuffle_50ms
6,1.7535818260602,0.1798611111111111,11,shuffle_50ms
7,1.6791833196161736,0.19486531986531985,11,shuffle_50ms
8,1.6153513034664972,0.24981060606060604,11,shuffle_50ms
9,1.5125506777777773,0.1901875901875902,11,shuffle_50ms
10,1.4136608280804221,0.25176767676767675,11,shuffle_50ms
11,1.340139972119173,0.2392616642616643,11,shuffle_50ms
12,1.2723160380683276,0.24296536796536794,11,shuffle_50ms
13,1.18374748388446,0.2815025252525253,11,shuffle_50ms
14,1.1113746213048608,0.3351370851370852,11,shuffle_50ms
15,1.017820994659493,0.28004449254449254,11,shuffle_50ms
16,0.9424033813246068,0.29138407888407886,11,shuffle_50ms
17,0.8390765222537914,0.255239898989899,11,shuffle_50ms
18,0.7673921986649044,0.31123136123136125,11,shuffle_50ms
19,0.6965477281106562,0.24835858585858586,11,shuffle_50ms
20,0.6080895141892563,0.269796176046176,11,shuffle_50ms
21,0.5404631862827658,0.33371212121212124,11,shuffle_50ms
22,0.48303754578184144,0.2532828282828283,11,shuffle_50ms
1,2.393657282399987,0.19027777777777777,11,shuffle_100ms
2,2.157133948766933,0.15416666666666667,11,shuffle_100ms
3,2.0153007276828916,0.13876262626262628,11,shuffle_100ms
4,1.9075002403777892,0.2152777777777778,11,shuffle_100ms
5,1.8040649797260941,0.2636994949494949,11,shuffle_100ms
6,1.7172085089986058,0.22108585858585858,11,shuffle_100ms
7,1.652815256594171,0.3068963443963444,11,shuffle_100ms
8,1.5573440790176392,0.2918290043290043,11,shuffle_100ms
9,1.4764877741430462,0.2946969696969697,11,shuffle_100ms
10,1.4116985016358943,0.4425174362674362,11,shuffle_100ms
11,1.334812931423821,0.3467382154882155,11,shuffle_100ms
