configuration,configuration_label,objective,seed,epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_hidden_1_firing_rate,train_hidden_2_firing_rate,train_output_firing_rate,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_hidden_1_firing_rate,val_hidden_2_firing_rate,val_output_firing_rate,val_silent_output_fraction,val_hidden_1_shift_2_firing_rate,val_hidden_1_shift_3_firing_rate,val_hidden_1_shift_4_firing_rate,val_hidden_1_shift_5_firing_rate,val_hidden_1_shift_6_firing_rate,val_hidden_1_shift_7_firing_rate,val_hidden_2_shift_2_firing_rate,val_hidden_2_shift_3_firing_rate
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,1,2.795331882732871,0.11359724612736662,0.11285997922638213,0.08410374019436288,0.024759188621099704,0.08152637567621887,0.08483511146096773,2.48868465423584,0.10317460317460317,0.12235449735449734,0.09921611627106981,0.01817429878851725,0.05708522627512949,0.052497585813361426,0.1349206349206349,0.0,0.0006019790059821664,0.0033694102695946255,0.011420879474606101,0.07161878007282274,0.022685373620322264,0.02771239355631639,0.08645805899394259
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,2,2.4273171219686223,0.1342512908777969,0.1356937324104853,0.11092629687742987,0.023915354355435712,0.07448613646641097,0.026970595295917284,2.4526238441467285,0.12698412698412698,0.12830687830687829,0.09291419911485943,0.01752411443244667,0.05204012487929067,0.014470488397272701,0.2222222222222222,0.0,0.0006312418743285216,0.003093503225186133,0.010843982927206525,0.06868831282842344,0.022485854063415297,0.025598608550610132,0.0784816412079712
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,3,2.331604058894356,0.14802065404475043,0.15370537897147366,0.11968040627303773,0.02353628971477381,0.07489451090324417,0.02810949023285935,2.4061405658721924,0.16666666666666666,0.16236772486772486,0.10802945089501693,0.01732933346501624,0.05282679308225792,0.017506510988207064,0.19047619047619047,0.0,0.0006061594157459314,0.002959730112745651,0.010346514165318484,0.06819920488606293,0.022445950152033902,0.027261105258537442,0.0783924809059784
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,4,2.2432558852505973,0.17728055077452667,0.18012962488231155,0.15643911781764328,0.023720130177366138,0.07819513415512419,0.03549695457260734,2.3568129539489746,0.11904761904761904,0.11607142857142856,0.07747568523430592,0.017498052190325696,0.055211488236326926,0.023783396248500278,0.1984126984126984,3.99039113813936e-06,0.0006312418743285216,0.0027841529026675195,0.010141674086893997,0.0688973333166117,0.02309638390755062,0.02953675050478448,0.08088622596786937
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,5,2.1403352758765424,0.23407917383820998,0.23982218913804787,0.20442159795232953,0.024042145393337464,0.08068280310516354,0.03908391534214302,2.3158657550811768,0.12698412698412698,0.12301587301587301,0.08957727122630278,0.017781993459748926,0.05752965608813976,0.02795335498785591,0.18253968253968253,7.98078227627872e-06,0.0006270614645647566,0.0027716116733762244,0.009974457696343395,0.07023506444101651,0.023643067493475712,0.0314900469669037,0.08356926520937583
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,6,2.0338869579072254,0.2736660929432014,0.2694463160225291,0.23337500766309008,0.024686175825280116,0.08261986659855629,0.04135612239770881,2.2582345008850098,0.1746031746031746,0.17473544973544972,0.15018049537040043,0.018253171363357037,0.05899051334386796,0.029965177186667837,0.16666666666666666,1.1971173414418082e-05,0.0006437831036198168,0.0027925137221950494,0.010133313267366467,0.07147664614085472,0.02500778126271937,0.03268205161969976,0.08529897506803617
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,7,1.9531260734991445,0.31497418244406195,0.3082242673132947,0.2751266315518276,0.02558954561441707,0.08598303486190899,0.04750559677536414,2.194401979446411,0.18253968253968253,0.1720899470899471,0.12149411268659695,0.0189355905978404,0.061676981827758756,0.035269072074444734,0.15873015873015872,1.1971173414418082e-05,0.0006437831036198168,0.0028050549514863445,0.010584797521853092,0.07334110889549393,0.02675557258122441,0.034734110262487926,0.08861985339302958
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,8,1.886328996356301,0.3476764199655766,0.336315621217127,0.3025571310703841,0.026334328470698578,0.0894782280553369,0.05157407562485694,2.1535327434539795,0.23809523809523808,0.21574074074074076,0.15834103073805592,0.019545995742252655,0.06456371806689491,0.03823193749451321,0.1349206349206349,7.98078227627872e-06,0.0006061594157459314,0.002821776590541405,0.01128710636216562,0.07593714335879202,0.027182544433005322,0.03677519532964621,0.09235224080414363
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,9,1.8058009397963033,0.36660929432013767,0.3562801911153802,0.33589325200049097,0.02704810051585241,0.09257198171906142,0.05704802898599271,2.1211607456207275,0.19047619047619047,0.18075396825396828,0.1454768501938313,0.020078214160301994,0.06704991879554034,0.0413191701050537,0.1111111111111111,1.1971173414418082e-05,0.0006061594157459314,0.0028886631467616455,0.012415816998382182,0.07803988946996585,0.02712667895707137,0.03813729040470547,0.0959625471863752
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,10,1.7183011979531504,0.42857142857142855,0.42027390325222475,0.4086422340965295,0.027825856892826635,0.09624669741403856,0.06681935674767336,2.092148542404175,0.2619047619047619,0.24338624338624337,0.20249669312169313,0.020757890000877886,0.07025763212185059,0.04920551312439645,0.10317460317460317,7.98078227627872e-06,0.0005894377766908713,0.002930467244399296,0.013189192804678715,0.08066100639184653,0.027821007015107622,0.040551477043279785,0.09996378720042139
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,11,1.621605506246964,0.47160068846815834,0.46290423814971654,0.45532610961076775,0.028488336794680692,0.09811192573735072,0.06682912667973046,2.0375943183898926,0.2857142857142857,0.270568783068783,0.2473584185540707,0.02119271793521201,0.07155937253094548,0.04860562432329617,0.07936507936507936,1.1971173414418082e-05,0.0005810769571633411,0.0030767815861310727,0.01463561458294142,0.08155979449105602,0.027976632269495056,0.04115502370292336,0.10196372135896761
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,12,1.522201480840857,0.504302925989673,0.4955453990999323,0.48821161777781996,0.02904456868541377,0.09941424895740868,0.07054170086142887,2.0289716720581055,0.29365079365079366,0.2831048581048581,0.26885628990892146,0.021692015626371696,0.0729838798173997,0.05393878207941943,0.07936507936507936,1.1971173414418082e-05,0.0005810769571633411,0.0034488380551061615,0.01608621677096789,0.08229554660947866,0.02843951764151922,0.042694067685014485,0.10327369194978492
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,13,1.4169301131095822,0.5301204819277109,0.5192845084462822,0.5119952644457636,0.029234689818614233,0.1006340075284305,0.08048190887723941,1.9772595167160034,0.3333333333333333,0.3143879268879269,0.3017806044276465,0.021910801290492495,0.07411621565270828,0.06129107775144119,0.05555555555555555,1.9951955690696803e-05,0.0006019790059821664,0.003791631655734895,0.016654752498839936,0.08223702087278595,0.028870479884438274,0.04297389386357651,0.10525853744184005
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,14,1.333756335220731,0.5800344234079173,0.5726211561683872,0.5665060469614202,0.030024614994891723,0.1041183403955985,0.07802826022632746,1.9699515104293823,0.3492063492063492,0.33882876382876376,0.3261310398442751,0.022663177069616364,0.07729169410060574,0.05952798993357329,0.05555555555555555,2.3942346828836164e-05,0.0005977985962184013,0.004355986973843176,0.017269272734113397,0.08423107633010188,0.030219232089129376,0.044822941357211835,0.10976044684399965
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,15,1.2760451982846153,0.5851979345955249,0.5776442879750509,0.5785655178415531,0.0306314847924029,0.1062451324802787,0.08928740906984664,1.8833822011947632,0.38095238095238093,0.3771584896584897,0.3718050097012229,0.023185793608989553,0.079135940654903,0.06780206595850526,0.047619047619047616,2.3942346828836164e-05,0.0006187006450372266,0.004627713608487904,0.01810117427710264,0.08459059156978567,0.031843321282352094,0.04559520674216487,0.11267667456764112
multi_scale_to_short,Multi-scale → Short,relative_10bin_ce,101,16,1.2367080480834909,0.5817555938037866,0.5786692181567499,0.5686118408270443,0.031325498894601976,0.11142001251947008,0.09238866464568643,1.869146466255188,0.36507936507936506,0.362049062049062,0.35048317506118015,0.023784539329295057,0.08363442081467826,0.07342053668100547,0.031746031746031744,2.3942346828836164e-05,0.000656324332911112,0.005175347287541125,0.01758698387615954,0.08673514177859713,0.0332120254427339,0.048772056887016066,0.11849678474234045
