accuracy,balanced_accuracy,loss,macro_f1,n_samples,replicate,seed,split,variant
0.4365079365079365,0.4353174603174603,4.224380247851952,0.4218219306083269,126,3,11,val,hard_top1
0.4126984126984127,0.41712962962962963,4.2190737424081455,0.409825055019563,126,4,11,val,hard_top1
0.5136986301369864,0.5095564158064158,3.0121778863378967,0.49630053923532186,146,0,11,test,tau_1.00
0.4863013698630137,0.48475482850482843,2.9754537008652284,0.4688836134517125,146,1,11,test,tau_1.00
0.5205479452054794,0.5171321733821733,2.993875597110078,0.5064055545300991,146,2,11,test,tau_1.00
0.4657534246575342,0.4614413364413364,3.0802735850160348,0.4502465377922915,146,3,11,test,tau_1.00
0.4863013698630137,0.4819139194139193,3.0321761237869223,0.47119683784106986,146,4,11,test,tau_1.00
0.5136986301369864,0.5078810078810079,2.9931888450836035,0.4974459449192477,146,0,11,test,tau_0.80
0.4931506849315068,0.4928647741147741,3.0189746509459194,0.47896579851766735,146,1,11,test,tau_0.80
0.5136986301369864,0.5111797924297924,3.008872533374285,0.49875929677607783,146,2,11,test,tau_0.80
0.5136986301369864,0.5123452935952936,3.004915335249193,0.4980236535013423,146,3,11,test,tau_0.80
0.4863013698630137,0.48691239316239315,3.0064934485251027,0.4673886556418974,146,4,11,test,tau_0.80
0.5136986301369864,0.5139686702186702,3.063762908914557,0.5072259974930616,146,0,11,test,tau_0.60
0.4657534246575342,0.4629675879675879,3.051461724530051,0.45420599655467514,146,1,11,test,tau_0.60
0.4931506849315068,0.490023865023865,3.096378717695103,0.48272230517118686,146,2,11,test,tau_0.60
0.4657534246575342,0.4652222777222777,3.0652761050319564,0.4502418494958989,146,3,11,test,tau_0.60
0.4657534246575342,0.4629675879675879,3.0958089175804338,0.4545501094765801,146,4,11,test,tau_0.60
0.4589041095890411,0.45655733155733147,3.4537275774359513,0.44244494588984346,146,0,11,test,tau_0.40
0.4657534246575342,0.45820568320568317,3.5536107857696018,0.44901519298808074,146,1,11,test,tau_0.40
0.4794520547945205,0.47411477411477404,3.4309909172160964,0.4653776325344953,146,2,11,test,tau_0.40
0.4726027397260274,0.4695512820512821,3.3623989405019112,0.4568744248907292,146,3,11,test,tau_0.40
0.4794520547945205,0.4738802863802863,3.4550873022981063,0.4615045883673335,146,4,11,test,tau_0.40
0.4794520547945205,0.4724913974913974,3.864010096121215,0.4628648938446891,146,0,11,test,tau_0.25
0.4589041095890411,0.4517191142191142,3.8359111531105015,0.4446500501048712,146,1,11,test,tau_0.25
0.4794520547945205,0.4724913974913975,3.9024888616830915,0.4666445293118721,146,2,11,test,tau_0.25
0.4794520547945205,0.4724913974913975,3.9311001218293096,0.45986738995359683,146,3,11,test,tau_0.25
0.4726027397260274,0.46478937728937725,3.8338162425232802,0.45294464303371607,146,4,11,test,tau_0.25
0.4041095890410959,0.4002601565101565,4.7565660848557325,0.3892255017718545,146,0,11,test,hard_top1
0.4383561643835616,0.4372370684870685,4.7746015761243985,0.4341472057588172,146,1,11,test,hard_top1
0.4041095890410959,0.39986333111333106,4.7615012478694485,0.393263841731979,146,2,11,test,hard_top1
0.4041095890410959,0.4026501276501277,4.72309595361587,0.4019208170464779,146,3,11,test,hard_top1
0.3904109589041096,0.3869665057165057,4.6596289616130395,0.38335280484437767,146,4,11,test,hard_top1
0.49206349206349204,0.49805796055796064,2.4742213402070474,0.5027203244005136,126,0,23,val,tau_1.00
0.5,0.505002405002405,2.4149306973997318,0.5093663816240028,126,1,23,val,tau_1.00
0.49206349206349204,0.5036495911495912,2.415907839184771,0.49826655733518477,126,2,23,val,tau_1.00
0.49206349206349204,0.5016293891293891,2.4287047132683925,0.5051254249996789,126,3,23,val,tau_1.00
0.5079365079365079,0.516907166907167,2.4079182765833314,0.5143121242055598,126,4,23,val,tau_1.00
0.5,0.5093314093314093,2.473672985503237,0.5052052907012695,126,0,23,val,tau_0.80
0.49206349206349204,0.503018278018278,2.4340563906751314,0.505154530473158,126,1,23,val,tau_0.80
0.48412698412698413,0.4954425204425205,2.4748099627308267,0.48751716196504624,126,2,23,val,tau_0.80
0.49206349206349204,0.5023869648869649,2.47975656693472,0.4957912660286241,126,3,23,val,tau_0.80
0.48412698412698413,0.4954425204425204,2.4303865107337423,0.481918923398675,126,4,23,val,tau_0.80
0.5079365079365079,0.518927368927369,2.600140604254884,0.50570541080468,126,0,23,val,tau_0.60
0.5079365079365079,0.519558682058682,2.6119404039444496,0.505990837412406,126,1,23,val,tau_0.60
0.49206349206349204,0.5042809042809043,2.5985663050144794,0.49080573467295546,126,2,23,val,tau_0.60
0.5158730158730159,0.5265031265031266,2.622200723446827,0.5119494981636551,126,3,23,val,tau_0.60
0.5,0.5129088504088505,2.627651256388761,0.49852903450942665,126,4,23,val,tau_0.60
0.5,0.5098364598364599,3.10507588914951,0.5051661804379195,126,0,23,val,tau_0.40
0.49206349206349204,0.5028920153920154,3.1021476353585604,0.49617408557625947,126,1,23,val,tau_0.40
0.5,0.5115199615199615,3.025808605555215,0.5020565636401468,126,2,23,val,tau_0.40
0.49206349206349204,0.5035233285233286,3.043603169431076,0.49514855216691794,126,3,23,val,tau_0.40
0.49206349206349204,0.5028920153920154,3.070186993217268,0.4950458565068539,126,4,23,val,tau_0.40
0.4126984126984127,0.4138047138047138,3.964524240798474,0.39278500131893557,126,0,23,val,tau_0.25
0.4126984126984127,0.4107323232323233,3.9461497390224523,0.39371774360904793,126,1,23,val,tau_0.25
0.42063492063492064,0.4216750841750842,3.9637216564368085,0.4021547378625851,126,2,23,val,tau_0.25
0.40476190476190477,0.40639730639730637,4.033414838422161,0.3933371553299089,126,3,23,val,tau_0.25
0.4603174603174603,0.470021645021645,3.995268407249846,0.4597082278966336,126,4,23,val,tau_0.25
0.35714285714285715,0.35795454545454547,6.591303489202042,0.31212386382044205,126,0,23,val,hard_top1
0.373015873015873,0.373526936026936,6.5346057481624955,0.3406544495099482,126,1,23,val,hard_top1
0.35714285714285715,0.3601370851370851,6.568496744955221,0.3058967341725962,126,2,23,val,hard_top1
0.36507936507936506,0.3662878787878788,6.379590808688381,0.31928733031674206,126,3,23,val,hard_top1
0.3492063492063492,0.34962121212121217,6.667037821553301,0.2930392597290488,126,4,23,val,hard_top1
0.5342465753424658,0.5262057387057387,2.6992091814812347,0.5227560624608593,146,0,23,test,tau_1.00
0.5547945205479452,0.5440628815628815,2.6999088900639747,0.543104547531035,146,1,23,test,tau_1.00
0.5342465753424658,0.5262057387057387,2.7029030692657403,0.5221955119003088,146,2,23,test,tau_1.00
0.5205479452054794,0.5133089133089134,2.688897778568036,0.5091642437610179,146,3,23,test,tau_1.00
0.5342465753424658,0.5262057387057387,2.709215385701589,0.524959354447433,146,4,23,test,tau_1.00
0.5547945205479452,0.5477675102675102,2.818134564501177,0.5423117948261892,146,0,23,test,tau_0.80
0.5821917808219178,0.5735611610611611,2.829272187253857,0.5690354091308684,146,1,23,test,tau_0.80
0.541095890410959,0.5316239316239316,2.8328733312552314,0.5285251235359844,146,2,23,test,tau_0.80
0.5616438356164384,0.5537198912198912,2.843116632292515,0.5483595087070569,146,3,23,test,tau_0.80
0.5753424657534246,0.5659854034854034,2.783178333247875,0.5629691247435055,146,4,23,test,tau_0.80
0.541095890410959,0.5368548118548119,3.194725469642148,0.527775420793745,146,0,23,test,tau_0.60
0.5547945205479452,0.5497516372516372,3.1524637849767774,0.5399827678723448,146,1,23,test,tau_0.60
0.5616438356164384,0.5557040182040182,3.1830655028487174,0.5480646574142509,146,2,23,test,tau_0.60
0.5547945205479452,0.5473706848706849,3.176024477407617,0.5416817214647515,146,3,23,test,tau_0.60
0.5547945205479452,0.5477675102675102,3.1955498706374756,0.5411292260879553,146,4,23,test,tau_0.60
0.5068493150684932,0.49862429237429234,3.9860442691437097,0.4727157431491797,146,0,23,test,tau_0.40
0.5068493150684932,0.5047119547119546,4.090872196785093,0.4805861346382074,146,1,23,test,tau_0.40
0.5,0.4952873515373515,4.002393923853856,0.47220781709777543,146,2,23,test,tau_0.40
0.5273972602739726,0.5174734987234987,4.088171423077615,0.5029638830431135,146,3,23,test,tau_0.40
0.5342465753424658,0.5305056055056055,4.014466480960979,0.5084622619893653,146,4,23,test,tau_0.40
0.4931506849315068,0.4877115939615939,5.214838708851987,0.4581914302730366,146,0,23,test,tau_0.25
0.4657534246575342,0.46291000666000665,5.1708498569594505,0.43686228147585,146,1,23,test,tau_0.25
0.4657534246575342,0.4639020701520702,5.188900941612104,0.43245713754292187,146,2,23,test,tau_0.25
0.4794520547945205,0.47580683205683205,5.241691198076961,0.4412848417612876,146,3,23,test,tau_0.25
0.5,0.49429528804528805,5.207490731405806,0.4613675645257578,146,4,23,test,tau_0.25
0.4246575342465753,0.42074938949938945,8.10931386592523,0.36944803562450623,146,0,23,test,hard_top1
0.4383561643835616,0.43456196581196577,8.149307839251462,0.38963732346085295,146,1,23,test,hard_top1
0.4383561643835616,0.43572746697746695,8.178767389645518,0.3924770899035605,146,2,23,test,hard_top1
0.4246575342465753,0.42382270507270503,8.368021954004528,0.3870829386721228,146,3,23,test,hard_top1
0.4246575342465753,0.4212072649572649,8.291775394298515,0.3770822156238823,146,4,23,test,hard_top1
0.4523809523809524,0.46534992784992785,2.6390807073847986,0.4411512503552146,126,0,37,val,tau_1.00
0.46825396825396826,0.4770562770562771,2.662291228833136,0.45712379119864627,126,1,37,val,tau_1.00
0.46825396825396826,0.4848304473304472,2.663284752485404,0.46320458318007335,126,2,37,val,tau_1.00
0.46825396825396826,0.48419913419913413,2.6399424381362016,0.4636914925031896,126,3,37,val,tau_1.00
0.46825396825396826,0.4812590187590187,2.6522800693433415,0.45925311998947976,126,4,37,val,tau_1.00
0.46825396825396826,0.4848304473304472,2.982340268833367,0.45056658338708333,126,0,37,val,tau_0.80
0.4603174603174603,0.46935425685425686,2.8622937247853733,0.4395506818163137,126,1,37,val,tau_0.80
0.49206349206349204,0.5034812409812409,2.8959813983771667,0.4707795072692771,126,2,37,val,tau_0.80
0.46825396825396826,0.47987012987012984,2.8805919897081314,0.44926186409345803,126,3,37,val,tau_0.80
0.46825396825396826,0.4848304473304473,2.957138177048219,0.45256514175098994,126,4,37,val,tau_0.80
0.4603174603174603,0.47153679653679653,3.377114442436375,0.42741619793250224,126,0,37,val,tau_0.60
0.4603174603174603,0.47153679653679653,3.5197833776840244,0.4294809920184877,126,1,37,val,tau_0.60
0.4444444444444444,0.4499098124098124,3.437627326250724,0.4034385279989499,126,2,37,val,tau_0.60
0.46825396825396826,0.47709235209235207,3.609590657965698,0.43339355888298153,126,3,37,val,tau_0.60
0.4523809523809524,0.4618145743145743,3.4220514647083675,0.4122875664808831,126,4,37,val,tau_0.60
0.4603174603174603,0.4650553150553151,4.369037521658569,0.40928974950409586,126,0,37,val,tau_0.40
0.4126984126984127,0.41703944203944204,4.479959657144801,0.36482314508879976,126,1,37,val,tau_0.40
0.42063492063492064,0.4253727753727754,4.409972258633204,0.3764093137254902,126,2,37,val,tau_0.40
0.40476190476190477,0.4100949975949976,4.47263434026446,0.3533890386179286,126,3,37,val,tau_0.40
0.3968253968253968,0.4031505531505532,4.556494065109353,0.3445220684657922,126,4,37,val,tau_0.40
0.3968253968253968,0.40251924001924005,5.453854300441119,0.3424452654328815,126,0,37,val,tau_0.25
0.42063492063492064,0.4247414622414622,5.469258306197912,0.35806973128854463,126,1,37,val,tau_0.25
0.3968253968253968,0.3961700336700336,5.3640254427928475,0.3274213459971974,126,2,37,val,tau_0.25
0.3968253968253968,0.40251924001923994,5.396661030184796,0.33893138017457436,126,3,37,val,tau_0.25
0.42857142857142855,0.4316859066859067,5.376167004486477,0.3696780902743179,126,4,37,val,tau_0.25
0.36507936507936506,0.37133237133237135,6.6993787994971346,0.3039662222536985,126,0,37,val,hard_top1
0.3888888888888889,0.3934283309283309,6.623466717698629,0.33080315761236817,126,1,37,val,hard_top1
0.373015873015873,0.3802970177970178,6.715078571033823,0.3194153161732162,126,2,37,val,hard_top1
0.38095238095238093,0.3850949975949976,6.764940573932526,0.31631172405166214,126,3,37,val,hard_top1
0.36507936507936506,0.3705747955747956,6.587704928547488,0.30123862755441705,126,4,37,val,hard_top1
0.547945205479452,0.5379689754689754,2.9162357678876756,0.535849020195416,146,0,37,test,tau_1.00
0.5547945205479452,0.5439213564213564,2.8875459837373634,0.5413678997205827,146,1,37,test,tau_1.00
0.5547945205479452,0.5439213564213564,2.921529927396281,0.5404387771961148,146,2,37,test,tau_1.00
0.5547945205479452,0.545544733044733,2.857589737359792,0.5429912253925412,146,3,37,test,tau_1.00
0.5342465753424658,0.5257034632034632,2.9438039145321278,0.5208839450631596,146,4,37,test,tau_1.00
0.5342465753424658,0.5276875901875901,3.015830622756575,0.5131315562102007,146,0,37,test,tau_0.80
0.5136986301369864,0.4999098124098123,3.0099503956000766,0.4930416322153938,146,1,37,test,tau_0.80
0.5205479452054794,0.5124098124098123,3.0705383740730263,0.49749177085670887,146,2,37,test,tau_0.80
0.5205479452054794,0.5137987012987012,3.0094953304006395,0.49744795010736415,146,3,37,test,tau_0.80
0.5342465753424658,0.5266955266955266,3.0281524518389866,0.5128884101949959,146,4,37,test,tau_0.80
0.5068493150684932,0.4948232323232323,3.5154837883862,0.47675351573377883,146,0,37,test,tau_0.60
0.5136986301369864,0.5014069264069263,3.5348397050441647,0.481599971041125,146,1,37,test,tau_0.60
0.5136986301369864,0.5003156565656565,3.524273598396645,0.48513779536263674,146,2,37,test,tau_0.60
0.5273972602739726,0.5176767676767676,3.4913438284537324,0.5070704779356799,146,3,37,test,tau_0.60
0.5068493150684932,0.5000450937950938,3.5593011745567247,0.48262186627636255,146,4,37,test,tau_0.60
0.4863013698630137,0.4757485569985569,4.544908041155054,0.4389083641206375,146,0,37,test,tau_0.40
0.4794520547945205,0.467180735930736,4.557260053448611,0.4361150700975179,146,1,37,test,tau_0.40
0.4726027397260274,0.46222041847041845,4.387069302158103,0.43343086216561827,146,2,37,test,tau_0.40
0.4863013698630137,0.4747564935064934,4.5038977717899735,0.4349427944746616,146,3,37,test,tau_0.40
0.4726027397260274,0.46059704184704175,4.460024520457313,0.4346194053855344,146,4,37,test,tau_0.40
0.4794520547945205,0.4694354256854256,5.5239329993414605,0.42880770695719134,146,0,37,test,tau_0.25
0.4931506849315068,0.47908549783549775,5.503067557497271,0.44159025912121885,146,1,37,test,tau_0.25
0.4589041095890411,0.44607683982683977,5.716312349036337,0.41445279833382215,146,2,37,test,tau_0.25
0.4726027397260274,0.46023629148629147,5.57626909341029,0.4233400858400859,146,3,37,test,tau_0.25
0.4726027397260274,0.4611020923520923,5.564406045076309,0.41299936388829184,146,4,37,test,tau_0.25
0.4383561643835616,0.4240891053391053,7.3009951356379155,0.379201043547661,146,0,37,test,hard_top1
0.4452054794520548,0.4300414862914863,7.262942924549208,0.37261772875271726,146,1,37,test,hard_top1
0.4315068493150685,0.4181367243867244,7.193665539037525,0.36819920569920567,146,2,37,test,hard_top1
0.4520547945205479,0.4386093073593073,7.101993256136507,0.3887630140152656,146,3,37,test,hard_top1
0.4452054794520548,0.434280303030303,7.096865024972851,0.38651942275351603,146,4,37,test,hard_top1
0.5079365079365079,0.5152236652236651,1.772525035589514,0.4939525945330899,126,0,53,val,tau_1.00
0.5079365079365079,0.5152236652236651,1.7741250565058295,0.4932805240854776,126,1,53,val,tau_1.00
0.5079365079365079,0.5152236652236651,1.7649762706532295,0.49158578922510815,126,2,53,val,tau_1.00
0.5238095238095238,0.5311327561327561,1.7781949058761888,0.5109804704086124,126,3,53,val,tau_1.00
0.5158730158730159,0.5235569985569984,1.780652869819034,0.5021032728059246,126,4,53,val,tau_1.00
0.5238095238095238,0.530501443001443,1.769751719523328,0.5065971391310995,126,0,53,val,tau_0.80
0.5238095238095238,0.5354617604617604,1.7622725346642039,0.5121042294287907,126,1,53,val,tau_0.80
0.5158730158730159,0.5221681096681097,1.771507967268094,0.49821869658599033,126,2,53,val,tau_0.80
0.5158730158730159,0.5221681096681097,1.7767824854025442,0.4988473515567505,126,3,53,val,tau_0.80
0.5079365079365079,0.5152236652236651,1.772427609845288,0.4934497135561377,126,4,53,val,tau_0.80
0.5317460317460317,0.542406204906205,1.792347862747687,0.5186080551530466,126,0,53,val,tau_0.60
0.5396825396825397,0.5499819624819625,1.7519898437417523,0.5288140041747852,126,1,53,val,tau_0.60
0.5238095238095238,0.5340728715728716,1.7629465508337447,0.509968173649388,126,2,53,val,tau_0.60
0.5238095238095238,0.5347041847041848,1.7602667090513116,0.5100548799332046,126,3,53,val,tau_0.60
0.5158730158730159,0.5263708513708515,1.7654334018598523,0.5069249922191098,126,4,53,val,tau_0.60
0.5079365079365079,0.5222041847041847,1.898514603432719,0.49231579806614856,126,0,53,val,tau_0.40
0.5079365079365079,0.5208152958152958,1.8919387116235438,0.49789962076567823,126,1,53,val,tau_0.40
0.49206349206349204,0.5056637806637806,1.9032015483716422,0.4763295727392625,126,2,53,val,tau_0.40
0.5158730158730159,0.5285173160173161,1.9255215096380625,0.5007619304877796,126,3,53,val,tau_0.40
0.5,0.5146284271284272,1.914725759704096,0.48313025457348036,126,4,53,val,tau_0.40
0.4523809523809524,0.47094155844155844,2.3370820590175434,0.43924581436023086,126,0,53,val,tau_0.25
0.46825396825396826,0.48268398268398277,2.332728046178364,0.4506428387872728,126,1,53,val,tau_0.25
0.4444444444444444,0.46046176046176046,2.3083587258158373,0.4296421155545869,126,2,53,val,tau_0.25
0.4603174603174603,0.4771284271284271,2.3066968795206475,0.44546170413245395,126,3,53,val,tau_0.25
0.47619047619047616,0.4910173160173161,2.28030815709072,0.46053907000703337,126,4,53,val,tau_0.25
0.3333333333333333,0.36399711399711404,4.229118669502487,0.31381272871547466,126,0,53,val,hard_top1
0.3333333333333333,0.3562590187590187,4.09558763090016,0.3171920534334722,126,1,53,val,hard_top1
0.36507936507936506,0.3880772005772006,4.248028262424231,0.3483774637092714,126,2,53,val,hard_top1
0.3253968253968254,0.3483886483886483,4.252239568671606,0.3107688201986447,126,3,53,val,hard_top1
0.3412698412698413,0.37186748436748435,4.11982546170831,0.3268194803058176,126,4,53,val,hard_top1
0.5205479452054794,0.5196102508602508,2.1909854147770074,0.5034511803555776,146,0,53,test,tau_1.00
0.5068493150684932,0.507705488955489,2.195817535311763,0.4926716751937694,146,1,53,test,tau_1.00
0.5,0.4993721556221556,2.19794117027882,0.4841893202551122,146,2,53,test,tau_1.00
0.5068493150684932,0.507705488955489,2.1972529819334814,0.4934165532472841,146,3,53,test,tau_1.00
0.5068493150684932,0.507705488955489,2.1979362530910738,0.4927715584072429,146,4,53,test,tau_1.00
0.5068493150684932,0.5067134254634255,2.2393507777056265,0.492593402731039,146,0,53,test,tau_0.80
0.5068493150684932,0.507705488955489,2.2081184139446446,0.49228836235588663,146,1,53,test,tau_0.80
0.5068493150684932,0.5067134254634255,2.2267999809651307,0.49135401892154323,146,2,53,test,tau_0.80
0.5068493150684932,0.507705488955489,2.230950103623192,0.49395569512274323,146,3,53,test,tau_0.80
0.5068493150684932,0.507705488955489,2.2180122567675102,0.4950708842814106,146,4,53,test,tau_0.80
0.4794520547945205,0.4804618992118992,2.264700026448432,0.46575708595159404,146,0,53,test,tau_0.60
0.4863013698630137,0.48740634365634367,2.277692716158704,0.47341550767238677,146,1,53,test,tau_0.60
0.4794520547945205,0.4804618992118992,2.278367068759717,0.46777083336975317,146,2,53,test,tau_0.60
0.4931506849315068,0.4933587246087246,2.267584630921227,0.47931784905859914,146,3,53,test,tau_0.60
0.4863013698630137,0.48740634365634367,2.272870068560197,0.47608413247723447,146,4,53,test,tau_0.60
0.4794520547945205,0.48208527583527583,2.3778388523681855,0.46809082457815193,146,0,53,test,tau_0.40
0.4863013698630137,0.4864142801642801,2.3729456080155322,0.4723873278684633,146,1,53,test,tau_0.40
0.4863013698630137,0.4864142801642801,2.4092914951368876,0.47494990795744657,146,2,53,test,tau_0.40
0.4794520547945205,0.4804618992118992,2.382609158374324,0.46755932475372197,146,3,53,test,tau_0.40
0.4863013698630137,0.4868721556221556,2.4111654489564405,0.4742568143556234,146,4,53,test,tau_0.40
0.4657534246575342,0.47063838938838937,2.6621533818278285,0.46124202117494173,146,0,53,test,tau_0.25
0.4452054794520548,0.45115786990786994,2.67440878540636,0.43638400666909444,146,1,53,test,tau_0.25
0.4452054794520548,0.45295468420468415,2.6677774340460463,0.4374897333230667,146,2,53,test,tau_0.25
0.4589041095890411,0.46161269286269285,2.634640780502096,0.44504459125375645,146,3,53,test,tau_0.25
0.4589041095890411,0.46386738261738264,2.635883673178294,0.4478463028772626,146,4,53,test,tau_0.25
0.4246575342465753,0.42999084249084246,3.8384581262742277,0.3977456487026112,146,0,53,test,hard_top1
0.4041095890410959,0.41347263847263843,3.9594266562241907,0.3796595501437178,146,1,53,test,hard_top1
0.363013698630137,0.37935744810744804,3.8524972621135705,0.3399644287682546,146,2,53,test,hard_top1
0.3698630136986301,0.381018981018981,3.7760500267329182,0.3352115567466445,146,3,53,test,hard_top1
0.3972602739726027,0.41181110556110556,3.8995679743832965,0.3746891115563716,146,4,53,test,hard_top1
0.5,0.5122775372775373,2.102280573337271,0.4955715373971706,126,0,71,val,tau_1.00
0.47619047619047616,0.49144420394420396,2.0920032635255517,0.4742369750015696,126,1,71,val,tau_1.00
0.47619047619047616,0.48912938912938914,2.096383635067828,0.4775735698503126,126,2,71,val,tau_1.00
0.49206349206349204,0.505964405964406,2.078839115686785,0.49311296322339954,126,3,71,val,tau_1.00
0.48412698412698413,0.49838864838864844,2.0800366249938205,0.47751201212415656,126,4,71,val,tau_1.00
0.48412698412698413,0.49174482924482926,2.1160610720533737,0.4869104672703744,126,0,71,val,tau_0.80
0.5317460317460317,0.5413179413179413,2.117142376158709,0.5394808183118072,126,1,71,val,tau_0.80
0.5079365079365079,0.51753848003848,2.106066488078466,0.5131682019491658,126,2,71,val,tau_0.80
0.5,0.5105940355940356,2.1059920404948884,0.5023783695884757,126,3,71,val,tau_0.80
0.5,0.5105940355940356,2.1196972636391025,0.5064656845911051,126,4,71,val,tau_0.80
0.47619047619047616,0.4840428090428091,2.226634157820166,0.4836374296393802,126,0,71,val,tau_0.60
0.4523809523809524,0.46194684944684944,2.226856996028089,0.46140333204049794,126,1,71,val,tau_0.60
0.5,0.5071909571909572,2.1923200604866304,0.5091577885628228,126,2,71,val,tau_0.60
0.49206349206349204,0.4993205868205868,2.1674406431637614,0.4999479824383161,126,3,71,val,tau_0.60
0.48412698412698413,0.4926707551707552,2.204001629911578,0.4915332512315271,126,4,71,val,tau_0.60
0.4444444444444444,0.4379749879749881,2.518960294306015,0.43993750502371193,126,0,71,val,tau_0.40
0.4523809523809524,0.45420875420875423,2.523215691425025,0.46415391077520524,126,1,71,val,tau_0.40
0.4365079365079365,0.4353595478595478,2.476712434958824,0.44204827705248545,126,2,71,val,tau_0.40
0.42857142857142855,0.4257696007696008,2.481824588197943,0.4194441966863322,126,3,71,val,tau_0.40
0.4523809523809524,0.4548400673400674,2.53657221339598,0.4650757309952713,126,4,71,val,tau_0.40
0.42857142857142855,0.42005170755170756,3.002449918225003,0.41352442626943536,126,0,71,val,tau_0.25
0.42857142857142855,0.42206589706589703,3.0256873871059344,0.4240022063706274,126,1,71,val,tau_0.25
0.42063492063492064,0.41016113516113517,3.0613722393951517,0.40549504689704324,126,2,71,val,tau_0.25
0.42857142857142855,0.4191257816257816,3.0278830967996786,0.41758539234865694,126,3,71,val,tau_0.25
0.40476190476190477,0.39627224627224633,3.0534461878495724,0.39632559998009903,126,4,71,val,tau_0.25
0.373015873015873,0.37433862433862436,4.765377750910078,0.3683975044791696,126,0,71,val,hard_top1
0.373015873015873,0.3735810485810486,4.748931069071493,0.3698132151073327,126,1,71,val,hard_top1
0.35714285714285715,0.3590608465608465,4.771985954473278,0.35126772934239753,126,2,71,val,hard_top1
0.3412698412698413,0.3402116402116402,4.775610111287046,0.32995152579110604,126,3,71,val,hard_top1
0.3412698412698413,0.34084295334295334,4.90811037590554,0.33610612340875495,126,4,71,val,hard_top1
0.5068493150684932,0.5040216727716728,2.581436948656116,0.4916467695028066,146,0,71,test,tau_1.00
0.5,0.49806929181929177,2.610695880303651,0.48932520668700946,146,1,71,test,tau_1.00
0.5136986301369864,0.5095161782661782,2.574726556692134,0.5005894887597225,146,2,71,test,tau_1.00
0.5068493150684932,0.5051871739371739,2.5642823192402036,0.49176588041139113,146,3,71,test,tau_1.00
0.5136986301369864,0.5089819902319902,2.565632789972053,0.500837638668833,146,4,71,test,tau_1.00
0.5,0.49545385170385164,2.730312398759929,0.4861110984290416,146,0,71,test,tau_0.80
0.4931506849315068,0.4878780941280941,2.7127191972900144,0.4771722480350829,146,1,71,test,tau_0.80
0.5,0.4948225385725385,2.7179712702338406,0.4829566492013209,146,2,71,test,tau_0.80
0.5,0.4959880397380397,2.746137025337856,0.48644469385551625,146,3,71,test,tau_0.80
