accuracy,balanced_accuracy,fraction_max_q_ge_0.3,fraction_max_q_ge_0.4,fraction_max_q_ge_0.5,fraction_max_q_ge_0.6,loss,macro_f1,mean_effective_states,mean_entropy,mean_max_q,mean_top1_top2_margin,median_max_q,median_top1_top2_margin,n_samples,n_timesteps,normalized_entropy,p10_max_q,p25_max_q,p75_max_q,p90_max_q,seed,split,variant,tau1_balanced_accuracy,delta_balanced_accuracy_vs_tau1
0.5317460317460317,0.543001443001443,0.42761829514529015,0.18198577824598366,0.05908173119129137,0.022912825915196208,2.542003377604918,0.5467745278600543,6.234394371328733,1.8153173078548277,0.3068464121304386,0.10500018697939391,0.28000742197036743,0.05487446486949921,126,11391,0.872983092560688,0.19751949608325958,0.23156389594078064,0.36529071629047394,0.45977944135665894,11,val,tau_1.00,0.543001443001443,0.0
0.5238095238095238,0.5324795574795574,0.5599157229391625,0.30936704415766836,0.15283996137301378,0.058116056535861646,2.7300105534430306,0.5338619917664036,5.628392103095522,1.700592153345668,0.35407007213728703,0.14238706737666468,0.31984901428222656,0.07622799277305603,126,11391,0.8178119554021597,0.21603183448314667,0.2562571167945862,0.4314368814229965,0.550277054309845,11,val,tau_0.80,0.543001443001443,-0.010521885521885599
0.5396825396825397,0.5483826358826359,0.6967781581950663,0.4630848915810728,0.29751558247739446,0.17355807216223335,3.0855559691567516,0.5412625776489239,4.769177654302006,1.51109356376977,0.42430424091897784,0.2038783902834148,0.38190847635269165,0.11517930030822754,126,11391,0.7266823969232926,0.24611854553222656,0.2912846505641937,0.5352812111377716,0.6825335621833801,11,val,tau_0.60,0.543001443001443,0.0053811928811928755
0.5476190476190477,0.5596560846560847,0.90413484329734,0.6339215169870951,0.4795013607233781,0.3583530857694671,3.697792323340953,0.5403145169270002,3.6400092047335906,1.1999248626237498,0.5291952425150422,0.30876381167982,0.4855020344257355,0.20138579607009888,126,11391,0.5770418829155516,0.30112749338150024,0.3391985297203064,0.7034791707992554,0.8573638200759888,11,val,tau_0.40,0.543001443001443,0.0166546416546417
0.5079365079365079,0.5103835978835979,0.9417961548590993,0.7425160214204196,0.6293565095250636,0.5149679571591608,4.314310443269015,0.4923176109141021,2.7271460382966537,0.8752223625044441,0.636354779876123,0.43453308055923673,0.6151926517486572,0.35756632685661316,126,11391,0.42089298735342806,0.36167848110198975,0.3948197364807129,0.8782714903354645,0.9700477123260498,11,val,tau_0.25,0.543001443001443,-0.03261784511784516
0.46825396825396826,0.4663720538720539,1.0,1.0,1.0,1.0,5.245317838882096,0.4590971893603472,1.0,0.0,1.0,1.0,1.0,1.0,126,11391,0.0,1.0,1.0,1.0,1.0,11,val,hard_top1,0.543001443001443,-0.07662938912938916
0.4931506849315068,0.4840354090354089,0.47051027170311466,0.20444002650762094,0.07173624917163685,0.013916500994035786,2.9609182386624537,0.46931457926614223,6.226326211235759,1.8157099166305288,0.3135381542489357,0.11588279499577925,0.29239846765995026,0.06817283481359482,146,12072,0.8731718974719258,0.19751949608325958,0.23215799778699875,0.37414316087961197,0.47399131059646604,11,test,tau_1.00,0.4840354090354089,0.0
0.4794520547945205,0.4702838827838827,0.6139827700463883,0.332090788601723,0.17611000662690524,0.07612657388999337,3.0340372476114847,0.4578217189201171,5.598433463465055,1.6964816595360979,0.36397112737242515,0.15747001163712088,0.3362097442150116,0.09447310864925385,146,12072,0.8158352257239359,0.21603183448314667,0.25721174478530884,0.44436999410390854,0.57298424243927,11,test,tau_0.80,0.4840354090354089,-0.013751526251526203
0.4931506849315068,0.47957320457320457,0.7392312789927104,0.5110172299536117,0.32074221338634856,0.20054671968190854,3.3085043571301522,0.4657260530173948,4.71176973081621,1.4970076179116711,0.43918469835830654,0.22562413547799667,0.4051821529865265,0.14374127238988876,146,12072,0.7199084888447228,0.24611854553222656,0.29497773945331573,0.5543778389692307,0.715326601266861,11,test,tau_0.60,0.4840354090354089,-0.0044622044622043555
0.4794520547945205,0.46742077367077367,0.9010934393638171,0.68870112657389,0.5315606361829026,0.3894135188866799,3.92069673585016,0.4571486151148622,3.5653031859084563,1.170529929658929,0.550142902721675,0.3394579218563476,0.5196797847747803,0.2516103982925415,146,12072,0.5629059082436815,0.30112749338150024,0.35954509675502777,0.7272686064243317,0.8867802262306212,11,test,tau_0.40,0.4840354090354089,-0.016614635364635255
