active_what_fraction,expert_a,expert_b,mean_evidence_cosine_similarity,mean_evidence_l1_difference,mean_evidence_l2_difference,mean_relative_evidence_l2_difference,n_active_what,seed,split,top_support_disagreement_rate
0.7946624528136248,0,1,0.39580474458643333,2.5141651001250818,0.9214897048535424,1.0944116545416451,9052,11,val,0.8604728236853734
0.7946624528136248,0,2,0.3061639619241851,3.1099922226600785,1.10368161614999,1.185059015710771,9052,11,val,0.9024524966858153
0.7946624528136248,0,3,0.3592444129222466,2.5394884760217793,0.9337466489002513,1.1340506909199308,9052,11,val,0.884887317719841
0.7946624528136248,0,4,0.37116693006118284,2.6539706380093713,0.942687031528113,1.1274194161030104,9052,11,val,0.8876491383119752
0.7946624528136248,0,5,0.5402283978286779,2.2720147386179628,0.7927143215467273,0.9521939382450154,9052,11,val,0.7776182059213433
0.7946624528136248,0,6,0.2760621942890922,2.836858962174129,1.0136678713016467,1.2003909698728428,9052,11,val,0.8775961113566063
0.7946624528136248,0,7,0.3590887065459065,2.628239209423675,0.9490458871692632,1.131166435275815,9052,11,val,0.8398144056562086
0.7946624528136248,1,2,0.028572809133905648,4.091226037942624,1.3838131854120863,1.3937378380168954,9052,11,val,0.9673000441891295
0.7946624528136248,1,3,0.3558107414690868,2.8018025400343856,0.9764687053360592,1.1345120661108008,9052,11,val,0.7300044189129474
0.7946624528136248,1,4,0.3471203238083707,2.7749482327308193,0.9909977482764595,1.139464276210957,9052,11,val,0.7470172337604949
0.7946624528136248,1,5,0.4015519102186072,2.8706943088727717,0.99247836729553,1.0939478677061285,9052,11,val,0.8809102960671675
0.7946624528136248,1,6,0.5206847925619459,2.3439853466488167,0.8413561888362402,0.9742063136244095,9052,11,val,0.6549933716305789
0.7946624528136248,1,7,0.3986935355463262,2.6528535149603307,0.9570184202604305,1.0980571485242947,9052,11,val,0.7376270437472382
0.7946624528136248,2,3,0.29345145404510625,3.229290606903467,1.1354408410558223,1.2002731426890796,9052,11,val,0.9074237737516571
0.7946624528136248,2,4,0.1396963766007969,3.838556888843166,1.293771461199209,1.3133859563661907,9052,11,val,0.895271763146266
