architecture,family,regularization,seed,source,split,accuracy,balanced_accuracy,macro_f1
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta05_full,test,0.5068493150684932,0.4834991397491398,0.46877786782198544
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta05_full,train,0.8623063683304647,0.8588151530304141,0.8631164552849461
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta05_full,val,0.42063492063492064,0.4151575276575276,0.4128776803118909
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta05_valid,test,0.5,0.47935051060051054,0.4723581518801266
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta05_valid,train,0.8984509466437177,0.8968517495741355,0.898856960376417
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta05_valid,val,0.4523809523809524,0.44167869167869167,0.4338463227137117
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta10_full,test,0.5,0.4771409146409147,0.4670839979772461
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta10_full,train,0.8554216867469879,0.8518403166764604,0.8563871705111102
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta10_full,val,0.40476190476190477,0.4010642135642135,0.3881259256452754
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta10_valid,test,0.4520547945205479,0.43930722055722055,0.4249112254281621
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta10_valid,train,0.8795180722891566,0.879115996738911,0.8803227312382922
234x234,s1_spike_wc_beta05,task_only,11,native_lif_beta10_valid,val,0.4126984126984127,0.40477392977392984,0.38699343240751904
234x234,s1_spike_wc_beta05,task_only,11,native_w_analog_full,test,0.5,0.4771409146409147,0.4628916047265774
234x234,s1_spike_wc_beta05,task_only,11,native_w_analog_full,train,0.8537005163511188,0.848066536693003,0.8538149721680353
234x234,s1_spike_wc_beta05,task_only,11,native_w_analog_full,val,0.42063492063492064,0.4163419913419913,0.4025054098712509
234x234,s1_spike_wc_beta05,task_only,11,native_w_analog_valid,test,0.5136986301369864,0.4955912143412142,0.48269920050332343
234x234,s1_spike_wc_beta05,task_only,11,native_w_analog_valid,train,0.8984509466437177,0.8958907183148693,0.8986029655613622
234x234,s1_spike_wc_beta05,task_only,11,native_w_analog_valid,val,0.4365079365079365,0.42884199134199125,0.42097639804456805
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta05_full,test,0.5,0.4838279775779775,0.4636672507699682
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta05_full,train,0.8209982788296041,0.8122785297495597,0.8153054903593983
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta05_full,val,0.4523809523809524,0.42637085137085134,0.3949711942252436
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta05_valid,test,0.5616438356164384,0.5450931013431013,0.5292078082519258
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta05_valid,train,0.8623063683304647,0.8535978662424561,0.856505918176303
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta05_valid,val,0.48412698412698413,0.4592412217412217,0.4317367765819779
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta10_full,test,0.5136986301369864,0.49426753801753803,0.4773833700400197
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta10_full,train,0.802065404475043,0.7916884755356124,0.7952449038270798
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta10_full,val,0.4603174603174603,0.43470418470418476,0.40090571112371937
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta10_valid,test,0.5342465753424658,0.5191371128871128,0.5109597018288471
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta10_valid,train,0.810671256454389,0.8048216246449541,0.8088587128806486
234x234,s1_spike_wc_beta05,task_only,23,native_lif_beta10_valid,val,0.4126984126984127,0.3916486291486292,0.3746309045222089
234x234,s1_spike_wc_beta05,task_only,23,native_w_analog_full,test,0.4931506849315068,0.4730373792873792,0.453654952047644
234x234,s1_spike_wc_beta05,task_only,23,native_w_analog_full,train,0.7900172117039587,0.7768587996389694,0.7801126315769257
