architecture,family,regularization,source,split,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,accuracy_std,balanced_accuracy_std,macro_f1_std
234x234,a1_shared_tsce,task_plus_reg,l2_wholecount_linear,val,3,0.5317460317460317,0.5178992303992304,0.5133555669634438,0.03636964837266544,0.03640669056086785,0.03984242847330372
234x234,a1_shared_tsce,task_plus_reg,native,test,3,0.5205479452054794,0.49582084582084573,0.47064139147111245,0.018121584322360204,0.019990570046013248,0.030561600541672083
234x234,a1_shared_tsce,task_plus_reg,native,train,3,0.8370625358577165,0.8287831092072198,0.8315907895472611,0.029276766086455706,0.029712230731550517,0.03131146719567096
234x234,a1_shared_tsce,task_plus_reg,native,val,3,0.4708994708994709,0.45778619528619524,0.4183788130451264,0.016521158725921664,0.0112995529103122,0.00868658986552091
234x234,a2_shared_wholecount,task_only,l2_fixed250_linear,test,3,0.5707762557077626,0.5617278554778554,0.5692686307862804,0.025931088336987526,0.02053050073231071,0.021142582312180337
234x234,a2_shared_wholecount,task_only,l2_fixed250_linear,train,3,0.9948364888123925,0.9947461786540428,0.9950474810466895,0.005962309148257775,0.006324163057060623,0.005775343242923492
234x234,a2_shared_wholecount,task_only,l2_fixed250_linear,val,3,0.6111111111111112,0.6123516915183581,0.6201671915064869,0.03968253968253968,0.045185839335429384,0.047264382258575745
234x234,a2_shared_wholecount,task_only,l2_wholecount_linear,test,3,0.5570776255707762,0.5465747215747215,0.5406672580848338,0.03447412984141903,0.036105256314212644,0.03227983837223435
234x234,a2_shared_wholecount,task_only,l2_wholecount_linear,train,3,0.9845094664371773,0.9846114678371425,0.9850656485924963,0.013661366494309421,0.013866899550995525,0.013333789397276046
234x234,a2_shared_wholecount,task_only,l2_wholecount_linear,val,3,0.5846560846560847,0.5891454224787558,0.5940343607032664,0.009164289987136877,0.014307288778909856,0.015126129193689417
234x234,a2_shared_wholecount,task_only,native,test,3,0.589041095890411,0.5757231194731195,0.5651329737715085,0.03813537234815083,0.042327957713922636,0.03707526353929133
