contrast,architecture,family,regularization,seed,metric,delta
leak_effect_valid,234x234,s2_spike_tsce_beta05,task_plus_reg,37,macro_f1,-0.0029216539015243514
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,37,accuracy,0.0068493150684931225
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,37,balanced_accuracy,0.007575757575757569
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,37,macro_f1,0.015935552789436203
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,37,accuracy,0.006849315068493178
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,37,balanced_accuracy,0.006410256410256415
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,37,macro_f1,0.007952611774442148
probe_phase_gain,234x234,s3_spike_wc_beta10,task_only,11,accuracy,0.07534246575342468
probe_phase_gain,234x234,s3_spike_wc_beta10,task_only,11,balanced_accuracy,0.06877289377289386
probe_phase_gain,234x234,s3_spike_wc_beta10,task_only,11,macro_f1,0.0887252858183008
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_only,11,accuracy,0.034246575342465724
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_only,11,balanced_accuracy,0.02430555555555558
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_only,11,macro_f1,0.013790395247102405
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_only,11,accuracy,0.0684931506849315
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_only,11,balanced_accuracy,0.055593711843711924
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_only,11,macro_f1,0.042634839742682895
leak_effect_valid,234x234,s3_spike_wc_beta10,task_only,11,accuracy,-0.03424657534246578
leak_effect_valid,234x234,s3_spike_wc_beta10,task_only,11,balanced_accuracy,-0.031288156288156344
leak_effect_valid,234x234,s3_spike_wc_beta10,task_only,11,macro_f1,-0.02884444449558049
tail_beta05,234x234,s3_spike_wc_beta10,task_only,11,accuracy,0.06164383561643838
tail_beta05,234x234,s3_spike_wc_beta10,task_only,11,balanced_accuracy,0.07017288267288269
tail_beta05,234x234,s3_spike_wc_beta10,task_only,11,macro_f1,0.06559228024970354
tail_beta10,234x234,s3_spike_wc_beta10,task_only,11,accuracy,-0.0410958904109589
tail_beta10,234x234,s3_spike_wc_beta10,task_only,11,balanced_accuracy,-0.026961233211233226
tail_beta10,234x234,s3_spike_wc_beta10,task_only,11,macro_f1,-0.01829382620775688
probe_phase_gain,234x234,s3_spike_wc_beta10,task_only,23,accuracy,0.11643835616438358
probe_phase_gain,234x234,s3_spike_wc_beta10,task_only,23,balanced_accuracy,0.12034632034632037
probe_phase_gain,234x234,s3_spike_wc_beta10,task_only,23,macro_f1,0.135816495702353
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_only,23,accuracy,0.03424657534246578
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_only,23,balanced_accuracy,0.037472943722943686
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_only,23,macro_f1,0.04114110866951731
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_only,23,accuracy,-0.034246575342465724
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_only,23,balanced_accuracy,-0.03037587412587417
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_only,23,macro_f1,-0.027884280091583946
leak_effect_valid,234x234,s3_spike_wc_beta10,task_only,23,accuracy,0.0684931506849315
leak_effect_valid,234x234,s3_spike_wc_beta10,task_only,23,balanced_accuracy,0.06784881784881786
leak_effect_valid,234x234,s3_spike_wc_beta10,task_only,23,macro_f1,0.06902538876110126
tail_beta05,234x234,s3_spike_wc_beta10,task_only,23,accuracy,0.0684931506849315
tail_beta05,234x234,s3_spike_wc_beta10,task_only,23,balanced_accuracy,0.06688797313797312
tail_beta05,234x234,s3_spike_wc_beta10,task_only,23,macro_f1,0.07567557817924253
tail_beta10,234x234,s3_spike_wc_beta10,task_only,23,accuracy,0.061643835616438325
tail_beta10,234x234,s3_spike_wc_beta10,task_only,23,balanced_accuracy,0.07055444555444557
tail_beta10,234x234,s3_spike_wc_beta10,task_only,23,macro_f1,0.07738283169036658
probe_phase_gain,234x234,s3_spike_wc_beta10,task_only,37,accuracy,0.06849315068493156
probe_phase_gain,234x234,s3_spike_wc_beta10,task_only,37,balanced_accuracy,0.06247571872571872
probe_phase_gain,234x234,s3_spike_wc_beta10,task_only,37,macro_f1,0.07940945045374431
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_only,37,accuracy,0.04794520547945208
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_only,37,balanced_accuracy,0.03720238095238093
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_only,37,macro_f1,0.0330780338890298
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_only,37,accuracy,0.006849315068493178
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_only,37,balanced_accuracy,0.0031135531135531025
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_only,37,macro_f1,-0.001596470484362622
leak_effect_valid,234x234,s3_spike_wc_beta10,task_only,37,accuracy,0.0410958904109589
leak_effect_valid,234x234,s3_spike_wc_beta10,task_only,37,balanced_accuracy,0.03408882783882783
leak_effect_valid,234x234,s3_spike_wc_beta10,task_only,37,macro_f1,0.03467450437339242
tail_beta05,234x234,s3_spike_wc_beta10,task_only,37,accuracy,-0.006849315068493178
tail_beta05,234x234,s3_spike_wc_beta10,task_only,37,balanced_accuracy,-0.006360306360306378
tail_beta05,234x234,s3_spike_wc_beta10,task_only,37,macro_f1,-0.012877699358577521
tail_beta10,234x234,s3_spike_wc_beta10,task_only,37,accuracy,-0.006849315068493178
tail_beta10,234x234,s3_spike_wc_beta10,task_only,37,balanced_accuracy,-0.00572899322899334
tail_beta10,234x234,s3_spike_wc_beta10,task_only,37,macro_f1,-0.00646366992980224
probe_phase_gain,234x234,s3_spike_wc_beta10,task_plus_reg,11,accuracy,0.1095890410958904
probe_phase_gain,234x234,s3_spike_wc_beta10,task_plus_reg,11,balanced_accuracy,0.09752886002886008
probe_phase_gain,234x234,s3_spike_wc_beta10,task_plus_reg,11,macro_f1,0.11873773420677208
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,11,accuracy,0.0
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,11,balanced_accuracy,0.001215451215451191
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,11,macro_f1,-0.007003442538876858
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,11,accuracy,0.0068493150684931225
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,11,balanced_accuracy,0.00032467532467528315
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,11,macro_f1,-0.007987704726835132
leak_effect_valid,234x234,s3_spike_wc_beta10,task_plus_reg,11,accuracy,-0.0068493150684931225
leak_effect_valid,234x234,s3_spike_wc_beta10,task_plus_reg,11,balanced_accuracy,0.0008907758907759078
leak_effect_valid,234x234,s3_spike_wc_beta10,task_plus_reg,11,macro_f1,0.0009842621879582736
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,11,accuracy,0.0684931506849315
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,11,balanced_accuracy,0.06921897546897543
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,11,macro_f1,0.0759176874700766
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,11,accuracy,0.0410958904109589
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,11,balanced_accuracy,0.04887959262959268
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,11,macro_f1,0.05931331388483446
probe_phase_gain,234x234,s3_spike_wc_beta10,task_plus_reg,23,accuracy,0.136986301369863
probe_phase_gain,234x234,s3_spike_wc_beta10,task_plus_reg,23,balanced_accuracy,0.13571220446220456
probe_phase_gain,234x234,s3_spike_wc_beta10,task_plus_reg,23,macro_f1,0.13805546353424702
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,23,accuracy,0.020547945205479423
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,23,balanced_accuracy,0.020238095238095194
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,23,macro_f1,0.015308567795940559
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,23,accuracy,0.0
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,23,balanced_accuracy,-5.551115123125783e-17
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,23,macro_f1,-0.005613117344595048
leak_effect_valid,234x234,s3_spike_wc_beta10,task_plus_reg,23,accuracy,0.020547945205479423
leak_effect_valid,234x234,s3_spike_wc_beta10,task_plus_reg,23,balanced_accuracy,0.02023809523809525
leak_effect_valid,234x234,s3_spike_wc_beta10,task_plus_reg,23,macro_f1,0.020921685140535606
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,23,accuracy,0.0
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,23,balanced_accuracy,0.0032467532467532756
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,23,macro_f1,0.011548461473994132
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,23,accuracy,0.03424657534246575
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,23,balanced_accuracy,0.03638167388167393
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,23,macro_f1,0.045597059719166444
probe_phase_gain,234x234,s3_spike_wc_beta10,task_plus_reg,37,accuracy,0.12328767123287676
probe_phase_gain,234x234,s3_spike_wc_beta10,task_plus_reg,37,balanced_accuracy,0.11615537240537238
probe_phase_gain,234x234,s3_spike_wc_beta10,task_plus_reg,37,macro_f1,0.1132976907171544
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,37,accuracy,0.0136986301369863
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,37,balanced_accuracy,0.018292124542124533
lif_loss_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,37,macro_f1,0.014830082749896056
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,37,accuracy,0.0136986301369863
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,37,balanced_accuracy,0.015376984126984128
lif_loss_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,37,macro_f1,0.014155795937536575
leak_effect_valid,234x234,s3_spike_wc_beta10,task_plus_reg,37,accuracy,0.0
leak_effect_valid,234x234,s3_spike_wc_beta10,task_plus_reg,37,balanced_accuracy,0.002915140415140405
leak_effect_valid,234x234,s3_spike_wc_beta10,task_plus_reg,37,macro_f1,0.0006742868123594814
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,37,accuracy,0.04794520547945208
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,37,balanced_accuracy,0.041351703851703836
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,37,macro_f1,0.043908185113245346
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,37,accuracy,0.0
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,37,balanced_accuracy,0.0035332722832722707
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,37,macro_f1,0.0023054228465676507
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_only,11,accuracy,0.0684931506849315
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_only,11,balanced_accuracy,0.07699175824175825
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_only,11,macro_f1,0.09189301897748453
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_only,11,accuracy,0.020547945205479423
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_only,11,balanced_accuracy,0.01785714285714285
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_only,11,macro_f1,0.025137307208515175
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_only,11,accuracy,0.0068493150684931225
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_only,11,balanced_accuracy,0.003336940836940805
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_only,11,macro_f1,0.006766908837139152
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_only,11,accuracy,0.0136986301369863
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_only,11,balanced_accuracy,0.014520202020202044
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_only,11,macro_f1,0.018370398371376023
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,11,accuracy,0.04794520547945208
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,11,balanced_accuracy,0.04653679653679654
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,11,macro_f1,0.031820684497272905
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,11,accuracy,-0.0068493150684931225
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,11,balanced_accuracy,-0.005952380952380931
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,11,macro_f1,-0.007808008023664714
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_only,23,accuracy,0.0
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_only,23,balanced_accuracy,0.010752442002442075
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_only,23,macro_f1,0.02284694366793677
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_only,23,accuracy,0.0273972602739726
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_only,23,balanced_accuracy,0.029563492063492097
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_only,23,macro_f1,0.025351855842051893
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_only,23,accuracy,0.0
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_only,23,balanced_accuracy,-0.003470140970140978
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_only,23,macro_f1,-0.00836883589513912
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_only,23,accuracy,0.0273972602739726
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_only,23,balanced_accuracy,0.033033633033633075
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_only,23,macro_f1,0.033720691737191014
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,23,accuracy,-0.0136986301369863
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,23,balanced_accuracy,-0.011904761904761946
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,23,macro_f1,-0.003493073642712452
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,23,accuracy,-0.0136986301369863
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,23,balanced_accuracy,-0.012662337662337653
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,23,macro_f1,-0.009755530660600004
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_only,37,accuracy,0.04794520547945208
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_only,37,balanced_accuracy,0.04098332223332224
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_only,37,macro_f1,0.05825482360012291
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_only,37,accuracy,0.0
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_only,37,balanced_accuracy,-0.0017496392496392232
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_only,37,macro_f1,0.006146388318063911
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_only,37,accuracy,-0.0068493150684931225
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_only,37,balanced_accuracy,-0.00694444444444442
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_only,37,macro_f1,-0.0018682502760945519
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_only,37,accuracy,0.0068493150684931225
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_only,37,balanced_accuracy,0.0051948051948051965
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_only,37,macro_f1,0.008014638594158463
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,37,accuracy,0.0136986301369863
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,37,balanced_accuracy,0.007900432900432908
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,37,macro_f1,0.008059632120441557
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,37,accuracy,0.0068493150684931225
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,37,balanced_accuracy,0.005952380952380931
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,37,macro_f1,0.007180267299553594
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_plus_reg,11,accuracy,0.06164383561643838
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_plus_reg,11,balanced_accuracy,0.05762154512154505
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_plus_reg,11,macro_f1,0.04836803200631146
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,11,accuracy,0.02054794520547948
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,11,balanced_accuracy,0.018315018315018333
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,11,macro_f1,0.018812264986380056
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,11,accuracy,-0.0068493150684931225
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,11,balanced_accuracy,-0.005494505494505475
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,11,macro_f1,-0.006374040824641908
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_plus_reg,11,accuracy,0.0273972602739726
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_plus_reg,11,balanced_accuracy,0.023809523809523808
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_plus_reg,11,macro_f1,0.025186305811021964
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,11,accuracy,0.0
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,11,balanced_accuracy,0.0
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,11,macro_f1,-0.0010249058973460234
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,11,accuracy,0.0068493150684931225
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,11,balanced_accuracy,0.0064102564102563875
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,11,macro_f1,0.01072889521934628
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_plus_reg,23,accuracy,0.006849315068493178
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_plus_reg,23,balanced_accuracy,0.015431790431790382
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_plus_reg,23,macro_f1,0.028072728938899005
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,23,accuracy,0.0
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,23,balanced_accuracy,-0.00045787545787545625
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,23,macro_f1,0.0029969418867822895
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,23,accuracy,-0.0068493150684931225
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,23,balanced_accuracy,-0.007575757575757569
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,23,macro_f1,-0.006114711359809372
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_plus_reg,23,accuracy,0.0068493150684931225
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_plus_reg,23,balanced_accuracy,0.007117882117882113
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_plus_reg,23,macro_f1,0.009111653246591661
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,23,accuracy,0.006849315068493178
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,23,balanced_accuracy,0.005952380952380931
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,23,macro_f1,0.00543352379858536
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,23,accuracy,-0.006849315068493178
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,23,balanced_accuracy,-0.005952380952380987
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,23,macro_f1,-0.0011667556232773935
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_plus_reg,37,accuracy,-0.00684931506849315
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_plus_reg,37,balanced_accuracy,-0.0064102564102563875
probe_phase_gain,234x234,s4_spike_tsce_beta10,task_plus_reg,37,macro_f1,-0.0047065218104822
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,37,accuracy,-0.02054794520547945
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,37,balanced_accuracy,-0.024756493506493497
lif_loss_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,37,macro_f1,0.03280323710260016
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,37,accuracy,-0.02054794520547945
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,37,balanced_accuracy,-0.024756493506493497
lif_loss_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,37,macro_f1,0.03241911597174755
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_plus_reg,37,accuracy,0.0
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_plus_reg,37,balanced_accuracy,0.0
leak_effect_valid,234x234,s4_spike_tsce_beta10,task_plus_reg,37,macro_f1,0.00038412113085261115
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,37,accuracy,0.0
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,37,balanced_accuracy,0.0
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,37,macro_f1,0.0
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,37,accuracy,0.0
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,37,balanced_accuracy,0.0
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,37,macro_f1,0.0
probe_phase_gain,34x345,a1_shared_tsce,task_only,11,accuracy,0.0
probe_phase_gain,34x345,a1_shared_tsce,task_only,11,balanced_accuracy,0.0009941447441448314
probe_phase_gain,34x345,a1_shared_tsce,task_only,11,macro_f1,-0.0050679166941854925
probe_phase_gain,34x345,a1_shared_tsce,task_only,23,accuracy,0.0
probe_phase_gain,34x345,a1_shared_tsce,task_only,23,balanced_accuracy,-0.002335164835164605
probe_phase_gain,34x345,a1_shared_tsce,task_only,23,macro_f1,0.0078059608532085045
probe_phase_gain,34x345,a1_shared_tsce,task_only,37,accuracy,0.0273972602739726
probe_phase_gain,34x345,a1_shared_tsce,task_only,37,balanced_accuracy,0.03281024531024512
probe_phase_gain,34x345,a1_shared_tsce,task_only,37,macro_f1,0.025409073950415695
probe_phase_gain,34x345,a1_shared_tsce,task_plus_reg,11,accuracy,0.013698630136986356
probe_phase_gain,34x345,a1_shared_tsce,task_plus_reg,11,balanced_accuracy,0.009244227994227971
probe_phase_gain,34x345,a1_shared_tsce,task_plus_reg,11,macro_f1,0.022218261565678743
probe_phase_gain,34x345,a1_shared_tsce,task_plus_reg,23,accuracy,0.03424657534246578
probe_phase_gain,34x345,a1_shared_tsce,task_plus_reg,23,balanced_accuracy,0.03626026751026734
probe_phase_gain,34x345,a1_shared_tsce,task_plus_reg,23,macro_f1,0.04063367060785128
probe_phase_gain,34x345,a1_shared_tsce,task_plus_reg,37,accuracy,0.0273972602739726
probe_phase_gain,34x345,a1_shared_tsce,task_plus_reg,37,balanced_accuracy,0.04074675324675325
probe_phase_gain,34x345,a1_shared_tsce,task_plus_reg,37,macro_f1,0.05323470063389413
probe_phase_gain,34x345,a2_shared_wholecount,task_only,11,accuracy,-0.0273972602739726
probe_phase_gain,34x345,a2_shared_wholecount,task_only,11,balanced_accuracy,-0.035178016428016434
probe_phase_gain,34x345,a2_shared_wholecount,task_only,11,macro_f1,-0.015944815078868246
probe_phase_gain,34x345,a2_shared_wholecount,task_only,23,accuracy,0.020547945205479423
probe_phase_gain,34x345,a2_shared_wholecount,task_only,23,balanced_accuracy,0.014161532911532881
probe_phase_gain,34x345,a2_shared_wholecount,task_only,23,macro_f1,0.011755808118037225
probe_phase_gain,34x345,a2_shared_wholecount,task_only,37,accuracy,0.013698630136986356
probe_phase_gain,34x345,a2_shared_wholecount,task_only,37,balanced_accuracy,0.012898906648906694
probe_phase_gain,34x345,a2_shared_wholecount,task_only,37,macro_f1,0.02023244295703841
probe_phase_gain,34x345,a2_shared_wholecount,task_plus_reg,11,accuracy,0.013698630136986245
probe_phase_gain,34x345,a2_shared_wholecount,task_plus_reg,11,balanced_accuracy,0.01173132423132428
probe_phase_gain,34x345,a2_shared_wholecount,task_plus_reg,11,macro_f1,0.0055876236105851795
probe_phase_gain,34x345,a2_shared_wholecount,task_plus_reg,23,accuracy,-0.006849315068493067
probe_phase_gain,34x345,a2_shared_wholecount,task_plus_reg,23,balanced_accuracy,-0.009004884004883973
probe_phase_gain,34x345,a2_shared_wholecount,task_plus_reg,23,macro_f1,0.01106736321779156
probe_phase_gain,34x345,a2_shared_wholecount,task_plus_reg,37,accuracy,0.05479452054794526
probe_phase_gain,34x345,a2_shared_wholecount,task_plus_reg,37,balanced_accuracy,0.04999999999999999
probe_phase_gain,34x345,a2_shared_wholecount,task_plus_reg,37,macro_f1,0.03749275694019266
probe_phase_gain,34x345,f1_fixed250_tsce,task_only,11,accuracy,0.047945205479452024
probe_phase_gain,34x345,f1_fixed250_tsce,task_only,11,balanced_accuracy,0.045573870573870634
probe_phase_gain,34x345,f1_fixed250_tsce,task_only,11,macro_f1,0.052591895812999945
probe_phase_gain,34x345,f1_fixed250_tsce,task_only,23,accuracy,0.09589041095890405
probe_phase_gain,34x345,f1_fixed250_tsce,task_only,23,balanced_accuracy,0.08560189810189822
probe_phase_gain,34x345,f1_fixed250_tsce,task_only,23,macro_f1,0.08656011738955272
probe_phase_gain,34x345,f1_fixed250_tsce,task_only,37,accuracy,0.09589041095890405
probe_phase_gain,34x345,f1_fixed250_tsce,task_only,37,balanced_accuracy,0.09362165612165618
probe_phase_gain,34x345,f1_fixed250_tsce,task_only,37,macro_f1,0.11467235395661785
probe_phase_gain,34x345,f1_fixed250_tsce,task_plus_reg,11,accuracy,0.04109589041095896
probe_phase_gain,34x345,f1_fixed250_tsce,task_plus_reg,11,balanced_accuracy,0.04037004662004662
probe_phase_gain,34x345,f1_fixed250_tsce,task_plus_reg,11,macro_f1,0.04373409416224583
probe_phase_gain,34x345,f1_fixed250_tsce,task_plus_reg,23,accuracy,0.041095890410958846
probe_phase_gain,34x345,f1_fixed250_tsce,task_plus_reg,23,balanced_accuracy,0.033360389610389674
probe_phase_gain,34x345,f1_fixed250_tsce,task_plus_reg,23,macro_f1,0.04589926083669904
probe_phase_gain,34x345,f1_fixed250_tsce,task_plus_reg,37,accuracy,0.09589041095890405
probe_phase_gain,34x345,f1_fixed250_tsce,task_plus_reg,37,balanced_accuracy,0.08805916305916311
probe_phase_gain,34x345,f1_fixed250_tsce,task_plus_reg,37,macro_f1,0.11440950148827822
probe_phase_gain,34x345,f2_fixed250_wholecount,task_only,11,accuracy,0.03424657534246578
probe_phase_gain,34x345,f2_fixed250_wholecount,task_only,11,balanced_accuracy,0.027419108669108683
probe_phase_gain,34x345,f2_fixed250_wholecount,task_only,11,macro_f1,0.038550340757612545
probe_phase_gain,34x345,f2_fixed250_wholecount,task_only,23,accuracy,0.06164383561643838
probe_phase_gain,34x345,f2_fixed250_wholecount,task_only,23,balanced_accuracy,0.05154914529914528
probe_phase_gain,34x345,f2_fixed250_wholecount,task_only,23,macro_f1,0.041299399733745024
