condition,seed,snn_only_test_BA,raw250_test_BA,raw_plus_snn_test_BA,fusion_delta_vs_raw,fusion_delta_vs_snn,selected_C
cls_only,11,0.5109126984126985,0.546957671957672,0.5978835978835979,0.05092592592592593,0.08697089947089942,0.1
cls_only,23,0.5925925925925927,0.546957671957672,0.5932539682539683,0.04629629629629628,0.000661375661375585,0.1
cls_only,101,0.5304232804232805,0.546957671957672,0.5854828042328042,0.03852513227513221,0.055059523809523725,0.01
cls_count,11,0.4464285714285714,0.546957671957672,0.5825066137566138,0.03554894179894186,0.13607804232804244,0.01
cls_count,23,0.53125,0.546957671957672,0.5958994708994709,0.04894179894179895,0.06464947089947093,0.1
cls_count,101,0.5497685185185185,0.546957671957672,0.5735780423280424,0.02662037037037046,0.023809523809523947,1.0
cls_count_temp,11,0.4229497354497355,0.546957671957672,0.5616732804232805,0.014715608465608487,0.13872354497354494,0.01
cls_count_temp,23,0.5401785714285714,0.546957671957672,0.583994708994709,0.03703703703703698,0.04381613756613756,0.1
cls_count_temp,101,0.5620039682539683,0.546957671957672,0.5805224867724867,0.03356481481481477,0.01851851851851849,0.1
