condition,semantic_test_MAE_mean,semantic_test_R2_mean,temporal_test_MAE_mean,temporal_test_R2_mean
cls_count,0.7333285609881083,0.16258451342582703,0.8950514363423524,-0.013836790455712213
cls_count_temp,0.7297968069712321,0.1691906601190567,0.8868101720157355,-0.008453822135925293
cls_only,0.7296824256579081,0.16818812986214957,0.8932824286225477,-0.016954516702228122
