representation,condition,seed,feature_dim,selected_C,val_BA,test_accuracy,test_BA,test_macro_f1,delta_test_BA_vs_Raw250
SNN250,cls_only,11,1024,0.01,0.6645171957671958,0.5052631578947369,0.5109126984126985,0.4959015034672929,-0.03604497354497349
SNN250,cls_only,23,1024,0.01,0.6327050264550265,0.5684210526315789,0.5925925925925927,0.5693951224214382,0.045634920634920695
SNN250,cls_only,101,1024,0.01,0.6208002645502645,0.5157894736842106,0.5304232804232805,0.5099547511312217,-0.016534391534391513
SNN250,cls_count,11,1024,0.1,0.6042328042328043,0.45263157894736844,0.4464285714285714,0.4196650736317919,-0.10052910052910058
SNN250,cls_count,23,1024,0.01,0.659424603174603,0.5052631578947369,0.53125,0.5112921922132448,-0.015707671957671976
SNN250,cls_count,101,1024,0.01,0.6416335978835978,0.5473684210526316,0.5497685185185185,0.5399180287127857,0.002810846560846514
SNN250,cls_count_temp,11,1024,10.0,0.6529431216931217,0.4105263157894737,0.4229497354497355,0.39232706764676073,-0.12400793650793646
SNN250,cls_count_temp,23,1024,0.01,0.6640542328042328,0.5157894736842106,0.5401785714285714,0.5013293692069435,-0.006779100529100579
SNN250,cls_count_temp,101,1024,0.01,0.6737764550264549,0.5368421052631579,0.5620039682539683,0.5359626907034027,0.01504629629629628
